Time (ms), X Acceleration (g)
9832,1.01123046875
9937,1.02734375
10037,1.0166015625
10137,1.03564453125
10237,1.03125
10339,1.01708984375
10446,1.0234375
10546,1.02197265625
10650,1.0205078125
10756,1.0322265625
10856,0.9990234375
10956,1.03564453125
11056,1.01904296875
11159,1.01708984375
11266,1.02197265625
11366,1.0
11466,1.02783203125
11565,1.00927734375
11668,1.02490234375
11775,1.0322265625
11875,1.033203125
11978,1.02197265625
12085,1.0224609375
12188,1.017578125
12295,1.015625
12395,1.021484375
12498,1.01416015625
12605,1.021484375
12704,1.01416015625
12804,1.02197265625
12904,1.0224609375
13007,1.02587890625
13114,1.02197265625
13214,1.0205078125
13314,1.01611328125
13414,1.03076171875
13517,1.01953125
13624,1.02001953125
13724,1.0283203125
13827,1.0400390625
13933,1.02490234375
14033,1.0224609375
14133,1.02197265625
14233,1.03564453125
14337,1.0234375
14443,1.02294921875
14543,1.02001953125
14643,1.009765625
14743,1.02392578125
14846,1.01904296875
14952,1.02294921875
15052,1.0244140625
15156,1.03125
15262,1.0283203125
15365,1.0205078125
15472,1.0185546875
15572,1.0234375
15675,1.0234375
15782,1.02001953125
15882,1.025390625
15982,1.02587890625
16081,1.02294921875
16184,1.01416015625
16291,1.015625
16391,1.02294921875
16491,1.0166015625
16591,1.02587890625
16694,1.02197265625
16801,1.02392578125
16901,1.02001953125
17004,1.0244140625
17110,1.01708984375
17210,1.0224609375
17310,1.02392578125
17410,1.01171875
17514,1.0205078125
17620,1.02587890625
17720,1.01904296875
17820,1.02587890625
17920,1.02783203125
18023,1.02587890625
18130,1.01611328125
18230,1.02490234375
18333,1.0185546875
18440,1.0283203125
18549,1.01611328125
18649,1.0146484375
18749,1.02197265625
18853,1.02001953125
18959,1.017578125
19059,1.02392578125
19159,1.01513671875
19259,1.015625
19362,1.0205078125
19469,1.017578125
19568,1.01953125
19668,1.02783203125
19768,1.0224609375
19871,1.0244140625
19978,1.01953125
20078,1.021484375
20181,1.02685546875
20288,1.01904296875
20388,1.01318359375
20487,1.02587890625
20587,1.0244140625
20690,1.01953125
20797,1.0146484375
20897,1.0263671875
20997,1.0185546875
21097,1.0185546875
21200,1.01611328125
21307,1.0244140625
21407,1.01904296875
21510,1.02001953125
21616,1.0224609375
21716,1.0205078125
21816,1.01904296875
21916,1.0234375
22020,1.0185546875
22126,1.01806640625
22226,1.01318359375
22326,1.0205078125
22426,1.015625
22529,1.0234375
22636,1.0166015625
22736,1.015625
22839,1.0205078125
22946,1.017578125
23048,1.0234375
23155,1.02490234375
23255,1.0107421875
23359,1.0185546875
23465,1.015625
23565,1.02490234375
23665,1.02197265625
23765,1.015625
23868,1.01904296875
23975,1.021484375
24074,1.01171875
24174,1.0224609375
24274,1.017578125
24377,1.0087890625
24484,1.02001953125
24584,1.017578125
24687,1.02001953125
24794,1.02392578125
24894,1.01220703125
24994,1.02685546875
25094,1.01708984375
25197,1.025390625
25304,1.01611328125
25403,1.0234375
25503,1.03125
25603,1.0205078125
25706,1.0146484375
25813,1.02392578125
25913,1.02783203125
26016,1.02197265625
26122,1.02197265625
26222,1.02001953125
26322,1.02685546875
26422,1.01513671875
26526,1.0185546875
26632,1.02587890625
26732,1.01611328125
26832,1.01953125
26932,1.017578125
27035,1.021484375
27142,1.0185546875
27242,1.02978515625
27342,1.01708984375
27442,1.01220703125
27544,1.01806640625
27651,1.01953125
27751,1.01806640625
27855,1.0234375
27961,1.03076171875
28061,1.01904296875
28161,1.02392578125
28261,1.0224609375
28364,1.0234375
28471,1.017578125
28571,1.02197265625
28671,1.02490234375
28770,1.01220703125
28873,1.0234375
28980,1.01708984375
29080,1.02587890625
29183,1.0244140625
29290,1.107421875
29390,1.1474609375
29490,1.51611328125
29590,1.50048828125
29693,0.9814453125
29800,0.75634765625
29899,0.83349609375
29999,0.8037109375
30099,0.47509765625
30202,0.921875
30309,0.99853515625
30409,0.86572265625
30512,1.06201171875
30619,1.22216796875
30722,1.048828125
30829,1.123046875
30929,1.19775390625
31032,0.9892578125
31139,1.076171875
31248,1.1318359375
31348,0.9970703125
31448,0.97802734375
31551,0.95166015625
31658,1.275390625
31758,1.09716796875
31858,0.84521484375
31958,0.923828125
32061,1.12744140625
32168,1.16552734375
32267,1.03271484375
32371,0.95556640625
32477,0.87744140625
32577,1.0732421875
32677,1.2353515625
32777,1.166015625
32881,0.912109375
32987,0.86572265625
33087,0.86669921875
33186,0.89990234375
33286,1.2744140625
33389,1.06298828125
33496,0.94140625
33596,1.2353515625
33700,1.18359375
33806,1.13232421875
33909,1.09619140625
34016,1.060546875
34116,0.9609375
34219,0.849609375
34326,0.96728515625
34426,1.22705078125
34525,1.1796875
34625,1.09912109375
34728,0.84228515625
34835,1.224609375
34935,1.1826171875
35035,0.92236328125
35135,0.841796875
35238,0.908203125
35345,1.275390625
35445,1.0546875
35548,0.8291015625
35655,0.806640625
35754,1.21044921875
35854,1.291015625
35954,0.88037109375
36057,0.712890625
36164,1.3193359375
36264,1.287109375
36364,0.94384765625
36464,0.90185546875
36567,1.05029296875
36674,1.25
36773,1.03369140625
36877,0.71875
36983,0.6611328125
37083,1.24755859375
37183,1.17333984375
37283,1.15966796875
37386,0.68701171875
37493,1.0546875
37593,1.30029296875
37693,1.0185546875
37793,0.72705078125
37896,1.0029296875
38003,1.33935546875
38102,1.0732421875
38206,0.876953125
38312,0.73388671875
38415,1.17919921875
38522,1.2861328125
38622,0.970703125
38725,0.8369140625
38832,1.041015625
38932,1.12841796875
39032,1.09033203125
39131,0.80419921875
39234,0.92724609375
39341,1.34130859375
39441,1.20751953125
39541,0.9189453125
39641,0.6123046875
39744,1.12744140625
39851,1.27392578125
39951,1.11083984375
40054,0.72705078125
40161,1.06884765625
40260,1.259765625
40360,1.14892578125
40460,0.90380859375
40564,0.7109375
40670,1.16943359375
40770,1.38525390625
40870,1.10693359375
40970,0.7548828125
41074,1.1064453125
41180,1.24462890625
41280,0.9033203125
41383,0.77001953125
41490,0.87060546875
