Time (ms), VOC density (ppb)
31841,227.0
31941,228.0
32041,229.0
32151,228.0
32250,231.0
32354,236.0
32460,226.0
32560,226.0
32660,232.0
32760,229.0
32860,230.0
32970,227.0
33070,225.0
33169,231.0
33269,226.0
33369,227.0
33479,226.0
33579,223.0
33683,222.0
33789,225.0
33889,221.0
33999,221.0
34099,219.0
34202,211.0
34309,218.0
34409,211.0
34508,215.0
34608,209.0
34708,210.0
34818,203.0
34918,203.0
35018,197.0
35118,201.0
35218,195.0
35328,195.0
35428,189.0
35531,194.0
35638,188.0
35737,184.0
35837,175.0
35937,182.0
36037,176.0
36147,176.0
36247,172.0
36347,168.0
36447,169.0
36547,167.0
36657,162.0
36756,162.0
36860,165.0
36966,157.0
37066,157.0
37166,158.0
37266,155.0
37369,156.0
37476,148.0
37576,154.0
37676,142.0
37776,144.0
37876,142.0
37986,144.0
38085,147.0
38189,141.0
38295,140.0
38395,143.0
38505,139.0
38605,135.0
38708,139.0
38815,133.0
38915,133.0
39015,128.0
39114,128.0
39214,131.0
39324,124.0
39424,131.0
39524,122.0
39624,120.0
39724,120.0
39834,118.0
39934,115.0
40037,113.0
40144,114.0
40243,115.0
40343,111.0
40443,108.0
40543,109.0
40653,108.0
40753,108.0
40853,108.0
40953,105.0
41053,105.0
41163,109.0
41263,100.0
41366,104.0
41473,103.0
41572,99.0
41682,99.0
41782,97.0
41885,100.0
41992,91.0
42092,97.0
42192,92.0
42292,95.0
42392,93.0
42502,89.0
42601,91.0
42701,87.0
42801,87.0
42901,84.0
43011,82.0
43111,90.0
43215,85.0
43321,85.0
43421,79.0
43521,78.0
43621,79.0
43721,80.0
43841,77.0
43950,72.0
44050,76.0
44150,72.0
44250,70.0
44360,75.0
44460,73.0
44563,70.0
44670,72.0
44770,72.0
44870,70.0
44969,71.0
45073,69.0
45179,75.0
45279,66.0
45379,67.0
45479,64.0
45579,69.0
45689,71.0
45789,65.0
45889,67.0
45989,63.0
46088,62.0
46198,57.0
46298,60.0
46402,64.0
46508,54.0
46608,62.0
46708,58.0
46808,61.0
46908,56.0
47018,60.0
47118,54.0
47218,51.0
47317,59.0
47417,54.0
47527,48.0
47627,49.0
47731,50.0
47837,49.0
47937,46.0
48037,49.0
48137,43.0
48240,50.0
48347,50.0
48446,35.0
48546,42.0
48646,39.0
48746,38.0
48856,35.0
48956,37.0
49060,38.0
49166,36.0
49266,33.0
49376,33.0
49476,38.0
49579,29.0
49686,30.0
49795,28.0
49895,25.0
49995,31.0
50095,22.0
50205,16.0
50305,20.0
50405,24.0
50505,17.0
50605,20.0
50715,23.0
50814,15.0
50918,20.0
51024,11.0
51124,18.0
51224,14.0
51324,7.0
51424,12.0
51534,12.0
51634,2.0
51734,8.0
51834,4.0
51933,2.0
52043,3.0
52143,6.0
52246,0.0
52353,10.0
52453,0.0
52553,0.0
52653,0.0
52756,0.0
52863,2.0
52963,0.0
53063,0.0
53162,1.0
53262,3.0
53372,3.0
53472,2.0
53572,2.0
53672,0.0
53772,0.0
53882,0.0
53982,0.0
54085,3.0
54192,0.0
54291,1.0
54391,1.0
54491,0.0
54591,0.0
54701,0.0
54801,0.0
54901,0.0
55001,0.0
55101,0.0
55211,0.0
55311,0.0
55414,0.0
55521,2.0
55620,0.0
55720,0.0
55820,0.0
55924,0.0
56030,0.0
56130,0.0
56230,0.0
56330,0.0
56430,0.0
56539,0.0
56639,0.0
56743,0.0
56849,0.0
56949,0.0
57059,0.0
57159,0.0
57263,0.0
57369,0.0
57469,0.0
57569,0.0
57669,0.0
57768,0.0
57878,0.0
57978,0.0
58078,0.0
58178,0.0
58278,0.0
58388,0.0
58488,0.0
58591,0.0
58698,0.0
58798,0.0
58897,0.0
58997,0.0
59097,0.0
59207,0.0
59307,0.0
59407,0.0
59507,0.0
59607,0.0
59717,0.0
59817,0.0
59920,0.0
60027,0.0
60126,0.0
60236,0.0
60336,0.0
60440,0.0
60546,0.0
60646,0.0
60746,0.0
60846,0.0
60946,0.0
61056,0.0
61156,0.0
61256,0.0
61355,0.0
61455,0.0
61565,0.0
61665,0.0
61769,0.0
61875,0.0
61975,0.0
62075,0.0
62175,0.0
62275,0.0
62385,0.0
62484,0.0
62584,0.0
62684,0.0
62784,0.0
62894,0.0
62994,0.0
63097,0.0
63204,0.0
63304,0.0
63404,0.0
63504,0.0
63607,0.0
63714,0.0
63813,0.0
63913,0.0
64013,0.0
64113,0.0
64223,0.0
64323,0.0
64426,0.0
64533,0.0
64633,0.0
64743,0.0
64842,0.0
64946,0.0
65052,0.0
65152,0.0
65252,0.0
65352,0.0
65452,0.0
65562,0.0
65662,0.0
65762,0.0
65862,0.0
65962,0.0
66072,0.0
66171,0.0
66275,0.0
66381,0.0
66481,0.0
66581,0.0
66681,0.0
66781,0.0
66891,0.0
66991,0.0
67090,0.0
67190,0.0
67290,0.0
67400,0.0
67500,0.0
67604,0.0
67710,0.0
67810,0.0
67920,0.0
68020,0.0
68123,0.0
68230,0.0
68329,0.0
68429,0.0
68529,0.0
68629,0.0
68739,0.0
68839,0.0
68939,0.0
69039,0.0
69139,0.0
69249,0.0
69349,0.0
69452,0.0
69558,0.0
69658,0.0
69758,0.0
69858,0.0
69958,0.0
70068,0.0
70168,0.0
70268,0.0
70368,0.0
70468,0.0
70578,0.0
70677,0.0
70781,0.0
70887,0.0
70987,0.0
71087,0.0
71187,0.0
71290,0.0
71397,0.0
71497,0.0
71597,0.0
71697,0.0
71797,0.0
71907,0.0
72006,0.0
72106,0.0
72206,0.0
72306,0.0
72416,0.0
72516,0.0
72619,0.0
72726,0.0
72826,0.0
72926,0.0
73025,0.0
73125,0.0
73235,0.0
73335,0.0
73435,0.0
73535,0.0
73635,0.0
73745,0.0
73845,0.0
73948,0.0
74054,0.0
74154,0.0
74254,0.0
74354,0.0
74458,0.0
74564,0.0
74664,0.0
74764,0.0
74864,0.0
74964,0.0
75074,0.0
75174,0.0
75277,0.0
75384,0.0
75483,0.0
75593,0.0
75693,0.0
75796,0.0
75903,0.0
76003,0.0
76103,0.0
76203,0.0
76303,0.0
76413,0.0
76512,0.0
76612,0.0
76712,0.0
76812,0.0
76922,0.0
77022,0.0
77125,0.0
77232,0.0
77332,0.0
77432,0.0
77532,0.0
77631,0.0
77741,0.0
77841,0.0
77941,0.0
78041,0.0
78141,0.0
78251,0.0
78351,0.0
78454,0.0
78561,0.0
78661,0.0
78760,0.0
78860,0.0
78964,0.0
79070,0.0
79170,0.0
79270,0.0
79370,0.0
79470,0.0
79580,0.0
79680,0.0
79779,0.0
79879,0.0
79979,0.0
80089,0.0
80189,0.0
80293,0.0
80399,0.0
80499,0.0
80599,0.0
80699,0.0
80799,0.0
80909,0.0
81008,0.0
81108,0.0
81208,0.0
81308,0.0
81418,0.0
81518,0.0
81621,0.0
81728,0.0
81828,0.0
81928,0.0
82028,0.0
82131,0.0
82238,0.0
82347,0.0
82447,0.0
82547,0.0
82647,0.0
82757,0.0
82857,0.0
82960,0.0
83067,0.0
83167,0.0
83277,0.0
83376,0.0
83480,0.0
83586,0.0
83686,0.0
83786,0.0
83886,0.0
83986,0.0
84096,0.0
84196,0.0
84295,0.0
84395,0.0
84495,0.0
84605,0.0
84705,0.0
84809,0.0
84915,0.0
85015,0.0
85115,0.0
85215,0.0
85315,0.0
85424,0.0
85524,0.0
85624,0.0
85724,0.0
85824,0.0
85934,0.0
86034,0.0
86137,0.0
86244,0.0
86344,0.0
86453,0.0
86553,0.0
86657,0.0
86763,0.0
86863,0.0
86963,0.0
87063,0.0
87163,0.0
87273,0.0
87373,0.0
87473,0.0
87573,0.0
87673,0.0
87782,0.0
87882,0.0
87986,0.0
88092,0.0
88192,0.0
88292,0.0
88392,0.0
88492,0.0
88602,0.0
88702,0.0
88802,0.0
88901,0.0
89001,0.0
89111,0.0
89211,0.0
89315,0.0
89421,0.0
89521,0.0
89621,0.0
89721,0.0
89824,0.0
89930,0.0
90030,0.0
90130,0.0
90230,0.0
90330,0.0
90440,0.0
90540,0.0
90643,0.0
90750,0.0
90850,0.0
90960,0.0
91060,0.0
91163,0.0
91269,0.0
91369,0.0
91469,0.0
91569,0.0
91669,0.0
91779,0.0
91879,0.0
91979,0.0
92079,0.0
92179,0.0
92288,0.0
92388,0.0
92491,0.0
92598,0.0
92698,0.0
92798,0.0
92898,0.0
92998,0.0
93108,0.0
93208,0.0
93308,0.0
93407,0.0
93507,0.0
93617,0.0
93717,0.0
93821,0.0
93927,0.0
94027,0.0
94137,0.0
94237,0.0
94340,0.0
94447,0.0
94546,0.0
94646,0.0
94746,0.0
94846,0.0
94956,0.0
95056,0.0
95156,0.0
95256,0.0
95356,0.0
95466,0.0
95565,0.0
95669,0.0
95775,0.0
95875,0.0
95975,0.0
96075,0.0
96175,0.0
96285,0.0
96385,0.0
96485,0.0
96585,0.0
96684,0.0
96794,0.0
96894,0.0
96997,0.0
97104,0.0
97204,0.0
97304,0.0
97404,0.0
97507,0.0
97614,0.0
97714,0.0
97813,0.0
97913,0.0
98013,0.0
98123,0.0
98223,0.0
98323,0.0
98423,0.0
98523,0.0
98633,0.0
98733,0.0
98836,0.0
98943,0.0
99042,0.0
99142,0.0
99242,0.0
99342,0.0
99452,0.0
99552,0.0
99652,0.0
99752,0.0
99852,0.0
99962,0.0
100061,0.0
100165,0.0
100271,0.0
100371,0.0
100471,0.0
100571,0.0
100675,0.0
100781,0.0
100881,0.0
100981,0.0
101081,0.0
101180,0.0
101290,0.0
101390,0.0
101494,0.0
101600,0.0
101700,0.0
101810,0.0
101910,0.0
102013,0.0
102120,0.0
102220,0.0
102319,0.0
102419,0.0
102519,0.0
102629,0.0
102729,0.0
102829,0.0
102929,0.0
103029,0.0
103139,0.0
103239,0.0
103342,0.0
103449,0.0
103548,0.0
103648,0.0
103748,0.0
103848,0.0
103958,0.0
104058,0.0
104158,0.0
104258,0.0
104358,0.0
104468,0.0
104567,0.0
104671,0.0
104777,0.0
104877,0.0
104977,0.0
105077,0.0
105180,0.0
105287,0.0
105387,0.0
105487,0.0
105587,0.0
105686,0.0
105796,0.0
105896,0.0
105996,0.0
106096,0.0
106196,0.0
106306,0.0
106406,0.0
106509,0.0
106616,0.0
106715,0.0
106815,0.0
106915,0.0
107015,0.0
107125,0.0
107225,0.0
107325,0.0
107425,0.0
107525,0.0
107635,0.0
107735,0.0
107838,0.0
107945,0.0
108054,0.0
108154,0.0
108254,0.0
108358,0.0
108464,0.0
108564,0.0
108664,0.0
108764,0.0
108864,0.0
108974,0.0
109073,0.0
109177,0.0
109283,0.0
109383,0.0
109493,0.0
109593,0.0
109696,0.0
109803,0.0
109903,0.0
110003,0.0
110102,0.0
110202,0.0
110312,0.0
110412,0.0
110512,0.0
110612,0.0
110712,0.0
110822,0.0
110922,0.0
111025,0.0
111132,0.0
111231,0.0
111331,0.0
111431,0.0
111531,0.0
111651,0.0
111751,0.0
111851,0.0
111951,0.0
112051,0.0
112161,0.0
112260,0.0
112364,0.0
112470,0.0
112570,0.0
112680,0.0
112780,0.0
112883,0.0
112989,0.0
113089,0.0
113189,0.0
113289,0.0
113389,0.0
113499,0.0
113599,0.0
113699,0.0
113799,0.0
113899,0.0
114009,0.0
114109,0.0
114212,0.0
114319,0.0
114418,0.0
114518,0.0
114618,0.0
114718,0.0
114828,0.0
114928,0.0
115028,0.0
115128,0.0
115228,0.0
115338,0.0
115437,0.0
115541,0.0
115647,0.0
115747,0.0
115847,0.0
115947,0.0
116050,0.0
116157,0.0
116257,0.0
116357,0.0
116457,0.0
116556,0.0
116666,0.0
116766,0.0
116870,0.0
116976,0.0
117076,0.0
117186,0.0
117286,0.0
117389,0.0
117496,0.0
117595,0.0
117695,0.0
117795,0.0
117895,0.0
118005,0.0
118105,0.0
118205,0.0
118305,0.0
118405,0.0
118515,0.0
118615,0.0
118718,0.0
118825,0.0
118934,0.0
119034,0.0
119134,0.0
119234,0.0
119344,0.0
119444,0.0
119544,0.0
119644,0.0
119744,0.0
119853,0.0
119953,0.0
120056,0.0
120163,0.0
120263,0.0
120373,0.0
120473,0.0
120576,0.0
120683,0.0
120783,0.0
120882,0.0
120982,0.0
121082,0.0
121192,0.0
121292,0.0
121392,0.0
121492,0.0
121592,0.0
121702,0.0
121802,0.0
121905,0.0
122012,0.0
122111,0.0
122211,0.0
122311,0.0
122411,0.0
122521,0.0
122621,0.0
122721,0.0
122821,0.0
122921,0.0
123031,0.0
123130,0.0
123234,0.0
123340,0.0
123440,0.0
123540,0.0
123640,0.0
123743,0.0
123850,0.0
123950,0.0
124050,0.0
124149,0.0
124249,0.0
124359,0.0
124459,0.0
124559,0.0
124659,0.0
124759,0.0
124869,0.0
124969,0.0
125072,0.0
125179,0.0
125278,0.0
125378,0.0
125478,0.0
125578,0.0
125688,0.0
125788,0.0
125888,0.0
125988,0.0
126088,0.0
126198,0.0
126297,0.0
126401,0.0
126507,0.0
126607,0.0
126707,0.0
126807,0.0
126910,0.0
127017,0.0
127117,0.0
127217,0.0
127316,0.0
127416,0.0
127526,0.0
127626,0.0
127730,0.0
127836,0.0
127936,0.0
128046,0.0
128146,0.0
128249,0.0
128356,0.0
128455,0.0
128555,0.0
128655,0.0
128755,0.0
128865,0.0
128965,0.0
129065,0.0
129165,0.0
129265,0.0
129375,0.0
129474,0.0
129578,0.0
129684,0.0
129784,0.0
129884,0.0
129984,0.0
130084,0.0
130194,0.0
130294,0.0
130394,0.0
130494,0.0
130593,0.0
130703,0.0
130803,0.0
130906,0.0
131013,0.0
131113,0.0
131213,0.0
131313,0.0
131416,0.0
131523,0.0
131622,0.0
131722,0.0
131822,0.0
131922,0.0
132032,0.0
132132,0.0
132232,0.0
132332,0.0
132432,0.0
132542,0.0
132642,0.0
132745,0.0
132852,0.0
132961,0.0
133061,0.0
133161,0.0
133261,0.0
133371,0.0
133471,0.0
133571,0.0
133671,0.0
133770,0.0
133880,0.0
133980,0.0
134084,0.0
134190,0.0
134290,0.0
134390,0.0
134490,0.0
134593,0.0
134700,0.0
134800,0.0
134899,0.0
134999,0.0
135099,0.0
135209,0.0
135309,0.0
135413,0.0
135519,0.0
135619,0.0
135729,0.0
135829,0.0
135932,0.0
136038,0.0
136138,0.0
136238,0.0
136338,0.0
136438,0.0
136548,0.0
136648,0.0
136748,0.0
136848,0.0
136948,0.0
137057,0.0
137157,0.0
137260,0.0
137367,0.0
137467,0.0
137567,0.0
137667,0.0
137767,0.0
137877,0.0
137977,0.0
138077,0.0
138176,0.0
138276,0.0
138386,0.0
138486,0.0
138590,0.0
138696,0.0
138796,0.0
138906,0.0
139006,0.0
139109,0.0
139216,0.0
139315,0.0
139415,0.0
139515,0.0
139615,0.0
139725,0.0
139825,0.0
139925,0.0
140025,0.0
140125,0.0
140235,0.0
140334,0.0
140438,0.0
140544,0.0
140644,0.0
140744,0.0
140844,0.0
140944,0.0
141054,0.0
141154,0.0
141253,0.0
141353,0.0
141453,0.0
141563,0.0
141663,0.0
141767,0.0
141873,0.0
141973,0.0
142073,0.0
142173,0.0
142276,0.0
142383,0.0
142482,0.0
142582,0.0
142682,0.0
142782,0.0
142892,0.0
142992,0.0
143095,0.0
143202,0.0
143302,0.0
143411,0.0
143511,0.0
143615,0.0
143721,0.0
143821,0.0
143921,0.0
144021,0.0
144121,0.0
144231,0.0
144331,0.0
144431,0.0
144530,0.0
144630,0.0
144740,0.0
144840,0.0
144944,0.0
145050,0.0
145150,0.0
145250,0.0
145350,0.0
145450,0.0
145570,0.0
145669,0.0
145769,0.0
145869,0.0
145969,0.0
146079,0.0
146179,0.0
146282,0.0
146389,0.0
146489,0.0
146599,0.0
146698,0.0
146802,0.0
146908,0.0
147008,0.0
147108,0.0
147208,0.0
147308,0.0
147418,0.0
147518,0.0
147617,0.0
147717,0.0
147817,0.0
147927,0.0
148027,0.0
148131,0.0
148237,0.0
148337,0.0
148437,0.0
148537,0.0
148637,0.0
148746,0.0
148846,0.0
148946,0.0
149046,0.0
149146,0.0
149256,0.0
149356,0.0
149459,0.0
149566,0.0
149666,0.0
149765,0.0
149865,0.0
149969,0.0
150075,0.0
150175,0.0
150275,0.0
150375,0.0
150475,0.0
150585,0.0
150685,0.0
150785,0.0
150885,0.0
150984,0.0
151094,0.0
151194,0.0
151298,0.0
151404,0.0
151504,0.0
151604,0.0
151704,0.0
151804,0.0
151913,0.0
152013,0.0
152113,0.0
152213,0.0
152313,0.0
152423,0.0
152523,0.0
152627,0.0
152733,0.0
152833,0.0
152933,0.0
153033,0.0
153136,0.0
153243,0.0
153352,0.0
153452,0.0
153552,0.0
153652,0.0
153762,0.0
153862,0.0
153965,0.0
154072,0.0
154171,0.0
154281,0.0
154381,0.0
154485,0.0
154591,0.0
154691,0.0
154791,0.0
154891,0.0
154991,0.0
155101,0.0
155201,0.0
155301,0.0
155400,0.0
155500,0.0
155610,0.0
155710,0.0
155814,0.0
155920,0.0
156020,0.0
156120,0.0
156220,0.0
156319,0.0
156429,0.0
156529,0.0
156629,0.0
156729,0.0
156829,0.0
156939,0.0
157039,0.0
157142,0.0
157249,0.0
157349,0.0
157449,0.0
157548,0.0
157652,0.0
157758,0.0
157858,0.0
157958,0.0
158058,0.0
158158,0.0
158267,0.0
158367,0.0
158468,0.0
158567,0.0
158667,0.0
158777,0.0
158877,0.0
158981,0.0
159087,0.0
159187,0.0
159287,0.0
159387,0.0
159487,0.0
159596,0.0
159696,0.0
159796,0.0
159896,0.0
159996,0.0
160106,0.0
160206,0.0
160309,0.0
160415,0.0
160515,0.0
160616,0.0
160715,0.0
160819,0.0
160925,0.0
161025,0.0
161125,0.0
161225,0.0
161325,0.0
161435,0.0
161535,0.0
161638,0.0
161745,0.0
161844,0.0
161954,0.0
162054,0.0
162158,0.0
162264,0.0
162364,0.0
162464,0.0
162564,0.0
162664,0.0
162773,0.0
162873,0.0
162973,0.0
163073,0.0
163173,0.0
163283,0.0
163383,0.0
163486,0.0
163593,0.0
163693,0.0
163793,0.0
163892,0.0
163992,0.0
164102,0.0
164202,0.0
164302,0.0
164402,0.0
164502,0.0
164612,0.0
164712,0.0
164815,0.0
164922,0.0
165021,0.0
165131,0.0
165231,0.0
165335,0.0
165441,0.0
165541,0.0
165641,0.0
165741,0.0
165841,0.0
165951,0.0
166050,0.0
166150,0.0
166250,0.0
166350,0.0
166460,0.0
166560,0.0
166663,0.0
166770,0.0
166870,0.0
166969,0.0
167069,0.0
167169,0.0
167279,0.0
167379,0.0
167479,0.0
167579,0.0
167679,0.0
167789,0.0
167889,0.0
167992,0.0
168099,0.0
168198,0.0
168298,0.0
168398,0.0
168502,0.0
168608,0.0
168708,0.0
168808,0.0
168908,0.0
169008,0.0
169117,0.0
169217,0.0
169321,0.0
169427,0.0
169527,0.0
169637,0.0
169737,0.0
169841,0.0
169947,0.0
170047,0.0
170147,0.0
170247,0.0
170346,0.0
170456,0.0
170556,0.0
170656,0.0
170756,0.0
170856,0.0
170966,0.0
171066,0.0
171169,0.0
171276,0.0
171376,0.0
171476,0.0
171575,0.0
171675,0.0
171785,0.0
171885,0.0
171985,0.0
172085,0.0
172185,0.0
172295,0.0
172395,0.0
172498,0.0
172605,0.0
172714,0.0
172824,0.0
172924,0.0
173027,0.0
173134,0.0
173234,0.0
173334,0.0
173434,0.0
173534,0.0
173643,0.0
173743,0.0
173843,0.0
173943,0.0
174043,0.0
174153,0.0
174253,0.0
174356,0.0
174462,0.0
174562,0.0
174662,0.0
174762,0.0
174862,0.0
174972,0.0
175072,0.0
175172,0.0
175272,0.0
175372,0.0
175482,0.0
175582,0.0
175685,0.0
175792,0.0
175891,0.0
175991,0.0
176091,0.0
176195,0.0
176301,0.0
176401,0.0
176501,0.0
176601,0.0
176701,0.0
176811,0.0
176910,0.0
177010,0.0
177110,0.0
177210,0.0
177320,0.0
177420,0.0
177523,0.0
177629,0.0
177729,0.0
177829,0.0
177929,0.0
178029,0.0
178139,0.0
178239,0.0
178339,0.0
178439,0.0
178539,0.0
178649,0.0
178749,0.0
178852,0.0
178958,0.0
179058,0.0
179158,0.0
179258,0.0
179369,0.0
179478,0.0
179578,0.0
179678,0.0
179778,0.0
179878,0.0
179988,0.0
180087,0.0
180191,0.0
180297,0.0
180397,0.0
180507,0.0
180607,0.0
180710,0.0
180817,0.0
180917,0.0
181017,0.0
181117,0.0
181216,0.0
181326,0.0
181426,0.0
181526,0.0
181626,0.0
181726,0.0
181836,0.0
181936,0.0
182039,0.0
182145,0.0
182245,0.0
182345,0.0
182445,0.0
182545,0.0
182655,0.0
182755,0.0
182855,0.0
182955,0.0
183055,0.0
183165,0.0
183265,0.0
183368,0.0
183474,0.0
183574,0.0
183674,0.0
183774,0.0
183877,0.0
183984,0.0
184084,0.0
184184,0.0
184284,0.0
184383,0.0
184494,0.0
184603,0.0
184703,0.0
184803,0.0
184903,0.0
185013,0.0
185113,0.0
185216,0.0
185322,0.0
185422,0.0
185522,0.0
185622,0.0
185722,0.0
185832,0.0
185932,0.0
186032,0.0
186132,0.0
186232,0.0
186342,0.0
186442,0.0
186545,0.0
186651,0.0
186751,0.0
186851,0.0
186951,0.0
187055,0.0
187161,0.0
187261,0.0
187361,0.0
187461,0.0
187561,0.0
187671,0.0
187770,0.0
187873,0.0
187980,0.0
188080,0.0
188190,0.0
188290,0.0
188393,0.0
188499,0.0
188599,0.0
188699,0.0
188799,0.0
188899,0.0
189009,0.0
189109,0.0
189209,0.0
189309,0.0
189409,0.0
189519,0.0
189619,0.0
189722,0.0
189828,0.0
189928,0.0
190028,0.0
190128,0.0
190228,0.0
190338,0.0
190438,0.0
190538,0.0
190638,0.0
190738,0.0
190848,0.0
190947,0.0
191051,0.0
191157,0.0
191257,0.0
191367,0.0
191467,0.0
191570,0.0
191676,0.0
191776,0.0
191876,0.0
191976,0.0
192076,0.0
192186,0.0
192286,0.0
192386,0.0
192486,0.0
192586,0.0
192696,0.0
192796,0.0
192899,0.0
193005,0.0
193105,0.0
193205,0.0
193305,0.0
193405,0.0
193515,0.0
193615,0.0
193715,0.0
193815,0.0
193915,0.0
194025,0.0
194124,0.0
194228,0.0
194334,0.0
194434,0.0
194534,0.0
194634,0.0
194737,0.0
194844,0.0
194944,0.0
195044,0.0
195143,0.0
195243,0.0
195353,0.0
195453,0.0
195557,0.0
195663,0.0
195763,0.0
195873,0.0
195973,0.0
196076,0.0
196182,0.0
196282,0.0
196382,0.0
196482,0.0
196582,0.0
196692,0.0
196792,0.0
196892,0.0
196992,0.0
197092,0.0
197202,0.0
197301,0.0
197405,0.0
197511,0.0
197611,0.0
197711,0.0
197811,0.0
197911,0.0
198021,0.0
198121,0.0
198221,0.0
198321,0.0
198420,0.0
198530,0.0
198630,0.0
198733,0.0
198840,0.0
198940,0.0
199050,0.0
199150,0.0
199253,0.0
199359,0.0
199459,0.0
199559,0.0
199659,0.0
199759,0.0
199869,0.0
199969,0.0
200069,0.0
200169,0.0
200269,0.0
200379,0.0
200479,0.0
200582,0.0
200688,0.0
200788,0.0
200888,0.0
200988,0.0
201088,0.0
201198,0.0
201298,0.0
201397,0.0
201497,0.0
201597,0.0
201707,0.0
201807,0.0
201911,0.0
202017,0.0
202117,0.0
202217,0.0
202317,0.0
202420,0.0
202526,0.0
202626,0.0
202726,0.0
202826,0.0
202926,0.0
203036,0.0
203136,0.0
203236,0.0
203336,0.0
203436,0.0
203546,0.0
203646,0.0
203749,0.0
203855,0.0
203955,0.0
204055,0.0
204155,0.0
204255,0.0
204365,0.0
204465,0.0
204565,0.0
204665,0.0
204765,0.0
204874,0.0
204974,0.0
205077,0.0
205184,0.0
205284,0.0
205384,0.0
205484,0.0
205587,0.0
205693,0.0
205793,0.0
205893,0.0
205993,0.0
206093,0.0
206203,0.0
206303,0.0
206407,0.0
206513,0.0
206613,0.0
206723,0.0
206823,0.0
206926,0.0
207033,0.0
207142,0.0
207242,0.0
207342,0.0
207442,0.0
207552,0.0
207652,0.0
207752,0.0
207852,0.0
207951,0.0
208061,0.0
208161,0.0
208265,0.0
208371,0.0
208471,0.0
208571,0.0
208671,0.0
208771,0.0
208881,0.0
208980,0.0
209080,0.0
209180,0.0
209280,0.0
209390,0.0
209490,0.0
209593,0.0
209700,0.0
209800,0.0
209900,0.0
210000,0.0
210103,0.0
210209,0.0
210309,0.0
210409,0.0
210509,0.0
210609,0.0
210719,0.0
210819,0.0
210919,0.0
211019,0.0
211118,0.0
211228,0.0
211328,0.0
211431,0.0
211538,0.0
211638,0.0
211738,0.0
211838,0.0
211938,0.0
212048,0.0
212147,0.0
212247,0.0
212347,0.0
212447,0.0
212557,0.0
212657,0.0
212760,0.0
212867,0.0
212967,0.0
213067,0.0
213166,0.0
213277,0.0
213386,0.0
213486,0.0
213586,0.0
213686,0.0
213786,0.0
213896,0.0
213996,0.0
214099,0.0
214206,0.0
