Time (ms), Air Pressure (P)
32164,98880.078125
32263,98877.609375
32367,98882.1953125
32473,98874.296875
32573,98876.203125
32673,98878.921875
32773,98880.796875
32877,98881.6328125
32983,98878.328125
33083,98883.5078125
33182,98882.671875
33282,98867.46875
33382,98856.390625
33492,98877.25
33592,98883.5078125
33696,98878.921875
33802,98871.5859375
33902,98884.109375
34012,98880.5625
34112,98887.859375
34215,98882.671875
34322,98883.5078125
34422,98877.25
34521,98874.5390625
34621,98889.765625
34724,98882.671875
34831,98884.34375
34931,98881.390625
35031,98885.984375
35131,98890.5703125
35231,98885.390625
35341,98888.1015625
35441,98887.296875
35544,98883.5078125
35651,98881.6328125
35750,98883.5078125
35850,98887.0546875
35950,98883.5078125
36053,98884.34375
36160,98881.875
36260,98887.296875
36360,98888.375
36460,98889.40625
36560,98883.421875
36670,98888.015625
36769,98888.5234375
36873,98884.9765625
36979,98882.5
37079,98887.359375
37179,98884.6484375
37279,98876.75
37382,98876.75
37489,98881.34375
37589,98883.25
37689,98892.390625
37789,98888.875
37889,98888.046875
37999,98886.40625
38098,98879.34375
38202,98882.0546875
38308,98883.09375
38408,98884.171875
38518,98881.21875
38618,98880.3828125
38721,98882.0546875
38828,98878.75
38928,98879.578125
39028,98879.8203125
39127,98887.953125
39230,98877.34375
39337,98885.484375
39437,98879.25
39537,98878.421875
39637,98881.125
39737,98884.9140625
39847,98879.4921875
39947,98884.078125
40050,98878.65625
40157,98882.4375
40256,98882.4375
40356,98885.15625
40456,98891.640625
40560,98883.75
40666,98881.84375
40766,98884.546875
40866,98885.625
40966,98877.4921875
41066,98881.84375
41176,98878.328125
41276,98880.203125
41379,98879.3984375
41486,98889.171875
41585,98883.984375
41695,98878.5625
41795,98882.34375
41898,98883.984375
42005,98882.34375
42105,98883.390625
42205,98888.0078125
42305,98877.3984375
42408,98884.703125
42515,98883.890625
42614,98884.96875
42714,98889.546875
42814,98886.0078125
42914,98888.953125
43024,98886.25
43124,98891.09375
43228,98882.125
43334,98877.78125
43434,98878.6171875
43534,98879.6875
43634,98886.75
43745,98882.3984375
43854,98886.1484375
43963,98885.34375
44063,98882.640625
44163,98883.671875
44263,98888.296875
44373,98885.8125
44473,98883.109375
44576,98879.5625
44683,98886.0546875
44783,98885.25
44883,98880.0625
44982,98886.53125
45086,98879.46875
45192,98891.140625
45292,98888.4375
45392,98882.171875
45492,98875.1171875
45592,98883.25
45702,98885.9609375
45802,98882.6796875
45902,98886.1875
46002,98883.71875
46101,98881.84375
46211,98882.9140625
46311,98883.71875
46415,98879.1328125
46521,98884.5546875
46621,98888.90625
46721,98881.84375
46821,98885.625
46924,98879.1328125
47031,98885.625
47131,98891.84375
47231,98877.5
47330,98884.7890625
47430,98887.5
47540,98878.53125
47640,98881.25
47744,98882.3125
47850,98879.609375
47950,98882.3125
48050,98889.640625
48150,98887.96875
48253,98886.09375
48360,98877.1328125
48459,98886.09375
48559,98879.03125
48659,98877.96875
48759,98880.6796875
48869,98887.734375
48969,98881.25
49073,98886.6640625
49179,98887.5
49279,98889.140625
49389,98882.9140625
49489,98884.5546875
49592,98887.265625
49699,98887.265625
49808,98886.1875
49908,98889.7421875
50008,98887.828125
50111,98884.3203125
50218,98887.59375
50318,98884.0859375
50418,98885.71875
50518,98886.53125
50618,98881.9375
50728,98884.65625
50827,98881.109375
50931,98882.78125
51037,98883.578125
51137,98886.2890625
51237,98875.453125
51337,98878.15625
51441,98876.28125
51547,98875.453125
51647,98874.6484375
51747,98870.03125
51847,98873.8125
51946,98871.9375
52056,98876.28125
52156,98865.4453125
52259,98870.859375
52366,98863.8046875
52466,98859.1875
52566,98863.5703125
52666,98867.078125
52769,98862.734375
52876,98861.6640625
52976,98860.59375
53076,98860.859375
53175,98862.5
53278,98857.078125
53385,98854.3671875
53485,98864.375
53585,98856.2421875
53685,98863.296875
53785,98857.8828125
53895,98864.96875
53995,98866.84375
54098,98866.84375
54205,98858.71875
54304,98872.265625
54404,98868.71875
54504,98871.4375
54607,98869.796875
54714,98865.203125
54814,98861.6640625
54914,98867.078125
55014,98863.5703125
55114,98867.078125
55224,98866.28125
55324,98868.15625
55427,98858.390625
55534,98854.609375
55633,98864.609375
55733,98860.0234375
55833,98863.5703125
55937,98862.5
56043,98862.5
56143,98857.078125
56243,98861.6640625
56343,98851.65625
56443,98858.71875
56552,98849.75
56652,98852.4609375
56756,98848.7109375
56862,98848.953125
56962,98846.234375
57072,98848.7109375
57172,98847.875
57276,98848.7109375
57382,98847.046875
57482,98847.046875
57582,98847.046875
57682,98851.421875
57784,98843.296875
57891,98844.09375
57991,98839.75
58091,98843.296875
58191,98847.875
58291,98845.171875
58401,98837.03125
58501,98835.96875
58604,98838.671875
58711,98836.796875
58811,98838.671875
58910,98836.796875
59010,98843.0234375
59114,98834.09375
59220,98831.375
59320,98836.796875
59420,98828.671875
59520,98838.671875
59620,98842.21875
59730,98829.7421875
59830,98836.5625
59933,98834.890625
60040,98839.5078125
60139,98828.671875
60249,98833.015625
60349,98832.1875
60453,98835.7265625
60559,98838.4375
60659,98835.96875
60759,98833.25
60859,98835.15625
60962,98837.03125
61069,98832.6875
61169,98834.328125
61269,98826.1953125
61368,98817.234375
61468,98826.1953125
61578,98821.84375
61678,98825.359375
61782,98818.0625
61888,98824.3203125
61988,98826.1953125
62088,98828.671875
62188,98825.953125
62291,98825.953125
62398,98824.046875
62497,98831.375
62597,98825.125
62697,98823.484375
62797,98827.03125
62907,98826.1953125
63007,98827.5
63110,98824.796875
63217,98832.09375
63317,98833.15625
63417,98827.7421875
63517,98827.984375
63620,98829.890625
63727,98834.46875
63826,98828.21875
63926,98823.0625
64026,98828.484375
64126,98823.0625
64236,98824.109375
64336,98830.359375
64439,98831.1953125
64546,98834.703125
64646,98836.34375
64756,98839.890625
64855,98841.765625
64959,98848.859375
65065,98846.1484375
65165,98856.71875
65265,98855.9140625
65365,98859.09375
65468,98873.109375
65575,98864.0859375
65675,98861.515625
65775,98862.453125
65875,98865.90625
65975,98857.640625
66085,98856.46875
66184,98855.640625
66288,98854.0
66394,98851.0546875
66494,98856.234375
66594,98859.75
66694,98863.53125
66798,98866.703125
66904,98859.3125
67004,98853.296875
67103,98859.78125
67203,98859.4375
67303,98853.421875
67413,98858.84375
67513,98843.421875
67617,98851.546875
67723,98851.546875
67823,98853.421875
67933,98858.265625
68033,98855.7890625
68136,98861.671875
68243,98864.0390625
68342,98860.15625
68442,98862.5234375
68542,98859.21875
68645,98861.34375
68752,98855.328125
68852,98854.296875
68952,98864.0546875
69052,98854.8671875
69152,98857.109375
69262,98857.6875
69362,98865.34375
69465,98863.4375
69571,98867.3125
69671,98866.28125
69771,98871.4375
69871,98861.203125
69975,98871.203125
70081,98868.265625
70181,98871.8046875
70281,98869.90625
70381,98864.75
70481,98864.75
70591,98864.984375
70690,98871.4375
70794,98871.09375
70900,98869.6875
71000,98864.734375
71100,98868.7421875
71200,98871.34375
71303,98878.28125
71410,98869.21875
71510,98874.515625
71610,98875.234375
71710,98877.21875
71810,98886.484375
71920,98885.171875
72019,98874.921875
72119,98878.796875
72219,98879.734375
72319,98877.9375
72429,98883.828125
72529,98880.96875
72632,98883.546875
72739,98883.1875
72839,98877.4296875
72939,98884.34375
73038,98884.796875
73142,98884.21875
73248,98883.796875
73348,98879.09375
73448,98887.6484375
73548,98883.53125
73648,98880.46875
73758,98882.78125
73858,98887.8203125
73961,98886.40625
74067,98881.21875
74167,98882.734375
74267,98879.4453125
74367,98878.25
74471,98883.875
74577,98877.859375
74677,98887.015625
74777,98875.015625
74877,98880.640625
74977,98882.75
75087,98885.09375
75187,98884.46875
75290,98881.40625
75397,98887.25
75496,98883.125
75606,98878.171875
75706,98879.2265625
75809,98871.34375
75916,98876.53125
76016,98872.7734375
76116,98869.8515625
76216,98874.4453125
76319,98875.25
76426,98875.25
76525,98874.4453125
76625,98872.7734375
76725,98870.078125
76825,98877.359375
76935,98874.890625
77035,98876.75
77138,98878.859375
77245,98876.3828125
77345,98873.6875
77445,98874.5234375
77545,98877.21875
77655,98869.9296875
77754,98871.6015625
77854,98870.546875
77954,98879.453125
78054,98869.484375
78154,98875.46875
78264,98877.359375
78364,98868.65625
78467,98873.2421875
78574,98874.296875
78674,98867.84375
78773,98865.1484375
78873,98874.046875
78977,98875.9453125
79083,98877.8046875
79183,98875.328125
79283,98880.140625
79383,98873.09375
79486,98871.421875
79593,98871.03125
79693,98876.421875
79792,98872.3046875
79892,98879.5625
79992,98881.890625
80102,98888.78125
80202,98885.9375
80306,98883.890625
80412,98878.125
80512,98874.625
80612,98881.875
80712,98880.015625
80815,98878.125
80922,98884.359375
81021,98882.71875
81121,98876.703125
81221,98876.109375
81321,98862.84375
81431,98874.0
81531,98864.640625
81634,98868.5390625
81741,98862.234375
81841,98866.9765625
81941,98860.0859375
82041,98872.078125
82144,98866.25
82251,98867.453125
82360,98871.6015625
82460,98870.546875
82560,98867.375
82660,98872.546875
82770,98875.46875
82870,98870.078125
82973,98884.625
83080,98876.75
83180,98879.453125
83290,98885.09375
83389,98878.25
83493,98885.7578125
83599,98879.734375
83699,98876.203125
83799,98878.90625
83899,98884.515625
84002,98885.796875
84109,98885.421875
84209,98883.3828125
84308,98881.9609375
84408,98882.1796875
84508,98880.53125
84618,98879.953125
84718,98881.4375
84822,98875.421875
84928,98879.1796875
85028,98878.34375
85128,98881.2578125
85228,98880.453125
85332,98875.0625
85437,98869.4453125
85537,98876.265625
85637,98870.40625
85737,98873.5
85837,98874.703125
85947,98879.40625
86047,98881.0546875
86150,98875.4375
86257,98872.5234375
86357,98873.140625
86466,98869.1640625
86566,98878.71875
86670,98875.796875
86776,98876.3828125
86876,98879.703125
86976,98876.75
87076,98868.65625
87179,98876.75
87286,98878.640625
87386,98883.203125
87486,98877.8046875
87586,98878.0234375
87686,98877.8046875
87795,98879.453125
87895,98878.640625
87999,98875.71875
88105,98885.6796875
88205,98885.6796875
88305,98879.703125
88405,98887.171875
88508,98880.359375
88615,98881.6015625
88715,98879.125
88815,98873.7265625
88914,98883.46875
89014,98873.5
89124,98870.6171875
89224,98871.203125
89328,98867.453125
89434,98876.75
89534,98871.1328125
89634,98869.046875
89734,98877.953125
89837,98876.671875
89943,98881.8515625
90043,98884.328125
90143,98880.796875
90243,98877.0703125
90343,98883.2734375
90453,98874.3671875
90553,98877.875
90656,98881.40625
90763,98875.171875
90863,98883.046875
90973,98876.84375
91073,98886.59375
91176,98879.296875
91282,98880.96875
91382,98877.2109375
91482,98878.015625
91582,98880.5
91685,98883.1953125
91792,98875.9375
91892,98882.171875
91992,98884.03125
92092,98878.6328125
92192,98883.1953125
92301,98883.1953125
92401,98880.5
92504,98883.1953125
92611,98879.6875
92711,98882.171875
92811,98876.765625
92911,98880.5
93015,98885.09375
93121,98883.4140625
93221,98885.53125
93321,98884.9453125
93420,98884.328125
93520,98890.171875
93630,98889.578125
93730,98886.046875
93834,98876.3125
93940,98883.5703125
94040,98886.046875
94150,98886.046875
94250,98885.0234375
94353,98882.0703125
94460,98889.359375
94559,98887.71875
94659,98888.75
94759,98889.8046875
94862,98878.421875
94969,98885.6796875
95069,98882.140625
95169,98885.6796875
95269,98882.140625
95369,98885.6796875
95479,98882.984375
95578,98888.15625
95682,98880.0625
95788,98881.921875
95888,98890.25
95988,98886.9609375
96088,98891.7421875
96192,98879.515625
96298,98878.71875
96398,98883.28125
96498,98887.8359375
96598,98880.765625
96697,98884.515625
96807,98881.234375
96907,98887.0703125
97010,98886.703125
97117,98889.625
97217,98881.7421875
97317,98887.359375
97417,98887.578125
97520,98886.765625
97627,98884.2890625
97727,98890.125
97826,98894.9296875
97926,98885.40625
98026,98889.3515625
98136,98886.90625
98236,98882.53125
98336,98886.90625
98436,98891.453125
98536,98887.703125
98646,98894.7421875
98746,98891.0234375
98849,98885.625
98956,98888.9140625
99055,98886.0
99155,98884.9375
99255,98889.28125
99358,98883.890625
99465,98890.7421875
99565,98892.8203125
99665,98884.9375
99765,98897.0
99865,98896.640625
99975,98896.484375
100074,98895.2734375
100178,98888.8828125
100284,98891.203125
100384,98879.796875
100484,98886.25
100584,98886.25
100688,98885.40625
100794,98887.0859375
100894,98881.6875
100994,98888.7265625
101094,98884.9765625
101193,98883.1171875
101303,98888.296875
101403,98892.421875
101507,98892.421875
101613,98894.8671875
101713,98892.421875
101823,98889.9375
101923,98890.15625
102026,98892.015625
102133,98887.671875
102233,98888.7265625
102332,98884.390625
102432,98891.640625
102535,98888.359375
102642,98887.734375
102742,98894.171875
102842,98889.8359375
102942,98889.21875
103042,98885.9296875
103152,98896.09375
103252,98888.46875
103355,98890.5390625
103462,98896.984375
103561,98893.6640625
103661,98888.515625
103761,98879.59375
103865,98888.734375
103971,98895.984375
104071,98887.3046875
104171,98883.765625
104271,98885.625
104371,98888.5703125
104481,98891.4453125
104580,98880.875
104684,98888.125
104790,98897.265625
104890,98894.78125
104990,98894.78125
105090,98896.046875
105193,98895.2109375
105300,98887.375
105400,98897.3125
105500,98892.140625
105600,98900.4375
105702,98896.9375
105809,98894.453125
105909,98896.5234375
106009,98901.109375
106109,98903.171875
106209,98899.8828125
106319,98900.3125
106419,98902.40625
106522,98903.4296875
106629,98900.3515625
106728,98897.8671875
106828,98897.28125
106928,98894.796875
107031,98897.90625
107138,98892.765625
107238,98899.171875
107338,98898.359375
107438,98898.578125
107538,98901.484375
107648,98897.140625
107748,98900.046875
107851,98891.34375
107958,98895.921875
108067,98894.28125
108167,98891.796875
108267,98897.1796875
108371,98898.2265625
108477,98893.046875
108577,98896.546875
108677,98903.828125
108777,98890.5703125
108877,98894.90625
108987,98889.515625
109086,98896.546875
109190,98893.046875
109296,98895.7421875
109396,98895.7421875
109506,98893.6484375
109606,98898.2265625
109709,98891.796875
109816,98895.53125
109916,98889.1015625
110016,98896.96875
110115,98894.28125
110218,98889.6953125
110325,98891.578125
110425,98896.7265625
110525,98896.7265625
110625,98897.984375
110725,98896.34375
110835,98898.4375
110935,98892.421875
111038,98898.859375
111145,98895.1171875
111244,98893.265625
111344,98891.375
111444,98894.90625
111555,98888.6875
111664,98899.453125
111764,98891.375
111864,98895.953125
111964,98895.7421875
112064,98893.859375
112174,98894.6953125
112273,98893.4375
112377,98893.2265625
112483,98900.046875
112583,98897.140625
112693,98892.34375
112793,98894.0
112896,98891.09375
113002,98899.171875
113102,98896.4765625
113202,98889.234375
113302,98901.65625
113405,98895.21875
113512,98890.453125
113612,98899.34375
113712,98902.65625
113812,98899.96875
113912,98899.96875
114022,98896.6484375
114122,98902.875
114225,98901.015625
114332,98896.4375
114431,98898.078125
114531,98900.7734375
114631,98896.4375
114734,98898.328125
114841,98896.4375
114941,98896.4375
115041,98891.890625
115141,98899.125
115241,98905.5703125
115351,98900.1796875
115450,98900.6015625
115554,98904.5625
115660,98905.015625
115760,98905.4375
115860,98901.3046875
115960,98896.125
116063,98889.90625
116170,98904.2109375
116270,98903.375
116370,98893.6484375
116470,98897.1796875
116569,98900.078125
116679,98899.2421875
116779,98898.4375
116883,98899.2421875
116989,98905.46875
117089,98900.296875
117199,98896.765625
117299,98905.078125
117402,98907.7734375
117509,98909.03125
117608,98906.546875
117708,98900.328125
117808,98902.1796875
117911,98900.53125
118018,98906.96875
118118,98908.015625
118218,98897.453125
118318,98903.890625
118418,98907.59375
118528,98901.828125
118628,98897.484375
118731,98904.9375
118838,98901.4375
118947,98901.8515625
119047,98901.8515625
119147,98905.59375
119251,98892.34375
119357,98899.3671875
119457,98901.25
119557,98903.953125
119657,98905.171875
119757,98898.953125
119866,98901.84375
119966,98909.1171875
120069,98908.484375
120176,98900.6171875
120276,98902.7109375
120386,98902.921875
120486,98898.578125
120589,98902.2890625
120696,98906.0234375
120796,98905.21875
120895,98905.21875
120995,98902.734375
121098,98901.890625
121205,98898.40625
121305,98899.4140625
121405,98903.984375
121505,98900.4609375
121605,98890.7421875
121715,98897.765625
121815,98900.671875
121918,98897.375
122025,98899.0234375
122124,98896.5390625
122224,98897.578125
122324,98902.96875
122428,98898.0
122534,98896.1484375
122634,98899.046875
122734,98896.1484375
122834,98895.09375
122934,98893.25
123044,98889.515625
123143,98890.953125
123247,98891.7890625
123353,98897.765625
123453,98899.625
123553,98899.0234375
123653,98893.640625
123756,98893.640625
123863,98894.234375
123963,98896.9296875
124063,98897.765625
124162,98895.703125
124262,98893.6171875
124372,98896.09375
124472,98904.765625
124572,98898.578125
124672,98916.578125
124772,98895.265625
124882,98905.421875
124982,98902.9453125
125085,98897.765625
125192,98903.1484375
125291,98894.234375
125391,98904.40625
125491,98898.8125
125594,98900.671875
125701,98899.859375
125801,98899.859375
125901,98899.0234375
126001,98896.328125
126101,98898.1875
126211,98897.375
126310,98895.4921875
126414,98900.0625
126520,98896.328125
126620,98899.0234375
126720,98897.9765625
126820,98901.5
126923,98904.40625
127030,98902.546875
127130,98905.453125
127230,98898.1875
127329,98900.2734375
127429,98902.125
127539,98900.484375
127639,98906.0703125
127743,98905.46875
127849,98903.828125
127949,98902.984375
128059,98901.1328125
128159,98902.140625
128262,98899.453125
128369,98897.8125
128468,98900.703125
128568,98896.578125
128668,98901.15625
128771,98898.671875
128878,98900.7265625
128978,98901.5625
129078,98905.296875
129178,98899.078125
129278,98899.921875
129388,98899.921875
129487,98899.078125
129591,98896.390625
129697,98899.078125
129797,98893.5
129897,98891.015625
129997,98895.34375
130101,98900.7265625
130207,98906.109375
130307,98900.7265625
130407,98902.609375
130507,98899.078125
130606,98895.34375
130716,98900.7265625
130816,98896.984375
130919,98898.03125
131026,98906.3125
131126,98899.921875
131226,98903.015625
131326,98898.6875
131429,98904.0625
131536,98902.390625
131635,98900.7421875
131735,98906.328125
131835,98896.609375
131938,98903.03125
132045,98901.390625
132145,98892.6875
132245,98900.9609375
132345,98902.84375
132445,98895.578125
132555,98898.5078125
132655,98897.875
132758,98897.03125
132865,98892.5
132974,98902.2109375
133074,98891.453125
133174,98891.453125
133277,98893.1328125
133384,98900.359375
133484,98894.984375
133584,98892.296875
133684,98899.515625
133783,98897.875
133893,98892.5
133993,98891.65625
134097,98895.1875
134203,98894.578125
134303,98898.921875
134403,98897.2734375
134503,98894.578125
134606,98899.9609375
134713,98900.765625
134813,98890.015625
134912,98891.65625
135012,98890.6484375
135112,98893.1328125
135222,98891.25
135322,98890.4375
135426,98894.984375
135532,98896.828125
135632,98893.3359375
135742,98888.765625
135842,98902.0
135945,98890.4375
136051,98893.734375
136151,98892.6875
136251,98896.015625
136351,98889.5859375
136454,98893.1171875
136561,98891.8671875
136661,98897.0078125
136761,98896.796875
136861,98897.4375
136961,98893.703125
137070,98890.8046875
137170,98893.2890625
137273,98894.09375
137380,98896.78125
137480,98895.7734375
137580,98895.7734375
137680,98890.15625
137784,98899.90625
137890,98890.9921875
137990,98898.859375
138090,98898.65625
138189,98896.96875
138289,98894.5234375
138399,98901.953125
138499,98896.78125
138603,98895.140625
138709,98896.984375
138809,98894.5390625
138919,98896.984375
139019,98899.6796875
139122,98893.890625
139229,98890.390625
139328,98895.53125
139428,98892.0390625
139528,98896.578125
139631,98900.3125
139738,98893.078125
139838,98900.3125
139938,98896.578125
140038,98892.25
140138,98900.109375
140248,98900.109375
140347,98901.15625
140451,98900.3125
140557,98902.375
140657,98905.0625
140757,98897.2265625
140857,98895.7890625
140960,98901.9765625
141067,98899.4921875
141167,98898.6875
141266,98903.015625
141366,98886.25
141466,98897.0078125
141576,98898.890625
141676,98897.25
141780,98900.9453125
141886,98900.140625
141986,98894.125
142086,98899.5
142186,98903.875
142289,98896.8125
142396,98900.34375
142495,98894.765625
142595,98895.5625
142695,98896.40625
142795,98896.203125
142905,98892.46875
143005,98901.171875
143108,98899.4921875
143215,98895.7890625
143315,98892.265625
143424,98897.640625
143524,98892.265625
143628,98901.9765625
143734,98891.21875
143834,98898.484375
143934,98902.1875
144034,98900.53125
144137,98897.0078125
144244,98896.203125
144344,98902.625
144444,98899.9375
144543,98898.25
144643,98895.8046875
144753,98902.828125
144853,98897.453125
144957,98896.609375
145063,98900.34375
145163,98894.96875
145263,98905.71875
145363,98902.3984375
145474,98901.390625
145583,98899.7109375
145682,98899.7109375
145782,98894.96875
145882,98897.453125
145982,98900.9453125
146092,98904.4765625
146192,98901.578125
146295,98898.6875
146402,98895.9921875
146502,98907.5625
146612,98902.1875
146711,98904.875
146815,98897.4375
146921,98903.625
147021,98902.8125
147121,98899.921875
147221,98902.375
147324,98896.984375
147431,98904.046875
147531,98896.375
147630,98900.9140625
147730,98899.90625
147830,98901.546875
147940,98898.65625
148040,98900.296875
148144,98903.828125
148250,98903.828125
148350,98908.96875
148450,98900.09375
148550,98904.421875
148654,98899.046875
148759,98905.265625
148859,98903.5859375
148959,98906.90625
149059,98905.265625
149159,98907.953125
149269,98906.0703125
149369,98905.265625
149472,98901.5234375
149579,98900.6875
149679,98901.5234375
149778,98900.6875
149878,98900.6875
149982,98896.953125
150088,98898.8359375
150188,98905.0234375
150288,98908.7578125
150388,98900.890625
150488,98903.5859375
150598,98903.5859375
150698,98895.75
150798,98907.3203125
150898,98899.453125
150997,98898.4375
151107,98903.828125
151207,98903.828125
151311,98896.5625
151417,98900.09375
151517,98902.578125
151617,98903.375
151717,98904.21875
151820,98898.625
151926,98908.140625
152026,98899.0234375
152126,98897.9765625
152226,98903.984375
152326,98902.109375
152436,98904.59375
152536,98903.78125
152640,98900.046875
152746,98899.8359375
152846,98904.171875
152946,98895.265625
153046,98902.2890625
153149,98893.203125
153256,98900.2265625
153365,98897.7421875
153465,98906.453125
153565,98902.921875
153665,98896.484375
153775,98896.703125
153875,98902.7109375
153978,98904.359375
154085,98897.125
154184,98900.6171875
154294,98906.0
154394,98905.40625
154498,98902.921875
154604,98906.65625
154704,98903.125
154804,98904.171875
154904,98904.375
155007,98900.8515625
155114,98904.375
155214,98903.3359375
155314,98900.640625
155413,98896.3125
155513,98894.453125
155623,98899.0
155723,98900.4375
155827,98898.578125
155933,98899.1875
156033,98897.328125
156133,98901.671875
156233,98897.9296875
156336,98901.453125
156442,98900.4140625
156542,98903.734375
156642,98901.046875
156742,98903.734375
156842,98900.796875
156952,98905.171875
157052,98902.4765625
157155,98901.4375
157262,98904.9296875
157362,98900.421875
157462,98900.203125
157561,98898.5625
157665,98900.203125
157771,98905.59375
157871,98905.3828125
157971,98903.5
158071,98901.640625
158174,98898.109375
158280,98905.3828125
158380,98901.8515625
158481,98907.625
158580,98901.640625
158680,98902.6875
158790,98905.5859375
158890,98903.1015625
158994,98899.578125
159100,98903.9375
159200,98908.0703125
159300,98904.5390625
159400,98902.4765625
159503,98904.125
159609,98904.75
159709,98903.953125
159809,98904.75
159909,98907.4453125
160009,98909.328125
160119,98904.328125
160219,98901.4375
160322,98906.8125
160428,98905.9765625
160528,98903.4921875
160629,98901.046875
160728,98903.734375
160832,98907.4375
160938,98904.5390625
161038,98898.953125
161138,98904.328125
161238,98898.953125
161338,98899.546875
161448,98899.3671875
161548,98907.4453125
161651,98901.046875
161758,98902.8984375
161857,98901.8515625
161967,98904.3359375
162067,98904.3359375
162171,98903.28125
162277,98900.59375
162377,98905.765625
162477,98905.765625
162577,98904.7265625
162685,98898.53125
162786,98901.015625
162886,98908.046875
162986,98900.7734375
163086,98898.078125
163186,98907.0
163296,98900.5625
163396,98911.125
163499,98902.2109375
163606,98899.515625
163706,98897.671875
163806,98905.7421875
163905,98896.828125
164009,98898.5
164115,98902.0
164215,98900.984375
164315,98905.328125
164415,98903.4375
164515,98899.734375
164625,98902.421875
164725,98901.1640625
164828,98900.328125
164935,98903.859375
165034,98899.28125
165144,98907.359375
165244,98900.953125
165348,98903.640625
165454,98902.8125
165554,98895.5703125
165654,98902.59375
