Time (ms), Longitude
9907,0.0
10007,0.0
10107,0.0
10207,0.0
10307,0.0
10417,0.0
10517,0.0
10620,0.0
10727,0.0
10827,0.0
10927,0.0
11026,0.0
11126,0.0
11236,0.0
11336,0.0
11436,0.0
11536,0.0
11636,0.0
11746,0.0
11846,0.0
11949,0.0
12056,0.0
12155,0.0
12265,0.0
12365,0.0
12465,0.0
12575,0.0
12675,0.0
12775,0.0
12875,0.0
12975,0.0
13085,0.0
13185,0.0
13285,0.0
13384,0.0
13484,0.0
13594,0.0
13694,0.0
13794,0.0
13904,0.0
14004,0.0
14104,0.0
14204,0.0
14304,0.0
14413,0.0
14513,0.0
14613,0.0
14713,0.0
14813,0.0
14923,0.0
15023,0.0
15126,0.0
15233,0.0
15333,0.0
15443,0.0
15542,0.0
15642,0.0
15752,0.0
15852,0.0
15952,0.0
16052,0.0
16152,0.0
16262,0.0
16362,0.0
16462,0.0
16562,0.0
16662,0.0
16771,0.0
16871,0.0
16971,0.0
17081,0.0
17181,0.0
17281,0.0
17381,0.0
17481,0.0
17591,0.0
17691,0.0
17791,0.0
17890,0.0
17990,0.0
18100,0.0
18200,0.0
18303,0.0
18410,0.0
18520,0.0
18620,0.0
18720,0.0
18820,0.0
18929,0.0
19029,0.0
19129,0.0
19229,0.0
19329,0.0
19439,0.0
19539,0.0
19639,0.0
19739,0.0
19839,0.0
19949,0.0
20049,0.0
20148,0.0
20259,0.0
20358,0.0
20458,0.0
20558,0.0
20658,0.0
20768,0.0
20868,0.0
20968,0.0
21068,0.0
21168,0.0
21278,0.0
21377,0.0
21477,0.0
21587,0.0
21687,0.0
21787,0.0
21887,0.0
21987,0.0
22097,0.0
22197,0.0
22297,0.0
22396,0.0
22496,0.0
22606,0.0
22706,0.0
22810,0.0
22916,0.0
23016,0.0
23126,0.0
23226,0.0
23326,0.0
23436,0.0
23536,0.0
23636,0.0
23735,0.0
23835,0.0
23945,0.0
24045,0.0
24145,0.0
24245,0.0
24345,0.0
24455,0.0
24555,0.0
24655,0.0
24765,0.0
24864,0.0
24964,0.0
25064,0.0
25164,0.0
25274,0.0
25374,0.0
25474,0.0
25574,0.0
25674,0.0
25784,0.0
25883,0.0
25987,0.0
26093,0.0
26193,0.0
26293,0.0
26393,0.0
26493,0.0
26603,0.0
26703,0.0
26803,0.0
26903,0.0
27002,0.0
27112,0.0
27212,0.0
27312,0.0
27412,0.0
27512,0.0
27622,0.0
27722,0.0
27822,0.0
27932,0.0
28032,0.0
28132,0.0
28231,0.0
28331,0.0
28441,0.0
28541,0.0
28641,0.0
28741,0.0
28841,0.0
28951,0.0
29051,0.0
29154,0.0
29261,0.0
29360,0.0
29461,0.0
29560,0.0
29660,0.0
29770,0.0
29870,0.0
29970,0.0
30070,0.0
30170,0.0
30280,0.0
30380,0.0
30483,0.0
30590,0.0
30689,0.0
30799,0.0
30899,0.0
30999,0.0
31109,0.0
31219,0.0
31319,0.0
31419,0.0
31519,0.0
31629,0.0
31728,0.0
31828,0.0
31928,0.0
32028,0.0
32138,0.0
32238,0.0
32338,0.0
32448,0.0
32548,0.0
32648,0.0
32748,0.0
32847,0.0
32957,0.0
33057,0.0
33157,0.0
33257,0.0
33357,0.0
33467,0.0
33567,0.0
33670,0.0
33777,0.0
33877,0.0
33987,0.0
34086,0.0
34186,0.0
34296,0.0
34396,0.0
34496,0.0
