Time (ms), Y Gyro (deg per sec)
5147,29.207317352294922
5247,14.45121955871582
5337,5.487804889678955
5477,0.792682945728302
5567,-5.853658676147461
5656,-3.9634146690368652
5746,-1.8292683362960815
5806,-13.109756469726562
5936,-10.42682933807373
6066,-7.743902683258057
6156,-10.609756469726562
6246,-10.609756469726562
6336,-57.68292999267578
6435,-50.97561264038086
6535,3.4146342277526855
6635,-31.89024543762207
6745,10.304878234863281
6845,2.5
6935,0.3658536672592163
7065,2.0731706619262695
7155,3.5365853309631348
7245,0.060975611209869385
7335,5.182927131652832
7434,3.658536672592163
7564,1.2804877758026123
7654,-4.512195110321045
7744,4.2682929039001465
7834,3.5365853309631348
7934,2.4390244483947754
8064,-5.060975551605225
8104,-18.963415145874023
8273,-31.219512939453125
8333,-7.987804889678955
8403,-37.74390411376953
8543,13.353658676147461
8653,-6.707317352294922
8763,-52.0121955871582
8813,-47.3780517578125
8933,-53.90243911743164
9043,-38.90243911743164
9142,-60.73170852661133
9232,18.658536911010742
9362,81.95121765136719
9432,43.414634704589844
9572,83.10975646972656
9642,84.57317352294922
9712,-34.14634323120117
9842,37.256099700927734
9981,-18.780488967895508
10041,-25.426830291748047
10142,-27.073171615600586
10241,35.4878044128418
10341,16.585365295410156
10402,-5.060975551605225
10541,7.195122241973877
10641,-1.2804877758026123
10741,-1.097561001777649
10841,0.0
10911,0.12195122241973877
11040,0.24390244483947754
11140,-0.24390244483947754
11240,-0.3658536672592163
11340,-0.24390244483947754
11402,-0.060975611209869385
11590,-0.18292683362960815
11680,-0.24390244483947754
11739,-0.12195122241973877
11840,-0.12195122241973877
11939,-0.12195122241973877
12069,-0.12195122241973877
12159,-0.18292683362960815
12249,-0.12195122241973877
12359,-0.24390244483947754
12439,-0.24390244483947754
12549,-0.18292683362960815
12639,-0.12195122241973877
12739,-0.18292683362960815
12838,-0.18292683362960815
12938,-0.060975611209869385
13038,-0.12195122241973877
13138,-0.12195122241973877
13238,-0.12195122241973877
13338,-0.18292683362960815
13437,-0.24390244483947754
13567,-0.12195122241973877
13627,-0.18292683362960815
13707,-0.18292683362960815
13837,-0.18292683362960815
13927,-0.060975611209869385
14037,-0.18292683362960815
14137,-0.18292683362960815
14277,-0.18292683362960815
14337,-0.12195122241973877
14437,-0.18292683362960815
14516,-0.18292683362960815
14636,-0.12195122241973877
14736,-0.24390244483947754
14836,-0.18292683362960815
14936,-0.12195122241973877
15066,-0.3048780560493469
15156,-0.12195122241973877
15246,-0.12195122241973877
15335,-0.18292683362960815
15445,-0.12195122241973877
15535,-0.18292683362960815
15635,-0.18292683362960815
15735,-0.18292683362960815
15835,-0.12195122241973877
15955,-0.18292683362960815
16015,-0.12195122241973877
16135,-0.060975611209869385
16235,-0.060975611209869385
16334,-0.060975611209869385
16434,-0.12195122241973877
16544,-0.18292683362960815
16644,-0.18292683362960815
16734,-0.12195122241973877
16834,-0.18292683362960815
16914,-0.24390244483947754
17064,-0.18292683362960815
17153,-0.18292683362960815
17244,-0.12195122241973877
17363,-0.18292683362960815
17433,-0.18292683362960815
17543,-0.18292683362960815
17643,-0.18292683362960815
17733,-0.12195122241973877
17833,-0.12195122241973877
17943,-0.18292683362960815
18003,-0.18292683362960815
18132,-0.18292683362960815
18232,-0.12195122241973877
18332,-0.12195122241973877
18462,-0.12195122241973877
18542,-0.12195122241973877
18642,-0.12195122241973877
18742,-0.18292683362960815
18842,-0.12195122241973877
18941,-0.12195122241973877
19041,-0.24390244483947754
19141,-0.12195122241973877
19261,-0.18292683362960815
19341,-0.12195122241973877
19431,-0.12195122241973877
19561,-0.18292683362960815
19651,-0.18292683362960815
19761,-0.24390244483947754
19840,-0.24390244483947754
19902,-0.18292683362960815
20060,-0.060975611209869385
20150,-0.12195122241973877
20240,-0.12195122241973877
20340,-0.12195122241973877
20440,-0.18292683362960815
20570,-0.12195122241973877
20659,-0.24390244483947754
20739,-0.18292683362960815
20839,-0.12195122241973877
20979,-0.12195122241973877
21069,-0.18292683362960815
21159,-0.12195122241973877
21249,-0.060975611209869385
21302,-0.4268292784690857
21429,0.0
21539,0.9146341681480408
21639,-0.12195122241973877
21708,-0.6707317233085632
21838,-0.12195122241973877
21938,0.0
22068,-0.24390244483947754
22138,-0.3048780560493469
22208,-0.6097561120986938
22337,-0.060975611209869385
22437,0.3048780560493469
22557,-0.18292683362960815
22647,0.12195122241973877
22737,-0.792682945728302
22837,-2.195122003555298
22957,-1.3414634466171265
23017,-1.0365853309631348
23137,-0.4878048896789551
23237,-0.18292683362960815
23366,-0.060975611209869385
23436,-0.12195122241973877
23516,0.0
23636,-0.060975611209869385
23736,-0.18292683362960815
23836,-0.12195122241973877
23936,-0.24390244483947754
24036,-0.4268292784690857
24136,-0.3048780560493469
24235,0.18292683362960815
24316,0.0
24435,-0.12195122241973877
24565,-0.060975611209869385
24655,-0.3048780560493469
24745,-0.060975611209869385
24835,-0.3658536672592163
24935,0.060975611209869385
25002,-0.18292683362960815
25144,-2.012195110321045
25234,-0.8536585569381714
25334,3.9634146690368652
25434,-1.2804877758026123
25534,-0.4878048896789551
25634,-0.792682945728302
25702,1.5243902206420898
25834,-2.682926893234253
