Time (ms), Air Pressure (P)
123001,93261.171875
123562,93266.515625
124101,93266.1875
124564,93266.1875
125084,93270.09375
125501,93266.6640625
126026,93266.6640625
126514,93270.09375
127102,93261.328125
127587,93265.546875
128027,93266.6640625
128606,93266.6640625
129108,93268.53125
129605,93262.7578125
130026,93265.4296875
130604,93261.96875
131103,93267.7734375
131501,93265.109375
132001,93268.53125
132571,93264.3125
133026,93270.4453125
133591,93246.421875
134001,93258.1875
134501,93248.3515625
135059,93246.59375
135501,93248.625
136001,93256.625
136501,93258.859375
137057,93258.859375
137501,93258.859375
138086,93268.421875
138605,93257.46875
139105,93263.28125
139501,93263.28125
140074,93269.0625
140526,93262.609375
141001,93268.734375
141501,93274.71875
142026,93266.265625
142526,93260.140625
143001,93261.6953125
143570,93269.375
144029,93261.84375
144501,93270.609375
145033,93271.7265625
145501,93265.4765625
146001,93268.9375
146536,93266.59375
147026,93265.796875
147527,93262.046875
148026,93268.140625
148526,93263.59375
149001,93272.71875
149526,93258.578125
150053,93270.046875
150526,93270.046875
151001,93268.9375
151501,93269.25
152001,93268.46875
152530,93270.3671875
153030,93261.5703125
153501,93265.796875
154038,93266.90625
154501,93273.359375
155077,93273.359375
155537,93265.671875
156076,93264.5625
156501,93266.90625
157014,93263.125
157526,93273.03125
158074,93266.90625
158526,93266.59375
159001,93265.4765625
159526,93272.3671875
160072,93271.609375
160526,93260.3359375
161051,93266.46875
161526,93263.125
162090,93266.59375
162527,93259.6953125
163001,93263.59375
163568,93268.6171875
164108,93270.4921875
164501,93270.4921875
165026,93268.46875
165600,93269.25
166079,93276.46875
166526,93272.4375
167001,93267.421875
167574,93265.8671875
168001,93269.96875
168526,93265.75
169001,93269.6484375
169501,93271.84375
170101,93268.2578125
170600,93262.921875
171001,93271.3984375
171501,93269.5
172079,93267.296875
172526,93266.828125
173088,93269.5
173607,93267.1796875
174107,93262.1640625
174526,93280.828125
175001,93262.671875
175605,93264.234375
176054,93282.90625
176526,93273.0625
177054,93263.5
177527,93268.046875
178026,93268.96875
178526,93267.53125
179042,93269.4375
179531,93265.1875
180027,93265.984375
180501,93268.640625
181026,93272.7421875
181501,93271.828125
182108,93266.015625
182530,93271.34375
183001,93265.5390625
183501,93258.015625
184001,93268.359375
184501,93265.21875
185001,93267.6015625
185608,93273.375
186026,93263.5
186606,93261.15625
187026,93266.484375
187501,93270.5546875
188001,93267.890625
188571,93273.859375
189101,93267.609375
189600,93264.9375
190080,93261.953125
190526,93272.296875
191026,93267.765625
191501,93266.96875
192026,93266.171875
192526,93268.078125
193046,93257.859375
193526,93268.203125
194045,93270.875
194604,93268.078125
195026,93270.75
195534,93268.71875
196083,93270.6171875
196572,93272.4921875
197092,93269.34375
197591,93263.25
198026,93269.03125
198600,93274.6796875
199110,93268.265625
199599,93265.6015625
200001,93273.6015625
200526,93265.125
201001,93269.703125
201526,93265.796875
202087,93269.21875
202586,93263.4375
203001,93260.296875
203530,93260.296875
204026,93260.453125
204501,93265.0
205103,93267.984375
205501,93273.3125
206026,93274.109375
206571,93264.515625
207026,93262.65625
207527,93265.796875
208014,93265.4453125
208501,93275.7890625
209099,93265.796875
209526,93268.453125
210001,93268.90625
210501,93271.5703125
211057,93272.359375
211501,93266.234375
212026,93271.5703125
212605,93266.234375
213105,93267.03125
213574,93267.03125
214054,93265.125
214527,93267.796875
215103,93269.21875
215526,93271.890625
216001,93258.875
216531,93263.890625
217026,93262.015625
217501,93270.4609375
218001,93265.125
218501,93270.140625
219088,93271.25
219526,93267.03125
220001,93275.03125
220501,93268.109375
221026,93270.015625
221605,93270.015625
222005,93267.34375
222501,93258.5546875
223037,93266.234375
223531,93261.34375
224103,93272.9375
224602,93272.9375
225001,93260.71875
225526,93269.1875
226001,93263.5078125
226501,93263.1875
227060,93267.4453125
227589,93263.671875
228001,93266.78125
228501,93261.4453125
229001,93268.046875
229607,93266.6171875
230001,93271.953125
230606,93268.96875
231026,93266.296875
231605,93269.4375
232001,93272.109375
232584,93274.7734375
233103,93270.515625
233573,93267.8515625
234026,93262.203125
234501,93275.21875
235001,93274.8984375
235600,93270.0078125
236100,93267.34375
236501,93275.34375
237079,93268.1328125
237501,93271.59375
238038,93272.359375
238607,93270.9296875
239107,93266.3828125
239536,93271.71875
240086,93269.84375
240595,93277.84375
241001,93267.9375
241526,93271.84375
242104,93273.3984375
242501,93268.0625
243103,93268.859375
243530,93266.1875
244101,93269.328125
244526,93272.0
245026,93272.765625
245501,93270.09375
246001,93271.6484375
246602,93268.65625
247092,93271.328125
247527,93276.34375
248001,93268.34375
248607,93269.7734375
249086,93264.4375
249514,93269.453125
250001,93272.125
250604,93271.484375
251026,93271.484375
251501,93270.6875
252001,93272.5625
252526,93275.234375
253032,93268.34375
253601,93265.9921875
254081,93271.328125
254527,93264.1171875
255001,93267.2265625
255526,93273.359375
256026,93272.25
256501,93269.25
257026,93277.703125
257501,93273.484375
258001,93271.609375
258526,93277.703125
259026,93267.828125
259605,93268.6171875
260034,93271.28125
260501,93272.046875
261053,93272.3671875
261603,93267.828125
262026,93274.71875
262527,93281.1640625
263001,93279.9296875
263591,93276.8125
264001,93274.7890625
264560,93269.7734375
265030,93267.2265625
265609,93272.3671875
266041,93277.703125
266567,93276.1484375
267057,93275.390625
267617,93272.84375
268036,93272.84375
268501,93270.609375
269108,93278.625
269604,93281.2890625
270001,93285.390625
270526,93279.609375
271063,93268.6171875
271582,93273.28125
272001,93283.640625
272591,93273.6328125
273026,93268.734375
273501,93279.09375
274026,93272.9609375
274501,93278.625
275048,93274.8671875
275598,93278.7734375
276001,93277.65625
276577,93275.78125
277001,93275.78125
277526,93276.2265625
278001,93278.1015625
278501,93272.4375
279104,93281.125
279501,93278.453125
280026,93281.4375
280514,93276.7421875
281052,93273.953125
281501,93275.828125
282071,93283.828125
282501,93272.71875
283080,93276.1484375
283599,93274.1484375
284049,93282.15625
284501,93276.8125
285078,93278.21875
285526,93277.4609375
286001,93275.90625
286566,93281.234375
287014,93275.90625
287565,93265.3515625
288108,93279.609375
288544,93282.28125
289001,93276.46875
289593,93280.25
290102,93277.90625
290526,93273.671875
291026,93278.21875
291561,93268.65625
292080,93270.3671875
292526,93277.703125
293014,93278.8125
293589,93278.5
294001,93272.046875
294527,93271.7265625
295001,93276.7421875
295567,93270.609375
296086,93278.296875
296501,93279.09375
297026,93274.515625
297604,93277.53125
298001,93279.40625
298593,93275.625
299053,93276.109375
299501,93281.125
300001,93275.78125
300526,93281.125
301031,93278.7734375
301540,93284.109375
302026,93280.6484375
302501,93273.75
303108,93272.9609375
303608,93274.078125
304030,93276.7421875
304607,93277.859375
305014,93272.9609375
305606,93270.765625
306026,93276.546875
306501,93274.34375
307001,93280.453125
307564,93274.0
308026,93272.765625
308501,93264.4375
309026,93280.125
309542,93302.125
310001,93279.2109375
310501,93280.515625
311001,93282.109375
311589,93268.515625
312026,93270.71875
312501,93264.9375
313038,93269.765625
313526,93268.84375
314001,93266.5234375
314606,93267.15625
315026,93269.828125
315605,93269.953125
316105,93270.265625
316604,93270.875
317104,93273.984375
317526,93268.640625
318026,93271.3125
318501,93266.765625
319062,93268.328125
319501,93271.4375
320001,93273.7890625
320526,93276.015625
321099,93272.109375
321501,93277.4375
322099,93269.6328125
322501,93274.96875
323029,93275.734375
323529,93276.203125
324086,93279.5078125
324501,93276.359375
325001,93261.765625
325501,93266.015625
326026,93273.21875
326501,93263.34375
327073,93262.265625
327526,93270.390625
328001,93270.515625
328501,93270.203125
329001,93266.421875
329526,93276.7734375
330026,93273.0234375
330599,93270.359375
331069,93273.34375
331501,93275.6953125
332001,93268.453125
332501,93279.59375
333026,93274.578125
333514,93265.7890625
334106,93272.359375
334605,93279.59375
335001,93279.59375
335501,93269.8828125
336027,93276.015625
336514,93278.6796875
337042,93268.328125
337501,93271.7578125
338001,93265.34375
338601,93269.8828125
339026,93267.21875
339600,93270.6796875
340069,93269.8828125
340501,93268.765625
341026,93268.0078125
341501,93275.6953125
342026,93267.6875
342501,93261.2421875
343056,93265.1484375
343530,93276.265625
344095,93273.1484375
344605,93279.59375
345104,93272.234375
345543,93269.5625
346026,93271.4375
346526,93270.203125
347001,93270.203125
347501,93271.3125
348001,93275.859375
348570,93267.53125
349026,93272.421875
349526,93271.6328125
350059,93270.875
350501,93268.96875
351088,93273.859375
351577,93273.53125
352076,93265.0625
352606,93268.84375
353026,93266.171875
353514,93269.6328125
354001,93266.96875
354501,93265.0625
355083,93267.40625
355593,93271.953125
356092,93273.859375
356501,93265.0625
357081,93269.28125
357541,93273.0625
358026,93264.296875
358600,93267.28125
359029,93272.6171875
359501,93270.71875
360001,93271.5
360501,93259.6015625
361097,93278.71875
361501,93274.4921875
362001,93267.6015625
362526,93272.109375
363017,93265.703125
363530,93268.046875
364001,93270.390625
364526,93260.8359375
365029,93268.84375
365602,93267.28125
366053,93259.28125
366604,93265.703125
367026,93264.6171875
367560,93261.15625
368103,93264.9375
368501,93259.6015625
369001,93268.359375
369526,93271.34375
370067,93264.78125
370514,93262.4296875
371026,93263.1875
371501,93263.984375
372105,93267.09375
372526,93267.09375
373027,93269.0
373603,93262.109375
374001,93263.1875
374501,93268.5234375
375026,93270.875
375501,93252.5234375
376026,93269.0
376514,93262.109375
377026,93262.4296875
377599,93261.3125
378029,93265.859375
378609,93263.34375
379026,93263.34375
379514,93266.015625
380107,93266.78125
380526,93269.4453125
381026,93267.09375
381605,93260.203125
382105,93260.6875
382584,93263.34375
383005,93267.28125
383603,93260.046875
384030,93265.375
384501,93272.296875
385001,93266.78125
385544,93269.15625
386104,93265.5390625
386501,93264.78125
387062,93267.09375
387501,93265.703125
388112,93267.890625
388588,93262.5546875
389001,93260.6875
389527,93265.0625
390066,93261.4375
390596,93262.671875
391105,93255.1171875
391501,93265.7890625
392026,93248.546875
392501,93247.109375
393026,93257.140625
393501,93262.921875
394102,93257.46875
394601,93255.75
395101,93262.7109375
395540,93262.7109375
396070,93250.015625
396501,93248.421875
397001,93233.21875
397538,93249.0625
398001,93251.53125
398557,93252.0078125
399047,93251.6875
399501,93260.921875
400076,93255.90625
400501,93255.59375
401026,93262.484375
401544,93265.1484375
402027,93260.25
402526,93264.5078125
403026,93266.0625
403602,93264.953125
404082,93259.6171875
404611,93261.96875
405030,93261.96875
405544,93258.1875
406026,93263.203125
406552,93265.8671875
407001,93265.234375
407548,93262.875
408111,93263.328125
408501,93260.65625
409001,93264.875
409575,93257.671875
410085,93258.4609375
410501,93256.5546875
411104,93264.234375
411526,93269.578125
412103,93270.8125
412526,93259.375
413014,93267.03125
413501,93265.953125
414071,93261.6953125
414580,93264.046875
415026,93261.375
415501,93266.390625
416069,93261.0546875
416501,93273.28125
417068,93260.734375
417607,93261.96875
418026,93264.953125
418606,93261.96875
419001,93261.96875
419501,93268.859375
420104,93267.7734375
420604,93265.109375
421001,93262.4375
421501,93274.671875
422026,93266.6640625
422514,93266.34375
423001,93274.34375
423514,93267.109375
424031,93257.984375
424600,93264.109375
425014,93258.78125
425501,93267.578125
426098,93264.5859375
426526,93267.25
427107,93264.234375
427501,93269.578125
428109,93270.6875
428609,93271.15625
429065,93257.8125
429565,93255.90625
430084,93267.375
430527,93260.125
431001,93262.796875
431542,93258.25
432032,93259.046875
432571,93255.265625
433026,93259.484375
433600,93258.375
434001,93255.703125
434559,93260.28125
435079,93259.953125
435608,93263.390625
436026,93266.0625
436501,93258.046875
437087,93264.9375
437596,93261.1875
438106,93261.1875
438514,93261.1875
439104,93253.9375
439526,93256.609375
440001,93257.40625
440501,93252.859375
441103,93259.6015625
441501,93256.9375
442026,93254.6171875
442581,93256.171875
443026,93262.7421875
443600,93265.09375
444109,93264.296875
444539,93258.953125
445078,93257.078125
445501,93263.65625
446001,93257.9921875
446527,93257.9921875
447001,93260.6640625
447514,93270.2265625
448088,93261.421875
448544,93265.6796875
449098,93265.328125
449543,93261.1015625
450001,93257.3125
450501,93265.0
451105,93263.125
451501,93263.125
452001,93259.6640625
452501,93258.546875
453026,93262.8046875
453526,93267.8203125
454026,93258.21875
454501,93264.03125
455026,93263.2421875
455527,93259.453125
456097,93266.3828125
456501,93262.125
457106,93267.140625
457526,93262.59375
458026,93259.921875
458584,93258.015625
459001,93257.2578125
459501,93271.84375
460001,93263.03125
460526,93264.625
461071,93261.15625
461561,93261.953125
462026,93268.84375
462501,93266.9375
463059,93270.3984375
463501,93269.28125
464108,93266.609375
464526,93266.609375
465061,93261.2734375
465529,93262.0625
466001,93265.5
466501,93261.7421875
467026,93268.9609375
467554,93261.7421875
468107,93265.171875
468501,93259.828125
469001,93263.296875
469542,93267.515625
470092,93262.96875
470601,93263.734375
471026,93267.515625
471580,93267.203125
472027,93266.40625
472501,93265.3203125
473026,93265.3203125
473608,93268.75
474001,93268.75
474577,93263.875
475026,93264.203125
475501,93263.0859375
476001,93257.7421875
476545,93258.5390625
477001,93268.109375
477501,93258.5390625
478026,93266.2265625
478603,93261.96875
479032,93261.96875
479542,93267.78125
480001,93271.21875
480501,93265.109375
481080,93268.546875
481501,93265.875
482026,93263.9921875
482579,93263.9921875
483108,93270.125
483588,93262.109375
484001,93261.7578125
484505,93269.015625
485001,93261.7578125
485605,93259.875
486001,93262.5546875
486526,93267.890625
487104,93267.5703125
487526,93262.2265625
488026,93271.03125
488501,93267.25
489001,93264.8984375
489501,93268.0078125
490001,93261.90625
490501,93271.46875
491014,93260.78125
491559,93268.0078125
492026,93261.578125
492526,93264.25
493001,93269.59375
493527,93267.71875
494026,93265.046875
494501,93268.359375
495076,93272.9140625
495526,93270.5625
496095,93267.453125
496527,93266.34375
497026,93265.21875
497603,93263.0859375
498001,93271.1015625
498501,93265.640625
499026,93269.8671875
499501,93264.4140625
500014,93262.1796875
500501,93260.421875
501026,93272.984375
501526,93269.75
502026,93260.046875
502527,93263.9453125
503026,93261.59375
503526,93260.15625
504096,93256.078125
504501,93264.203125
505031,93267.640625
505501,93268.4296875
506001,93262.765625
506501,93269.65625
507026,93270.453125
507602,93265.109375
508001,93262.4375
508561,93266.6640625
509026,93278.140625
509603,93266.984375
510100,93261.6484375
510501,93264.3125
511109,93269.3359375
511501,93272.0078125
512001,93268.21875
512587,93272.328125
513107,93265.4375
513526,93265.4375
514105,93267.640625
514514,93267.640625
515105,93267.203125
515501,93264.53125
516074,93264.09375
516593,93274.421875
517102,93271.953125
517501,93266.609375
518001,93263.625
518591,93262.6484375
519001,93267.640625
519501,93266.40625
520089,93268.75
520599,93256.625
521088,93263.5546875
521527,93259.765625
522097,93272.796875
522526,93267.453125
523001,93270.125
523526,93268.21875
524001,93261.7578125
524514,93267.890625
525054,93266.34375
525531,93267.1015625
526026,93272.4453125
526527,93269.7734375
527001,93267.1015625
527501,93271.6875
528026,93268.8984375
528526,93268.109375
529026,93270.3125
529526,93270.65625
530039,93256.953125
530588,93261.6484375
531001,93269.3359375
531501,93264.7890625
532026,93273.5625
532501,93267.890625
533095,93266.015625
533501,93270.2421875
534084,93270.2421875
534604,93268.0078125
535026,93270.6796875
535501,93267.25
536001,93269.125
536501,93267.25
537001,93263.453125
537527,93262.671875
538026,93266.921875
538580,93265.8359375
539001,93268.796875
539589,93265.8359375
540098,93262.046875
540501,93272.734375
541107,93264.71875
541501,93270.0625
542026,93268.9453125
542501,93262.046875
543055,93267.390625
543526,93272.40625
544026,93271.6171875
544603,93273.5234375
545103,93269.734375
545501,93272.40625
546062,93270.53125
546501,93270.53125
547091,93272.0859375
547501,93266.734375
548001,93269.40625
548539,93265.953125
549026,93266.734375
549501,93266.734375
550001,93264.5
550607,93261.3984375
551087,93261.3984375
551606,93261.0703125
552026,93266.421875
552526,93267.5
553095,93269.84375
553526,93264.5
554103,93267.1796875
554543,93272.515625
555102,93271.40625
555602,93266.0625
556001,93271.40625
556541,93266.0625
557026,93266.8515625
557600,93270.3125
558089,93270.3125
558549,93266.8515625
559026,93269.5234375
559588,93266.8515625
560014,93267.640625
560526,93267.640625
561001,93267.640625
561501,93270.3125
562026,93267.640625
562526,93271.546875
563001,93264.640625
563563,93269.6328125
564001,93274.21875
564602,93269.6328125
565029,93264.296875
565505,93269.6328125
566031,93269.3125
566530,93268.875
567026,93272.3125
567539,93273.1015625
568102,93269.6328125
568501,93266.96875
569071,93268.546875
569567,93270.1015625
570110,93266.640625
570527,93277.328125
571086,93275.3359375
571545,93267.3203125
572104,93267.3203125
572544,93264.640625
573026,93268.546875
573543,93268.546875
574072,93269.3125
574572,93266.640625
575026,93263.96875
575581,93268.1875
576090,93273.53125
576526,93274.328125
577070,93266.3125
577501,93270.5390625
578108,93267.8671875
578501,93267.8671875
579001,93258.296875
579607,93267.8671875
580076,93270.5390625
580545,93272.890625
581095,93268.65625
581545,93269.453125
582064,93270.21875
582501,93265.984375
583026,93272.890625
583501,93272.125
584102,93265.6640625
584501,93271.0
585101,93268.0078125
585591,93271.765625
586001,93269.09375
586529,93269.890625
587001,93272.5625
587561,93267.21875
588026,93270.6796875
588501,93268.765625
589014,93271.4375
589609,93264.984375
590001,93262.3125
590605,93266.09375
591026,93267.6484375
591501,93269.5625
592001,93269.5625
592603,93265.765625
593026,93273.7890625
593592,93266.5625
594091,93266.5625
594541,93267.328125
595091,93269.234375
595501,93271.90625
596099,93268.1171875
596501,93270.7890625
597001,93265.765625
597527,93269.234375
598001,93269.5625
598526,93275.234375
599106,93271.0
599526,93269.09375
600056,93265.6640625
600501,93265.6640625
601001,93272.890625
601526,93273.890625
602026,93267.75
602582,93270.1015625
603092,93274.328125
603526,93269.9921875
604101,93270.4296875
604570,93270.4296875
605100,93277.328125
605501,93269.3125
606001,93271.65625
606578,93267.75
607038,93265.875
607501,93265.078125
608014,93265.40625
608576,93262.734375
609001,93270.4296875
609501,93273.1015625
610001,93264.296875
610501,93268.078125
611001,93273.421875
611501,93273.421875
612103,93270.75
612527,93262.734375
613042,93263.53125
613571,93262.4140625
614101,93268.1875
614540,93270.859375
615026,93286.8984375
615526,93271.40625
616001,93276.75
616501,93273.3125
617029,93263.7421875
617530,93275.65625
618001,93274.078125
618549,93272.0859375
619001,93266.734375
619501,93269.84375
620047,93268.296875
620501,93268.296875
621001,93270.640625
621527,93272.1953125
622026,93270.3125
622527,93270.3125
623031,93271.40625
623600,93269.734375
624014,93277.75
624526,93269.59375
625099,93267.71875
625608,93268.5078125
626029,93279.1875
626608,93272.59375
627001,93266.921875
627501,93263.453125
628096,93274.9375
628501,93272.125
629026,93274.46875
629544,93273.703125
630001,93272.125
630501,93275.46875
631033,93265.875
631501,93265.109375
632102,93273.234375
632501,93273.234375
633001,93272.796875
633600,93267.453125
634001,93270.125
634609,93270.125
635026,93278.140625
635526,93271.1015625
636014,93274.5625
636501,93260.421875
637040,93266.2265625
637505,93270.453125
638001,93273.125
638585,93267.78125
639078,93272.0078125
639501,93270.890625
640259,93268.21875
640501,93263.9921875
641082,93271.21875
641542,93269.3359375
642101,93272.984375
642581,93267.640625
643026,93264.53125
643530,93270.3125
644026,93269.21875
644501,93266.2265625
645058,93275.328125
645501,93271.5703125
646051,93265.4375
646560,93267.78125
647001,93266.984375
647589,93271.5703125
648069,93270.3125
648605,93267.9921875
649001,93262.6484375
649501,93267.640625
650001,93271.1015625
650526,93270.65625
651102,93265.7578125
651561,93268.4296875
652061,93271.5703125
652501,93273.890625
653100,93268.8984375
653501,93271.5703125
654099,93271.5703125
654501,93268.8984375
655026,93275.0
655501,93264.640625
656077,93265.4375
656501,93268.546875
657026,93261.328125
657605,93269.7734375
658026,93274.03125
658604,93267.1015625
659103,93272.4453125
659526,93272.4453125
660102,93263.671875
660501,93268.6875
661014,93269.015625
661501,93267.453125
662001,93275.46875
662526,93272.328125
663027,93269.21875
663501,93261.203125
664108,93270.890625
664526,93268.21875
665029,93268.546875
665501,93262.4375
666038,93263.9921875
666606,93266.34375
667079,93269.015625
667514,93270.5625
668027,93267.890625
668526,93275.46875
669083,93266.6640625
669532,93263.671875
670092,93269.3359375
670527,93272.328125
671001,93264.203125
671591,93271.1015625
672026,93270.453125
672589,93269.3359375
673029,93275.0
673578,93264.53125
674038,93261.203125
674501,93265.109375
675001,93270.890625
675576,93260.203125
676026,93263.671875
676527,93259.875
677085,93269.015625
677544,93263.9921875
678054,93263.671875
678501,93267.890625
679103,93271.5703125
679526,93271.5703125
680026,93267.3125
680514,93266.2265625
681001,93270.125
681580,93282.25
682001,93262.96875
682549,93266.875
683078,93271.5703125
683526,93272.21875
684029,93266.078125
684505,93274.890625
685106,93263.875
685550,93269.21875
686001,93261.53125
686514,93265.7578125
687026,93261.6484375
687604,93274.890625
688001,93269.546875
688501,93276.765625
689026,93276.328125
689501,93262.1796875
690104,93264.96875
690526,93267.640625
691030,93264.640625
691501,93275.0
692001,93271.1015625
692501,93266.078125
693108,93272.21875
693597,93272.21875
694077,93267.640625
694526,93272.21875
695036,93263.0859375
695501,93268.109375
696095,93275.328125
696604,93268.4296875
697026,93268.4296875
697514,93269.984375
698083,93269.546875
698526,93275.2109375
699001,93272.859375
699527,93268.3125
700026,93271.3125
700501,93269.4375
701026,93271.3125
701599,93264.734375
702059,93262.0625
702526,93262.5
703088,93268.3125
703547,93276.0
704005,93272.5390625
704526,93266.40625
705039,93274.890625
705605,93269.8671875
706001,93269.8671875
706526,93268.75
707030,93266.40625
707501,93271.421875
708086,93270.3125
708501,93267.640625
709027,93267.9921875
709501,93278.3203125
710026,93269.4375
710540,93260.15625
711026,93273.984375
711526,93275.859375
712048,93265.96875
712514,93269.8671875
713107,93270.984375
713597,93273.65625
714026,93269.4375
714596,93268.640625
715085,93272.859375
715501,93263.296875
716026,93265.96875
716604,93273.765625
717001,93271.1015625
717533,93266.546875
718026,93269.984375
718527,93269.65625
719101,93271.5703125
719501,93274.234375
720100,93276.1171875
720526,93279.109375
721109,93268.4296875
721608,93269.546875
722001,93269.546875
722501,93267.9921875
723001,93269.8671875
723606,93264.53125
724106,93272.21875
724501,93269.546875
725029,93273.765625
725530,93273.765625
726037,93269.546875
726603,93272.984375
727026,93270.3125
727526,93264.96875
728026,93266.875
728501,93270.3125
729026,93266.546875
729603,93268.4296875
730026,93271.1015625
730501,93269.546875
731026,93271.890625
731526,93269.21875
732001,93276.4375
732607,93272.984375
733001,93272.984375
733526,93270.3125
734001,93273.765625
734526,93266.875
735001,93264.203125
735554,93271.1015625
736001,93274.5625
736573,93271.890625
737026,93265.4375
737501,93272.21875
738101,93267.9921875
738501,93267.9921875
739001,93267.3125
739526,93266.2265625
740001,93265.109375
740579,93262.4375
741001,93273.5625
741501,93276.234375
742026,93266.34375
742526,93274.359375
743001,93272.4453125
743545,93271.6875
744095,93270.5625
744534,93270.2421875
745001,93273.703125
745505,93266.453125
746103,93268.796875
746530,93271.46875
747026,93269.59375
747602,93273.8515625
748101,93266.59375
748527,93269.265625
749030,93272.734375
749501,93268.9453125
750112,93272.0859375
750568,93269.40625
751058,93273.96875
751527,93265.953125
752001,93271.7578125
752576,93266.734375
753026,93272.515625
753585,93271.7578125
754026,93270.640625
754526,93266.8515625
755026,93277.5390625
755593,93270.3125
756082,93271.078125
756514,93269.203125
757026,93270.75
757601,93274.984375
758101,93270.75
758600,93273.1015625
759060,93267.75
759501,93273.1015625
760089,93271.21875
760526,93276.5625
761107,93269.3125
761557,93277.328125
762001,93273.53125
762606,93273.53125
763105,93276.671875
763501,93274.0
764054,93274.796875
764501,93278.234375
765005,93266.78125
765553,93273.671875
