Time (ms), Z Acceleration (g)
5127,-0.0947265625
5227,-0.2509765625
5317,-0.37890625
5457,-0.162109375
5547,-0.2255859375
5637,-0.22900390625
5726,-0.32421875
5876,-0.1689453125
5916,-0.25048828125
6046,-0.12060546875
6136,-0.29296875
6226,-0.3330078125
6316,-0.19775390625
6416,0.16064453125
6515,0.095703125
6615,0.0927734375
6725,0.1025390625
6825,-0.056640625
6915,-0.048828125
7045,0.00634765625
7135,0.1064453125
7225,0.13916015625
7314,0.0810546875
7414,0.0390625
7544,0.02880859375
7634,0.001953125
7724,0.056640625
7814,0.0009765625
7914,-0.06640625
8044,0.00634765625
8174,0.0390625
8253,-0.22705078125
8314,0.01513671875
8473,0.1572265625
8523,0.1533203125
8633,0.30859375
8743,0.2939453125
8802,0.302734375
8913,0.212890625
9023,0.4052734375
9123,0.45458984375
9212,0.50390625
9342,0.20166015625
9412,0.34033203125
9552,0.40087890625
9622,0.23876953125
9782,0.166015625
9822,-0.07275390625
9962,-0.12646484375
10021,-0.1572265625
10121,-0.02783203125
10221,0.0693359375
10321,-0.36572265625
10471,0.05126953125
10521,0.10009765625
10621,0.0458984375
10721,0.0205078125
10820,0.0244140625
10981,0.04052734375
11020,0.044921875
11120,0.03662109375
11220,0.0263671875
11320,0.01611328125
11470,0.04638671875
11570,0.03515625
11660,0.0263671875
11720,0.0390625
11820,0.0390625
11919,0.0361328125
12049,0.0361328125
12139,0.03662109375
12229,0.04150390625
12339,0.0302734375
12419,0.04541015625
12529,0.04638671875
12619,0.03955078125
12718,0.03662109375
12818,0.0244140625
12918,0.0361328125
13018,0.03857421875
13118,0.0224609375
13218,0.033203125
13318,0.03564453125
13418,0.04248046875
13548,0.04736328125
13607,0.0400390625
13777,0.03173828125
13817,0.03125
13907,0.0361328125
14017,0.04638671875
14117,0.037109375
14257,0.017578125
14317,0.04248046875
14416,0.04833984375
14502,0.033203125
14616,0.03662109375
14716,0.02978515625
14816,0.03466796875
14916,0.0302734375
15046,0.02783203125
15136,0.0390625
15226,0.03173828125
15316,0.0361328125
15426,0.03466796875
15515,0.021484375
15615,0.02978515625
15715,0.04296875
15815,0.02783203125
15935,0.046875
16002,0.04638671875
16115,0.0205078125
16214,0.03759765625
16314,0.03515625
16414,0.041015625
16524,0.03076171875
16624,0.03955078125
16714,0.0302734375
16814,0.03759765625
16902,0.03173828125
17044,0.0458984375
17134,0.0458984375
17223,0.02685546875
17343,0.03369140625
17413,0.03369140625
17523,0.03564453125
17623,0.03466796875
17713,0.0400390625
17813,0.041015625
17923,0.04296875
18083,0.04541015625
18112,0.03369140625
18212,0.0361328125
18312,0.0361328125
18442,0.0400390625
18522,0.03955078125
18622,0.0400390625
18722,0.0556640625
18822,0.0390625
18922,0.0458984375
19021,0.04150390625
19121,0.04443359375
19241,0.0263671875
19321,0.0322265625
19411,0.0361328125
19541,0.0458984375
19631,0.03076171875
19741,0.01806640625
19820,0.0263671875
19970,0.04638671875
20040,0.033203125
20130,0.0478515625
20220,0.0498046875
20320,0.02880859375
20420,0.03173828125
20550,0.04541015625
20640,0.02978515625
20720,0.03466796875
20819,0.03369140625
20959,0.0283203125
21049,0.0458984375
21139,0.05224609375
21229,0.05078125
21369,-0.19580078125
21409,0.0556640625
21519,-0.38427734375
21618,-0.0244140625
21778,0.09716796875
21818,0.0341796875
21918,0.03662109375
22048,0.02783203125
22118,0.02978515625
22278,0.0341796875
22318,0.0087890625
22418,-0.04150390625
22537,0.10009765625
22627,0.04541015625
22717,0.0029296875
22817,0.01708984375
22937,0.0458984375
23002,0.03125
23117,0.03369140625
23217,0.0400390625
23347,0.046875
23416,0.04931640625
23502,0.0419921875
23616,0.03466796875
23716,0.0390625
23816,0.04150390625
23916,0.0341796875
24016,0.03564453125
24116,0.03466796875
24216,-0.189453125
24302,0.04736328125
24415,0.03564453125
24545,0.03759765625
24635,0.02392578125
24725,0.0390625
24815,0.0556640625
24915,0.04541015625
25085,0.05810546875
25124,0.00439453125
25214,0.02783203125
25314,0.01904296875
25414,0.017578125
25514,0.0390625
25614,0.0224609375
25764,0.05615234375
25814,0.06005859375
25914,-0.00048828125
26002,0.05712890625
26123,0.03076171875
26233,0.09716796875
26313,0.01904296875
26413,0.11083984375
26563,0.03662109375
26623,-0.0556640625
26713,0.02001953125
26813,0.04248046875
26902,0.025390625
27092,0.03759765625
27102,0.037109375
27203,0.041015625
27312,-0.0166015625
27472,-0.01708984375
27572,0.04296875
27622,0.1142578125
27722,-0.04443359375
27822,0.03857421875
27921,0.0615234375
28021,0.02587890625
28121,0.01025390625
28221,0.0302734375
28341,0.01708984375
28421,0.0263671875
28502,0.02880859375
28620,0.015625
28741,0.10009765625
28820,0.041015625
28980,0.08251953125
29040,0.04150390625
29130,0.0283203125
29250,0.0322265625
29320,-0.0380859375
29440,0.05322265625
29519,0.0263671875
29619,-0.08642578125
29719,0.14501953125
29819,0.0634765625
29919,0.03955078125
30079,0.02392578125
30119,0.072265625
30219,0.0419921875
30319,-0.025390625
30409,0.00830078125
30518,0.03759765625
30618,0.0732421875
30718,0.01806640625
30818,0.05029296875
30918,0.05615234375
31048,0.095703125
31118,0.091796875
31218,0.03173828125
31347,0.05810546875
31428,0.07421875
31517,0.12939453125
31617,0.08251953125
31757,0.033203125
31817,0.0302734375
31977,0.05810546875
32077,0.03662109375
32147,0.0390625
32216,0.150390625
32366,0.10498046875
32416,0.1064453125
32556,0.09375
32626,0.115234375
32716,0.0751953125
32836,0.1689453125
32902,0.1044921875
33066,0.10888671875
33116,0.18408203125
33216,0.06787109375
33305,0.05712890625
33415,0.07177734375
33515,0.08056640625
33645,0.05908203125
33715,-0.029296875
33825,0.1259765625
33955,0.1455078125
34045,0.10986328125
34164,0.1826171875
34214,0.1279296875
34302,0.14208984375
34414,0.08740234375
34504,0.15576171875
34654,0.16650390625
34714,0.13671875
34802,0.1181640625
34914,0.287109375
35024,0.1884765625
35123,0.2060546875
35203,0.12353515625
35313,0.55517578125
35413,0.1884765625
35523,0.04931640625
35623,0.1103515625
35713,0.02392578125
35813,0.0927734375
35962,0.06298828125
36022,0.025390625
36122,0.125
36212,0.060546875
36352,0.0634765625
36422,0.14111328125
36512,0.1044921875
