Time (ms), VOC density (ppb)
90095,487.0
90594,491.0
91064,471.0
91543,458.0
92093,454.0
92562,438.0
93022,428.0
93591,411.0
94091,404.0
94540,374.0
95090,350.0
95559,325.0
96029,309.0
96558,274.0
97017,276.0
97587,264.0
98086,254.0
98516,255.0
99035,251.0
99535,250.0
100034,249.0
100513,247.0
101093,242.0
101592,252.0
102022,252.0
102513,254.0
103091,249.0
103540,265.0
104023,274.0
104514,268.0
105089,268.0
105558,276.0
106038,280.0
106587,291.0
107046,289.0
107513,296.0
108086,304.0
108595,319.0
109094,307.0
109594,314.0
110093,328.0
110592,328.0
111013,336.0
111541,332.0
112091,355.0
112513,342.0
113013,340.0
113589,349.0
114089,348.0
114588,357.0
115048,354.0
115597,357.0
116087,377.0
116596,373.0
117036,366.0
117595,369.0
118044,378.0
118574,385.0
119013,380.0
119523,392.0
120013,381.0
120513,391.0
121013,378.0
121514,381.0
122090,375.0
122590,373.0
123099,383.0
123549,375.0
124088,389.0
124551,385.0
125071,385.0
125596,378.0
126013,383.0
126605,393.0
127085,369.0
127574,380.0
128014,388.0
128593,380.0
129092,388.0
129592,387.0
130013,392.0
130591,393.0
131090,405.0
131590,400.0
132089,402.0
132558,403.0
133013,397.0
133578,388.0
134097,367.0
134596,358.0
135046,341.0
135595,322.0
136095,293.0
136594,269.0
137044,254.0
137593,239.0
138073,239.0
138592,222.0
139092,212.0
139591,209.0
140061,197.0
140513,195.0
141090,190.0
141589,188.0
142013,188.0
142513,191.0
143097,195.0
143557,200.0
144013,203.0
144596,211.0
145016,214.0
145595,208.0
146094,210.0
146523,217.0
147013,212.0
147514,215.0
148013,215.0
148513,217.0
149091,217.0
149513,219.0
150040,223.0
150513,227.0
151088,224.0
151588,224.0
152098,226.0
152517,222.0
153017,223.0
153596,231.0
154025,226.0
154595,224.0
155064,214.0
155524,218.0
156063,223.0
156592,215.0
157102,212.0
157513,220.0
158061,214.0
158513,217.0
159090,216.0
159513,221.0
160059,221.0
160513,218.0
161038,217.0
161513,219.0
162077,222.0
162514,221.0
163096,221.0
163555,229.0
164095,220.0
164594,227.0
165013,226.0
165583,233.0
166063,222.0
166513,226.0
167095,223.0
167561,216.0
168094,213.0
168513,210.0
169089,198.0
169588,197.0
170088,189.0
170587,185.0
171097,184.0
171596,180.0
172066,177.0
172513,170.0
173075,174.0
173594,167.0
174094,165.0
174513,162.0
175093,161.0
175592,154.0
176041,146.0
176513,147.0
177041,140.0
177514,136.0
178013,123.0
178513,127.0
179029,123.0
179518,112.0
180014,119.0
180597,111.0
181013,117.0
181596,109.0
182095,98.0
182513,103.0
183094,99.0
183593,93.0
184093,99.0
184592,89.0
185092,90.0
185591,96.0
186013,84.0
186590,82.0
187013,89.0
187589,87.0
188092,94.0
188558,88.0
189088,87.0
189587,83.0
190067,83.0
190513,88.0
191013,82.0
191595,79.0
192013,85.0
192513,84.0
193033,77.0
193513,80.0
194032,84.0
194591,86.0
195013,77.0
195521,83.0
196070,77.0
196559,76.0
197079,78.0
197578,75.0
198013,79.0
198587,68.0
199097,72.0
199586,67.0
200096,65.0
200513,67.0
201094,61.0
201513,59.0
202074,59.0
202573,56.0
203092,56.0
203514,57.0
204013,58.0
204601,50.0
205090,53.0
205590,53.0
206013,47.0
206558,52.0
207013,44.0
207514,43.0
208111,53.0
208596,52.0
209086,51.0
209513,54.0
210095,57.0
210594,53.0
211044,64.0
211593,68.0
212013,66.0
212592,69.0
213092,75.0
213561,72.0
214041,74.0
214514,84.0
215090,87.0
215513,83.0
216088,87.0
216518,76.0
217013,87.0
217597,84.0
218096,95.0
218596,95.0
219075,95.0
219513,93.0
220094,98.0
220594,90.0
221013,99.0
221592,89.0
222092,95.0
222592,96.0
223024,101.0
223514,96.0
224090,97.0
224589,101.0
225089,91.0
225513,98.0
226088,106.0
226597,104.0
227047,104.0
227576,108.0
228099,106.0
228595,99.0
229098,94.0
229594,81.0
230093,79.0
230593,76.0
231013,70.0
231592,48.0
232091,48.0
232571,43.0
233090,40.0
233560,28.0
234013,27.0
234589,14.0
235088,10.0
235587,7.0
236087,0.0
236596,0.0
237066,0.0
237595,0.0
238025,0.0
238594,0.0
239094,0.0
239523,0.0
240073,0.0
240582,0.0
241092,0.0
241513,0.0
242091,0.0
242590,0.0
243090,0.0
243513,0.0
244088,0.0
244513,0.0
245013,0.0
245597,0.0
246096,0.0
246589,0.0
247079,0.0
247514,0.0
248098,0.0
248594,0.0
249073,0.0
249603,0.0
250092,0.0
250591,0.0
251013,0.0
251590,0.0
252090,0.0
252513,0.0
253019,0.0
253588,0.0
254068,0.0
254514,0.0
255097,0.0
255513,0.0
256013,0.0
256595,0.0
257013,0.0
257594,0.0
258094,0.0
258513,0.0
259013,0.0
259592,0.0
260021,0.0
260591,0.0
261040,0.0
261590,0.0
262013,0.0
262514,0.0
263098,0.0
263578,0.0
264097,0.0
264547,0.0
265013,0.0
265596,0.0
266025,0.0
266554,0.0
267044,0.0
267604,0.0
268023,0.0
268596,0.0
269092,0.0
269591,0.0
270091,0.0
270513,0.0
271050,0.0
271569,0.0
272088,0.0
272578,0.0
273013,0.0
273597,0.0
274013,0.0
274596,0.0
275035,0.0
275585,0.0
276094,0.0
276564,0.0
277093,0.0
277513,0.0
278092,0.0
278592,0.0
279091,0.0
279591,0.0
280013,0.0
280609,0.0
281039,0.0
281588,0.0
282058,0.0
282597,0.0
283067,0.0
283586,0.0
284036,0.0
284595,0.0
285065,0.0
285513,0.0
286094,0.0
286553,0.0
287103,0.0
287552,0.0
288095,0.0
288531,0.0
289094,0.0
289580,0.0
290089,0.0
290513,0.0
291013,0.0
291548,0.0
292067,0.0
292513,0.0
293106,0.0
293576,0.0
294095,0.0
294514,0.0
295094,0.0
295554,0.0
296073,0.0
296592,0.0
297013,0.0
297591,0.0
298091,0.0
298580,0.0
299040,0.0
299589,0.0
300089,0.0
300513,0.0
301018,0.0
301527,0.0
302013,0.0
302596,0.0
303095,11.0
303595,33.0
304013,36.0
304594,44.0
305104,56.0
305593,61.0
306013,58.0
306592,50.0
307091,51.0
307551,39.0
308013,36.0
308593,24.0
309013,19.0
309529,14.0
310088,6.0
310588,6.0
311097,6.0
311576,3.0
312013,0.0
312595,0.0
313025,0.0
313513,0.0
314094,0.0
314593,0.0
315013,0.0
315592,0.0
316092,0.0
316591,0.0
317091,0.0
317513,0.0
318013,0.0
318589,0.0
319049,0.0
319588,0.0
320098,0.0
320513,0.0
321086,0.0
321596,0.0
322086,0.0
322595,0.0
323016,0.0
323513,0.0
324073,0.0
324593,0.0
325092,0.0
325592,0.0
326013,0.0
326591,0.0
327060,0.0
327513,0.0
328092,0.0
328588,0.0
329091,0.0
329513,0.0
330013,0.0
330586,0.0
331056,0.0
331595,0.0
332095,0.0
332594,0.0
333013,0.0
333603,2.0
334093,7.0
334592,17.0
335092,29.0
335591,33.0
336014,36.0
336610,46.0
337029,41.0
337589,52.0
338088,61.0
338588,55.0
339013,65.0
339587,59.0
340056,66.0
340596,72.0
341013,74.0
341595,80.0
342013,80.0
342594,80.0
343043,82.0
343513,82.0
344082,82.0
344592,79.0
345091,81.0
345530,94.0
346013,89.0
346513,94.0
347089,86.0
347588,92.0
348091,98.0
348557,92.0
349013,100.0
349513,97.0
350046,97.0
350595,90.0
351075,94.0
351564,84.0
352063,80.0
352593,78.0
353013,80.0
353602,84.0
354091,74.0
354591,68.0
355070,67.0
355580,66.0
356079,66.0
356589,62.0
357068,63.0
357528,64.0
358013,60.0
358587,57.0
359016,63.0
359595,52.0
360095,58.0
360594,57.0
361084,57.0
361593,51.0
362093,52.0
362513,52.0
363112,46.0
363513,54.0
364101,59.0
364513,51.0
365013,58.0
365589,54.0
366029,55.0
366591,65.0
367013,65.0
367547,58.0
368090,67.0
368599,66.0
369099,64.0
369513,64.0
370054,58.0
370604,58.0
371013,65.0
371593,67.0
372092,56.0
372513,58.0
373014,47.0
373590,50.0
374090,48.0
374590,48.0
375013,40.0
375589,35.0
376013,49.0
376607,40.0
377013,49.0
377586,51.0
378016,43.0
378596,40.0
379013,41.0
379604,42.0
380094,46.0
380513,47.0
381013,48.0
381592,50.0
382092,53.0
382571,48.0
383101,48.0
383590,52.0
384013,52.0
384599,52.0
385098,55.0
385528,55.0
386091,66.0
386597,64.0
387046,66.0
387596,74.0
388099,78.0
388575,69.0
389098,70.0
389514,69.0
390053,65.0
390583,44.0
391092,35.0
391591,30.0
392013,8.0
392590,0.0
393013,0.0
393590,0.0
394089,0.0
394588,0.0
395088,0.0
395527,0.0
396057,0.0
396596,0.0
397096,0.0
397525,0.0
398095,0.0
398544,0.0
399034,0.0
399593,0.0
400063,0.0
400592,0.0
401013,0.0
401531,0.0
402014,0.0
402513,0.0
403013,0.0
403589,0.0
404069,0.0
404598,0.0
405013,0.0
405527,0.0
406013,0.0
406536,0.0
407095,0.0
407535,0.0
408098,0.0
408594,0.0
409097,0.0
409562,0.0
410072,0.0
410592,0.0
411091,0.0
411513,0.0
412090,0.0
412513,0.0
413109,0.0
413588,0.0
414058,0.0
414567,0.0
415013,0.0
415596,0.0
416056,0.0
416595,0.0
417055,0.0
417594,0.0
418013,0.0
418593,0.0
419092,0.0
419592,0.0
420091,0.0
420591,0.0
421090,0.0
421590,0.0
422013,0.0
422609,0.0
423088,0.0
423608,0.0
424018,0.0
424587,0.0
425106,0.0
425595,0.0
426085,0.0
426513,0.0
427094,0.0
427593,0.0
428096,0.0
428596,0.0
429052,0.0
429552,0.0
430071,0.0
430514,0.0
431090,0.0
431529,0.0
432019,0.0
432558,0.0
433013,0.0
433587,0.0
434097,0.0
434546,0.0
435066,0.0
435595,0.0
436013,0.0
436594,0.0
437074,0.0
437583,0.0
438093,0.0
438602,0.0
439091,0.0
439513,0.0
440090,0.0
440590,0.0
441090,0.0
441589,0.0
442013,0.0
442568,0.0
443013,0.0
443587,0.0
444096,0.0
444526,0.0
445065,0.0
445595,0.0
446094,0.0
446514,0.0
447093,0.0
447603,0.0
448075,0.0
448531,0.0
449081,0.0
449530,0.0
450094,0.0
450589,0.0
451089,0.0
451588,0.0
452088,0.0
452597,0.0
453013,0.0
453513,0.0
454013,0.0
454595,0.0
455013,0.0
455514,0.0
456084,0.0
456593,0.0
457093,0.0
457513,0.0
458013,0.0
458571,0.0
459090,0.0
459590,0.0
460089,0.0
460513,0.0
461058,0.0
461548,0.0
462013,0.0
462597,0.0
463046,0.0
463596,0.0
464095,0.0
464513,0.0
465048,0.0
465513,0.0
466093,0.0
466592,0.0
467013,0.0
467541,0.0
468094,0.0
468591,0.0
469093,0.0
469529,0.0
470079,0.0
470588,0.0
471013,0.0
471567,0.0
472014,0.0
472596,0.0
473013,0.0
473595,0.0
474094,0.0
474564,0.0
475013,0.0
475593,0.0
476092,0.0
476532,0.0
477091,0.0
477591,0.0
478013,0.0
478590,0.0
479019,0.0
479529,0.0
480088,0.0
480588,0.0
481067,0.0
481597,0.0
482013,0.0
482566,0.0
483095,0.0
483575,0.0
484094,0.0
484594,0.0
485093,0.0
485592,0.0
486092,0.0
486513,0.0
487091,0.0
487513,0.0
488013,0.0
488589,0.0
489092,0.0
489592,0.0
490091,0.0
490597,0.0
491110,0.0
491546,0.0
492013,0.0
492513,0.0
493094,0.0
493514,0.0
494013,0.0
494593,0.0
495063,0.0
495513,0.0
496082,0.0
496514,0.0
497013,0.0
497590,0.0
498089,0.0
498589,0.0
499013,0.0
499588,0.0
500107,0.0
500597,0.0
501013,0.0
501513,0.0
502013,0.0
502514,0.0
503013,0.0
503513,0.0
504083,0.0
504593,0.0
505018,0.0
505591,0.0
506091,0.0
506600,0.0
507013,0.0
507589,0.0
508089,0.0
508548,0.0
509013,0.0
509587,0.0
510087,0.0
510596,0.0
511096,0.0
511595,0.0
512094,0.0
512574,0.0
513094,0.0
513513,0.0
514092,0.0
514602,0.0
515092,0.0
515591,0.0
516061,0.0
516580,0.0
517089,0.0
517589,5.0
518088,5.0
518578,0.0
519097,0.0
519597,0.0
520076,0.0
520586,0.0
521075,0.0
521514,0.0
522084,0.0
522513,0.0
523093,0.0
523513,0.0
524092,0.0
524601,0.0
525041,0.0
525514,0.0
526013,0.0
526514,0.0
527089,0.0
527588,0.0
528013,0.0
528513,0.0
529013,0.0
529513,0.0
530026,0.0
530575,0.0
531098,0.0
531594,0.0
532013,0.0
532593,0.0
533082,0.0
533592,0.0
534071,0.0
534591,0.0
535013,0.0
535590,0.0
536089,0.0
536589,0.0
537088,0.0
537514,0.0
538013,0.0
538567,0.0
539096,0.0
539576,0.0
540085,0.0
540594,0.0
541094,0.0
541594,0.0
542013,0.0
542592,0.0
543042,0.0
543513,0.0
544013,0.0
544590,0.0
545090,0.0
545589,0.0
546049,0.0
546598,0.0
547078,0.0
547597,0.0
548097,0.0
548526,0.0
549013,0.0
549595,0.0
550098,0.0
550594,0.0
551074,0.0
551593,0.0
552013,0.0
552513,0.0
553082,0.0
553513,0.0
554090,0.0
554530,0.0
555089,0.0
555589,0.0
556088,0.0
556528,0.0
557013,0.0
557587,0.0
558076,0.0
558536,0.0
559013,0.0
559575,0.0
560104,0.0
560513,0.0
561093,0.0
561592,0.0
562013,0.0
562513,0.0
563091,0.0
563550,0.0
564090,0.0
564589,0.0
565016,0.0
565598,0.0
566018,0.0
566514,0.0
567013,0.0
567526,0.0
568089,0.0
568595,0.0
569055,0.0
569554,0.0
570097,0.0
570514,0.0
571073,0.0
571532,0.0
572091,0.0
572531,0.0
573013,0.0
573530,0.0
574059,0.0
574559,0.0
575013,0.0
575568,0.0
576077,0.0
576513,0.0
577057,0.0
577596,0.0
578095,0.0
578595,0.0
579094,0.0
579594,0.0
580063,0.0
580532,0.0
581082,0.0
581532,0.0
582051,0.0
582590,0.0
583013,0.0
583590,0.0
584089,0.0
584588,0.0
585088,0.0
585578,0.0
586097,0.0
586513,0.0
587096,0.0
587548,0.0
588013,0.0
588594,0.0
589104,0.0
589593,0.0
590096,0.0
590592,0.0
591013,0.0
591591,0.0
592090,0.0
592590,0.0
593013,0.0
593579,0.0
594078,0.0
594528,0.0
595078,0.0
595597,0.0
596086,0.0
596596,0.0
597096,0.0
597514,0.0
598094,0.0
598513,0.0
599093,0.0
599513,0.0
600013,0.0
600592,0.0
601091,0.0
601513,0.0
602013,0.0
602569,0.0
603079,0.0
603513,0.0
604088,0.0
604557,0.0
605087,9.0
605596,37.0
606096,39.0
606565,58.0
607025,65.0
607594,80.0
608104,85.0
608563,96.0
609093,111.0
609592,113.0
610092,122.0
610591,132.0
611091,127.0
611590,140.0
612090,145.0
612514,154.0
613029,158.0
613558,157.0
614088,152.0
614527,149.0
615013,148.0
615513,153.0
616095,159.0
616595,165.0
617016,159.0
617513,173.0
618093,175.0
618533,181.0
619092,185.0
619592,183.0
620031,183.0
620591,187.0
621090,192.0
621514,191.0
622013,184.0
622514,182.0
623018,185.0
623587,186.0
624107,185.0
624513,182.0
625086,184.0
625595,187.0
626016,194.0
626595,183.0
627094,190.0
627593,182.0
628083,176.0
628592,166.0
629013,168.0
629531,161.0
630091,150.0
630590,149.0
631020,146.0
631589,139.0
632089,139.0
632588,136.0
633088,129.0
633587,122.0
634096,128.0
634596,128.0
635013,128.0
635513,130.0
636104,123.0
636594,123.0
637027,120.0
637593,117.0
638092,125.0
638572,132.0
639065,135.0
639591,140.0
640040,136.0
640590,147.0
641069,152.0
641529,155.0
642088,157.0
642568,156.0
643013,155.0
643517,160.0
644013,166.0
644596,172.0
645045,166.0
645595,169.0
646038,171.0
646543,173.0
647093,184.0
647576,185.0
648052,184.0
648592,187.0
649091,186.0
649590,185.0
650093,191.0
650513,192.0
651089,195.0
651548,184.0
652048,180.0
652597,173.0
653087,173.0
653596,163.0
654086,172.0
654595,169.0
655013,175.0
655594,179.0
656064,177.0
656593,186.0
657013,193.0
657592,184.0
658013,191.0
658591,187.0
659090,189.0
659513,182.0
660089,187.0
660589,186.0
661108,184.0
661588,181.0
662097,185.0
662513,186.0
663014,187.0
663596,193.0
664095,195.0
664513,189.0
665013,183.0
665594,181.0
666013,185.0
666593,170.0
667066,160.0
667602,161.0
668014,154.0
668513,157.0
669070,148.0
669519,152.0
670079,154.0
670514,162.0
671088,175.0
671578,168.0
672013,174.0
672576,173.0
673016,178.0
673565,171.0
674025,167.0
674594,153.0
675094,147.0
675563,137.0
676013,124.0
676514,127.0
677072,118.0
677531,121.0
678041,115.0
678590,120.0
679090,124.0
679513,122.0
680013,131.0
680608,127.0
681098,127.0
681567,131.0
682096,133.0
682536,139.0
683065,144.0
683513,148.0
684016,158.0
684594,165.0
685093,175.0
685533,181.0
686092,186.0
686612,194.0
687013,196.0
687591,197.0
688094,205.0
688590,209.0
689013,211.0
689592,210.0
690088,213.0
690513,207.0
691017,212.0
691596,212.0
692096,202.0
692596,211.0
693095,211.0
693584,220.0
694064,217.0
694513,231.0
695023,230.0
695592,236.0
696082,241.0
696591,240.0
697013,248.0
697600,243.0
698070,248.0
698513,252.0
699089,253.0
699514,248.0
700013,254.0
700597,249.0
701013,250.0
701586,244.0
702046,242.0
702513,238.0
703075,227.0
703534,232.0
704094,226.0
704513,227.0
705026,231.0
705592,228.0
706092,223.0
706513,232.0
707014,237.0
707590,234.0
708073,232.0
708589,240.0
709014,248.0
709588,240.0
710013,249.0
710527,254.0
711013,249.0
711513,249.0
712035,248.0
712605,245.0
713094,243.0
713584,240.0
714013,246.0
714583,249.0
715072,243.0
715592,250.0
716013,245.0
716591,238.0
717090,237.0
717520,241.0
718013,228.0
718514,224.0
719088,206.0
719598,213.0
720087,214.0
720513,229.0
721096,224.0
721595,234.0
722095,247.0
722594,252.0
723094,254.0
723593,272.0
724093,287.0
724592,297.0
725016,308.0
725513,310.0
726024,318.0
726590,322.0
727013,325.0
727513,341.0
728013,328.0
728588,348.0
729013,340.0
729587,354.0
730013,355.0
730600,374.0
731013,369.0
731513,370.0
732095,372.0
732594,377.0
733094,384.0
733513,396.0
734092,396.0
734513,396.0
735091,382.0
735541,398.0
736090,383.0
736560,377.0
737013,371.0
737589,349.0
738088,343.0
738588,340.0
739097,339.0
739513,352.0
740096,347.0
740566,362.0
741095,369.0
741594,382.0
742013,392.0
742513,405.0
743093,423.0
743532,438.0
744082,441.0
744521,443.0
745091,455.0
745600,458.0
746090,438.0
746514,421.0
747013,384.0
747589,349.0
748088,315.0
748514,279.0
749017,251.0
749596,215.0
750099,201.0
750555,183.0
751045,157.0
751514,141.0
752094,120.0
752563,97.0
753013,90.0
753572,63.0
754013,51.0
754513,37.0
755013,23.0
755580,12.0
756069,2.0
756609,0.0
757013,0.0
757588,0.0
758088,0.0
758587,0.0
759047,0.0
759596,0.0
760076,0.0
760513,0.0
761094,0.0
761544,0.0
762093,0.0
762593,0.0
763092,0.0
763592,0.0
764041,0.0
764591,0.0
765100,0.0
765540,0.0
766099,0.0
766579,0.0
767068,0.0
767513,0.0
768087,0.0
768557,0.0
769026,0.0
769513,0.0
770099,0.0
770595,0.0
771107,0.0
771524,0.0
772093,0.0
772552,0.0
773072,0.0
773591,0.0
774013,0.0
774513,0.0
775040,0.0
775590,0.0
776089,0.0
776513,0.0
777068,0.0
777517,0.0
778013,0.0
778566,0.0
779086,0.0
779575,0.0
780013,0.0
780513,0.0
781094,0.0
781593,0.0
782013,0.0
782572,0.0
783013,0.0
783513,0.0
784013,0.0
784610,0.0
785090,0.0
785559,0.0
786099,0.0
786519,0.0
787087,0.0
787577,0.0
788030,0.0
788536,0.0
789106,0.0
789595,0.0
790013,0.0
790594,0.0
791014,0.0
791596,0.0
792096,0.0
792592,0.0
793061,0.0
793591,0.0
794013,0.0
794513,0.0
795019,0.0
795513,1.0
796014,23.0
796588,38.0
797047,49.0
797513,74.0
798014,89.0
798514,96.0
799085,112.0
799513,122.0
800034,132.0
800594,139.0
801013,150.0
801514,162.0
802092,167.0
802592,178.0
803091,180.0
803591,187.0
804090,192.0
804590,193.0
805013,200.0
805588,204.0
806098,207.0
806587,215.0
807047,219.0
807513,221.0
808013,227.0
808514,236.0
809049,240.0
809595,245.0
810064,246.0
810563,251.0
811096,257.0
811602,256.0
812096,263.0
812591,262.0
813081,274.0
813600,280.0
814090,284.0
814559,299.0
815109,295.0
815513,299.0
816048,308.0
816513,313.0
817057,322.0
817513,329.0
818013,317.0
818595,331.0
819013,330.0
819594,334.0
820094,330.0
820593,336.0
821093,342.0
821592,333.0
822092,334.0
822591,342.0
823061,323.0
823590,345.0
824090,343.0
824589,340.0
825088,345.0
825513,332.0
826038,333.0
826597,330.0
827096,307.0
827576,296.0
828013,300.0
828595,292.0
829013,301.0
829513,278.0
830097,272.0
830593,256.0
831096,255.0
831572,246.0
832013,236.0
832591,222.0
833013,220.0
833590,212.0
834089,200.0
834589,206.0
835013,194.0
835587,183.0
836037,168.0
836537,164.0
837096,148.0
837586,148.0
838013,143.0
838594,145.0
839094,149.0
839584,153.0
840093,163.0
840513,166.0
841092,165.0
841561,172.0
842091,179.0
842571,181.0
843090,182.0
843589,192.0
844013,194.0
844513,202.0
845088,190.0
845517,190.0
846097,181.0
846586,169.0
847018,159.0
847595,153.0
848028,151.0
848534,137.0
849097,139.0
849513,136.0
850093,124.0
850592,125.0
851095,122.0
851591,131.0
852094,140.0
852570,143.0
853090,157.0
853514,173.0
854013,198.0
854588,212.0
855067,231.0
855597,250.0
856013,274.0
856586,326.0
857086,344.0
857575,367.0
858105,398.0
858584,431.0
859013,448.0
859513,471.0
860013,489.0
860513,513.0
861092,527.0
861591,541.0
862050,549.0
862514,560.0
863013,581.0
863513,579.0
864088,583.0
864513,615.0
865108,608.0
865517,596.0
866026,608.0
866536,633.0
867013,617.0
867513,620.0
868013,582.0
868594,557.0
869053,507.0
869514,483.0
870052,428.0
870591,402.0
871013,389.0
871513,382.0
872013,372.0
872560,387.0
873089,401.0
873579,421.0
874018,443.0
874587,470.0
875097,473.0
875513,467.0
876086,483.0
876513,475.0
877095,481.0
877595,488.0
878074,491.0
878523,498.0
879093,512.0
879592,500.0
880092,494.0
880513,480.0
881091,485.0
881590,466.0
882090,460.0
882590,446.0
883059,412.0
883588,420.0
884014,415.0
884578,409.0
885087,405.0
885596,405.0
886106,398.0
886595,404.0
887095,409.0
887513,410.0
888094,402.0
888593,429.0
889023,432.0
889572,446.0
890095,468.0
890514,473.0
891094,488.0
891590,501.0
892090,516.0
892549,514.0
893079,526.0
893513,533.0
894014,540.0
894514,542.0
895067,549.0
895513,554.0
896096,562.0
896565,573.0
897094,601.0
897594,576.0
898013,610.0
898593,630.0
899013,599.0
899513,608.0
900102,601.0
900513,599.0
901013,598.0
901513,608.0
902019,585.0
902589,575.0
903019,560.0
903513,551.0
904017,542.0
904597,511.0
905046,506.0
905513,504.0
906096,480.0
906513,481.0
907013,460.0
907564,466.0
908093,445.0
908513,456.0
909096,430.0
909542,435.0
910095,424.0
910591,433.0
911094,425.0
911513,410.0
912013,401.0
912589,399.0
913058,380.0
913588,387.0
914087,385.0
914517,372.0
915013,364.0
915596,364.0
916095,370.0
916595,359.0
917094,359.0
917514,359.0
918093,364.0
918543,357.0
919013,361.0
919514,368.0
920014,360.0
920571,366.0
921090,366.0
921569,387.0
922013,387.0
922588,410.0
923088,415.0
923598,425.0
924087,433.0
924567,440.0
925066,456.0
925596,471.0
926095,492.0
926595,484.0
927094,498.0
927513,512.0
928096,529.0
928592,528.0
929013,554.0
929591,561.0
930091,572.0
930590,571.0
931013,574.0
931580,572.0
932013,586.0
932514,588.0
933013,571.0
933513,560.0
934087,556.0
934596,561.0
935096,563.0
935525,593.0
936095,579.0
936534,599.0
937064,615.0
937513,622.0
938013,648.0
938592,676.0
939092,682.0
939591,666.0
940013,694.0
940513,719.0
941013,733.0
941609,715.0
942049,722.0
942588,721.0
943088,725.0
943513,720.0
944097,745.0
944596,759.0
945096,779.0
945535,764.0
946095,785.0
946594,781.0
947094,792.0
947533,774.0
948033,764.0
948592,728.0
949013,743.0
949521,707.0
950094,687.0
950513,687.0
951090,654.0
951514,631.0
952013,599.0
952558,608.0
953013,598.0
953514,601.0
954027,582.0
954596,570.0
955013,565.0
955605,558.0
956104,556.0
956513,546.0
957013,552.0
957593,547.0
958013,541.0
958582,546.0
959092,542.0
959513,539.0
960050,528.0
960590,521.0
961013,536.0
961609,527.0
962059,518.0
962513,501.0
963013,496.0
963597,477.0
964087,456.0
964513,454.0
965096,451.0
965575,449.0
966013,453.0
966604,426.0
967013,422.0
967513,401.0
968092,372.0
968513,343.0
969095,325.0
969591,316.0
970031,321.0
970590,331.0
971013,364.0
971589,385.0
972013,410.0
972588,436.0
973097,477.0
973513,496.0
974076,512.0
974586,534.0
975095,534.0
975595,547.0
976094,540.0
976594,533.0
977033,541.0
977593,527.0
978013,523.0
978513,524.0
979081,489.0
979513,480.0
980013,453.0
980513,431.0
981013,422.0
981609,433.0
982018,433.0
982558,438.0
983107,440.0
983596,427.0
984046,403.0
984595,362.0
985095,347.0
985555,323.0
986078,306.0
986583,274.0
987097,259.0
987603,252.0
988092,232.0
988591,215.0
989051,210.0
989590,194.0
990020,187.0
990519,181.0
991089,180.0
991588,174.0
992088,169.0
992587,161.0
993057,151.0
993596,142.0
994096,124.0
994514,118.0
995016,112.0
995594,107.0
996024,103.0
996513,99.0
