Time (ms), X Gyro (deg per sec)
5137,-68.10975646972656
5237,-24.573171615600586
5327,-12.987805366516113
5467,-24.512195587158203
5557,-7.621951580047607
5647,5.4268293380737305
5736,-2.5609755516052246
5802,-4.390244007110596
5926,-2.1341464519500732
6056,8.963415145874023
6146,-14.268293380737305
6236,-28.59756088256836
6326,-4.02439022064209
6426,4.207317352294922
6526,-1.0365853309631348
6625,49.085365295410156
6735,26.89024543762207
6835,17.865854263305664
6925,1.8292683362960815
7055,-24.024391174316406
7145,-35.60975646972656
7235,-11.219511985778809
7325,23.719512939453125
7425,21.768293380737305
7554,-2.5
7644,-2.5
7734,-6.463414669036865
7824,-9.02439022064209
7924,-21.40243911743164
8054,-52.13414764404297
8183,-0.18292683362960815
8264,-11.768293380737305
8323,-45.060977935791016
8402,-22.621952056884766
8533,-19.817073822021484
8643,7.804878234863281
8753,-5.97560977935791
8803,-44.45122146606445
8923,-10.12195110321045
9033,9.512195587158203
9132,-24.45121955871582
9223,-46.95122146606445
9352,-115.9756088256836
9422,-48.23170852661133
9562,-42.43902587890625
9632,-65.60975646972656
9702,3.7804877758026123
9832,-25.2439022064209
9972,32.8658561706543
10032,38.17073440551758
10131,-7.560975551605225
10231,-109.20732116699219
10331,3.2317073345184326
10481,-4.878048896789551
10531,-1.6463414430618286
10631,-1.0365853309631348
10731,-1.1585365533828735
10831,-1.3414634466171265
10902,-1.2804877758026123
11030,-1.3414634466171265
11130,-1.2804877758026123
11230,-1.2804877758026123
11330,-1.2195122241973877
11480,-1.2804877758026123
11580,-1.2804877758026123
11670,-1.3414634466171265
11730,-1.2804877758026123
11829,-1.3414634466171265
11929,-1.2804877758026123
12059,-1.2195122241973877
12149,-1.2804877758026123
12239,-1.3414634466171265
12349,-1.402438998222351
12429,-1.3414634466171265
12539,-1.3414634466171265
12628,-1.2804877758026123
12728,-1.2195122241973877
12828,-1.2804877758026123
12928,-1.2804877758026123
13028,-1.402438998222351
13128,-1.2804877758026123
13228,-1.3414634466171265
13328,-1.2804877758026123
13428,-1.2804877758026123
