Time (ms), External Temperature (C)
5110,16.049999237060547
5528,16.06999969482422
6028,16.059999465942383
6504,16.079999923706055
7028,16.040000915527344
7528,16.020000457763672
8029,15.920000076293945
8504,15.880000114440918
9003,15.859999656677246
9539,15.869999885559082
10002,15.789999961853027
10504,15.8100004196167
11004,15.800000190734863
11557,15.800000190734863
12028,15.800000190734863
12516,15.8100004196167
13004,15.8100004196167
13535,15.819999694824219
14002,15.819999694824219
14584,15.819999694824219
15028,15.800000190734863
15504,15.779999732971191
16082,15.779999732971191
16504,15.779999732971191
17028,15.789999961853027
17504,15.800000190734863
18070,15.800000190734863
18504,15.8100004196167
19001,15.8100004196167
19528,15.8100004196167
20028,15.8100004196167
20528,15.800000190734863
21028,15.789999961853027
21504,15.789999961853027
22036,15.789999961853027
22516,15.760000228881836
23084,15.710000038146973
23584,15.710000038146973
24002,15.710000038146973
24532,15.720000267028809
25066,15.729999542236328
25602,15.729999542236328
26085,15.739999771118164
26541,15.729999542236328
27074,15.699999809265137
27559,15.729999542236328
28004,15.710000038146973
28588,15.739999771118164
29028,15.680000305175781
29502,15.6899995803833
30067,15.710000038146973
30503,15.699999809265137
31036,15.699999809265137
31504,15.720000267028809
32064,15.760000228881836
32544,15.739999771118164
33053,15.75
33504,15.779999732971191
34032,15.779999732971191
34591,15.779999732971191
35004,15.770000457763672
35503,15.789999961853027
36003,15.789999961853027
36599,15.789999961853027
37028,15.789999961853027
37504,15.800000190734863
38002,15.800000190734863
38501,15.8100004196167
39004,15.8100004196167
39576,15.819999694824219
40001,15.8100004196167
40535,15.8100004196167
41004,15.800000190734863
41603,15.819999694824219
42001,15.819999694824219
42528,15.819999694824219
43006,15.829999923706055
43532,15.829999923706055
44003,15.829999923706055
44520,15.829999923706055
45004,15.829999923706055
45532,15.789999961853027
46053,15.75
46528,15.729999542236328
47052,15.770000457763672
47528,15.779999732971191
48056,15.789999961853027
48503,15.800000190734863
49028,15.800000190734863
49565,15.800000190734863
50004,15.8100004196167
50528,15.8100004196167
51002,15.8100004196167
51573,15.8100004196167
52062,15.8100004196167
52528,15.819999694824219
53061,15.800000190734863
53550,15.770000457763672
54090,15.770000457763672
54504,15.760000228881836
55016,15.729999542236328
55528,15.710000038146973
56058,15.75
56502,15.760000228881836
57003,15.770000457763672
57596,15.770000457763672
58076,15.779999732971191
58575,15.779999732971191
59004,15.779999732971191
59504,15.800000190734863
60003,15.800000190734863
60543,15.789999961853027
61003,15.739999771118164
61516,15.729999542236328
62028,15.710000038146973
62501,15.75
63031,15.760000228881836
63553,15.729999542236328
64032,15.710000038146973
64504,15.699999809265137
65004,15.699999809265137
65503,15.699999809265137
66028,15.699999809265137
66504,15.699999809265137
67080,15.710000038146973
67585,15.710000038146973
68028,15.75
68503,15.760000228881836
69029,15.760000228881836
69502,15.760000228881836
70062,15.760000228881836
70504,15.760000228881836
71004,15.739999771118164
71504,15.720000267028809
72100,15.720000267028809
72501,15.739999771118164
73004,15.75
73502,15.729999542236328
74028,15.710000038146973
74504,15.739999771118164
75028,15.729999542236328
75546,15.720000267028809
76095,15.729999542236328
76504,15.729999542236328
77016,15.75
77516,15.760000228881836
78034,15.699999809265137
78504,15.6899995803833
79102,15.699999809265137
79504,15.699999809265137
80028,15.680000305175781
80501,15.6899995803833
81028,15.680000305175781
81529,15.6899995803833
82049,15.699999809265137
82503,15.6899995803833
83032,15.680000305175781
83507,15.680000305175781
84004,15.6899995803833
84606,15.680000305175781
85040,15.680000305175781
85503,15.699999809265137
86028,15.710000038146973
86504,15.729999542236328
87058,15.739999771118164
87607,15.75
88028,15.739999771118164
88582,15.75
89061,15.699999809265137
89502,15.649999618530273
90003,15.619999885559082
90504,15.619999885559082
91079,15.619999885559082
91558,15.630000114440918
92003,15.640000343322754
92577,15.630000114440918
93037,15.630000114440918
93504,15.630000114440918
94004,15.65999984741211
94555,15.6899995803833
95004,15.699999809265137
95574,15.710000038146973
96044,15.729999542236328
96573,15.729999542236328
97032,15.680000305175781
