Date    ,Time    ,Latitude  ,Longitude ,Head,Km/h,Alt-m  ,Lock,  ,Temp C,Pa    ,
02/28/35,16:17:36,+034.60967,-117.93067,0155,0005,+006668,0003,  ,-020.9,044986,
02/28/35,16:17:42,+034.60948,-117.93060,0135,0014,+006699,0003,  ,-021.3,043511,
02/28/35,16:17:48,+034.60941,-117.93050,0133,0003,+006740,0003,  ,-021.8,044553,
02/28/35,16:17:54,+034.60948,-117.93060,0312,0003,+006770,0003,  ,-022.2,044411,
02/28/35,16:18:00,+034.60959,-117.93055,0060,0009,+006800,0003,  ,-022.5,044229,
02/28/35,16:18:06,+034.60951,-117.93047,0193,0009,+006831,0003,  ,-022.6,044002,
02/28/35,16:18:12,+034.60955,-117.93059,0338,0007,+006863,0003,  ,-022.8,043650,
02/28/35,16:18:18,+034.60969,-117.93053,0047,0009,+006895,0003,  ,-023.0,043676,
02/28/35,16:18:24,+034.60976,-117.93045,0026,0003,+006930,0003,  ,-023.1,043453,
02/28/35,16:18:30,+034.60992,-117.93054,0345,0011,+006961,0003,  ,-023.5,042621,
02/28/35,16:18:36,+034.61007,-117.93038,0062,0011,+006992,0003,  ,-023.8,043080,
02/28/35,16:18:42,+034.61015,-117.93033,0352,0007,+007026,0003,  ,-023.8,042020,
02/28/35,16:18:48,+034.61029,-117.93015,0068,0011,+007064,0003,  ,-024.1,042436,
02/28/35,16:18:54,+034.61038,-117.93008,0003,0011,+007105,0003,  ,-024.6,042420,
02/28/35,16:19:00,+034.61055,-117.93002,0027,0012,+007132,0003,  ,-024.6,042286,
02/28/35,16:19:06,+034.61062,-117.92987,0103,0011,+007166,0003,  ,-024.8,042096,
02/28/35,16:19:12,+034.61058,-117.92973,0123,0007,+007189,0003,  ,-025.0,041985,
02/28/35,16:19:18,+034.61067,-117.92964,0013,0011,+007219,0003,  ,-025.3,041781,
02/28/35,16:19:24,+034.61072,-117.92962,0155,0003,+007257,0003,  ,-025.7,041564,
02/28/35,16:19:30,+034.61083,-117.92966,0015,0012,+007288,0003,  ,-025.7,040523,
02/28/35,16:19:36,+034.61086,-117.92959,0101,0001,+007320,0003,  ,-026.0,041214,
02/28/35,16:19:42,+034.61080,-117.92955,0173,0005,+007346,0003,  ,-026.0,040099,
02/28/35,16:19:48,+034.61088,-117.92940,0033,0018,+007372,0003,  ,-026.3,040665,
02/28/35,16:19:54,+034.61093,-117.92906,0095,0018,+007401,0003,  ,-026.6,040464,
02/28/35,16:20:00,+034.61101,-117.92883,0052,0014,+007430,0003,  ,-027.1,040590,
02/28/35,16:20:06,+034.61121,-117.92868,0030,0016,+007461,0003,  ,-027.1,039948,
02/28/35,16:20:12,+034.61134,-117.92857,0050,0014,+007487,0003,  ,-027.1,039389,
02/28/35,16:20:18,+034.61152,-117.92825,0044,0009,+007512,0003,  ,-027.1,039405,
02/28/35,16:20:24,+034.61160,-117.92805,0082,0011,+007545,0003,  ,-027.4,038755,
02/28/35,16:20:30,+034.61178,-117.92773,0052,0022,+007581,0001,  ,-027.7,039579,
02/28/35,16:20:36,+034.61194,-117.92709,0077,0031,+007621,0001,  ,-028.1,039534,
02/28/35,16:20:42,+034.61223,-117.92681,0050,0024,+007657,0003,  ,-028.4,038515,
02/28/35,16:20:48,+034.61237,-117.92657,0060,0018,+007690,0003,  ,-028.5,038762,
02/28/35,16:20:54,+034.61271,-117.92622,0039,0022,+007730,0003,  ,-029.1,038961,
02/28/35,16:21:00,+034.61296,-117.92563,0070,0037,+007760,0003,  ,-029.2,038794,
02/28/35,16:21:06,+034.61332,-117.92507,0044,0037,+007788,0003,  ,-029.3,037432,
02/28/35,16:21:12,+034.61360,-117.92477,0049,0024,+007815,0003,  ,-029.6,038446,
02/28/35,16:21:18,+034.61391,-117.92421,0064,0029,+007861,0003,  ,-030.0,037039,
02/28/35,16:21:24,+034.61432,-117.92379,0036,0029,+007901,0003,  ,-030.2,038076,
02/28/35,16:21:30,+034.61458,-117.92352,0041,0027,+007922,0003,  ,-030.5,037965,
02/28/35,16:21:36,+034.61502,-117.92310,0036,0029,+007944,0003,  ,-030.5,037841,
02/28/35,16:21:42,+034.61537,-117.92275,0050,0029,+007965,0003,  ,-030.3,037045,
02/28/35,16:21:48,+034.61563,-117.92226,0048,0042,+007986,0003,  ,-030.3,036831,
02/28/35,16:21:54,+034.61619,-117.92165,0055,0046,+008018,0003,  ,-030.7,036931,
02/28/35,16:22:00,+034.61653,-117.92101,0060,0040,+008040,0003,  ,-031.2,037312,
02/28/35,16:22:06,+034.61702,-117.92046,0038,0044,+008077,0003,  ,-031.5,037049,
02/28/35,16:22:12,+034.61745,-117.91985,0059,0046,+008120,0003,  ,-031.7,036888,
02/28/35,16:22:18,+034.61771,-117.91930,0056,0033,+008155,0003,  ,-032.0,036719,
02/28/35,16:22:24,+034.61804,-117.91891,0052,0040,+008179,0003,  ,-032.1,036614,
02/28/35,16:22:30,+034.61853,-117.91826,0054,0048,+008203,0003,  ,-032.1,036413,
02/28/35,16:22:36,+034.61895,-117.91759,0057,0048,+008233,0003,  ,-032.3,036099,
02/28/35,16:22:42,+034.61917,-117.91691,0067,0035,+008262,0003,  ,-032.5,036185,
02/28/35,16:22:48,+034.61966,-117.91638,0049,0038,+008292,0003,  ,-032.7,036027,
02/28/35,16:22:54,+034.62011,-117.91589,0044,0038,+008321,0003,  ,-032.8,035858,
02/28/35,16:23:00,+034.62048,-117.91541,0032,0031,+008347,0003,  ,-033.3,035747,
02/28/35,16:23:06,+034.62094,-117.91451,0059,0057,+008382,0003,  ,-033.4,035579,
02/28/35,16:23:12,+034.62140,-117.91376,0053,0053,+008409,0003,  ,-033.5,034908,
02/28/35,16:23:18,+034.62187,-117.91309,0046,0044,+008434,0003,  ,-033.8,035304,
02/28/35,16:23:24,+034.62232,-117.91250,0051,0044,+008461,0003,  ,-033.9,035032,
02/28/35,16:23:30,+034.62258,-117.91190,0061,0040,+008498,0003,  ,-034.3,034544,
02/28/35,16:23:36,+034.62282,-117.91128,0060,0025,+008530,0003,  ,-034.6,034876,
02/28/35,16:23:42,+034.62315,-117.91055,0055,0046,+008562,0003,  ,-034.6,033696,
02/28/35,16:23:48,+034.62363,-117.90995,0053,0038,+008589,0003,  ,-034.5,033714,
02/28/35,16:23:54,+034.62393,-117.90927,0068,0042,+008618,0003,  ,-034.6,033911,
02/28/35,16:24:00,+034.62410,-117.90838,0083,0050,+008647,0003,  ,-035.0,034331,
02/28/35,16:24:06,+034.62438,-117.90752,0064,0051,+008673,0003,  ,-035.1,033036,
02/28/35,16:24:12,+034.62474,-117.90688,0058,0040,+008704,0003,  ,-035.6,033996,
02/28/35,16:24:18,+034.62488,-117.90617,0071,0044,+008748,0003,  ,-036.0,032772,
02/28/35,16:24:24,+034.62502,-117.90553,0087,0035,+008789,0003,  ,-036.6,033633,
02/28/35,16:24:30,+034.62512,-117.90479,0083,0044,+008826,0003,  ,-037.0,033456,
02/28/35,16:24:36,+034.62528,-117.90383,0079,0061,+008863,0003,  ,-037.1,032797,
02/28/35,16:24:42,+034.62542,-117.90295,0081,0051,+008877,0003,  ,-037.3,033240,
02/28/35,16:24:48,+034.62556,-117.90208,0072,0046,+008898,0003,  ,-037.3,032948,
02/28/35,16:24:54,+034.62582,-117.90123,0069,0051,+008919,0003,  ,-037.0,032324,
02/28/35,16:25:00,+034.62612,-117.90035,0068,0051,+008938,0003,  ,-037.4,032856,
02/28/35,16:25:06,+034.62631,-117.89935,0076,0059,+008968,0003,  ,-037.6,031621,
02/28/35,16:25:12,+034.62663,-117.89847,0076,0048,+009006,0003,  ,-037.8,032574,
02/28/35,16:25:18,+034.62710,-117.89761,0052,0059,+009042,0003,  ,-037.8,032489,
02/28/35,16:25:24,+034.62743,-117.89679,0066,0050,+009055,0003,  ,-037.8,032386,
02/28/35,16:25:30,+034.62772,-117.89579,0071,0061,+009078,0003,  ,-038.0,032252,
02/28/35,16:25:36,+034.62803,-117.89490,0063,0053,+009105,0003,  ,-038.1,032019,
02/28/35,16:25:42,+034.62839,-117.89401,0058,0059,+009146,0003,  ,-038.0,031041,
02/28/35,16:25:48,+034.62890,-117.89288,0058,0066,+009177,0003,  ,-038.1,031119,
02/28/35,16:25:54,+034.62932,-117.89160,0073,0066,+009200,0003,  ,-038.3,031682,
02/28/35,16:26:00,+034.62963,-117.89033,0075,0074,+009220,0003,  ,-038.3,030921,
02/28/35,16:26:06,+034.62998,-117.88914,0073,0068,+009246,0003,  ,-038.5,031454,
02/28/35,16:26:12,+034.63024,-117.88792,0076,0074,+009271,0003,  ,-038.5,030985,
02/28/35,16:26:18,+034.63060,-117.88681,0061,0068,+009297,0003,  ,-038.3,030184,
02/28/35,16:26:24,+034.63104,-117.88562,0064,0075,+009330,0003,  ,-038.4,030068,
02/28/35,16:26:30,+034.63157,-117.88425,0066,0083,+009352,0003,  ,-038.7,031002,
02/28/35,16:26:36,+034.63200,-117.88296,0071,0072,+009377,0003,  ,-039.3,030878,
02/28/35,16:26:42,+034.63237,-117.88169,0067,0074,+009400,0003,  ,-039.6,030788,
02/28/35,16:26:48,+034.63294,-117.88044,0060,0079,+009428,0003,  ,-039.6,030678,
02/28/35,16:26:54,+034.63349,-117.87922,0060,0081,+009451,0003,  ,-039.3,029716,
02/28/35,16:27:00,+034.63397,-117.87807,0060,0077,+009472,0003,  ,-039.6,030471,
02/28/35,16:27:06,+034.63439,-117.87684,0069,0074,+009502,0003,  ,-039.9,030322,
02/28/35,16:27:12,+034.63471,-117.87579,0068,0079,+009530,0003,  ,-039.8,030207,
02/28/35,16:27:18,+034.63554,-117.87424,0055,0094,+009564,0003,  ,-040.0,029642,
02/28/35,16:27:24,+034.63640,-117.87283,0052,0092,+009589,0003,  ,-039.8,028852,
02/28/35,16:27:30,+034.63723,-117.87154,0052,0092,+009614,0003,  ,-039.5,029227,
02/28/35,16:27:36,+034.63798,-117.87007,0058,0092,+009647,0003,  ,-039.9,029485,
02/28/35,16:27:42,+034.63878,-117.86858,0055,0098,+009680,0003,  ,-039.8,028464,
02/28/35,16:27:48,+034.63962,-117.86739,0052,0085,+009702,0003,  ,-040.0,029487,
02/28/35,16:27:54,+034.64049,-117.86616,0048,0092,+009722,0003,  ,-039.9,028703,
02/28/35,16:28:00,+034.64145,-117.86494,0046,0098,+009750,0003,  ,-039.6,028189,
02/28/35,16:28:06,+034.64242,-117.86374,0045,0090,+009782,0003,  ,-039.4,028536,
02/28/35,16:28:12,+034.64324,-117.86268,0047,0075,+009812,0003,  ,-039.4,028584,
02/28/35,16:28:18,+034.64402,-117.86164,0047,0081,+009841,0003,  ,-039.7,028833,
02/28/35,16:28:24,+034.64493,-117.86056,0046,0085,+009873,0003,  ,-040.0,028641,
02/28/35,16:28:30,+034.64586,-117.85950,0043,0087,+009901,0003,  ,-040.1,028587,
02/28/35,16:28:36,+034.64676,-117.85850,0047,0077,+009930,0003,  ,-039.9,027466,
02/28/35,16:28:42,+034.64760,-117.85753,0038,0077,+009959,0003,  ,-040.2,028348,
02/28/35,16:28:48,+034.64855,-117.85643,0047,0090,+009991,0003,  ,-040.3,027532,
02/28/35,16:28:54,+034.64949,-117.85524,0043,0090,+010024,0003,  ,-040.2,027141,
02/28/35,16:29:00,+034.65048,-117.85411,0045,0090,+010055,0003,  ,-040.5,027926,
02/28/35,16:29:06,+034.65130,-117.85300,0049,0077,+010089,0003,  ,-040.7,027149,
02/28/35,16:29:12,+034.65206,-117.85182,0052,0085,+010116,0003,  ,-040.8,027607,
02/28/35,16:29:18,+034.65280,-117.85075,0048,0074,+010149,0003,  ,-040.8,026997,
02/28/35,16:29:24,+034.65340,-117.84972,0056,0072,+010181,0003,  ,-041.0,027394,
02/28/35,16:29:30,+034.65386,-117.84866,0058,0066,+010212,0003,  ,-041.0,027308,
02/28/35,16:29:36,+034.65448,-117.84757,0062,0072,+010239,0003,  ,-040.8,027188,
02/28/35,16:29:42,+034.65497,-117.84662,0052,0079,+010269,0003,  ,-041.0,027058,
02/28/35,16:29:48,+034.65579,-117.84521,0055,0079,+010302,0003,  ,-041.3,026939,
02/28/35,16:29:54,+034.65643,-117.84383,0064,0087,+010332,0003,  ,-041.6,026819,
02/28/35,16:30:00,+034.65698,-117.84240,0064,0087,+010363,0003,  ,-041.6,025868,
02/28/35,16:30:06,+034.65740,-117.84117,0065,0090,+010390,0003,  ,-041.6,026591,
02/28/35,16:30:12,+034.65817,-117.83945,0061,0092,+010416,0003,  ,-041.6,026413,
02/28/35,16:30:18,+034.65888,-117.83805,0063,0092,+010438,0003,  ,-041.3,025519,
02/28/35,16:30:24,+034.65952,-117.83669,0058,0087,+010466,0003,  ,-041.7,026274,
02/28/35,16:30:30,+034.66022,-117.83543,0057,0079,+010494,0003,  ,-041.8,026153,
02/28/35,16:30:36,+034.66086,-117.83411,0061,0090,+010523,0003,  ,-041.7,025583,
02/28/35,16:30:42,+034.66128,-117.83262,0067,0087,+010552,0003,  ,-041.8,025737,
02/28/35,16:30:48,+034.66186,-117.83114,0067,0094,+010579,0003,  ,-041.8,024971,
02/28/35,16:30:54,+034.66232,-117.82967,0072,0083,+010605,0003,  ,-042.1,025746,
02/28/35,16:31:00,+034.66287,-117.82826,0065,0090,+010636,0003,  ,-042.1,024596,
02/28/35,16:31:06,+034.66347,-117.82674,0067,0094,+010664,0003,  ,-042.5,025519,
02/28/35,16:31:12,+034.66400,-117.82523,0067,0088,+010697,0003,  ,-042.5,024603,
02/28/35,16:31:18,+034.66444,-117.82377,0070,0085,+010728,0003,  ,-042.7,024420,
02/28/35,16:31:24,+034.66477,-117.82229,0077,0085,+010758,0003,  ,-043.0,024411,
02/28/35,16:31:30,+034.66519,-117.82066,0071,0096,+010786,0003,  ,-043.1,025074,
02/28/35,16:31:36,+034.66575,-117.81908,0068,0092,+010818,0003,  ,-043.4,024951,
02/28/35,16:31:42,+034.66620,-117.81755,0070,0087,+010842,0003,  ,-043.5,023930,
02/28/35,16:31:48,+034.66661,-117.81580,0075,0100,+010873,0003,  ,-043.3,024204,
02/28/35,16:31:54,+034.66710,-117.81392,0072,0114,+010900,0003,  ,-043.6,024659,
02/28/35,16:32:00,+034.66776,-117.81209,0063,0107,+010928,0003,  ,-043.9,024549,
02/28/35,16:32:06,+034.66847,-117.81039,0063,0105,+010963,0003,  ,-044.0,023427,
02/28/35,16:32:12,+034.66896,-117.80868,0072,0105,+010991,0003,  ,-044.2,024334,
02/28/35,16:32:18,+034.66959,-117.80702,0070,0127,+011017,0003,  ,-044.3,024240,
02/28/35,16:32:24,+034.67027,-117.80488,0069,0124,+011050,0003,  ,-044.4,023355,
02/28/35,16:32:30,+034.67086,-117.80270,0074,0107,+011083,0003,  ,-044.4,023991,
02/28/35,16:32:36,+034.67127,-117.80074,0075,0116,+011110,0003,  ,-044.7,023897,
02/28/35,16:32:42,+034.67170,-117.79858,0073,0124,+011136,0003,  ,-045.0,023799,
02/28/35,16:32:48,+034.67220,-117.79649,0077,0116,+011159,0003,  ,-045.0,023724,
02/28/35,16:32:54,+034.67258,-117.79439,0077,0112,+011184,0003,  ,-045.3,023560,
02/28/35,16:33:00,+034.67307,-117.79229,0076,0124,+011212,0003,  ,-045.3,022977,
02/28/35,16:33:06,+034.67348,-117.79046,0074,0120,+011240,0003,  ,-045.5,023421,
02/28/35,16:33:12,+034.67407,-117.78798,0075,0124,+011266,0003,  ,-045.7,023339,
02/28/35,16:33:18,+034.67449,-117.78593,0078,0116,+011289,0003,  ,-045.6,023265,
02/28/35,16:33:24,+034.67488,-117.78377,0077,0122,+011310,0003,  ,-045.1,022510,
02/28/35,16:33:30,+034.67518,-117.78172,0080,0116,+011334,0003,  ,-045.3,023046,
02/28/35,16:33:36,+034.67552,-117.77972,0079,0107,+011359,0003,  ,-045.1,023004,
02/28/35,16:33:42,+034.67579,-117.77775,0076,0107,+011385,0003,  ,-045.1,022905,
02/28/35,16:33:48,+034.67607,-117.77575,0083,0114,+011412,0003,  ,-044.7,022194,
02/28/35,16:33:54,+034.67625,-117.77376,0082,0105,+011441,0003,  ,-044.6,021785,
02/28/35,16:34:00,+034.67650,-117.77183,0084,0111,+011467,0003,  ,-044.7,022615,
02/28/35,16:34:06,+034.67675,-117.77023,0082,0107,+011487,0003,  ,-044.6,022536,
02/28/35,16:34:12,+034.67711,-117.76801,0076,0103,+011514,0003,  ,-044.5,022434,
02/28/35,16:34:18,+034.67753,-117.76618,0072,0107,+011541,0003,  ,-044.1,021485,
02/28/35,16:34:24,+034.67803,-117.76440,0071,0100,+011571,0003,  ,-044.3,022223,
02/28/35,16:34:30,+034.67848,-117.76252,0075,0107,+011603,0003,  ,-044.4,022133,
02/28/35,16:34:36,+034.67882,-117.76087,0078,0094,+011631,0003,  ,-044.2,022031,
02/28/35,16:34:42,+034.67910,-117.75919,0073,0096,+011656,0003,  ,-044.1,021943,
02/28/35,16:34:48,+034.67945,-117.75759,0078,0090,+011683,0003,  ,-043.8,020979,
02/28/35,16:34:54,+034.67977,-117.75600,0078,0088,+011708,0003,  ,-043.8,021701,
02/28/35,16:35:00,+034.67996,-117.75464,0081,0098,+011730,0003,  ,-044.0,021706,
02/28/35,16:35:06,+034.68017,-117.75270,0084,0090,+011755,0003,  ,-043.6,020976,
02/28/35,16:35:12,+034.68039,-117.75100,0080,0094,+011783,0003,  ,-044.0,021514,
02/28/35,16:35:18,+034.68067,-117.74929,0081,0098,+011808,0003,  ,-043.9,021436,
02/28/35,16:35:24,+034.68093,-117.74758,0080,0094,+011832,0003,  ,-043.6,021177,
02/28/35,16:35:30,+034.68116,-117.74586,0084,0101,+011859,0003,  ,-043.8,020431,
02/28/35,16:35:36,+034.68126,-117.74419,0091,0088,+011890,0003,  ,-044.0,021119,
02/28/35,16:35:42,+034.68137,-117.74265,0086,0087,+011922,0003,  ,-044.1,021056,
02/28/35,16:35:48,+034.68149,-117.74113,0082,0077,+011955,0003,  ,-044.1,020953,
02/28/35,16:35:54,+034.68178,-117.73971,0077,0085,+011996,0003,  ,-044.4,019846,
02/28/35,16:36:00,+034.68187,-117.73841,0086,0075,+012034,0003,  ,-044.3,019904,
02/28/35,16:36:06,+034.68192,-117.73695,0083,0081,+012060,0003,  ,-044.6,020638,
02/28/35,16:36:12,+034.68206,-117.73566,0089,0085,+012082,0003,  ,-044.5,020561,
02/28/35,16:36:18,+034.68221,-117.73374,0083,0092,+012105,0003,  ,-044.5,020488,
02/28/35,16:36:24,+034.68234,-117.73248,0079,0087,+012129,0003,  ,-044.5,020414,
02/28/35,16:36:30,+034.68255,-117.73067,0087,0083,+012153,0003,  ,-044.3,019568,
02/28/35,16:36:36,+034.68265,-117.72911,0089,0090,+012174,0003,  ,-044.1,019625,
02/28/35,16:36:42,+034.68276,-117.72771,0085,0077,+012196,0003,  ,-044.5,020196,
02/28/35,16:36:48,+034.68292,-117.72618,0082,0085,+012223,0003,  ,-044.6,020093,
02/28/35,16:36:54,+034.68301,-117.72457,0089,0087,+012262,0003,  ,-044.6,019981,
02/28/35,16:37:00,+034.68304,-117.72319,0089,0098,+012287,0003,  ,-044.6,019924,
02/28/35,16:37:06,+034.68327,-117.72117,0080,0096,+012313,0003,  ,-044.6,019345,
02/28/35,16:37:12,+034.68337,-117.71943,0087,0103,+012339,0003,  ,-044.5,019018,
02/28/35,16:37:18,+034.68335,-117.71773,0092,0098,+012370,0003,  ,-044.8,019651,
02/28/35,16:37:24,+034.68335,-117.71607,0087,0087,+012405,0003,  ,-044.8,019540,
02/28/35,16:37:30,+034.68355,-117.71436,0083,0101,+012435,0003,  ,-044.7,018510,
02/28/35,16:37:36,+034.68364,-117.71284,0088,0100,+012455,0003,  ,-044.9,019401,
02/28/35,16:37:42,+034.68379,-117.71076,0086,0103,+012481,0003,  ,-045.0,019335,
02/28/35,16:37:48,+034.68397,-117.70905,0082,0094,+012502,0003,  ,-044.7,018717,
02/28/35,16:37:54,+034.68416,-117.70729,0079,0094,+012525,0003,  ,-045.1,019210,
02/28/35,16:38:00,+034.68433,-117.70554,0084,0096,+012550,0003,  ,-045.0,019138,
02/28/35,16:38:06,+034.68456,-117.70383,0083,0098,+012574,0003,  ,-044.9,019065,
02/28/35,16:38:12,+034.68481,-117.70216,0079,0092,+012599,0003,  ,-045.3,019001,
02/28/35,16:38:18,+034.68502,-117.70049,0079,0088,+012620,0003,  ,-045.1,018932,
02/28/35,16:38:24,+034.68521,-117.69881,0083,0094,+012642,0003,  ,-045.1,018294,
02/28/35,16:38:30,+034.68551,-117.69717,0074,0092,+012662,0003,  ,-044.9,017806,
02/28/35,16:38:36,+034.68570,-117.69549,0081,0088,+012684,0003,  ,-045.1,018727,
02/28/35,16:38:42,+034.68593,-117.69375,0078,0094,+012708,0003,  ,-045.4,018666,
02/28/35,16:38:48,+034.68630,-117.69205,0079,0100,+012731,0003,  ,-045.3,018583,
02/28/35,16:38:54,+034.68663,-117.69046,0076,0087,+012754,0003,  ,-045.2,018265,
02/28/35,16:39:00,+034.68680,-117.68891,0092,0090,+012774,0003,  ,-045.1,017513,
02/28/35,16:39:06,+034.68710,-117.68748,0069,0079,+012813,0003,  ,-045.8,018331,
02/28/35,16:39:12,+034.68758,-117.68610,0068,0081,+012847,0003,  ,-046.0,017431,
02/28/35,16:39:18,+034.68800,-117.68460,0071,0090,+012879,0003,  ,-046.3,018194,
02/28/35,16:39:24,+034.68846,-117.68311,0070,0092,+012909,0003,  ,-046.5,018105,
02/28/35,16:39:30,+034.68899,-117.68161,0066,0094,+012939,0003,  ,-046.6,017999,
02/28/35,16:39:36,+034.68958,-117.68011,0064,0087,+012974,0003,  ,-047.0,017881,
02/28/35,16:39:42,+034.69006,-117.67862,0071,0088,+013010,0003,  ,-047.1,017275,
02/28/35,16:39:48,+034.69046,-117.67717,0073,0079,+013044,0003,  ,-047.3,017743,
02/28/35,16:39:54,+034.69089,-117.67564,0073,0094,+013076,0003,  ,-047.1,016734,
02/28/35,16:40:00,+034.69129,-117.67405,0077,0092,+013111,0003,  ,-047.1,016635,
02/28/35,16:40:06,+034.69170,-117.67237,0072,0092,+013140,0003,  ,-047.0,017423,
02/28/35,16:40:12,+034.69213,-117.67074,0073,0100,+013175,0003,  ,-047.4,016487,
02/28/35,16:40:18,+034.69242,-117.66897,0084,0096,+013204,0003,  ,-047.5,017314,
02/28/35,16:40:24,+034.69267,-117.66722,0080,0098,+013233,0003,  ,-047.5,017247,
02/28/35,16:40:30,+034.69291,-117.66542,0081,0094,+013255,0003,  ,-047.4,017177,
02/28/35,16:40:36,+034.69324,-117.66373,0077,0100,+013279,0003,  ,-047.3,017104,
02/28/35,16:40:42,+034.69347,-117.66196,0082,0101,+013301,0003,  ,-047.1,016129,
02/28/35,16:40:48,+034.69367,-117.66046,0080,0103,+013322,0003,  ,-046.7,016016,
02/28/35,16:40:54,+034.69400,-117.65818,0080,0111,+013351,0003,  ,-046.7,015980,
02/28/35,16:41:00,+034.69424,-117.65637,0082,0103,+013377,0003,  ,-046.5,015878,
02/28/35,16:41:06,+034.69446,-117.65449,0082,0100,+013404,0003,  ,-046.2,015817,
02/28/35,16:41:12,+034.69461,-117.65260,0084,0112,+013430,0003,  ,-046.4,016269,
02/28/35,16:41:18,+034.69469,-117.65071,0087,0098,+013458,0003,  ,-046.5,016206,
02/28/35,16:41:24,+034.69480,-117.64904,0086,0109,+013481,0003,  ,-046.6,015678,
02/28/35,16:41:30,+034.69486,-117.64685,0086,0101,+013504,0003,  ,-046.8,016482,
02/28/35,16:41:36,+034.69487,-117.64495,0093,0101,+013531,0003,  ,-047.4,016420,
02/28/35,16:41:42,+034.69483,-117.64307,0095,0107,+013559,0003,  ,-047.3,016333,
02/28/35,16:41:48,+034.69476,-117.64124,0092,0098,+013585,0003,  ,-047.2,016221,
02/28/35,16:41:54,+034.69468,-117.63938,0095,0111,+013611,0003,  ,-046.9,015403,
02/28/35,16:42:00,+034.69462,-117.63760,0092,0100,+013637,0003,  ,-047.0,015896,
02/28/35,16:42:06,+034.69461,-117.63583,0094,0094,+013664,0003,  ,-047.5,016074,
02/28/35,16:42:12,+034.69463,-117.63404,0091,0100,+013691,0003,  ,-047.4,015182,
02/28/35,16:42:18,+034.69444,-117.63235,0094,0092,+013714,0003,  ,-047.5,015949,
02/28/35,16:42:24,+034.69435,-117.63061,0095,0100,+013740,0003,  ,-047.6,015885,
02/28/35,16:42:30,+034.69422,-117.62894,0096,0096,+013769,0003,  ,-047.6,015812,
02/28/35,16:42:36,+034.69412,-117.62725,0092,0087,+013801,0003,  ,-047.7,015728,
02/28/35,16:42:42,+034.69419,-117.62563,0084,0090,+013841,0003,  ,-048.1,015631,
02/28/35,16:42:48,+034.69429,-117.62410,0090,0107,+013889,0003,  ,-048.5,015506,
02/28/35,16:42:54,+034.69444,-117.62189,0080,0103,+013934,0003,  ,-048.6,014591,
02/28/35,16:43:00,+034.69487,-117.62029,0076,0087,+013967,0003,  ,-049.1,015352,
02/28/35,16:43:06,+034.69509,-117.61900,0083,0092,+014002,0003,  ,-049.3,015256,
02/28/35,16:43:12,+034.69540,-117.61682,0078,0111,+014043,0003,  ,-049.5,015127,
02/28/35,16:43:18,+034.69580,-117.61478,0078,0122,+014085,0003,  ,-049.7,014436,
02/28/35,16:43:24,+034.69626,-117.61277,0074,0118,+014122,0003,  ,-050.0,014971,
02/28/35,16:43:30,+034.69663,-117.61085,0076,0101,+014151,0003,  ,-049.8,014922,
02/28/35,16:43:36,+034.69706,-117.60896,0078,0114,+014177,0003,  ,-049.9,014853,
02/28/35,16:43:42,+034.69734,-117.60708,0080,0109,+014203,0003,  ,-049.8,014571,
02/28/35,16:43:48,+034.69766,-117.60522,0078,0096,+014225,0003,  ,-049.4,014017,
02/28/35,16:43:54,+034.69794,-117.60332,0081,0109,+014248,0003,  ,-049.7,014665,
02/28/35,16:44:00,+034.69822,-117.60146,0078,0105,+014274,0003,  ,-049.7,014621,
02/28/35,16:44:06,+034.69846,-117.59962,0081,0098,+014301,0003,  ,-049.4,013699,
02/28/35,16:44:12,+034.69871,-117.59772,0081,0103,+014326,0003,  ,-049.6,014496,
02/28/35,16:44:18,+034.69883,-117.59591,0085,0098,+014353,0003,  ,-049.5,013499,
02/28/35,16:44:24,+034.69897,-117.59402,0082,0100,+014377,0003,  ,-049.6,014390,
02/28/35,16:44:30,+034.69909,-117.59207,0085,0111,+014399,0003,  ,-049.5,014048,
02/28/35,16:44:36,+034.69923,-117.59031,0085,0100,+014422,0003,  ,-049.6,013882,
02/28/35,16:44:42,+034.69933,-117.58855,0084,0094,+014445,0003,  ,-049.6,014213,
02/28/35,16:44:48,+034.69943,-117.58679,0088,0094,+014474,0003,  ,-049.5,013542,
02/28/35,16:44:54,+034.69945,-117.58533,0087,0103,+014493,0003,  ,-049.6,014086,
02/28/35,16:45:00,+034.69958,-117.58330,0086,0098,+014522,0003,  ,-049.6,013670,
02/28/35,16:45:06,+034.69968,-117.58151,0088,0094,+014549,0003,  ,-049.3,013107,
02/28/35,16:45:12,+034.69974,-117.57969,0088,0103,+014576,0003,  ,-049.5,013888,
02/28/35,16:45:18,+034.69980,-117.57803,0087,0088,+014603,0003,  ,-049.8,013873,
02/28/35,16:45:24,+034.69979,-117.57612,0094,0101,+014631,0003,  ,-049.9,013419,
02/28/35,16:45:30,+034.69970,-117.57429,0089,0103,+014656,0003,  ,-049.6,012862,
02/28/35,16:45:36,+034.69965,-117.57255,0093,0098,+014686,0003,  ,-049.5,012710,
02/28/35,16:45:42,+034.69953,-117.57104,0090,0096,+014718,0003,  ,-049.1,012832,
02/28/35,16:45:48,+034.69935,-117.56899,0097,0103,+014746,0003,  ,-049.1,012783,
02/28/35,16:45:54,+034.69916,-117.56725,0097,0090,+014772,0003,  ,-048.8,012588,
