Time (ms), Y Mangetometer (uT)
5177,50.41260528564453
5277,49.51237869262695
5367,49.96249008178711
5417,48.912227630615234
5597,48.612152099609375
5687,46.811702728271484
5777,46.811702728271484
5837,48.912227630615234
5966,43.51087951660156
6096,40.06001663208008
6186,41.26031494140625
6276,44.56114196777344
6366,46.511627197265625
6466,48.312076568603516
6566,47.4118537902832
6665,48.912227630615234
6775,51.312828063964844
6875,51.762939453125
6965,52.21305465698242
7095,51.91297912597656
7185,50.86271667480469
7275,51.012752532958984
7365,51.312828063964844
7465,50.41260528564453
7594,52.813201904296875
7684,51.762939453125
7774,52.51313018798828
7864,52.813201904296875
7964,52.813201904296875
8094,51.762939453125
8134,52.21305465698242
8214,54.31357955932617
8363,54.01350402832031
8433,53.113277435302734
8573,53.71342849731445
8683,53.113277435302734
8703,50.41260528564453
8843,50.86271667480469
8963,50.712677001953125
9073,51.91297912597656
9173,52.21305465698242
9263,53.71342849731445
9303,53.86346435546875
9462,54.61365509033203
9503,55.663917541503906
9672,51.16279220581055
9742,52.06301498413086
9872,49.81245422363281
9922,49.36233901977539
10072,53.86346435546875
10172,53.413352966308594
10271,52.66316604614258
10371,53.113277435302734
10431,52.66316604614258
10571,54.01350402832031
10671,53.113277435302734
10771,52.51313018798828
10871,52.96324157714844
10941,52.813201904296875
11071,53.563392639160156
11170,52.813201904296875
11270,52.96324157714844
11370,52.813201904296875
11430,52.06301498413086
11520,52.96324157714844
11620,52.51313018798828
11770,51.91297912597656
11869,51.012752532958984
11969,52.06301498413086
12099,53.113277435302734
12189,52.66316604614258
12279,53.563392639160156
12302,51.312828063964844
12469,52.96324157714844
12579,54.91373062133789
12669,52.66316604614258
12769,52.813201904296875
12869,53.563392639160156
12968,52.06301498413086
13068,52.813201904296875
13168,51.312828063964844
13268,53.413352966308594
13368,53.413352966308594
13468,52.66316604614258
13502,54.01350402832031
13658,52.813201904296875
13737,52.21305465698242
13867,52.66316604614258
13957,53.113277435302734
14067,54.31357955932617
14167,52.96324157714844
14217,52.21305465698242
14367,52.813201904296875
14467,54.31357955932617
14547,53.113277435302734
14667,52.51313018798828
14767,51.91297912597656
14866,52.813201904296875
14966,52.51313018798828
15096,52.66316604614258
15186,53.563392639160156
15276,51.762939453125
15366,53.86346435546875
15475,52.51313018798828
15565,53.86346435546875
15665,52.21305465698242
15765,52.96324157714844
15865,52.66316604614258
15902,53.86346435546875
16045,53.563392639160156
16165,52.96324157714844
16265,52.06301498413086
16365,52.66316604614258
16464,54.01350402832031
16574,51.762939453125
16674,52.51313018798828
16764,54.76369094848633
16864,52.96324157714844
16944,51.762939453125
17094,52.813201904296875
17184,52.813201904296875
17273,52.66316604614258
17303,53.563392639160156
17463,51.762939453125
17573,53.113277435302734
17673,52.96324157714844
17763,53.113277435302734
17863,51.6129035949707
17973,53.86346435546875
18033,53.71342849731445
18163,52.66316604614258
18262,53.413352966308594
18362,52.06301498413086
18403,52.813201904296875
18572,52.21305465698242
18672,52.51313018798828
18772,53.113277435302734
18872,52.21305465698242
18972,53.563392639160156
19072,52.96324157714844
19171,52.21305465698242
19202,52.813201904296875
19371,53.413352966308594
19461,53.86346435546875
19591,52.06301498413086
19681,51.91297912597656
19702,51.91297912597656
19871,52.06301498413086
19930,53.563392639160156
20090,51.91297912597656
20180,53.413352966308594
20270,52.813201904296875
20370,52.66316604614258
20470,52.51313018798828
20600,51.762939453125
20690,53.563392639160156
20769,52.813201904296875
20869,53.71342849731445
20920,52.96324157714844
21099,51.91297912597656
21189,52.66316604614258
21279,52.51313018798828
21329,52.96324157714844
21459,52.813201904296875
21569,52.66316604614258
21669,53.71342849731445
21739,53.413352966308594
21868,53.563392639160156
21968,52.51313018798828
22002,53.71342849731445
22168,52.51313018798828
22238,51.91297912597656
22368,52.96324157714844
22468,53.113277435302734
22588,52.96324157714844
22678,51.91297912597656
22767,52.21305465698242
22867,53.71342849731445
22902,53.413352966308594
23047,53.563392639160156
23167,53.86346435546875
23267,53.413352966308594
23307,53.413352966308594
23467,54.01350402832031
23547,52.96324157714844
23666,52.21305465698242
23766,52.813201904296875
23866,54.46361541748047
23966,52.51313018798828
24066,52.51313018798828
24166,53.563392639160156
24266,53.113277435302734
24346,53.413352966308594
24465,54.01350402832031
24595,53.563392639160156
24685,52.21305465698242
24775,52.813201904296875
24865,52.813201904296875
24965,53.563392639160156
25025,53.413352966308594
25175,51.762939453125
25265,52.813201904296875
25365,53.113277435302734
25464,52.51313018798828
25564,52.66316604614258
25664,53.113277435302734
25724,52.813201904296875
25864,52.813201904296875
25964,53.413352966308594
26044,51.6129035949707
26173,53.71342849731445
26202,52.21305465698242
26363,53.71342849731445
26463,53.563392639160156
26503,52.96324157714844
26673,54.46361541748047
26763,51.762939453125
26863,53.113277435302734
26943,52.96324157714844
27033,52.813201904296875
27152,52.96324157714844
27252,53.113277435302734
27362,51.91297912597656
27432,52.21305465698242
27522,53.563392639160156
27672,53.86346435546875
27772,53.71342849731445
27871,52.51313018798828
27971,53.86346435546875
28071,53.413352966308594
28171,52.96324157714844
28271,53.71342849731445
28302,52.66316604614258
28471,53.71342849731445
28551,52.06301498413086
