Time (ms), Relative Humidity (percent)
119026,20.7568359375
119536,20.74609375
120026,20.7568359375
120526,20.7783203125
121026,20.302734375
121527,20.767578125
122103,20.767578125
122502,20.7568359375
123002,20.74609375
123562,20.96875
124001,20.736328125
124564,20.7685546875
125084,21.0556640625
125502,20.8330078125
126026,20.875
126514,21.2666015625
127102,20.9814453125
127587,20.9921875
128027,20.9912109375
128606,21.181640625
129001,20.970703125
129605,20.916015625
130026,20.8740234375
130604,20.841796875
131103,20.822265625
131502,20.8115234375
132002,20.8115234375
132571,20.419921875
133026,20.7685546875
133591,20.7587890625
134002,20.7158203125
134502,20.701171875
135059,20.703125
135502,20.7255859375
136002,20.916015625
136502,20.681640625
137057,20.703125
137502,20.6923828125
138086,20.8310546875
138605,20.8271484375
139001,20.6259765625
139502,20.6171875
140074,20.607421875
140526,20.62890625
141002,20.62890625
141502,20.5859375
142026,20.837890625
142526,20.509765625
143002,20.46875
143570,20.4794921875
144030,20.4599609375
144502,20.4814453125
145033,20.4375
145502,20.42578125
146002,20.3837890625
146536,20.150390625
147026,20.27734375
147527,20.255859375
148026,20.0126953125
148526,20.193359375
149002,20.1611328125
149526,20.1083984375
150053,20.119140625
150526,20.076171875
151002,20.0556640625
151502,20.0341796875
152002,20.0234375
152530,20.001953125
153030,19.9912109375
153502,19.9814453125
154038,19.9384765625
154502,19.9267578125
155077,19.90625
155537,19.89453125
156076,19.89453125
156502,19.8857421875
157014,19.896484375
157526,19.90625
158074,19.7265625
158526,19.4208984375
159002,19.91796875
159526,19.9404296875
160072,19.91796875
160526,19.8212890625
161051,19.9375
161526,19.91796875
162090,20.0126953125
162527,19.9697265625
163002,19.88671875
163568,20.056640625
164108,20.0771484375
164502,20.087890625
165026,20.1611328125
165600,20.0556640625
166080,19.80078125
166526,19.978515625
167002,19.9345703125
167574,19.9033203125
168002,19.880859375
168526,19.8486328125
169002,19.828125
169502,19.8173828125
170101,19.7939453125
170600,19.7939453125
171002,19.8056640625
171502,19.794921875
172079,19.775390625
172526,19.7529296875
173088,19.3515625
173607,19.2236328125
174107,19.7197265625
174526,19.708984375
175002,19.685546875
175605,19.6650390625
176054,19.6435546875
176526,20.1787109375
177054,19.830078125
177527,19.576171875
178026,19.578125
178526,19.8955078125
179042,19.546875
179531,19.53515625
180027,19.525390625
180502,19.50390625
181026,19.5029296875
181502,19.5009765625
182001,19.5009765625
182530,19.5107421875
183002,19.4990234375
183502,19.5
184002,19.5009765625
184502,19.490234375
185002,19.5009765625
185608,19.5126953125
186026,19.501953125
186607,19.5009765625
187026,19.490234375
187502,19.5
188002,19.490234375
188571,19.2880859375
189101,19.4658203125
189600,19.306640625
190080,19.4765625
190526,19.466796875
191026,19.466796875
191502,19.4560546875
192026,19.5517578125
192526,19.4453125
193046,19.3828125
193526,19.478515625
194045,19.45703125
194604,19.466796875
195026,19.466796875
195534,19.4755859375
196083,19.2958984375
196572,19.4541015625
197092,19.4423828125
197591,19.453125
198026,19.4638671875
198600,19.8974609375
199001,19.453125
199599,19.4423828125
200002,19.453125
200526,19.431640625
201002,19.41015625
201526,19.419921875
202087,19.44140625
202586,19.4404296875
203002,19.41796875
203531,19.23828125
204026,19.451171875
204502,19.4404296875
205001,19.44140625
205502,19.4609375
206026,19.482421875
206571,19.2490234375
207026,19.50390625
207527,19.525390625
208014,19.515625
208502,19.515625
209099,19.5361328125
209526,19.5361328125
210002,19.537109375
210502,19.462890625
211057,19.5478515625
211502,19.5576171875
212026,19.5478515625
212605,19.5576171875
213105,19.5576171875
213574,19.568359375
214054,19.5576171875
214527,19.5791015625
215103,19.5673828125
215526,19.5576171875
216002,19.5771484375
216531,19.7158203125
217026,19.5888671875
217502,19.84375
218002,19.5791015625
218502,19.5908203125
219088,19.58984375
219526,19.875
220002,19.568359375
220502,19.546875
221026,19.5576171875
221605,19.5673828125
222005,19.5576171875
222502,19.5673828125
223037,19.58984375
223531,19.0625
224103,19.6455078125
224602,19.9619140625
225002,19.7080078125
225526,19.7509765625
226002,19.7841796875
226502,19.8369140625
227064,20.20703125
227589,20.1865234375
228002,20.0400390625
228502,20.134765625
229002,20.19921875
229607,20.3271484375
230002,20.4013671875
230606,20.529296875
231026,20.740234375
231605,20.69921875
232002,20.783203125
232584,20.8154296875
233103,20.8564453125
233573,20.919921875
234026,20.984375
234502,21.0595703125
235002,21.1337890625
235600,21.208984375
236100,21.271484375
236502,21.3251953125
237079,21.388671875
237502,21.4306640625
238038,21.4736328125
238607,21.5380859375
239001,21.5595703125
239536,21.6015625
240086,21.7392578125
240595,21.421875
241002,21.71875
241526,21.7412109375
242104,21.783203125
242502,21.8046875
243103,21.826171875
243530,21.84765625
244001,21.8798828125
244530,22.408203125
245026,21.890625
245502,21.912109375
246002,21.912109375
246602,21.8603515625
247092,21.923828125
247527,21.9248046875
248002,21.9140625
248607,21.880859375
249086,21.8388671875
249514,22.029296875
250002,21.8291015625
250604,21.8095703125
251026,21.798828125
251502,21.7666015625
252002,21.734375
252526,21.3642578125
253032,21.5966796875
253601,21.5009765625
254081,21.4482421875
254527,21.3955078125
255002,21.8193359375
255526,21.3759765625
256026,21.41796875
256502,21.482421875
257026,22.12890625
257502,21.53515625
258002,21.578125
258526,21.599609375
259026,21.7900390625
259605,21.673828125
260034,21.673828125
260502,21.6640625
261053,21.6318359375
261603,21.6845703125
262026,21.5791015625
262527,21.494140625
263005,21.4189453125
263591,21.3017578125
264002,21.1943359375
264560,21.130859375
265030,21.111328125
265609,21.15625
266042,21.0078125
266571,21.123046875
267061,21.25
267617,21.2314453125
268036,21.3046875
268502,21.3583984375
269109,21.4013671875
269604,21.390625
270002,21.3681640625
270526,21.3671875
271063,21.4521484375
271582,21.4853515625
272002,21.486328125
272591,21.4951171875
273026,21.517578125
273502,21.560546875
274026,21.5703125
274502,21.5810546875
275048,21.71875
275598,21.6982421875
276002,21.7626953125
276577,21.826171875
277002,21.8583984375
277526,22.0810546875
278002,21.9755859375
278502,22.0185546875
279001,21.99609375
279502,21.931640625
280026,21.8466796875
280514,21.728515625
281052,21.5791015625
281502,21.4521484375
282071,21.3466796875
282502,21.25
283080,21.091796875
283599,21.1220703125
284049,20.974609375
284505,20.953125
285078,20.79296875
285526,20.7080078125
286002,20.64453125
286570,20.560546875
287014,20.5498046875
287565,20.572265625
288108,21.2294921875
288544,20.5634765625
289002,20.6044921875
289593,20.572265625
290102,20.529296875
290526,20.6669921875
291026,20.455078125
291561,20.486328125
292080,20.5517578125
292526,20.6064453125
293014,20.6162109375
293589,20.93359375
294002,20.7333984375
294527,20.7978515625
295002,20.8623046875
295567,20.935546875
296086,21.0
296502,21.052734375
297026,21.07421875
297604,20.671875
298002,21.083984375
298593,21.10546875
299053,21.3603515625
299502,21.2236328125
300002,21.255859375
300526,21.12890625
301031,21.244140625
301540,21.22265625
302026,21.2119140625
302502,21.1689453125
303108,21.10546875
303608,21.03125
304030,20.95703125
304607,20.9462890625
305014,20.95703125
305606,21.01171875
306026,21.0859375
306502,21.171875
307002,21.2255859375
307564,21.3310546875
308026,21.373046875
308502,21.46875
309026,21.7646484375
309542,21.4150390625
310002,21.2978515625
310502,21.232421875
311002,21.14453125
311589,21.056640625
312026,21.0341796875
312502,20.98046875
313038,20.9482421875
313526,20.8935546875
314002,20.9130859375
314606,20.8798828125
315026,20.859375
315605,20.8603515625
316001,20.849609375
316604,20.845703125
317104,20.8994140625
317526,20.8779296875
318026,21.08984375
318502,20.8681640625
319062,21.1748046875
319502,20.890625
320002,20.8701171875
320526,20.4677734375
321099,20.7734375
321502,20.7412109375
322099,20.91796875
322502,20.5693359375
323029,20.49609375
323530,20.4443359375
324086,20.34765625
324502,20.283203125
325002,20.2080078125
325502,20.14453125
326026,20.0712890625
326502,20.0185546875
327078,20.0087890625
327526,20.0947265625
328002,19.9580078125
328502,19.9697265625
329002,20.001953125
329526,20.0244140625
330026,20.0458984375
330599,20.03515625
331069,20.044921875
331502,20.06640625
332002,20.0771484375
332502,20.078125
333026,20.078125
333514,19.474609375
334106,20.0576171875
334605,20.025390625
335002,19.9931640625
335502,19.9599609375
336027,19.896484375
336514,19.865234375
337042,19.822265625
337502,19.7802734375
338002,19.76953125
338601,19.716796875
339026,19.865234375
339600,19.6640625
340069,19.6533203125
340502,19.6220703125
341026,19.6328125
341502,19.6123046875
342026,19.6328125
342502,19.6650390625
343056,19.7294921875
343530,19.7626953125
344095,19.5927734375
344605,19.8349609375
345104,19.759765625
345543,19.7490234375
346026,19.431640625
346526,19.6845703125
347002,19.6630859375
347502,19.6201171875
348002,19.609375
348570,19.5888671875
349026,19.556640625
349526,19.556640625
350059,19.513671875
350502,19.50390625
351088,19.4814453125
351577,19.4716796875
352076,19.4599609375
352606,19.427734375
353026,19.1845703125
353514,19.4072265625
354002,19.4072265625
354502,19.396484375
355083,19.56640625
355593,19.0908203125
356092,19.365234375
356502,19.365234375
357081,19.3447265625
357541,19.3330078125
358026,19.34375
358600,19.33203125
359029,19.3115234375
359502,19.3115234375
360002,19.291015625
360502,19.205078125
361097,19.30078125
361502,19.30078125
362002,19.310546875
362526,19.1943359375
363018,19.3212890625
363530,19.34375
364002,19.3232421875
364530,19.322265625
365030,19.3857421875
365602,19.3427734375
366053,19.353515625
366604,19.3427734375
367026,19.068359375
367560,19.353515625
368103,19.353515625
368502,19.353515625
369002,19.353515625
369526,19.109375
370067,19.330078125
370514,19.4560546875
371026,19.330078125
371502,19.330078125
372105,19.3203125
372526,19.2998046875
373027,19.3203125
373603,19.2880859375
374002,19.3193359375
374502,19.30859375
375026,19.2880859375
375502,19.30859375
376026,19.3203125
376514,19.298828125
377026,19.2978515625
377599,19.2880859375
378029,19.2978515625
378609,18.9716796875
379026,19.310546875
379514,19.310546875
380107,19.5751953125
380526,19.341796875
381026,19.552734375
381605,19.3095703125
382105,19.1513671875
382584,19.36328125
383005,19.375
383603,19.4072265625
384030,19.427734375
384502,19.4384765625
385002,19.4267578125
385545,19.3427734375
386104,19.42578125
386502,19.4365234375
387063,19.447265625
387502,19.458984375
388001,19.4482421875
388588,19.447265625
389002,19.490234375
389527,19.5869140625
390066,19.705078125
390596,19.822265625
391001,19.9296875
391502,20.013671875
392026,20.1083984375
392502,20.1513671875
393026,20.173828125
393502,20.1748046875
394001,20.1328125
394601,20.0654296875
395101,19.9775390625
395540,19.8935546875
396070,19.8173828125
396502,19.7431640625
397002,19.6796875
397538,19.7451171875
398002,19.7587890625
398557,19.822265625
399047,19.88671875
399502,19.919921875
400076,20.00390625
400502,20.025390625
401026,20.046875
401544,19.94140625
402027,20.1220703125
402526,20.1748046875
403026,20.2177734375
403602,20.197265625
404082,20.3349609375
404611,20.3984375
405030,20.44140625
405544,20.6845703125
406026,20.5478515625
406553,20.6005859375
407002,20.666015625
407548,20.70703125
408111,20.7607421875
408502,20.79296875
409002,20.845703125
409575,20.8994140625
410085,20.9521484375
410502,20.984375
411104,21.048828125
411526,21.0693359375
412103,21.14453125
412526,21.17578125
413014,21.240234375
413502,21.26171875
414071,21.3037109375
414580,21.3466796875
415026,21.3994140625
415502,21.4423828125
416069,21.6640625
416502,21.5283203125
417068,21.5810546875
417607,21.6240234375
418026,21.4228515625
418606,21.666015625
419002,21.708984375
419502,21.7626953125
420104,21.794921875
420604,21.6787109375
421002,21.84765625
421502,21.869140625
422026,21.9111328125
422514,21.9228515625
423002,21.96484375
423514,21.9970703125
424031,22.029296875
424600,22.060546875
425014,21.9658203125
425505,22.103515625
426098,22.125
426526,22.1572265625
427001,22.1796875
427502,22.2109375
428109,22.2314453125
428609,22.2744140625
429065,22.1904296875
429565,22.328125
430084,22.3388671875
430527,22.3701171875
431002,22.423828125
431542,22.4658203125
432032,22.48828125
432571,22.4453125
433026,22.53125
433600,22.6259765625
434002,22.8486328125
434559,22.6259765625
435079,22.6591796875
435608,22.4794921875
436026,22.6591796875
436502,22.6806640625
437087,22.69140625
437596,22.7021484375
438106,22.7236328125
438514,22.7451171875
439104,22.7451171875
439526,22.8828125
440002,22.734375
440502,22.7353515625
441103,22.6494140625
441502,22.5751953125
442026,22.5322265625
442581,22.5322265625
443026,22.5439453125
443600,22.3125
444001,22.439453125
444539,22.3544921875
445078,22.291015625
445505,22.2822265625
446002,22.23046875
446531,22.1875
447002,22.134765625
447514,22.1142578125
448088,22.060546875
448544,22.05078125
449098,22.0302734375
449543,22.16796875
450002,21.9990234375
450502,21.9462890625
451001,21.9150390625
451502,21.8837890625
452002,21.861328125
452502,21.8515625
453026,21.8310546875
453526,21.7685546875
454026,21.7890625
454502,21.7900390625
455026,21.779296875
455527,21.7900390625
456097,21.791015625
456502,21.80078125
457106,21.8125
457526,21.8544921875
458026,21.8017578125
458584,21.8232421875
459002,21.8232421875
459502,21.8564453125
460002,21.85546875
460526,21.845703125
461071,21.876953125
461561,22.068359375
462026,21.8984375
462502,21.8994140625
463059,22.080078125
463502,21.8994140625
464108,21.931640625
464526,21.931640625
465061,21.931640625
465530,21.921875
466002,21.921875
466502,21.9326171875
467026,21.572265625
467554,21.8798828125
468107,22.1337890625
468502,21.96484375
469002,21.806640625
469542,22.0078125
470092,22.0185546875
470601,22.072265625
471026,21.9970703125
471580,22.0927734375
472027,21.9873046875
472502,22.0087890625
473026,22.01953125
473608,22.0302734375
474002,22.041015625
474577,22.10546875
475026,22.041015625
475502,22.083984375
476002,22.083984375
476545,22.10546875
477002,22.095703125
477502,22.10546875
478026,22.1279296875
478603,22.677734375
479032,22.10546875
479542,22.16015625
480002,22.3291015625
480502,22.1279296875
481080,22.138671875
481502,22.1494140625
482026,22.181640625
482579,22.2021484375
483108,22.2236328125
483588,22.2236328125
484005,22.5634765625
484505,21.8330078125
485002,22.2568359375
485605,22.2138671875
486002,22.193359375
486526,22.150390625
487001,22.130859375
487526,22.0986328125
488026,22.087890625
488502,22.078125
489002,22.0673828125
489502,22.078125
490002,22.078125
490502,22.0576171875
491014,22.068359375
491559,22.068359375
492026,22.0791015625
492526,22.1103515625
493002,22.1005859375
493527,22.1220703125
494026,22.0693359375
494502,22.0244140625
495076,21.939453125
495526,21.8330078125
496095,21.7578125
496527,21.6103515625
497026,21.642578125
497603,21.5234375
498002,21.4169921875
498502,21.2880859375
499026,21.2041015625
499502,21.138671875
500014,21.171875
500502,21.15234375
501026,21.099609375
501526,21.0009765625
502026,20.5654296875
502527,20.873046875
503026,20.8095703125
503526,20.7890625
504096,20.80078125
504502,20.8349609375
505031,20.8671875
505502,20.8984375
506002,20.9521484375
506502,20.9951171875
507026,21.0478515625
507602,21.02734375
508002,21.1328125
508561,21.1435546875
509026,21.451171875
509604,21.185546875
510104,21.216796875
510502,21.2275390625
511113,20.6572265625
511502,21.2705078125
512002,21.2822265625
512587,21.216796875
513001,21.1845703125
513526,21.1533203125
514001,21.08984375
514514,21.025390625
515105,20.9287109375
515502,20.865234375
516074,20.927734375
516593,20.611328125
517001,20.6318359375
517502,20.6083984375
518002,20.6728515625
518591,20.7275390625
519002,20.7080078125
519502,20.7275390625
520089,20.8232421875
520599,20.888671875
521088,20.9208984375
521527,21.0166015625
522097,21.080078125
522526,21.1123046875
523002,21.1650390625
523526,21.1865234375
524002,21.240234375
524514,21.29296875
525054,21.3037109375
525531,21.345703125
526026,21.5361328125
526531,22.193359375
527002,21.44140625
527502,21.3671875
528026,21.333984375
528526,21.2060546875
529026,21.0888671875
529526,21.013671875
530039,20.9833984375
530588,20.9736328125
531002,20.9853515625
531502,21.0166015625
532026,21.1552734375
532502,21.1240234375
533095,21.208984375
533502,21.251953125
534084,21.3466796875
534604,21.6337890625
535026,21.4541015625
535502,21.5283203125
536002,21.4853515625
536502,21.6337890625
537002,21.67578125
537527,21.75
538026,21.7822265625
538580,21.708984375
539002,21.876953125
539589,21.8994140625
540098,21.931640625
540502,21.953125
541107,21.4658203125
541502,22.005859375
542026,22.02734375
542502,22.05859375
543055,22.0693359375
543526,22.1015625
544026,22.123046875
544603,22.1337890625
545103,22.1650390625
545502,22.17578125
546062,22.197265625
546502,22.1865234375
547091,22.2294921875
547502,22.2294921875
548002,22.2509765625
548539,22.2724609375
549026,22.2822265625
549502,22.29296875
550002,22.3046875
550611,22.3359375
551087,21.986328125
551606,22.357421875
552026,22.2099609375
552526,22.3779296875
553095,22.400390625
553526,22.4208984375
554001,22.431640625
554543,22.4638671875
555102,22.4853515625
555602,22.49609375
556002,22.072265625
556541,22.5068359375
557026,22.5283203125
557600,22.5390625
558089,22.5390625
558549,22.548828125
559026,22.5390625
559588,22.5390625
560014,22.5283203125
560526,22.548828125
561002,22.548828125
561502,22.5595703125
562026,22.6025390625
562526,22.625
563002,22.677734375
563563,22.7939453125
564002,22.65625
564602,22.69921875
565029,22.7099609375
565505,23.0380859375
566031,22.7314453125
566531,22.751953125
567026,22.751953125
567543,23.17578125
568102,22.7734375
568502,22.7939453125
569072,23.0810546875
569567,22.8056640625
570001,22.7744140625
570527,22.7314453125
571086,22.6142578125
571545,22.560546875
572104,22.486328125
572544,22.4658203125
573026,22.4560546875
573543,22.296875
574072,22.4775390625
574572,22.7744140625
575026,22.509765625
575581,22.5419921875
576090,22.583984375
576526,22.6162109375
577070,22.63671875
577502,22.658203125
578108,22.6796875
578502,22.7431640625
579002,22.7431640625
579607,22.75390625
580076,22.7861328125
580545,22.818359375
581095,22.8076171875
581545,22.849609375
582064,22.8505859375
582502,22.8818359375
583026,22.8818359375
583502,22.90234375
584102,22.9248046875
584502,23.0302734375
585101,22.92578125
585591,22.935546875
586002,22.935546875
586530,22.8720703125
587002,22.9462890625
587561,22.95703125
588026,23.328125
588502,22.9462890625
589014,22.3427734375
589610,22.947265625
590002,22.9580078125
590605,22.8828125
591026,22.947265625
591502,22.96875
592002,22.96875
592603,22.990234375
593026,23.021484375
593592,22.990234375
594091,23.0009765625
594541,23.0751953125
595091,23.0009765625
595502,23.0009765625
596099,22.990234375
596502,22.9794921875
597002,22.9794921875
597527,22.916015625
598002,22.8310546875
598526,22.681640625
599106,22.6171875
599526,22.5439453125
600057,22.4267578125
600502,21.8232421875
601002,22.2041015625
601526,22.021484375
602026,21.9580078125
602582,21.7998046875
603092,21.68359375
603526,21.5869140625
604101,21.5029296875
604570,21.4287109375
605001,21.38671875
605502,21.3232421875
606002,21.25
606578,21.2060546875
607038,21.142578125
607502,21.068359375
608014,21.1845703125
608576,20.9619140625
609002,20.9521484375
609502,20.91015625
610002,20.8671875
610502,20.82421875
611002,20.802734375
611502,20.78125
612103,20.728515625
612527,20.7392578125
613042,20.71875
613571,20.7724609375
614101,20.7412109375
614540,20.87890625
615026,20.8466796875
615526,20.8017578125
616002,20.76953125
616502,20.6953125
617029,20.65234375
617530,20.6328125
618002,20.5791015625
618550,20.53515625
619002,20.4501953125
619502,20.7900390625
620048,20.408203125
620502,20.3662109375
621002,20.4091796875
621527,20.431640625
622026,20.431640625
622527,20.431640625
623031,20.3671875
623600,20.322265625
624014,20.2802734375
624526,19.8017578125
625099,20.15234375
625608,20.0888671875
626029,20.0458984375
626608,19.9609375
627002,19.939453125
627502,19.9072265625
628096,19.8447265625
628502,19.822265625
629026,19.791015625
629544,19.7587890625
630002,19.6630859375
630502,19.7041015625
631033,19.671875
631502,19.6611328125
632102,19.662109375
632502,19.6513671875
633002,19.6298828125
633600,19.6396484375
634002,19.6396484375
634609,19.6298828125
635026,19.6083984375
635526,19.6171875
636014,19.6064453125
636502,19.6171875
637040,19.6181640625
637505,19.62890625
638002,19.6396484375
638585,19.6396484375
639078,19.650390625
639502,19.6826171875
640259,19.693359375
640502,19.693359375
641082,19.6826171875
641542,19.693359375
642101,19.6591796875
642581,19.6591796875
643026,19.626953125
643530,19.9033203125
644026,19.6494140625
644502,19.6494140625
645058,19.66015625
645505,19.66015625
646051,19.681640625
646560,20.22265625
647002,19.681640625
647589,19.703125
648069,19.6591796875
648605,19.6689453125
649002,19.6689453125
649502,19.669921875
650002,19.6591796875
650526,19.6689453125
651106,19.69140625
651561,19.712890625
652061,19.7666015625
652502,19.7880859375
653100,19.8193359375
653502,19.8408203125
654099,19.8515625
654502,19.8515625
655026,19.8720703125
655502,19.892578125
656077,19.9150390625
656502,19.92578125
657026,19.9794921875
657605,20.0439453125
658026,20.0966796875
658604,20.1279296875
659103,20.1708984375
659526,20.19140625
660102,20.2236328125
660502,20.234375
661014,20.2548828125
661502,20.2646484375
662002,20.2333984375
662526,20.1796875
663027,20.4111328125
663502,20.146484375
664108,20.3603515625
664526,20.5625
665030,20.1376953125
665505,20.1376953125
666038,20.1376953125
666606,20.16015625
667079,20.1171875
667514,19.884765625
668027,20.2548828125
668526,20.244140625
669083,20.2548828125
669532,20.19140625
670092,20.625
670527,20.58203125
671002,20.1357421875
671591,20.115234375
672026,20.0634765625
672589,20.169921875
673029,20.1162109375
673578,20.11328125
674038,20.1357421875
674502,20.2119140625
675002,20.2763671875
675576,20.1806640625
676026,20.4462890625
676527,20.4775390625
677085,20.4775390625
677544,20.296875
678054,20.466796875
678502,20.5205078125
679103,20.4755859375
679526,20.4228515625
680026,20.4013671875
680514,20.4013671875
681002,20.3603515625
681580,20.28515625
682002,20.2509765625
682549,20.0615234375
683078,20.1796875
683526,20.16796875
684029,20.125
684505,20.09375
685106,20.09375
685550,20.0625
686002,20.0615234375
686514,20.0517578125
687026,20.03125
687604,20.0087890625
688002,19.9658203125
688502,19.93359375
689026,19.890625
689502,19.9013671875
690105,20.189453125
690526,19.9033203125
691030,19.9140625
691502,19.9248046875
692002,19.87109375
692502,19.8916015625
693108,19.8818359375
693597,19.8818359375
694077,19.4052734375
694526,19.8603515625
695036,19.87109375
695502,19.8720703125
696095,19.83984375
696604,19.8505859375
697026,19.8603515625
697514,19.8505859375
698083,19.818359375
698526,19.7958984375
699002,19.7734375
699527,19.732421875
700026,19.6787109375
700502,19.646484375
701026,19.6259765625
701599,19.58203125
702059,19.5712890625
702526,19.572265625
703088,19.5625
703547,19.583984375
704005,19.5732421875
704526,19.5947265625
705039,19.57421875
705605,19.5625
706002,19.5625
706526,19.57421875
707031,19.8173828125
707502,19.57421875
708086,19.5849609375
708502,19.5849609375
709027,19.93359375
709502,19.564453125
710026,19.5302734375
710540,19.5185546875
711026,19.51953125
711526,19.498046875
712048,19.51953125
712514,19.5419921875
713107,19.5302734375
713597,20.14453125
714026,19.5302734375
714596,19.5302734375
715085,19.51953125
715502,19.51953125
716026,19.4140625
716604,19.5849609375
717002,19.6171875
717533,19.669921875
718026,19.7021484375
718527,19.7978515625
719101,19.8720703125
719502,19.8828125
720100,19.8935546875
720526,19.892578125
721001,19.892578125
721608,19.57421875
722002,20.3154296875
722502,19.859375
723002,19.837890625
723606,19.837890625
724106,19.828125
724502,19.818359375
725029,19.83984375
725530,19.8291015625
726037,19.7548828125
726603,19.818359375
727026,19.8291015625
727526,19.7763671875
728026,19.828125
728502,19.8505859375
729026,19.83984375
729604,19.87109375
730026,19.83984375
730502,19.8388671875
731026,19.8505859375
731526,19.83984375
732002,19.8603515625
732607,20.0087890625
733002,19.8505859375
733526,19.87109375
734002,19.8603515625
734526,19.8603515625
735002,19.8603515625
735554,19.87109375
736002,19.892578125
736573,19.7548828125
737026,19.9150390625
737502,19.90234375
738001,19.8916015625
738502,19.9228515625
739002,19.9248046875
739526,19.95703125
740002,19.9892578125
740579,20.0205078125
741002,20.04296875
741502,20.0849609375
742026,20.107421875
742526,20.1494140625
743002,20.1708984375
743545,20.19140625
744095,20.234375
744534,20.27734375
745002,20.3095703125
745505,20.3837890625
