Time (ms), Y Acceleration (g)
5117,-0.07373046875
5217,0.01513671875
5307,-0.029296875
5447,0.07763671875
5537,-0.0068359375
5626,-0.08740234375
5716,-0.11328125
5866,-0.001953125
5906,-0.13623046875
6036,-0.6767578125
6126,-0.3671875
6216,-0.20556640625
6306,-0.05615234375
6405,-0.14892578125
6506,-0.2373046875
6605,-0.22900390625
6715,-0.06396484375
6815,0.1357421875
6905,0.0283203125
7035,0.083984375
7125,-0.0517578125
7215,-0.13232421875
7305,-0.11767578125
7405,0.01611328125
7534,-0.0048828125
7624,-0.052734375
7714,0.06298828125
7804,-0.05322265625
7904,-0.0234375
8034,0.025390625
8164,-0.208984375
8243,0.380859375
8303,0.09326171875
8463,-0.00927734375
8513,-0.0126953125
8623,-0.1220703125
8733,0.1259765625
8873,-0.17138671875
8903,-0.31494140625
9013,-0.16015625
9113,-0.142578125
9203,0.01904296875
9332,-0.08837890625
9403,-0.02392578125
9542,0.08447265625
9612,0.08837890625
9772,-0.04833984375
9812,-0.12158203125
9952,-0.30712890625
10012,-0.2412109375
10114,-0.0732421875
10211,0.1044921875
10311,0.03076171875
10461,0.0126953125
10511,0.07568359375
10611,0.04150390625
10711,0.00732421875
10811,0.01318359375
10970,0.0263671875
11011,0.0361328125
11110,0.03662109375
11210,0.02294921875
11310,0.025390625
11460,0.0244140625
11560,0.02587890625
11650,0.025390625
11709,0.03173828125
11809,0.0283203125
11909,0.02734375
12039,0.02978515625
12129,0.02880859375
12219,0.0322265625
12329,0.02978515625
12409,0.02685546875
12519,0.03173828125
12609,0.0302734375
12708,0.02978515625
12808,0.02392578125
12908,0.02587890625
13008,0.02294921875
13108,0.02880859375
13208,0.03173828125
13308,0.0283203125
13408,0.0244140625
13538,0.02734375
13602,0.0322265625
13767,0.02490234375
13807,0.03125
13902,0.025390625
14007,0.02294921875
14107,0.0283203125
14247,0.03173828125
14307,0.03173828125
14407,0.02734375
14587,0.02880859375
14606,0.0302734375
14706,0.0341796875
14806,0.0302734375
14906,0.02392578125
15036,0.0322265625
15126,0.02294921875
15216,0.0322265625
15305,0.0263671875
15415,0.01953125
15506,0.02734375
15605,0.02734375
15705,0.02490234375
15807,0.0302734375
15925,0.0263671875
16085,0.01171875
16105,0.03076171875
16205,0.0224609375
16304,0.03173828125
16404,0.025390625
16514,0.03173828125
16614,0.03369140625
16704,0.02734375
16804,0.02685546875
16974,0.025390625
17034,0.0224609375
17123,0.02587890625
17214,0.0263671875
17333,0.02734375
17403,0.02490234375
17513,0.0302734375
17613,0.02978515625
17703,0.02490234375
17803,0.02734375
17913,0.03076171875
18073,0.0263671875
18103,0.02880859375
18203,0.0224609375
18303,0.0302734375
18432,0.02880859375
18512,0.02587890625
18612,0.029296875
18712,0.02197265625
