Time (ms), Longitude
5187,0.0
6106,0.0
7001,0.0
8002,0.0
9083,0.0
10082,0.0
11081,0.0
12109,0.0
13078,0.0
14077,0.0
15001,0.0
16055,0.0
17001,0.0
18043,0.0
19082,0.0
20001,0.0
21109,0.0
22008,0.0
23057,0.0
24076,0.0
25035,0.0
26054,0.0
27043,0.0
28081,0.0
29001,0.0
30039,0.0
31008,0.0
32037,0.0
33026,0.0
34005,0.0
35084,0.0
36083,0.0
37001,0.0
38080,0.0
39079,0.0
40078,0.0
41077,0.0
42076,0.0
43085,0.0
44084,0.0
45082,0.0
46021,0.0
47020,0.0
48029,0.0
49001,0.0
50077,0.0
51076,0.0
52035,0.0
53034,0.0
54062,0.0
55092,0.0
56030,0.0
57079,0.0
58048,0.0
59077,0.0
60076,0.0
61075,0.0
62001,0.0
63001,0.0
64112,0.0
65080,0.0
66001,0.0
67048,0.0
68001,0.0
69002,0.0
70035,0.0
71084,0.0
72073,0.0
73081,0.0
74100,0.0
75109,0.0
76068,0.0
77097,0.0
78006,0.0
79075,0.0
80104,0.0
81001,0.0
82022,0.0
83110,0.0
84079,0.0
85008,0.0
86107,0.0
87026,0.0
88108,0.0
89034,0.0
90083,0.0
91052,0.0
92081,0.0
93009,0.0
94078,0.0
95077,0.0
96016,0.0
97005,0.0
98074,0.0
99023,0.0
100022,0.0
101081,0.0
102010,0.0
103079,0.0
104007,0.0
105076,0.0
106026,0.0
107034,0.0
108073,0.0
109082,0.0
110081,0.0
111110,0.0
112079,0.0
113001,0.0
114076,0.0
115036,0.0
116074,0.0
117023,0.0
118032,0.0
119101,0.0
120100,0.0
121001,0.0
122078,0.0
123087,0.0
124075,0.0
125055,0.0
126114,0.0
127072,0.0
128002,0.0
129080,0.0
130109,0.0
131078,0.0
132077,0.0
133106,0.0
134085,0.0
135034,0.0
136083,0.0
137032,0.0
138060,0.0
139079,0.0
140048,0.0
141077,0.0
142001,0.0
143085,0.0
144104,0.0
145003,0.0
146082,0.0
147101,0.0
148110,0.0
149078,0.0
150028,0.0
151076,0.0
152085,0.0
153004,0.0
154013,0.0
155052,0.0
156051,0.0
157090,0.0
158049,0.0
159078,0.0
160047,0.0
161026,0.0
162064,0.0
163083,0.0
164082,0.0
165111,0.0
166050,0.0
167079,0.0
168078,0.0
169077,0.0
170076,0.0
171085,0.0
172054,0.0
173062,0.0
174081,0.0
175080,0.0
176029,0.0
177028,0.0
178107,0.0
179016,0.0
180002,0.0
181001,0.0
182083,0.0
183082,0.0
184080,0.0
185080,0.0
186001,0.0
187107,0.0
188076,0.0
189075,0.0
190054,0.0
191001,0.0
192102,0.0
193021,0.0
194020,0.0
