Time (ms), eCO2 density (ppm)
5212,400.0
5525,400.0
6025,400.0
6600,400.0
7025,400.0
7525,400.0
8026,400.0
8608,400.0
9107,400.0
9536,400.0
10106,400.0
10605,400.0
11105,400.0
11554,400.0
12025,400.0
12513,400.0
13103,400.0
13532,400.0
14101,400.0
14581,400.0
15025,400.0
15600,400.0
16079,400.0
16609,400.0
17025,400.0
17608,400.0
18067,2597.0
18606,2438.0
19106,2229.0
19525,2128.0
20025,2029.0
20525,1957.0
21025,1883.0
21603,1823.0
22033,1745.0
22513,1686.0
23081,1582.0
23581,1506.0
24100,1446.0
24525,1365.0
25063,1314.0
25599,1243.0
26082,1211.0
26538,1171.0
27067,1115.0
27556,1042.0
28109,1015.0
28585,970.0
29025,957.0
29604,899.0
30064,858.0
30603,841.0
31033,824.0
31602,808.0
32061,807.0
32541,793.0
33050,786.0
33600,778.0
34029,758.0
34588,757.0
35108,746.0
35607,741.0
36107,729.0
36596,716.0
37025,710.0
37605,705.0
38105,691.0
38604,691.0
39104,691.0
39573,683.0
40102,663.0
40532,655.0
41101,651.0
41600,643.0
42100,645.0
42525,627.0
43109,630.0
43529,621.0
44108,615.0
44513,591.0
45107,559.0
45525,532.0
46046,516.0
46525,501.0
47045,471.0
47525,464.0
48053,459.0
48603,438.0
49025,439.0
49562,443.0
50101,446.0
50525,427.0
51100,437.0
51570,437.0
52059,431.0
52525,432.0
53058,423.0
53547,427.0
54087,408.0
54606,412.0
55013,400.0
55525,400.0
56055,400.0
56604,400.0
57103,400.0
57593,400.0
58073,400.0
58572,400.0
59101,400.0
59601,400.0
60100,400.0
60540,400.0
61099,400.0
61513,400.0
62025,400.0
62597,400.0
63028,400.0
63550,400.0
64025,400.0
64605,400.0
65105,400.0
65604,400.0
66025,400.0
66603,400.0
67073,400.0
67582,400.0
68025,400.0
68601,400.0
69026,400.0
69600,400.0
70059,400.0
70608,400.0
71108,400.0
71608,400.0
72097,400.0
72606,400.0
73106,400.0
73605,400.0
74025,400.0
74604,400.0
75025,400.0
75543,400.0
76092,400.0
76602,400.0
77013,400.0
77513,400.0
78031,400.0
78600,400.0
79099,400.0
79608,400.0
80025,400.0
80597,400.0
81025,400.0
81526,400.0
82046,400.0
82605,400.0
83029,400.0
83604,400.0
84104,400.0
84603,400.0
85033,400.0
85602,400.0
86025,400.0
86601,400.0
87051,400.0
87600,400.0
88025,400.0
88579,400.0
89058,400.0
89608,400.0
90107,400.0
90606,400.0
91076,400.0
91555,400.0
92105,400.0
92574,400.0
93034,400.0
93603,400.0
94103,400.0
94552,400.0
95102,400.0
95571,400.0
96041,400.0
96570,400.0
97029,400.0
97599,400.0
98098,400.0
98528,400.0
99047,400.0
99547,400.0
100046,400.0
100525,400.0
101105,400.0
101604,400.0
102034,400.0
102525,400.0
103103,400.0
103552,400.0
104035,400.0
104526,400.0
105101,400.0
105570,400.0
106050,400.0
106599,400.0
107058,400.0
107525,400.0
108098,400.0
108607,400.0
109106,400.0
109606,400.0
110105,400.0
110604,400.0
111025,400.0
111553,400.0
112103,400.0
112525,400.0
113025,400.0
113601,400.0
114101,400.0
114600,400.0
115060,400.0
115609,400.0
116099,400.0
116608,400.0
117048,400.0
117607,400.0
118056,400.0
118586,400.0
119025,400.0
119535,400.0
120025,400.0
120525,400.0
121025,400.0
121526,400.0
122102,400.0
122602,400.0
123111,400.0
123561,400.0
124100,400.0
124563,400.0
125083,400.0
125608,400.0
126025,400.0
126513,400.0
127101,400.0
127586,400.0
128026,400.0
128605,400.0
129104,400.0
129604,400.0
130025,400.0
130603,400.0
131102,400.0
131602,400.0
132101,400.0
132570,400.0
133025,400.0
133590,400.0
134109,400.0
134608,400.0
135058,400.0
135607,400.0
136107,400.0
136606,400.0
137056,400.0
137605,400.0
138085,400.0
138604,400.0
139104,400.0
139603,400.0
140073,400.0
140525,400.0
141102,400.0
141601,400.0
142025,400.0
142525,400.0
143109,400.0
143569,400.0
144025,400.0
144608,400.0
145032,400.0
145607,400.0
146106,400.0
146535,400.0
147025,400.0
147526,400.0
148025,400.0
148525,400.0
149107,400.0
149525,400.0
150052,400.0
150525,400.0
151100,400.0
151600,400.0
152110,400.0
152529,400.0
153029,400.0
153608,400.0
154037,400.0
154607,400.0
155076,400.0
155536,400.0
156075,400.0
156604,400.0
157013,400.0
157525,400.0
158073,400.0
158525,400.0
159102,400.0
159525,400.0
160071,400.0
160525,400.0
161050,400.0
161525,400.0
162089,400.0
162526,400.0
163108,400.0
163567,400.0
164107,400.0
164606,400.0
165025,400.0
165599,400.0
166075,400.0
166525,400.0
167107,400.0
167573,400.0
168106,400.0
168525,400.0
169101,400.0
169600,400.0
170100,400.0
170599,400.0
171109,400.0
171608,400.0
172078,400.0
172525,400.0
173087,400.0
173606,400.0
174106,400.0
174525,400.0
175105,400.0
175604,400.0
176053,400.0
176525,400.0
177053,400.0
177526,400.0
178025,400.0
178525,400.0
179041,400.0
179530,400.0
180026,400.0
180609,400.0
181025,400.0
181608,400.0
182107,400.0
182529,400.0
183106,400.0
183605,400.0
184105,400.0
184604,400.0
185104,400.0
185607,400.0
186025,400.0
186602,400.0
187025,400.0
187605,400.0
188104,400.0
188570,400.0
189100,400.0
189599,400.0
190079,400.0
190525,400.0
191025,400.0
191607,400.0
192025,400.0
192525,400.0
193045,400.0
193525,400.0
194044,400.0
194603,400.0
195025,400.0
195533,400.0
196082,400.0
196571,400.0
197091,400.0
197590,400.0
198025,400.0
198599,400.0
199109,400.0
199598,400.0
200108,400.0
200525,400.0
201106,400.0
201525,400.0
202086,400.0
202585,400.0
203104,400.0
203526,400.0
204025,400.0
204613,400.0
205102,400.0
205602,400.0
206025,400.0
206570,400.0
207025,400.0
207526,400.0
208013,400.0
208608,400.0
209098,400.0
209525,400.0
210107,400.0
210606,400.0
211056,400.0
211605,400.0
212025,400.0
212604,400.0
213104,400.0
213573,400.0
214053,400.0
214526,400.0
215102,400.0
215525,400.0
216100,400.0
216530,400.0
217025,400.0
217609,400.0
218108,400.0
218608,400.0
219087,400.0
219525,400.0
220106,400.0
220606,400.0
221025,400.0
221604,400.0
222104,400.0
222604,400.0
223036,400.0
223530,400.0
224102,400.0
224601,400.0
225101,400.0
225525,400.0
226100,400.0
226609,400.0
227059,400.0
227588,400.0
228111,400.0
228611,400.0
229110,400.0
229606,400.0
230105,400.0
230605,400.0
231025,400.0
231604,400.0
232103,400.0
232583,400.0
233102,400.0
233572,400.0
234025,400.0
234601,400.0
235100,400.0
235599,400.0
236099,400.0
236608,400.0
237078,400.0
237607,400.0
238037,400.0
238606,400.0
239106,400.0
239535,400.0
240085,400.0
240594,400.0
241104,400.0
241525,400.0
242103,400.0
242602,400.0
243102,400.0
243529,400.0
244100,400.0
244525,400.0
245025,400.0
245609,400.0
246108,400.0
246601,400.0
247091,400.0
247526,400.0
248110,400.0
248606,400.0
249085,400.0
249513,400.0
250108,400.0
250603,400.0
251025,400.0
251602,400.0
252102,400.0
252525,400.0
253031,400.0
253600,400.0
254080,400.0
254526,400.0
255109,400.0
255525,400.0
256025,400.0
256607,400.0
257025,400.0
257606,400.0
258106,400.0
258525,400.0
259025,400.0
259604,400.0
260033,400.0
260603,400.0
261052,400.0
261602,400.0
262025,400.0
262526,400.0
263110,400.0
263590,400.0
264109,400.0
264559,400.0
265029,400.0
265608,400.0
266037,400.0
266566,400.0
267056,400.0
267616,400.0
268035,400.0
268608,400.0
269104,400.0
269603,400.0
270107,400.0
270525,400.0
271062,400.0
271581,400.0
272100,400.0
272590,400.0
273025,400.0
273609,400.0
274025,400.0
274608,400.0
275047,400.0
275597,400.0
276106,400.0
276576,400.0
277105,400.0
277525,400.0
278104,400.0
278604,400.0
279103,400.0
279603,400.0
280025,400.0
280513,400.0
281051,400.0
281600,400.0
282070,400.0
282609,400.0
283079,400.0
283598,400.0
284048,400.0
284607,400.0
285077,400.0
285525,400.0
286106,400.0
286565,400.0
287013,400.0
287564,400.0
288107,400.0
288543,400.0
289106,400.0
289592,400.0
290101,400.0
290525,400.0
291025,400.0
291560,400.0
292079,400.0
292525,400.0
293013,400.0
293588,400.0
294107,400.0
294526,400.0
295106,400.0
295566,400.0
296085,400.0
296604,400.0
297025,400.0
297603,400.0
298103,400.0
298592,400.0
299052,400.0
299601,400.0
300101,400.0
300525,400.0
301030,400.0
301539,400.0
302025,400.0
302608,400.0
303107,400.0
303607,400.0
304029,400.0
304606,400.0
305013,400.0
305605,400.0
306025,400.0
306604,400.0
307103,400.0
307563,400.0
308025,400.0
308605,400.0
309025,400.0
309541,400.0
310100,400.0
310600,400.0
311109,400.0
311588,400.0
312025,400.0
312607,400.0
313037,400.0
313525,400.0
314106,400.0
314605,400.0
315025,400.0
315604,400.0
316104,400.0
316603,400.0
317103,400.0
317525,400.0
318025,400.0
318601,400.0
319061,400.0
319600,400.0
320110,400.0
320525,400.0
321098,400.0
321608,400.0
322098,400.0
322607,400.0
323028,400.0
323525,400.0
324085,400.0
324605,400.0
325104,400.0
325604,400.0
326025,400.0
326603,400.0
327072,400.0
327525,400.0
328104,400.0
328604,400.0
329103,400.0
329525,400.0
330025,400.0
330598,400.0
331068,400.0
331607,400.0
332107,400.0
332606,400.0
333025,400.0
333513,400.0
334105,400.0
334604,400.0
335104,400.0
335603,400.0
336026,400.0
336513,400.0
337041,400.0
337601,400.0
338100,400.0
338600,400.0
339025,400.0
339599,400.0
340068,400.0
340608,400.0
341025,400.0
341607,400.0
342025,400.0
342606,400.0
343055,400.0
343529,400.0
344094,400.0
344604,400.0
345103,400.0
345542,400.0
346025,400.0
346525,400.0
347101,400.0
347600,400.0
348103,400.0
348569,400.0
349025,400.0
349525,400.0
350058,400.0
350607,400.0
351087,400.0
351576,400.0
352075,400.0
352605,400.0
353025,400.0
353513,400.0
354103,400.0
354603,400.0
355082,400.0
355592,400.0
356091,400.0
356601,400.0
357080,400.0
357540,400.0
358025,400.0
358599,400.0
359028,400.0
359607,400.0
360107,400.0
360606,400.0
361096,400.0
361605,400.0
362105,400.0
362525,400.0
363013,400.0
363529,400.0
364113,400.0
364525,400.0
365025,400.0
365601,400.0
366041,400.0
366603,400.0
367025,400.0
367559,400.0
368102,400.0
368611,400.0
369111,400.0
369525,400.0
370066,400.0
370513,400.0
371025,400.0
371605,400.0
372104,400.0
372525,400.0
373026,400.0
373602,400.0
374102,400.0
374602,400.0
375025,400.0
375601,400.0
376025,400.0
376513,400.0
377025,400.0
377598,400.0
378028,400.0
378608,400.0
379025,400.0
379513,400.0
380106,400.0
380525,400.0
381025,400.0
381604,400.0
382104,400.0
382583,400.0
383113,400.0
383602,400.0
384029,400.0
384611,400.0
385110,400.0
385540,400.0
386103,400.0
386609,400.0
387058,400.0
387608,400.0
388111,400.0
388587,400.0
389110,400.0
389526,400.0
390065,400.0
390595,400.0
391104,400.0
391603,400.0
392025,400.0
392602,400.0
393025,400.0
393602,400.0
394101,400.0
394600,400.0
395100,400.0
395539,400.0
396069,400.0
396608,400.0
397108,400.0
397537,400.0
398107,400.0
398556,400.0
399046,400.0
399605,400.0
400075,400.0
400604,400.0
401025,400.0
401543,400.0
402026,400.0
402525,400.0
403025,400.0
403601,400.0
404081,400.0
404610,400.0
405029,400.0
405543,400.0
406025,400.0
406548,400.0
407107,400.0
407547,400.0
408110,400.0
408606,400.0
409109,400.0
409574,400.0
410084,400.0
410604,400.0
411103,400.0
411525,400.0
412102,400.0
412525,400.0
413013,400.0
413600,400.0
