Time (ms), Internal Temperature (C)
5109,15.279999732971191
5528,15.260000228881836
6028,15.239999771118164
6503,15.25
7028,15.25
7528,15.260000228881836
8029,15.260000228881836
8503,15.270000457763672
9003,15.270000457763672
9539,15.270000457763672
10002,15.270000457763672
10503,15.260000228881836
11003,15.260000228881836
11557,15.25
12028,15.25
12516,15.239999771118164
13003,15.239999771118164
13535,15.239999771118164
14001,15.229999542236328
14584,15.220000267028809
15028,15.229999542236328
15503,15.229999542236328
16082,15.229999542236328
16503,15.210000038146973
17028,15.220000267028809
17503,15.210000038146973
18070,15.210000038146973
18503,15.199999809265137
19109,15.199999809265137
19528,15.199999809265137
20028,15.1899995803833
20528,15.210000038146973
21028,15.1899995803833
21503,15.1899995803833
22036,15.1899995803833
22516,15.180000305175781
23084,15.180000305175781
23584,15.170000076293945
24001,15.140000343322754
24531,15.119999885559082
25066,15.119999885559082
25602,15.09000015258789
26085,15.0600004196167
26541,15.069999694824219
27073,15.0600004196167
27559,15.039999961853027
28003,15.020000457763672
28588,15.039999961853027
29028,15.050000190734863
29502,15.050000190734863
30067,15.050000190734863
30502,15.039999961853027
31036,15.029999732971191
31503,15.039999961853027
32064,15.039999961853027
32544,15.039999961853027
33053,15.039999961853027
33503,15.029999732971191
34032,15.029999732971191
34591,15.029999732971191
35003,15.029999732971191
35503,15.020000457763672
36002,15.020000457763672
36599,15.020000457763672
37028,15.010000228881836
37503,15.010000228881836
38002,15.020000457763672
38607,15.0
39003,15.010000228881836
39576,15.010000228881836
40105,15.0
40535,15.0
41003,15.0
41603,15.0
42103,14.989999771118164
42528,14.989999771118164
43002,15.0
43532,14.989999771118164
44002,14.989999771118164
44519,14.989999771118164
45003,14.989999771118164
45528,14.979999542236328
46052,14.979999542236328
46528,14.989999771118164
47051,14.989999771118164
47528,14.989999771118164
48056,14.979999542236328
48503,15.0
49028,14.989999771118164
49565,14.979999542236328
50003,14.979999542236328
50528,14.970000267028809
51001,14.970000267028809
51573,14.979999542236328
52062,14.979999542236328
52528,14.970000267028809
53061,14.970000267028809
53550,14.979999542236328
54090,14.970000267028809
54503,14.970000267028809
55016,14.960000038146973
55528,14.970000267028809
56058,14.970000267028809
56502,14.979999542236328
57003,14.970000267028809
57596,14.979999542236328
