Time (ms), Battery Current (A)
5097,0.1039428561925888
5525,0.12336075305938721
6025,0.1165073812007904
6501,0.1256452202796936
7025,0.081098273396492
7525,0.1085117757320404
8026,0.105085089802742
8501,0.073102667927742
9111,0.12336075305938721
9536,0.1165073812007904
10106,0.117649607360363
10501,0.1267874389886856
11001,0.1085117757320404
11554,0.1393519639968872
12025,0.121076300740242
12513,0.1324985921382904
13001,0.105085089802742
13532,0.1039428561925888
14101,0.117649607360363
14581,0.1336408257484436
15025,0.1073695495724678
15501,0.1199340671300888
16079,0.109654001891613
16501,0.1107962355017662
17025,0.117649607360363
17501,0.1347830444574356
18067,0.1016584038734436
18501,0.1062273159623146
19106,0.1199340671300888
19525,0.1119384616613388
20025,0.1393519639968872
20525,0.12336075305938721
21025,0.1016584038734436
21501,0.1256452202796936
22033,0.0913783386349678
22513,0.109654001891613
23081,0.117649607360363
23581,0.12336075305938721
24100,0.1142229214310646
24525,0.1279296725988388
25063,0.145063117146492
25599,0.1245029866695404
26082,0.1016584038734436
26538,0.1107962355017662
27067,0.113080695271492
27556,0.121076300740242
28001,0.1073695495724678
28585,0.1028006300330162
29025,0.1016584038734436
29604,0.1142229214310646
30064,0.121076300740242
30603,0.1073695495724678
31033,0.1142229214310646
31501,0.1245029866695404
32061,0.0982317104935646
32541,0.1256452202796936
33050,0.1085117757320404
33501,0.1165073812007904
34029,0.1142229214310646
34588,0.1073695495724678
35001,0.1016584038734436
35607,0.130214124917984
36107,0.0948050245642662
36596,0.0993739441037178
37025,0.1039428561925888
37501,0.1016584038734436
38105,0.1313563585281372
38604,0.097089484333992
39001,0.1359252780675888
39573,0.0948050245642662
40102,0.1039428561925888
40532,0.1119384616613388
41001,0.1347830444574356
41600,0.0948050245642662
42100,0.1165073812007904
42525,0.130214124917984
43109,0.137067511677742
43529,0.12336075305938721
44108,0.1005161702632904
44513,0.1187918409705162
45001,0.1028006300330162
45525,0.1062273159623146
46046,0.121076300740242
46525,0.117649607360363
47045,0.1107962355017662
47525,0.1393519639968872
48053,0.0948050245642662
48603,0.1016584038734436
49025,0.1142229214310646
49562,0.105085089802742
50001,0.0993739441037178
50525,0.089093878865242
51100,0.109654001891613
51570,0.0936627984046936
52059,0.1165073812007904
52525,0.117649607360363
53058,0.1279296725988388
53547,0.1119384616613388
54087,0.113080695271492
54501,0.0753871276974678
55013,0.061680376529693604
55525,0.0719604417681694
56055,0.0708182081580162
56604,0.0571114607155323
57103,0.089093878865242
57593,0.0902361050248146
58073,0.0742449015378952
58572,0.0719604417681694
59001,0.0902361050248146
59501,0.0639648362994194
60100,0.089093878865242
60540,0.0582536906003952
61099,0.0719604417681694
61513,0.073102667927742
62025,0.0673915222287178
