Time (ms), Y Mangetometer (uT)
904933,0.060975611209869385
905033,-0.060975611209869385
905133,0.0
905233,-0.060975611209869385
905333,0.060975611209869385
905433,0.0
905543,0.060975611209869385
905643,0.0
905723,0.060975611209869385
905833,0.0
905912,-0.060975611209869385
906012,0.060975611209869385
906132,-0.060975611209869385
906252,-0.060975611209869385
906332,0.12195122241973877
906432,0.0
906542,0.0
906642,0.060975611209869385
906742,0.060975611209869385
906812,-0.060975611209869385
906942,0.0
907042,0.12195122241973877
907141,0.0
907242,0.0
907341,0.12195122241973877
907442,6.646341800689697
907541,-17.439023971557617
907641,-3.841463565826416
907741,-0.792682945728302
907821,9.390244483947754
907971,8.719511985778809
908061,14.085366249084473
908151,41.280487060546875
908241,48.780487060546875
908341,64.51219940185547
908441,74.63414764404297
908540,18.658536911010742
908640,-45.73170852661133
908740,-27.7439022064209
908840,-3.9024391174316406
908980,-50.60975646972656
909060,-43.59756088256836
909110,-10.182927131652832
909240,-45.121952056884766
909310,-7.9268293380737305
909440,1.5243902206420898
909550,33.59756088256836
909640,37.0121955871582
909739,-5.853658676147461
909839,-10.853658676147461
909902,2.865853786468506
910039,35.42683029174805
910139,5.365853786468506
910239,-14.57317066192627
910339,-35.914634704589844
910439,-20.30487823486328
910539,-5.609755992889404
910639,18.35365867614746
910709,-14.02439022064209
910839,-2.804877996444702
910978,5.9146342277526855
911068,0.6097561120986938
911158,-1.7682926654815674
911248,-0.5487805008888245
911338,-0.060975611209869385
911438,-0.12195122241973877
911568,-0.12195122241973877
911658,0.060975611209869385
911748,-0.060975611209869385
911838,0.0
911938,0.12195122241973877
912068,0.060975611209869385
912157,0.0
912248,0.12195122241973877
912367,0.0
912447,0.060975611209869385
912537,-0.060975611209869385
912637,0.060975611209869385
912737,0.0
912837,0.060975611209869385
912917,0.060975611209869385
913047,0.060975611209869385
913147,-0.060975611209869385
913247,0.0
913347,0.0
913457,0.0
913507,0.060975611209869385
913636,0.060975611209869385
913736,0.0
913836,0.0
913936,0.0
914046,0.060975611209869385
914146,0.060975611209869385
914236,-0.060975611209869385
914326,0.0
914436,0.0
914546,0.0
914646,0.060975611209869385
914735,-0.060975611209869385
914835,0.0
914935,0.060975611209869385
915045,0.060975611209869385
915145,0.060975611209869385
915215,0.060975611209869385
915365,0.0
915435,-0.060975611209869385
915545,2.317073106765747
915645,-5.243902683258057
915735,8.536585807800293
915825,18.963415145874023
915935,-5.54878044128418
916064,8.780488014221191
916155,-19.512195587158203
916204,-5.54878044128418
916334,1.7682926654815674
916434,0.4878048896789551
916544,-40.853660583496094
916644,-5.0
916734,11.890244483947754
916804,12.62195110321045
916934,22.926830291748047
917054,26.03658676147461
917144,31.219512939453125
917233,31.58536720275879
917333,-16.890243530273438
917413,-4.02439022064209
917583,-30.0
917643,-7.9268293380737305
917733,4.45121955871582
917833,11.40243911743164
917933,-16.280488967895508
918002,-27.80487823486328
918143,12.62195110321045
918233,17.012195587158203
918333,14.817073822021484
918433,6.646341800689697
918503,-30.060976028442383
918642,-17.926830291748047
918732,10.97560977935791
918832,25.54878044128418
918932,5.731707572937012
919042,-3.658536672592163
919142,1.7682926654815674
919272,6.158536911010742
919312,4.0853657722473145
919442,-17.13414764404297
919542,-4.817073345184326
919652,13.04878044128418
919781,11.95121955871582
919842,-2.804877996444702
919942,-12.865854263305664
920091,-4.512195110321045
920141,3.2926828861236572
920261,11.40243911743164
920341,6.158536911010742
920441,-1.4634146690368652
920571,-2.9268293380737305
920641,-1.7073171138763428
920771,0.4878048896789551
920841,-3.841463565826416
920981,2.9268293380737305
921041,0.4878048896789551
921141,3.1097562313079834
921240,1.7073171138763428
921310,0.4878048896789551
921440,-2.5
921540,-8.353658676147461
921640,0.6707317233085632
921740,6.7682929039001465
921870,6.646341800689697
921940,0.3048780560493469
922010,1.2195122241973877
922140,-10.060976028442383
922239,-0.9146341681480408
922339,5.9146342277526855
922439,9.390244483947754
922569,4.2682929039001465
922659,-9.390244483947754
922749,-11.646341323852539
922839,-15.243903160095215
922909,-7.987804889678955
923039,10.914634704589844
923139,17.439023971557617
923239,9.390244483947754
923339,-7.378048896789551
923418,-18.04878044128418
923538,-13.414634704589844
923639,-3.4146342277526855
923738,6.646341800689697
923838,12.37804889678955
923938,10.670731544494629
