Time (ms), eCO2 density (ppm)
904998,682.0
905098,681.0
905607,698.0
906077,714.0
906606,722.0
907106,752.0
907606,781.0
908025,800.0
908605,790.0
909025,752.0
909513,671.0
910104,567.0
910603,469.0
911025,415.0
911525,400.0
912025,400.0
912602,400.0
913111,400.0
913571,400.0
914111,408.0
914610,444.0
915110,482.0
915609,521.0
916025,539.0
916609,568.0
917013,567.0
917538,573.0
918058,534.0
918567,471.0
919110,401.0
919610,400.0
920056,400.0
920535,400.0
921105,400.0
921604,400.0
922074,400.0
922525,400.0
923103,400.0
923603,400.0
924025,435.0
924602,472.0
925102,513.0
925513,541.0
926091,589.0
926531,611.0
927090,651.0
927600,679.0
928013,702.0
928589,714.0
929109,750.0
929598,748.0
930025,755.0
930525,754.0
931107,771.0
931607,768.0
932106,735.0
932606,721.0
933056,709.0
933525,693.0
934105,681.0
934529,682.0
935025,685.0
935603,659.0
936025,659.0
936603,646.0
937106,619.0
937602,593.0
938062,565.0
938601,528.0
939026,508.0
939525,505.0
940060,497.0
940525,483.0
941049,496.0
941525,505.0
942099,537.0
942568,567.0
943025,574.0
943567,563.0
944067,531.0
944606,496.0
945106,454.0
945525,424.0
946085,400.0
946605,400.0
947094,400.0
947604,400.0
948074,400.0
948573,400.0
949025,400.0
949602,400.0
950013,400.0
950601,400.0
951101,400.0
951525,400.0
952025,400.0
952600,400.0
953025,400.0
953539,400.0
954079,400.0
954609,400.0
955030,400.0
955607,400.0
956026,400.0
956537,400.0
957106,400.0
957546,400.0
958106,400.0
958605,400.0
959108,400.0
959605,400.0
960064,400.0
960525,400.0
961025,400.0
961525,400.0
962062,400.0
962513,400.0
963102,400.0
963601,400.0
964101,400.0
964600,400.0
965100,400.0
965526,400.0
966099,400.0
966525,400.0
967108,400.0
967608,400.0
968026,400.0
968607,400.0
969107,400.0
969606,400.0
970106,400.0
970536,400.0
971035,400.0
971605,400.0
972105,400.0
972526,400.0
973084,400.0
973604,400.0
974028,400.0
974525,400.0
975112,400.0
975525,400.0
976025,400.0
976526,400.0
977056,400.0
977525,400.0
978050,400.0
978525,400.0
979103,400.0
979513,400.0
980025,400.0
980598,400.0
981028,400.0
981525,400.0
982107,400.0
982606,400.0
983106,400.0
983605,400.0
984045,400.0
984605,400.0
985104,400.0
985513,400.0
986013,400.0
986525,400.0
987103,400.0
987582,400.0
988072,400.0
988525,400.0
989025,400.0
989601,400.0
990100,400.0
990525,400.0
991100,400.0
991525,400.0
992025,400.0
992598,400.0
993108,400.0
993608,400.0
994107,400.0
994525,400.0
995030,400.0
995606,400.0
996025,400.0
996605,400.0
997108,400.0
997544,400.0
998025,400.0
998564,400.0
999063,400.0
999513,400.0
1000013,400.0
1000602,400.0
1001025,400.0
1001525,400.0
1002101,400.0
1002531,400.0
1003025,400.0
1003600,400.0
1004039,400.0
1004609,400.0
1005029,400.0
1005568,400.0
1006048,400.0
1006608,400.0
1007037,400.0
1007577,400.0
1008106,400.0
1008606,400.0
1009013,400.0
1009605,400.0
1010025,400.0
1010574,400.0
1011064,400.0
1011603,400.0
1012025,400.0
1012603,400.0
1013103,400.0
1013513,400.0
1014112,400.0
1014531,400.0
1015101,400.0
1015544,400.0
1016073,400.0
1016610,400.0
1017073,400.0
1017539,400.0
1018109,400.0
1018568,400.0
1019025,400.0
1019607,400.0
1020047,400.0
1020610,400.0
1021025,400.0
1021606,400.0
1022105,400.0
1022575,400.0
1023105,400.0
1023604,400.0
1024104,400.0
1024525,400.0
1025043,400.0
1025602,400.0
1026102,400.0
1026602,400.0
1027025,400.0
1027525,400.0
1028041,400.0
1028600,400.0
1029060,400.0
1029526,400.0
1030025,400.0
1030525,400.0
1031108,400.0
1031608,400.0
1032013,400.0
1032607,400.0
1033106,400.0
1033606,400.0
1034025,400.0
1034595,400.0
1035055,400.0
1035605,400.0
1036077,400.0
1036604,400.0
1037104,400.0
1037603,400.0
1038103,400.0
1038602,400.0
1039102,400.0
1039541,400.0
1040105,400.0
1040581,400.0
1041025,400.0
1041580,400.0
1042070,400.0
1042609,400.0
1043039,400.0
1043578,400.0
1044108,400.0
1044568,400.0
1045077,400.0
1045577,400.0
1046025,400.0
1046525,400.0
1047105,400.0
1047605,400.0
1048025,400.0
1048594,400.0
1049104,400.0
1049604,400.0
1050043,400.0
1050525,400.0
1051102,400.0
1051602,400.0
1052102,400.0
1052571,400.0
1053101,400.0
1053570,400.0
1054100,400.0
1054600,400.0
1055028,400.0
1055609,400.0
1056108,400.0
1056608,400.0
1057108,400.0
1057607,400.0
1058081,400.0
1058606,400.0
1059109,400.0
1059546,400.0
1060109,400.0
1060605,400.0
1061105,400.0
1061513,400.0
1062074,400.0
1062603,400.0
1063025,400.0
1063602,400.0
1064102,400.0
1064572,400.0
1065101,400.0
1065525,400.0
1066025,400.0
1066550,400.0
1067100,400.0
1067590,400.0
1068099,400.0
1068589,400.0
1069088,400.0
1069558,400.0
1070025,400.0
1070607,400.0
1071106,400.0
1071606,400.0
1072106,400.0
1072606,400.0
1073105,400.0
1073605,400.0
1074104,400.0
1074604,400.0
1075103,400.0
1075593,400.0
1076103,400.0
1076612,400.0
1077102,400.0
1077611,400.0
1078074,400.0
1078601,400.0
1079025,400.0
1079600,400.0
1080060,400.0
1080549,400.0
1081112,400.0
1081608,400.0
1082112,400.0
1082525,400.0
1083087,400.0
1083525,400.0
1084066,404.0
1084525,422.0
1085025,447.0
1085575,470.0
1086085,500.0
1086604,530.0
1087104,555.0
1087534,569.0
1088013,593.0
1088525,599.0
1089102,620.0
1089542,634.0
1090102,654.0
1090601,663.0
1091101,675.0
1091600,680.0
1092090,705.0
1092600,705.0
1093109,716.0
1093529,731.0
1094099,741.0
1094598,746.0
1095108,757.0
1095526,760.0
1096028,770.0
1096531,777.0
1097106,792.0
1097596,801.0
1098069,809.0
1098589,812.0
1099025,820.0
1099604,836.0
1100104,846.0
1100526,850.0
1101025,854.0
1101614,881.0
1102092,902.0
1102552,920.0
1103013,934.0
1103541,951.0
1104101,966.0
1104540,963.0
1105040,966.0
1105526,978.0
1106109,959.0
1106525,964.0
1107025,986.0
1107526,983.0
1108108,1002.0
1108567,1006.0
1109025,1016.0
1109606,1036.0
1110013,1028.0
1110513,1043.0
1111065,1073.0
1111605,1061.0
1112104,1069.0
1112525,1072.0
1113034,1086.0
1113543,1080.0
1114103,1057.0
1114602,1055.0
1115032,1058.0
1115525,1076.0
1116025,1089.0
1116525,1116.0
1117081,1146.0
1117610,1157.0
1118025,1170.0
1118609,1171.0
1119103,1197.0
1119525,1175.0
1120048,1194.0
1120525,1151.0
1121077,1161.0
1121547,1120.0
1122025,1112.0
1122596,1111.0
1123106,1082.0
1123535,1090.0
1124105,1069.0
1124525,1074.0
1125026,1097.0
1125564,1100.0
1126094,1122.0
1126573,1123.0
1127013,1116.0
1127572,1124.0
1128013,1128.0
1128602,1119.0
1129061,1136.0
1129525,1147.0
1130026,1146.0
1130600,1186.0
1131099,1205.0
1131529,1223.0
1132025,1260.0
1132548,1279.0
1133013,1293.0
1133608,1327.0
1134107,1354.0
1134607,1347.0
1135086,1336.0
1135606,1305.0
1136056,1312.0
1136525,1266.0
1137013,1246.0
1137604,1228.0
1138088,1208.0
1138604,1225.0
1139026,1216.0
1139525,1223.0
1140103,1242.0
1140525,1255.0
1141025,1267.0
1141601,1281.0
1142031,1297.0
1142600,1316.0
1143100,1326.0
1143600,1343.0
1144025,1355.0
1144539,1373.0
1145025,1376.0
1145538,1294.0
1146025,1202.0
1146607,1058.0
1147025,972.0
1147607,844.0
1148025,795.0
1148606,740.0
1149106,692.0
1149605,640.0
1150105,606.0
1150604,561.0
1151104,521.0
1151534,499.0
1152043,457.0
1152603,444.0
1153102,422.0
1153602,400.0
1154102,400.0
1154561,400.0
1155025,400.0
1155525,400.0
1156070,413.0
1156600,462.0
1157109,514.0
1157599,556.0
1158109,609.0
1158598,650.0
1159025,697.0
1159525,745.0
1160025,792.0
1160607,851.0
1161013,910.0
1161609,1021.0
1162109,1127.0
1162525,1177.0
1163013,1257.0
1163544,1348.0
1164025,1365.0
1164603,1413.0
1165103,1453.0
1165603,1478.0
1166102,1517.0
1166525,1529.0
1167032,1563.0
1167525,1601.0
1168101,1606.0
1168600,1601.0
1169025,1644.0
1169590,1613.0
1170026,1630.0
1170525,1646.0
1171109,1653.0
1171588,1646.0
1172108,1609.0
1172607,1561.0
1173067,1507.0
1173607,1396.0
1174013,1286.0
1174606,1123.0
1175056,1025.0
1175605,850.0
1176013,803.0
1176525,735.0
1177104,670.0
1177604,616.0
1178037,567.0
1178613,508.0
1179076,472.0
1179525,436.0
1180105,404.0
1180525,400.0
1181104,400.0
1181600,400.0
1182104,400.0
1182599,400.0
1183029,400.0
1183589,400.0
1184058,400.0
1184588,400.0
1185025,400.0
1185537,400.0
1186087,400.0
1186525,400.0
1187106,403.0
1187525,460.0
1188105,556.0
1188575,633.0
1189025,697.0
1189594,762.0
1190104,820.0
1190604,856.0
1191025,937.0
1191603,1032.0
1192052,1076.0
1192602,1128.0
1193042,1133.0
1193531,1150.0
1194025,1167.0
1194580,1177.0
1195100,1184.0
1195525,1182.0
1196099,1185.0
1196525,1186.0
1197108,1188.0
1197513,1181.0
1198013,1160.0
1198607,1159.0
1199107,1160.0
1199606,1148.0
1200117,1134.0
1200606,1128.0
