Time (ms), Y Gyro (deg per sec)
904963,60.76519012451172
905064,61.06526565551758
905163,61.06526565551758
905263,61.965492248535156
905363,61.815452575683594
905463,61.515380859375
905573,62.11552810668945
905673,60.61515426635742
905753,61.06526565551758
905863,60.165042877197266
905943,59.26481628417969
906043,61.965492248535156
906163,62.86571502685547
906202,61.06526565551758
906362,61.6654167175293
906462,61.515380859375
906572,60.61515426635742
906672,61.515380859375
906772,61.815452575683594
906842,62.565643310546875
906972,61.21530532836914
907072,61.21530532836914
907172,61.515380859375
907271,61.6654167175293
907372,60.76519012451172
907471,62.11552810668945
907572,61.21530532836914
907671,62.565643310546875
907771,62.86571502685547
907851,61.515380859375
907911,61.06526565551758
908091,63.46586608886719
908181,63.31583023071289
908271,62.41560363769531
908371,59.864967346191406
908471,58.51462936401367
908570,58.51462936401367
908671,58.36458969116211
908770,59.864967346191406
908870,60.0150032043457
908920,58.21455383300781
909090,57.4643669128418
909140,57.01425552368164
909270,55.663917541503906
909340,55.663917541503906
909470,55.663917541503906
909580,58.36458969116211
909670,59.11478042602539
909769,61.815452575683594
909869,65.11627960205078
909930,67.96699523925781
910069,79.21980285644531
910169,83.72093200683594
910269,85.97149658203125
910369,89.12228393554688
910469,88.072021484375
910569,87.92198181152344
910669,91.37284088134766
910739,92.87322235107422
910869,94.52362823486328
910919,94.67366790771484
911098,94.67366790771484
911189,95.87397003173828
911278,95.123779296875
911368,94.37359619140625
911468,95.123779296875
911598,93.4733657836914
911688,95.57389068603516
911778,94.97374725341797
911868,94.37359619140625
911968,94.52362823486328
912098,96.17404174804688
912188,95.27381896972656
912278,95.123779296875
912307,94.97374725341797
912478,96.17404174804688
912567,96.47412109375
912668,95.123779296875
912767,96.02400970458984
912867,96.17404174804688
912947,95.42385864257812
913077,94.22355651855469
913177,95.42385864257812
913277,94.97374725341797
913377,93.4733657836914
913402,95.123779296875
913537,96.02400970458984
913667,94.52362823486328
913767,95.87397003173828
913866,95.57389068603516
913966,95.123779296875
914076,94.97374725341797
914176,95.123779296875
914266,94.97374725341797
914356,96.32408142089844
914466,96.17404174804688
914576,94.97374725341797
914676,95.27381896972656
914766,96.17404174804688
914865,95.57389068603516
914965,95.27381896972656
915075,94.97374725341797
915176,96.02400970458984
915245,94.37359619140625
915305,95.57389068603516
915465,94.07351684570312
915575,94.22355651855469
915675,94.97374725341797
915765,96.17404174804688
915855,95.123779296875
915965,88.52213287353516
916095,82.5206298828125
916185,77.26931762695312
916235,76.36909484863281
916364,73.21830749511719
916464,68.86721801757812
916574,66.0165023803711
916674,63.915977478027344
916764,60.165042877197266
916834,60.76519012451172
916964,56.41410446166992
917084,55.663917541503906
917174,54.61365509033203
917264,52.51313018798828
917363,51.91297912597656
917444,52.06301498413086
917503,51.312828063964844
917673,51.012752532958984
917763,50.712677001953125
917863,52.96324157714844
917963,51.762939453125
918023,52.21305465698242
918173,54.91373062133789
918263,53.563392639160156
918363,56.71417999267578
918463,57.314327239990234
918533,55.8139533996582
918673,54.76369094848633
918763,53.563392639160156
918862,55.8139533996582
918962,56.11402893066406
919072,57.01425552368164
919172,57.4643669128418
919212,56.41410446166992
919342,55.663917541503906
919472,56.11402893066406
919572,55.513877868652344
919682,56.41410446166992
