Time (ms), Z Gyro (deg per sec)
904973,-18.904726028442383
905073,-19.054763793945312
905173,-20.105026245117188
905273,-19.6549129486084
905373,-18.454614639282227
905473,-19.6549129486084
905583,-19.204801559448242
905683,-18.154539108276367
905763,-19.6549129486084
905873,-18.604650497436523
905953,-18.004501342773438
906053,-18.454614639282227
906173,-19.054763793945312
906203,-20.105026245117188
906373,-18.004501342773438
906472,-18.154539108276367
906582,-20.405101776123047
906682,-18.754688262939453
906782,-18.754688262939453
906852,-19.6549129486084
906982,-19.6549129486084
907082,-18.604650497436523
907182,-18.604650497436523
907282,-18.754688262939453
907382,-18.904726028442383
907481,-19.5048770904541
907582,-19.054763793945312
907681,-18.154539108276367
907781,-19.5048770904541
907861,-18.754688262939453
907921,-18.604650497436523
908101,-19.054763793945312
908191,-20.105026245117188
908281,-23.405851364135742
908381,-27.156789779663086
908481,-30.00750160217285
908581,-32.408103942871094
908681,-28.657163619995117
908781,-24.00600242614746
908880,-21.005250930786133
908930,-19.804950714111328
909100,-12.753188133239746
909150,-10.052513122558594
909280,-5.8514628410339355
909350,-3.3008251190185547
909480,-3.3008251190185547
909590,-4.201050281524658
909680,-6.001500606536865
909780,-3.150787830352783
909879,-1.800450086593628
909940,-1.800450086593628
910079,-9.602400779724121
910179,-13.053263664245605
910279,-13.353338241577148
910379,-7.501875400543213
910479,-1.9504876136779785
910579,-0.900225043296814
910679,-1.0502625703811646
910749,-1.3503376245498657
910879,-1.0502625703811646
910929,0.0
911109,-1.3503376245498657
911199,0.0
911289,-0.7501875758171082
911379,0.0
911478,-2.2505626678466797
911608,0.450112521648407
911698,-0.450112521648407
911788,-1.3503376245498657
911878,0.0
911978,-0.3000750243663788
912108,-0.900225043296814
912198,0.3000750243663788
912288,0.0
912318,-0.6001500487327576
912402,-0.3000750243663788
912577,-0.3000750243663788
912677,-0.3000750243663788
912777,0.3000750243663788
912877,0.0
912957,-0.7501875758171082
913087,0.0
913187,0.900225043296814
913202,-0.3000750243663788
913302,0.6001500487327576
913407,-1.5003751516342163
913547,-0.450112521648407
913677,-1.0502625703811646
913777,-0.6001500487327576
913877,-1.3503376245498657
913976,0.450112521648407
914086,-1.3503376245498657
914186,0.0
914276,-0.6001500487327576
914366,0.1500375121831894
914476,-0.6001500487327576
914586,0.450112521648407
914686,-0.450112521648407
914776,-0.6001500487327576
914876,0.450112521648407
914975,-0.6001500487327576
915086,-0.900225043296814
915185,0.1500375121831894
915255,0.3000750243663788
915315,0.7501875758171082
915475,-0.6001500487327576
915585,-0.7501875758171082
915685,-0.7501875758171082
915775,0.450112521648407
915865,-2.7006752490997314
915975,-0.450112521648407
916105,-5.101275444030762
916194,-6.301575660705566
916244,-7.201800346374512
916375,-10.052513122558594
916474,-12.153038024902344
916584,-9.902475357055664
916684,-9.902475357055664
916774,-12.903225898742676
916844,-13.503376007080078
916974,-16.804201126098633
917094,-20.705177307128906
917184,-23.255813598632812
917274,-23.7059268951416
917374,-25.656414031982422
917453,-24.156038284301758
917513,-22.655664443969727
917683,-21.305326461791992
917773,-21.005250930786133
917873,-22.205551147460938
917973,-21.005250930786133
918033,-19.804950714111328
918183,-19.054763793945312
918273,-21.155288696289062
918373,-20.405101776123047
918473,-22.205551147460938
918543,-19.804950714111328
918683,-15.603900909423828
918773,-16.504125595092773
918873,-17.55438804626465
918972,-16.954238891601562
919082,-18.604650497436523
919182,-17.854463577270508
919222,-17.704425811767578
919352,-17.55438804626465
919482,-16.804201126098633
919582,-16.504125595092773
919692,-16.054014205932617
919732,-16.654163360595703
919881,-16.804201126098633
919981,-16.054014205932617
920032,-15.453863143920898
920181,-15.003750801086426
920211,-16.204051971435547
920381,-16.504125595092773
920481,-16.354087829589844
920511,-16.954238891601562
920681,-15.603900909423828
920721,-16.204051971435547
920881,-16.954238891601562
920931,-15.303826332092285
921081,-16.054014205932617
921180,-16.654163360595703
921281,-16.504125595092773
921351,-16.804201126098633
921480,-17.254314422607422
921580,-13.95348834991455
921680,-15.303826332092285
921780,-16.354087829589844
921820,-16.204051971435547
921980,-17.704425811767578
922050,-17.40435028076172
922180,-17.854463577270508
922280,-18.604650497436523
922380,-16.804201126098633
922479,-17.254314422607422
922610,-17.55438804626465
922699,-18.004501342773438
922789,-15.603900909423828
922879,-14.25356388092041
922949,-15.303826332092285
923079,-16.204051971435547
923179,-18.154539108276367
923279,-18.454614639282227
923379,-17.704425811767578
923459,-17.704425811767578
923579,-15.303826332092285
923679,-15.453863143920898
923778,-15.153788566589355
923879,-16.804201126098633
923978,-18.454614639282227
924108,-18.454614639282227
924198,-18.904726028442383
924288,-18.604650497436523
924378,-16.954238891601562
924438,-14.25356388092041
924578,-15.003750801086426
924678,-15.603900909423828
924758,-15.303826332092285
924818,-16.804201126098633
924907,-16.804201126098633
925078,-17.854463577270508
925177,-16.354087829589844
925277,-14.10352611541748
925377,-12.753188133239746
925477,-14.403600692749023
925597,-17.55438804626465
925687,-18.004501342773438
925777,-19.6549129486084
925877,-19.5048770904541
925977,-15.453863143920898
926067,-16.054014205932617
926177,-14.703676223754883
926207,-14.553638458251953
926377,-16.504125595092773
926476,-15.453863143920898
926506,-16.054014205932617
926656,-14.553638458251953
926776,-15.453863143920898
926876,-16.504125595092773
926976,-16.504125595092773
927066,-16.804201126098633
927102,-16.954238891601562
927276,-18.154539108276367
927376,-17.704425811767578
927455,-17.254314422607422
927576,-15.303826332092285
927665,-15.003750801086426
927775,-14.703676223754883
927802,-15.153788566589355
927975,-15.003750801086426
928095,-16.204051971435547
928185,-16.204051971435547
928275,-15.453863143920898
928375,-14.403600692749023
928475,-15.753938674926758
928565,-17.254314422607422
928602,-18.154539108276367
928775,-15.003750801086426
928874,-13.95348834991455
928975,-16.804201126098633
929084,-22.055513381958008
929184,-21.75543975830078
929214,-22.955739974975586
929374,-20.255064010620117
929474,-19.804950714111328
929574,-21.155288696289062
929674,-23.255813598632812
929774,-22.355588912963867
929874,-24.756189346313477
929974,-27.156789779663086
930104,-29.707427978515625
930193,-31.057764053344727
930234,-30.00750160217285
930373,-26.856714248657227
930473,-22.955739974975586
930603,-20.105026245117188
930693,-17.704425811767578
930783,-16.804201126098633
930873,-15.003750801086426
930973,-14.553638458251953
931083,-15.453863143920898
931182,-17.40435028076172
931213,-17.55438804626465
931373,-21.455364227294922
931472,-27.606901168823242
931582,-27.9069766998291
931682,-19.954988479614258
931772,-17.854463577270508
931882,-14.25356388092041
931982,-11.102775573730469
932082,-1.3503376245498657
932182,3.7509377002716064
932282,2.550637722015381
932352,1.800450086593628
932402,-0.6001500487327576
932582,1.3503376245498657
932681,-2.100525140762329
932781,-1.6504125595092773
932861,-1.3503376245498657
932981,-2.550637722015381
933031,-1.0502625703811646
933181,-2.7006752490997314
933281,-0.6001500487327576
933321,1.2003000974655151
933481,0.0
933601,0.450112521648407
933690,0.7501875758171082
933781,-0.6001500487327576
933851,-0.450112521648407
933981,-0.450112521648407
934080,0.1500375121831894
934180,-1.5003751516342163
934280,0.7501875758171082
934380,0.450112521648407
934470,0.0
934610,1.2003000974655151
934780,0.450112521648407
