Time (ms), Z Acceleration (g)
904913,0.10693359375
905013,0.09716796875
905113,0.1103515625
905213,0.11572265625
905313,0.107421875
905413,0.11474609375
905523,0.1064453125
905623,0.12548828125
905703,0.10595703125
905813,0.10546875
905902,0.10400390625
906002,0.12255859375
906112,0.11962890625
906232,0.11474609375
906312,0.10791015625
906412,0.11328125
906522,0.130859375
906622,0.12353515625
906722,0.11474609375
906882,0.123046875
906922,0.10400390625
907022,0.13037109375
907122,0.111328125
907222,0.12255859375
907322,0.1103515625
907421,0.099609375
907521,0.03564453125
907621,0.08056640625
907721,0.05615234375
907802,0.1484375
907951,0.17724609375
908041,0.09423828125
908131,0.1064453125
908221,0.06298828125
908320,0.04833984375
908420,-0.0390625
908521,-0.06298828125
908620,-0.1123046875
908720,-0.111328125
908820,-0.11083984375
908960,-0.111328125
909040,-0.12841796875
909180,-0.0458984375
909220,-0.07080078125
909380,0.0283203125
909420,0.06396484375
909530,0.041015625
909620,0.0283203125
909720,0.00830078125
909820,0.04541015625
909969,0.05029296875
910019,0.02685546875
910119,0.02880859375
910219,0.03857421875
910319,0.02880859375
910419,0.05322265625
910519,0.02294921875
910619,0.0576171875
910779,0.07177734375
910819,0.09521484375
910959,0.20947265625
911049,0.12939453125
911138,0.14501953125
911228,0.08984375
911318,0.10205078125
911418,0.099609375
911548,0.10693359375
911638,0.0927734375
911728,0.083984375
911818,0.11669921875
911918,0.1142578125
912048,0.115234375
912138,0.11181640625
912228,0.10107421875
912347,0.11083984375
912428,0.0986328125
912517,0.10107421875
912617,0.11181640625
912717,0.0908203125
912817,0.10693359375
912902,0.11328125
913027,0.1103515625
913127,0.099609375
913227,0.11767578125
913327,0.11328125
913437,0.109375
913587,0.09521484375
913616,0.095703125
913716,0.10693359375
913816,0.10205078125
913916,0.095703125
914026,0.09423828125
914126,0.1044921875
914216,0.09814453125
914306,0.11328125
914416,0.1005859375
914526,0.111328125
914626,0.08447265625
914716,0.0986328125
914816,0.10693359375
914915,0.09619140625
915025,0.09619140625
915125,0.09326171875
915202,0.0927734375
915345,0.10546875
915415,0.09814453125
915525,0.08642578125
915625,0.068359375
915715,0.03955078125
915805,0.17041015625
915914,0.04833984375
916044,0.03955078125
916134,-0.02783203125
916274,0.0400390625
916314,0.05029296875
916414,0.01904296875
916524,0.01611328125
916624,0.0439453125
916714,0.03955078125
916874,0.033203125
916914,0.03857421875
917034,0.03173828125
917124,0.0234375
917214,0.00537109375
917314,-0.033203125
917402,0.0205078125
917563,0.0498046875
917623,0.03955078125
917713,0.03857421875
917813,0.01171875
917913,0.01416015625
918083,0.05078125
918123,0.03076171875
918213,0.017578125
918313,0.00830078125
918413,0.00341796875
918593,0.05615234375
918622,0.06005859375
918712,0.0712890625
918812,0.037109375
918912,0.03076171875
919022,0.009765625
919122,0.0205078125
919252,0.03759765625
919382,-0.00048828125
919422,0.01513671875
919522,0.0322265625
919632,0.01904296875
919762,0.04833984375
919822,-0.00537109375
919921,0.0126953125
920071,0.02685546875
920121,0.0419921875
920241,0.03564453125
920321,0.02685546875
920421,0.01611328125
920551,0.02978515625
920621,0.0244140625
920751,0.0302734375
920821,0.00341796875
920961,0.0302734375
921020,0.017578125
921120,0.0205078125
921220,0.021484375
921380,0.02685546875
921420,0.00732421875
921520,0.0244140625
921620,0.0419921875
921720,0.0302734375
921850,0.03369140625
921920,-0.00244140625
922090,0.0087890625
922120,0.02978515625
922220,0.03515625
922320,0.037109375
922419,0.03564453125
922549,0.0322265625
922639,0.021484375
922729,0.02880859375
922819,0.0146484375
922979,0.0205078125
923019,0.03564453125
923119,0.03076171875
923219,0.02587890625
923319,0.0244140625
923402,0.013671875
923519,0.025390625
923618,0.0263671875
923718,0.0283203125
923818,0.01904296875
923918,0.03857421875
924048,0.021484375
924138,0.015625
924228,0.02099609375
924318,-0.00927734375
924468,0.05126953125
924518,0.033203125
924618,0.02587890625
924702,0.03173828125
924847,0.01953125
924937,0.03173828125
925017,0.01513671875
925117,0.01806640625
925217,0.0341796875
925317,0.0341796875
925417,0.04443359375
925537,0.04541015625
925627,0.03076171875
925717,0.021484375
925817,0.017578125
925917,0.00830078125
926007,0.03369140625
926116,0.029296875
926236,0.02587890625
926316,0.0322265625
926416,0.0263671875
926546,0.0009765625
926602,0.021484375
926716,0.03125
926816,0.00830078125
926916,0.0107421875
927006,0.013671875
927126,0.01318359375
927216,0.033203125
927316,0.02587890625
927402,0.02783203125
927515,0.03564453125
927605,0.01953125
927715,0.03955078125
927825,0.0400390625
927915,0.03076171875
928035,-0.01171875
928125,0.00537109375
928215,0.0517578125
928315,0.021484375
928415,0.04248046875
928505,0.0283203125
928624,-0.00634765625
928714,0.009765625
928814,0.07861328125
928914,0.05712890625
929024,0.0556640625
929124,-0.0087890625
929244,0.00390625
929314,0.00537109375
929414,0.0185546875
929514,0.02685546875
929614,0.0078125
929714,0.02783203125
929814,0.0048828125
