Time (ms), Internal Temperature (C)
904894,24.059999465942383
905101,24.059999465942383
905503,24.049999237060547
906080,24.059999465942383
906503,24.059999465942383
907001,24.06999969482422
907503,24.06999969482422
908028,24.06999969482422
908608,24.06999969482422
909028,24.06999969482422
909516,24.06999969482422
910002,24.079999923706055
910503,24.079999923706055
911028,24.09000015258789
911528,24.079999923706055
912028,24.079999923706055
912503,24.100000381469727
913006,24.09000015258789
913574,24.09000015258789
914006,24.09000015258789
914506,24.110000610351562
915003,24.110000610351562
915503,24.110000610351562
916028,24.110000610351562
916503,24.1200008392334
917016,24.1200008392334
917541,24.1200008392334
918064,24.1200008392334
918570,24.1200008392334
919003,24.1299991607666
919503,24.1299991607666
920059,24.1299991607666
920538,24.139999389648438
921108,24.139999389648438
921503,24.149999618530273
922077,24.139999389648438
922528,24.139999389648438
923001,24.149999618530273
923502,24.149999618530273
924028,24.149999618530273
924503,24.149999618530273
925003,24.15999984741211
925516,24.170000076293945
926094,24.170000076293945
926534,24.170000076293945
927093,24.170000076293945
927503,24.18000030517578
928016,24.18000030517578
928592,24.18000030517578
929003,24.18000030517578
929501,24.190000534057617
930028,24.18000030517578
930528,24.190000534057617
931003,24.200000762939453
931503,24.200000762939453
932002,24.200000762939453
932503,24.209999084472656
933059,24.209999084472656
933528,24.209999084472656
934006,24.219999313354492
934532,24.219999313354492
935031,24.219999313354492
935606,24.209999084472656
936028,24.219999313354492
936503,24.229999542236328
937001,24.219999313354492
937616,24.229999542236328
938068,24.239999771118164
938502,24.229999542236328
939029,24.239999771118164
939528,24.229999542236328
940063,24.239999771118164
940528,24.239999771118164
941052,24.25
941528,24.239999771118164
942001,24.260000228881836
942571,24.25
943028,24.25
943570,24.260000228881836
944070,24.260000228881836
944502,24.260000228881836
945001,24.260000228881836
945528,24.260000228881836
946088,24.270000457763672
946501,24.280000686645508
947097,24.270000457763672
947503,24.270000457763672
948077,24.270000457763672
948576,24.290000915527344
949028,24.280000686645508
949502,24.290000915527344
950016,24.290000915527344
950503,24.290000915527344
951003,24.299999237060547
951528,24.290000915527344
952028,24.299999237060547
952503,24.299999237060547
953028,24.309999465942383
953542,24.309999465942383
954082,24.309999465942383
954506,24.31999969482422
955033,24.31999969482422
955503,24.329999923706055
956032,24.329999923706055
956543,24.34000015258789
957003,24.34000015258789
957549,24.350000381469727
958003,24.34000015258789
958611,24.360000610351562
959003,24.350000381469727
959503,24.360000610351562
960067,24.3700008392334
960528,24.3700008392334
961028,24.3799991607666
961528,24.3799991607666
962065,24.3799991607666
962516,24.3799991607666
963105,24.389999389648438
963604,24.399999618530273
964003,24.399999618530273
964503,24.40999984741211
965003,24.43000030517578
965529,24.43000030517578
966002,24.43000030517578
966528,24.43000030517578
967003,24.440000534057617
967503,24.440000534057617
968029,24.450000762939453
968503,24.459999084472656
969002,24.459999084472656
969503,24.459999084472656
970001,24.469999313354492
970539,24.469999313354492
971038,24.479999542236328
971502,24.469999313354492
972003,24.479999542236328
972529,24.479999542236328
973087,24.479999542236328
973503,24.489999771118164
974031,24.5
974528,24.5
975003,24.5
975531,24.5
976031,24.510000228881836
976532,24.510000228881836
977059,24.520000457763672
977528,24.520000457763672
978056,24.520000457763672
978528,24.510000228881836
979106,24.520000457763672
979516,24.520000457763672
980028,24.540000915527344
980601,24.530000686645508
981031,24.540000915527344
981528,24.540000915527344
982003,24.540000915527344
982502,24.540000915527344
983109,24.540000915527344
983503,24.540000915527344
984048,24.549999237060547
984501,24.549999237060547
985003,24.549999237060547
985516,24.549999237060547
986016,24.549999237060547
986528,24.549999237060547
987106,24.559999465942383
987585,24.559999465942383
988075,24.56999969482422
988528,24.559999465942383
989028,24.56999969482422
989503,24.559999465942383
990003,24.559999465942383
990528,24.56999969482422
991001,24.56999969482422
991528,24.56999969482422
992028,24.579999923706055
992601,24.579999923706055
993002,24.579999923706055
993503,24.579999923706055
994002,24.56999969482422
994528,24.579999923706055
995033,24.579999923706055
995506,24.56999969482422
996031,24.579999923706055
996503,24.56999969482422
997111,24.579999923706055
997550,24.579999923706055
998028,24.579999923706055
998567,24.59000015258789
999069,24.600000381469727
