Time (ms), X Mangetometer (uT)
904939,-16.954238891601562
905039,-17.854463577270508
905139,-17.104276657104492
905229,-17.854463577270508
905359,-17.40435028076172
905429,-18.304576873779297
905559,-16.354087829589844
905659,-18.004501342773438
905739,-16.504125595092773
905859,-17.854463577270508
905919,-18.004501342773438
906058,-18.904726028442383
906158,-17.704425811767578
906228,-19.954988479614258
906358,-18.004501342773438
906418,-17.40435028076172
906558,-17.104276657104492
906658,-17.854463577270508
906738,-17.854463577270508
906858,-16.354087829589844
906967,-18.004501342773438
907077,-18.154539108276367
907167,-18.004501342773438
907257,-17.104276657104492
907337,-18.004501342773438
907457,-16.804201126098633
907587,-16.054014205932617
907677,-16.954238891601562
907727,-17.704425811767578
907857,-16.504125595092773
907957,-17.854463577270508
908007,-18.154539108276367
908127,-17.254314422607422
908256,-18.004501342773438
908346,-17.104276657104492
908456,-18.304576873779297
908586,-17.104276657104492
908676,-17.40435028076172
908756,-17.40435028076172
908856,-17.704425811767578
908956,-17.704425811767578
909056,-16.954238891601562
909146,-18.904726028442383
909256,-18.604650497436523
909356,-18.004501342773438
909456,-18.604650497436523
909525,-17.104276657104492
909655,-17.40435028076172
909765,-19.204801559448242
909855,-18.004501342773438
909955,-17.704425811767578
910035,-17.704425811767578
910155,-17.704425811767578
910275,-16.354087829589844
910355,-17.254314422607422
910454,-17.104276657104492
910575,-17.104276657104492
910664,-18.004501342773438
910754,-17.254314422607422
910854,-17.104276657104492
910954,-17.40435028076172
911064,-17.704425811767578
911164,-17.254314422607422
911254,-18.004501342773438
911354,-17.40435028076172
911434,-17.704425811767578
911523,-18.154539108276367
911654,-16.354087829589844
911753,-18.604650497436523
911853,-17.854463577270508
911943,-16.504125595092773
912023,-18.754688262939453
912153,-15.903976440429688
912253,-16.954238891601562
912373,-18.754688262939453
912443,-17.40435028076172
912563,-17.40435028076172
912663,-17.254314422607422
912702,-18.154539108276367
912852,-18.004501342773438
912952,-17.104276657104492
913062,-16.804201126098633
913162,-17.40435028076172
913282,-18.154539108276367
913332,-17.854463577270508
913462,-18.154539108276367
913582,-17.704425811767578
913671,-18.604650497436523
913762,-17.704425811767578
913862,-17.854463577270508
913961,-18.154539108276367
914081,-18.154539108276367
914161,-17.254314422607422
914261,-17.104276657104492
914321,-17.40435028076172
914461,-18.304576873779297
914502,-16.954238891601562
914661,-17.254314422607422
914710,-16.204051971435547
914860,-18.604650497436523
914902,-18.004501342773438
915060,-16.804201126098633
915160,-17.254314422607422
915260,-16.354087829589844
915360,-18.154539108276367
915450,-17.854463577270508
915590,-17.104276657104492
915670,-19.204801559448242
915760,-17.40435028076172
915860,-18.754688262939453
915949,-17.854463577270508
916089,-17.254314422607422
916179,-17.254314422607422
916239,-18.304576873779297
916359,-17.854463577270508
916459,-18.304576873779297
916559,-18.004501342773438
916659,-17.254314422607422
916729,-17.854463577270508
916859,-18.604650497436523
916909,-18.754688262939453
917058,-18.004501342773438
917159,-17.854463577270508
917238,-17.854463577270508
917358,-17.854463577270508
917458,-18.004501342773438
917558,-16.354087829589844
917658,-16.354087829589844
917728,-16.954238891601562
917858,-17.854463577270508
917908,-18.904726028442383
918058,-16.504125595092773
918158,-18.304576873779297
918208,-17.254314422607422
918377,-16.954238891601562
918457,-16.504125595092773
918587,-17.854463577270508
918677,-20.405101776123047
918767,-16.804201126098633
918827,-16.954238891601562
918957,-16.204051971435547
919057,-17.854463577270508
919157,-17.254314422607422
919257,-18.604650497436523
919356,-17.704425811767578
919456,-16.804201126098633
919586,-17.704425811767578
919676,-18.604650497436523
919706,-16.804201126098633
919856,-18.604650497436523
919902,-19.054763793945312
920086,-18.004501342773438
920176,-17.104276657104492
920226,-19.054763793945312
920356,-18.604650497436523
920456,-17.254314422607422
920585,-17.704425811767578
920675,-16.504125595092773
920765,-17.254314422607422
920802,-17.854463577270508
920955,-17.254314422607422
921055,-17.40435028076172
921165,-18.604650497436523
921245,-17.254314422607422
921355,-16.954238891601562
921455,-18.304576873779297
921584,-18.004501342773438
921654,-19.804950714111328
921754,-17.254314422607422
921854,-17.104276657104492
921954,-17.854463577270508
922044,-18.004501342773438
922154,-16.954238891601562
922254,-17.104276657104492
922354,-18.004501342773438
922454,-17.104276657104492
922563,-18.754688262939453
922663,-17.104276657104492
922754,-17.254314422607422
922833,-16.954238891601562
922923,-17.854463577270508
923063,-17.254314422607422
923163,-18.004501342773438
923253,-16.204051971435547
923373,-17.254314422607422
923453,-17.854463577270508
923563,-17.40435028076172
923663,-18.754688262939453
923703,-19.054763793945312
923863,-18.304576873779297
923952,-18.754688262939453
924062,-16.804201126098633
924162,-17.104276657104492
924232,-17.704425811767578
924362,-16.054014205932617
924432,-18.604650497436523
924562,-18.004501342773438
924662,-17.40435028076172
924702,-17.104276657104492
924832,-18.904726028442383
924942,-17.40435028076172
925061,-16.954238891601562
925161,-16.804201126098633
925251,-17.854463577270508
925361,-18.154539108276367
925402,-16.204051971435547
925541,-17.40435028076172
925661,-18.304576873779297
925761,-17.854463577270508
925861,-18.754688262939453
925961,-17.104276657104492
926080,-17.854463577270508
926170,-17.254314422607422
926210,-16.504125595092773
926380,-17.254314422607422
926450,-17.854463577270508
926590,-18.004501342773438
926660,-17.104276657104492
926760,-17.254314422607422
926830,-16.804201126098633
926960,-17.704425811767578
927060,-19.204801559448242
927160,-17.40435028076172
927260,-17.854463577270508
927360,-17.254314422607422
927429,-18.004501342773438
927589,-17.704425811767578
927679,-16.054014205932617
927769,-18.604650497436523
927859,-17.40435028076172
927959,-17.854463577270508
928059,-18.154539108276367
928159,-16.054014205932617
928259,-17.254314422607422
928338,-17.854463577270508
928458,-17.854463577270508
928588,-18.754688262939453
928678,-16.354087829589844
928768,-17.254314422607422
928858,-18.004501342773438
928958,-16.954238891601562
929088,-17.854463577270508
929178,-17.704425811767578
929268,-16.354087829589844
929358,-18.754688262939453
929458,-17.40435028076172
929537,-17.854463577270508
929667,-17.104276657104492
929757,-17.854463577270508
929857,-18.904726028442383
929977,-16.954238891601562
930087,-16.354087829589844
930177,-17.254314422607422
930267,-18.904726028442383
930357,-17.854463577270508
930457,-17.40435028076172
930556,-18.004501342773438
930656,-18.604650497436523
930756,-17.104276657104492
930876,-17.254314422607422
930956,-17.704425811767578
931086,-17.854463577270508
931176,-18.154539108276367
931266,-18.004501342773438
931356,-17.40435028076172
931456,-17.104276657104492
931556,-17.854463577270508
931645,-18.004501342773438
931756,-16.354087829589844
931875,-16.504125595092773
931955,-18.004501342773438
932085,-18.154539108276367
932175,-16.954238891601562
932215,-18.154539108276367
932355,-19.054763793945312
932455,-17.854463577270508
932565,-17.254314422607422
932665,-17.254314422607422
932755,-16.054014205932617
932834,-16.204051971435547
932902,-16.954238891601562
933084,-17.104276657104492
933174,-17.854463577270508
933264,-17.104276657104492
933354,-18.004501342773438
933454,-17.854463577270508
933584,-18.304576873779297
933654,-17.704425811767578
933774,-18.304576873779297
933854,-17.40435028076172
933954,-18.304576873779297
934063,-16.354087829589844
934163,-15.903976440429688
934203,-16.354087829589844
934353,-16.504125595092773
934453,-17.254314422607422
934583,-15.603900909423828
934663,-15.153788566589355
934753,-15.303826332092285
934853,-15.153788566589355
934953,-14.553638458251953
935002,-15.453863143920898
935162,-16.054014205932617
935252,-16.504125595092773
935352,-16.954238891601562
935432,-17.40435028076172
935562,-20.405101776123047
935662,-19.054763793945312
935762,-16.354087829589844
935862,-14.25356388092041
935932,-15.603900909423828
936012,-18.754688262939453
936122,-19.954988479614258
936241,-20.555139541625977
936361,-21.905475616455078
936461,-25.206302642822266
936561,-28.807201385498047
936661,-30.7576904296875
936761,-31.057764053344727
936861,-29.857463836669922
936961,-27.456865310668945
937021,-27.156789779663086
937170,-26.25656509399414
937260,-25.506376266479492
937360,-29.257314682006836
937430,-28.35708999633789
937560,-31.507877349853516
937660,-31.057764053344727
937760,-30.15753936767578
937860,-28.807201385498047
937960,-26.556638717651367
938002,-26.25656509399414
938170,-24.756189346313477
938280,-25.506376266479492
938360,-26.556638717651367
938419,-27.756938934326172
938560,-30.00750160217285
938659,-31.657915115356445
938759,-31.057764053344727
938859,-29.557390213012695
938902,-28.957239151000977
939059,-30.907726287841797
939169,-30.60765266418457
939259,-30.907726287841797
939359,-29.707427978515625
939458,-31.207801818847656
939588,-31.807952880859375
939678,-33.308326721191406
939718,-33.308326721191406
939848,-31.807952880859375
939958,-32.85821533203125
940088,-32.108028411865234
940178,-29.857463836669922
940268,-29.557390213012695
940358,-30.15753936767578
940428,-28.957239151000977
940588,-27.756938934326172
940677,-27.456865310668945
940758,-26.406600952148438
940857,-25.656414031982422
940947,-24.306076049804688
941057,-25.506376266479492
941167,-28.20705223083496
941202,-27.756938934326172
941302,-26.25656509399414
941402,-25.656414031982422
941587,-26.556638717651367
941676,-26.856714248657227
941766,-26.856714248657227
941856,-26.856714248657227
941956,-28.20705223083496
942086,-27.9069766998291
942176,-29.257314682006836
942266,-31.207801818847656
942356,-30.15753936767578
942426,-29.257314682006836
942586,-29.557390213012695
942656,-28.657163619995117
942736,-31.057764053344727
942856,-30.60765266418457
942956,-30.45761489868164
943002,-30.45761489868164
943155,-27.9069766998291
943255,-28.807201385498047
943355,-28.05701446533203
943425,-26.556638717651367
943565,-26.406600952148438
943665,-25.656414031982422
943702,-23.405851364135742
943855,-24.756189346313477
943954,-26.406600952148438
944084,-25.356338500976562
944154,-26.25656509399414
944254,-25.206302642822266
944354,-26.25656509399414
944424,-25.506376266479492
944564,-25.206302642822266
944664,-22.355588912963867
944754,-21.75543975830078
944854,-20.105026245117188
944953,-21.005250930786133
945064,-19.5048770904541
945163,-20.705177307128906
945253,-21.75543975830078
945373,-20.855213165283203
945473,-22.505626678466797
945563,-21.905475616455078
945663,-20.555139541625977
945713,-19.804950714111328
945853,-20.855213165283203
945913,-21.905475616455078
946002,-19.804950714111328
946163,-20.105026245117188
946253,-18.604650497436523
946352,-18.904726028442383
946452,-20.405101776123047
946562,-18.154539108276367
946662,-19.5048770904541
946762,-21.455364227294922
946852,-19.6549129486084
946962,-18.304576873779297
947022,-19.5048770904541
947142,-18.904726028442383
947261,-18.754688262939453
947362,-16.954238891601562
947441,-15.903976440429688
947561,-17.254314422607422
947661,-15.003750801086426
947721,-15.153788566589355
947861,-12.453113555908203
947911,-11.552887916564941
948081,-9.75243854522705
948171,-10.952737808227539
948261,-10.952737808227539
948360,-10.502625465393066
948460,-8.552138328552246
948530,-8.552138328552246
948660,-7.951988220214844
948760,-8.252062797546387
948810,-7.951988220214844
948960,-6.601650238037109
949090,-5.8514628410339355
949180,-6.151537895202637
949260,-6.751688003540039
949359,-8.252062797546387
949460,-9.452363014221191
949560,-9.002250671386719
949659,-10.802700996398926
949749,-10.652663230895996
949802,-11.702925682067871
949909,-13.353338241577148
950059,-13.503376007080078
950159,-14.553638458251953
950202,-13.653413772583008
950359,-17.40435028076172
950459,-20.855213165283203
950559,-19.6549129486084
950659,-17.704425811767578
950758,-18.304576873779297
950808,-16.804201126098633
950958,-12.603151321411133
951058,-11.402851104736328
951158,-13.203300476074219
951228,-13.053263664245605
951358,-15.153788566589355
951458,-12.753188133239746
951587,-13.653413772583008
951667,-13.053263664245605
951758,-14.10352611541748
951858,-15.003750801086426
951957,-16.204051971435547
952087,-15.453863143920898
952177,-18.304576873779297
952267,-17.40435028076172
952357,-18.754688262939453
952457,-17.854463577270508
952557,-19.204801559448242
952657,-20.555139541625977
952757,-23.7059268951416
952856,-25.206302642822266
952906,-23.85596466064453
953056,-26.556638717651367
953156,-27.456865310668945
953256,-27.156789779663086
953356,-29.107276916503906
953456,-29.257314682006836
953556,-30.7576904296875
953656,-29.257314682006836
953756,-29.707427978515625
953856,-27.9069766998291
953956,-29.107276916503906
954085,-29.557390213012695
954175,-29.557390213012695
954225,-29.257314682006836
954355,-29.557390213012695
954425,-29.107276916503906
954525,-31.207801818847656
954655,-29.107276916503906
954755,-26.856714248657227
954855,-24.456113815307617
954915,-25.506376266479492
955002,-26.10652732849121
955164,-30.45761489868164
955254,-29.107276916503906
955354,-32.408103942871094
955454,-31.807952880859375
955554,-33.75843811035156
955654,-32.70817565917969
955754,-32.408103942871094
955854,-32.85821533203125
955902,-32.70817565917969
956064,-30.907726287841797
956164,-28.657163619995117
956254,-27.006752014160156
956354,-26.406600952148438
956453,-28.35708999633789
956553,-29.107276916503906
956633,-28.35708999633789
956753,-29.107276916503906
956853,-27.456865310668945
956913,-26.856714248657227
957063,-25.656414031982422
957163,-26.10652732849121
957202,-24.756189346313477
957352,-25.056264877319336
957422,-25.206302642822266
957562,-27.9069766998291
957662,-28.957239151000977
957772,-28.05701446533203
957862,-27.9069766998291
957962,-27.456865310668945
958062,-28.35708999633789
958162,-26.406600952148438
958202,-28.05701446533203
958362,-28.957239151000977
958462,-28.957239151000977
958561,-29.107276916503906
958671,-27.9069766998291
958761,-27.756938934326172
958861,-25.656414031982422
958961,-26.25656509399414
959011,-27.9069766998291
959121,-29.857463836669922
959211,-28.05701446533203
959361,-27.156789779663086
959460,-27.156789779663086
959560,-24.756189346313477
959670,-24.306076049804688
959760,-23.555889129638672
959860,-22.955739974975586
959960,-24.156038284301758
960060,-24.456113815307617
960170,-23.85596466064453
960260,-22.655664443969727
960360,-22.805702209472656
960460,-22.805702209472656
960560,-21.60540199279785
960669,-22.805702209472656
960759,-22.505626678466797
960859,-20.705177307128906
960959,-18.904726028442383
961059,-19.054763793945312
961159,-20.705177307128906
961259,-18.304576873779297
961359,-20.105026245117188
961429,-17.704425811767578
961559,-19.804950714111328
961658,-20.855213165283203
961758,-21.60540199279785
961858,-24.156038284301758
961958,-23.255813598632812
962088,-20.555139541625977
962108,-21.005250930786133
962258,-20.855213165283203
962318,-20.555139541625977
962458,-18.754688262939453
962578,-18.004501342773438
962668,-16.804201126098633
962738,-18.004501342773438
962802,-16.804201126098633
962958,-14.25356388092041
963087,-16.504125595092773
963157,-18.904726028442383
963257,-16.804201126098633
963357,-17.40435028076172
963457,-18.304576873779297
963557,-18.304576873779297
963657,-19.054763793945312
963702,-19.204801559448242
963857,-22.505626678466797
963956,-20.405101776123047
964056,-22.205551147460938
964156,-21.005250930786133
964256,-21.005250930786133
964346,-18.754688262939453
964402,-19.204801559448242
964586,-18.754688262939453
964606,-21.455364227294922
964756,-20.555139541625977
964836,-20.705177307128906
964956,-23.405851364135742
965055,-23.405851364135742
965156,-23.255813598632812
965255,-21.75543975830078
965355,-21.305326461791992
965455,-22.355588912963867
965565,-21.60540199279785
965665,-22.805702209472656
965755,-22.655664443969727
965855,-22.805702209472656
965955,-21.005250930786133
966075,-21.905475616455078
966165,-23.255813598632812
966254,-24.456113815307617
966354,-24.306076049804688
966454,-24.756189346313477
966564,-24.756189346313477
966664,-23.555889129638672
966754,-22.505626678466797
966854,-21.305326461791992
966954,-19.954988479614258
967004,-18.904726028442383
967154,-14.403600692749023
967253,-13.353338241577148
967354,-8.252062797546387
967453,-7.05176305770874
967563,-3.600900173187256
967663,-0.7501875758171082
967753,0.6001500487327576
967853,0.0
967913,-0.900225043296814
968063,-0.6001500487327576
968163,-5.101275444030762
968273,-4.201050281524658
968352,-2.2505626678466797
968452,-1.800450086593628
968522,-2.7006752490997314
968652,-1.2003000974655151
968762,1.2003000974655151
968832,1.6504125595092773
968962,-0.900225043296814
969062,0.6001500487327576
969162,4.951237678527832
969262,6.9017252922058105
969302,7.05176305770874
969462,14.25356388092041
969561,15.003750801086426
969661,16.054014205932617
969761,17.254314422607422
969831,14.703676223754883
969961,16.354087829589844
970061,17.854463577270508
970161,16.354087829589844
970251,17.254314422607422
970361,18.604650497436523
970461,20.405101776123047
970560,19.6549129486084
970660,20.705177307128906
970760,22.055513381958008
970830,20.255064010620117
970960,20.705177307128906
971060,20.405101776123047
971160,19.354839324951172
971230,19.6549129486084
971360,18.754688262939453
971470,19.054763793945312
971559,20.705177307128906
971660,20.255064010620117
971760,20.255064010620117
971830,22.205551147460938
971959,20.705177307128906
972059,19.5048770904541
972159,21.75543975830078
972239,22.505626678466797
972359,23.405851364135742
972429,23.555889129638672
972539,25.506376266479492
972659,29.857463836669922
972758,33.45836639404297
972858,31.657915115356445
972958,28.957239151000977
973058,20.855213165283203
973158,18.904726028442383
973258,13.803450584411621
973358,11.102775573730469
973458,10.502625465393066
973588,5.701425552368164
973677,2.4006001949310303
973768,0.7501875758171082
973858,0.3000750243663788
973902,1.9504876136779785
974087,3.0007503032684326
974177,3.7509377002716064
974267,5.101275444030762
974357,5.551387786865234
974457,7.05176305770874
974557,7.651913166046143
974657,11.402851104736328
974757,16.054014205932617
974857,15.453863143920898
974902,15.753938674926758
975096,14.25356388092041
975166,15.903976440429688
975256,14.403600692749023
975346,12.453113555908203
975402,12.153038024902344
975586,13.053263664245605
975666,15.003750801086426
975756,16.354087829589844
975856,18.454614639282227
975956,18.004501342773438
976076,20.405101776123047
976166,21.305326461791992
976202,22.205551147460938
976355,21.60540199279785
976455,20.555139541625977
976565,19.054763793945312
976665,19.804950714111328
976735,17.704425811767578
976855,15.453863143920898
976925,16.204051971435547
977002,15.303826332092285
977164,13.95348834991455
977204,13.353338241577148
977354,13.053263664245605
977454,10.802700996398926
977564,9.75243854522705
977664,7.05176305770874
977754,5.701425552368164
977844,3.7509377002716064
977954,3.0007503032684326
978074,2.550637722015381
978164,3.3008251190185547
978223,4.951237678527832
978323,3.4508626461029053
978424,3.150787830352783
978523,1.0502625703811646
978663,2.850712776184082
978763,4.951237678527832
978853,2.100525140762329
978953,2.100525140762329
979083,1.2003000974655151
979173,1.9504876136779785
979263,3.4508626461029053
979353,1.2003000974655151
979452,0.1500375121831894
979583,-0.6001500487327576
979672,-0.450112521648407
979752,0.0
979862,1.2003000974655151
979962,0.6001500487327576
980062,-0.3000750243663788
980172,0.6001500487327576
980212,0.3000750243663788
980362,0.3000750243663788
980402,1.5003751516342163
