Time (ms), External Temperature (C)
904887,21.3799991607666
905087,21.389999389648438
905502,21.389999389648438
906004,21.389999389648438
906503,21.389999389648438
907016,21.3799991607666
907528,21.389999389648438
908054,21.389999389648438
908528,21.389999389648438
909004,21.389999389648438
909573,21.3700008392334
910082,21.3799991607666
910516,21.389999389648438
911002,21.3700008392334
911571,21.3700008392334
912070,21.3799991607666
912504,21.3799991607666
913003,21.389999389648438
913528,21.389999389648438
914029,21.389999389648438
914548,21.389999389648438
915007,21.3799991607666
915533,21.389999389648438
916032,21.389999389648438
916503,21.360000610351562
917004,21.3700008392334
917504,21.360000610351562
918003,21.350000381469727
918528,21.3799991607666
919004,21.389999389648438
919528,21.389999389648438
920028,21.399999618530273
920528,21.40999984741211
921002,21.389999389648438
921532,21.3700008392334
922091,21.3700008392334
922504,21.3700008392334
923002,21.389999389648438
923504,21.360000610351562
924004,21.350000381469727
924503,21.350000381469727
925002,21.3700008392334
925588,21.3700008392334
926028,21.389999389648438
926538,21.389999389648438
927002,21.3799991607666
927528,21.3799991607666
928004,21.3799991607666
928528,21.399999618530273
929028,21.399999618530273
929585,21.3700008392334
930028,21.34000015258789
930503,21.34000015258789
931028,21.34000015258789
931504,21.329999923706055
932028,21.360000610351562
932504,21.360000610351562
933028,21.31999969482422
933531,21.31999969482422
934002,21.350000381469727
934529,21.360000610351562
935043,21.3799991607666
935501,21.389999389648438
936062,21.399999618530273
936507,21.399999618530273
937072,21.420000076293945
937502,21.40999984741211
938051,21.420000076293945
938503,21.420000076293945
939110,21.43000030517578
939528,21.43000030517578
940028,21.440000534057617
940528,21.450000762939453
941108,21.450000762939453
941528,21.440000534057617
942028,21.450000762939453
942533,21.450000762939453
943043,21.469999313354492
943503,21.469999313354492
944032,21.469999313354492
944503,21.469999313354492
945003,21.469999313354492
945502,21.479999542236328
946040,21.489999771118164
946504,21.479999542236328
947069,21.5
947503,21.489999771118164
948028,21.5
948577,21.510000228881836
949028,21.510000228881836
949502,21.510000228881836
950001,21.520000457763672
950504,21.520000457763672
951004,21.520000457763672
951535,21.510000228881836
952028,21.510000228881836
952503,21.5
953004,21.510000228881836
953501,21.520000457763672
954032,21.510000228881836
954572,21.479999542236328
955045,21.479999542236328
955502,21.479999542236328
956004,21.510000228881836
956501,21.520000457763672
957004,21.510000228881836
957503,21.520000457763672
958004,21.530000686645508
958502,21.540000915527344
959062,21.530000686645508
959502,21.549999237060547
960002,21.549999237060547
960502,21.549999237060547
961004,21.549999237060547
961502,21.559999465942383
962029,21.56999969482422
962516,21.56999969482422
963035,21.56999969482422
963504,21.56999969482422
964004,21.56999969482422
964529,21.56999969482422
965003,21.59000015258789
965503,21.579999923706055
966016,21.59000015258789
966503,21.59000015258789
967051,21.59000015258789
967504,21.59000015258789
968004,21.600000381469727
968569,21.600000381469727
969109,21.610000610351562
969501,21.6200008392334
970108,21.6200008392334
970608,21.6200008392334
971004,21.6200008392334
971504,21.6299991607666
972004,21.6299991607666
972586,21.6299991607666
973004,21.639999389648438
973528,21.649999618530273
