Time (ms), X Acceleration (g)
3039003,-0.9638671875
3039107,-0.97021484375
3039209,-0.9638671875
3039302,-0.96826171875
3039402,-0.9638671875
3039578,-0.96826171875
3039629,-0.95947265625
3039759,-0.97998046875
3039802,-0.96728515625
3039968,-0.95654296875
3040033,-0.9677734375
3040118,-0.96533203125
3040208,-0.96484375
3040302,-0.96484375
3040402,-0.9697265625
3040567,-0.96923828125
3040648,-0.95849609375
3040702,-0.96484375
3040802,-0.96923828125
3040902,-0.9609375
3041003,-0.9619140625
3041105,-0.9638671875
3041202,-0.96044921875
3041302,-0.9619140625
3041402,-0.97216796875
3041556,-0.9677734375
3041666,-0.9580078125
3041702,-0.9677734375
3041802,-0.96826171875
3041902,-0.96142578125
3042021,-0.97216796875
3042110,-0.96533203125
3042276,-0.96875
3042316,-0.9619140625
3042402,-0.9697265625
3042508,-0.96142578125
3042611,-0.96728515625
3042702,-0.96484375
3042802,-0.95947265625
3042902,-0.96337890625
3043004,-0.9638671875
3043102,-0.9716796875
3043202,-0.9599609375
3043302,-0.9697265625
3043402,-0.96533203125
3043505,-0.970703125
3043610,-0.96484375
3043702,-0.96923828125
3043802,-0.96484375
3043902,-0.96337890625
3044033,-0.97216796875
3044114,-0.9619140625
3044203,-0.96923828125
3044302,-0.9638671875
3044402,-0.96533203125
3044531,-0.9658203125
3044603,-0.9677734375
3044763,-0.96533203125
3044833,-0.9619140625
3044902,-0.96875
3045095,-0.9599609375
3045103,-0.9677734375
3045243,-0.96826171875
3045302,-0.966796875
3045402,-0.96435546875
3045505,-0.966796875
3045608,-0.9716796875
3045772,-0.96142578125
3045802,-0.9736328125
3045902,-0.97021484375
3046005,-0.96435546875
3046111,-0.96923828125
3046221,-0.9609375
3046302,-0.9716796875
3046451,-0.9560546875
3046503,-0.96142578125
3046612,-0.9560546875
3046702,-0.97607421875
3046802,-0.95654296875
3046902,-0.95654296875
3047003,-0.966796875
3047112,-0.95947265625
3047202,-0.96728515625
3047302,-0.96923828125
3047440,-0.96435546875
3047503,-0.966796875
3047607,-0.96044921875
3047749,-0.96826171875
