Time (ms), Air Pressure (P)
965101,99647.671875
965501,99647.671875
966014,99646.828125
966501,99653.0625
967049,99648.484375
967501,99645.78125
968001,99648.484375
968567,99641.234375
969107,99644.734375
969606,99644.5390625
970106,99644.5390625
970606,99645.3828125
971001,99641.84375
971501,99641.84375
972001,99638.125
972584,99633.546875
973001,99633.546875
973526,99634.390625
974026,99630.640625
974501,99626.09375
975035,99622.546875
975531,99617.9921875
976014,99619.6484375
976501,99615.0625
977043,99622.140625
977501,99614.046875
978014,99613.203125
978569,99619.453125
979026,99614.859375
979526,99621.9453125
980001,99613.84375
980514,99620.2578125
981087,99616.546875
981526,99613.6484375
982026,99616.34375
982605,99617.1875
983065,99617.1875
983574,99616.140625
984001,99624.2421875
984501,99614.2890625
985001,99621.546875
985602,99615.9375
986102,99615.9375
986601,99623.0
987027,99617.59375
987526,99617.59375
988026,99613.046875
988501,99621.140625
989001,99614.6953125
989549,99616.5859375
990026,99620.9375
990501,99607.4375
991108,99620.734375
991526,99620.734375
992001,99615.3359375
992501,99618.84375
993001,99617.8046875
993501,99615.1015625
994026,99610.75
994584,99612.40625
995104,99610.546875
995526,99618.640625
996046,99614.90625
996501,99618.4453125
997014,99620.09375
997526,99621.984375
998085,99619.0546875
998600,99621.75
999053,99616.3515625
999530,99616.1484375
1000029,99623.4375
1000579,99616.1484375
1001001,99621.546875
1001568,99616.1484375
1002001,99616.9921875
1002501,99624.046875
1003001,99615.953125
1003526,99616.796875
1004001,99614.90625
1004526,99615.75
1005001,99618.453125
1005501,99622.796875
1006104,99622.796875
1006526,99612.0
1007103,99622.796875
1007526,99612.0
1008102,99622.59375
1008582,99617.203125
1009001,99617.203125
1009501,99622.390625
1010100,99615.34375
1010501,99620.7421875
1011050,99617.0
1011599,99618.6484375
1012059,99618.6484375
1012538,99612.203125
1013108,99618.6484375
1013587,99613.25
1014067,99623.0
1014501,99622.1953125
1015005,99621.9921875
1015575,99619.2890625
1016001,99614.703125
1016605,99619.0546875
1017030,99616.359375
1017526,99621.75
1018057,99619.8984375
1018501,99612.640625
1019055,99615.34375
1019526,99621.546875
1020026,99622.390625
1020571,99617.0
1021026,99617.8125
1021570,99617.8125
1022001,99618.6484375
1022501,99616.796875
1023001,99617.6015625
1023538,99621.140625
1024026,99617.6015625
1024557,99620.1015625
1025026,99623.640625
1025501,99615.546875
1026106,99617.3984375
1026556,99616.3515625
1027026,99619.890625
1027514,99623.4375
1028104,99621.546875
1028501,99621.546875
1029001,99614.296875
1029514,99615.34375
1030032,99618.8515625
1030527,99619.890625
1031001,99615.34375
1031561,99618.8515625
1032101,99623.4375
1032501,99616.3515625
1033040,99614.5
1033526,99618.046875
1034049,99613.65625
1034501,99610.140625
1035026,99618.046875
1035578,99636.9453125
1036067,99604.53125
1036540,99593.734375
1037001,99581.0390625
1037596,99577.53125
1038030,99582.9296875
1038501,99575.640625
1039001,99566.7265625
1039604,99570.4375
1040001,99575.84375
1040527,99580.4375
1041107,99583.3359375
1041514,99583.3359375
1042052,99584.390625
1042527,99592.484375
1043101,99589.984375
1043540,99589.984375
1044060,99593.734375
1044501,99596.4375
1045001,99592.046875
1045514,99602.046875
1046048,99599.546875
1046538,99597.046875
1047001,99599.953125
1047587,99607.2421875
1048076,99599.34375
1048514,99603.09375
1049095,99607.6484375
1049575,99605.1484375
1050055,99609.09375
1050534,99611.796875
1051064,99609.296875
1051603,99609.09375
1052027,99609.09375
1052501,99610.140625
1053102,99611.59375
1053501,99606.1875
1054027,99610.140625
1054501,99606.765625
1055026,99618.6015625
1055526,99615.296875
1056029,99614.65625
1056505,99618.59375
1057026,99610.703125
1057568,99613.828125
1058001,99610.484375
1058526,99617.96875
1059047,99614.6328125
1059501,99609.640625
1060026,99616.078125
1060605,99614.625
1061014,99615.859375
1061501,99616.0625
1062001,99618.1484375
1062526,99618.34375
1063001,99619.59375
1063553,99614.59375
1064026,99615.828125
1064501,99613.53125
1065042,99613.765625
1065526,99612.2734375
1066080,99608.9609375
1066526,99611.046875
1067001,99613.09375
1067579,99606.25
1068026,99613.71875
1068501,99609.53125
1069026,99613.46875
1069501,99621.7890625
1070026,99622.1796875
1070501,99618.84375
1071066,99613.671875
1071501,99617.578125
1072105,99620.5
1072545,99616.34375
1073074,99618.359375
1073526,99612.546875
1074093,99610.046875
1074526,99616.671875
1075001,99615.21875
1075501,99617.265625
1076102,99614.984375
1076611,99615.375
1077034,99612.6875
1077526,99616.609375
1078014,99612.453125
1078599,99613.046875
1079001,99623.8203125
1079602,99617.1640625
1080102,99616.546875
1080501,99611.15625
1081001,99615.078125
1081501,99619.8203125
1082027,99624.59375
1082576,99612.34375
1083001,99618.96875
1083605,99617.703125
1084105,99617.703125
1084501,99618.9296875
1085001,99624.5
1085563,99619.5
1086001,99620.5390625
1086514,99620.921875
1087001,99620.3046875
1087601,99614.6875
1088101,99618.6015625
1088526,99615.90625
1089026,99609.875
1089526,99619.828125
1090099,99611.484375
1090526,99616.8671875
1091098,99619.96875
1091608,99610.59375
1092001,99621.359375
1092501,99617.203125
1093014,99619.234375
1093501,99616.953125
1094026,99610.078125
1094501,99618.375
1095026,99617.71875
1095554,99618.75
1096001,99613.5625
1096505,99615.15625
1097001,99615.15625
1097556,99614.5390625
1098001,99619.265625
1098565,99615.953125
1099026,99613.6328125
1099574,99617.359375
1100001,99620.234375
1100560,99615.234375
1101060,99607.5703125
1101599,99616.671875
1102112,99612.703125
1102538,99612.703125
1103078,99614.734375
1103514,99615.109375
1104097,99617.171875
1104526,99614.859375
1105106,99610.703125
1105514,99613.390625
1106026,99614.609375
1106501,99612.109375
1107001,99616.859375
1107526,99613.5078125
1108026,99613.734375
1108533,99619.296875
1109027,99614.2890625
1109602,99613.84375
1110001,99616.5390625
1110501,99613.1875
1111026,99615.25
1111591,99614.59375
1112027,99614.109375
1112550,99613.2734375
1113109,99611.984375
1113539,99614.671875
1114001,99609.6953125
1114568,99614.2265625
1115057,99613.78125
1115514,99607.75
1116001,99615.8125
1116586,99620.5625
1117105,99612.234375
1117501,99617.609375
1118078,99616.765625
1118604,99615.46875
1119104,99618.34375
1119576,99615.65625
1120097,99621.421875
1120501,99615.390625
1121001,99618.265625
1121571,99614.1015625
1122001,99614.28125
1122600,99612.0
1123026,99617.3671875
1123501,99614.015625
1124070,99619.7890625
1124527,99611.0625
1125026,99612.9375
1125526,99609.7734375
1126001,99614.328125
1126526,99609.140625
1127026,99613.0390625
1127527,99616.9375
1128001,99615.234375
1128501,99615.453125
1129095,99617.4765625
1129544,99612.46875
1130064,99617.0234375
1130554,99612.015625
1131073,99621.09375
1131526,99616.9375
1132001,99616.265625
1132526,99611.921875
1133051,99618.3203125
1133601,99620.5546875
1134101,99617.375
1134527,99620.0625
1135026,99621.265625
1135526,99616.921875
1136001,99612.578125
1136588,99621.59375
1137032,99618.453125
1137501,99618.640625
1138097,99616.125
1138539,99617.15625
1139001,99617.546875
1139536,99618.53125
1140109,99618.9296875
1140605,99620.125
1141001,99612.078125
1141501,99611.4140625
1142026,99625.859375
1142593,99621.6875
1143102,99617.34375
1143602,99614.171875
1144072,99622.21875
1144501,99617.03125
1145026,99613.71875
1145527,99619.2578125
1146001,99610.578125
1146589,99616.109375
1147026,99617.3125
1147578,99623.703125
1148048,99613.15625
1148501,99620.53125
1149001,99616.1875
1149501,99617.2109375
1150026,99619.21875
1150527,99612.203125
1151026,99619.609375
1151526,99616.25
1152074,99612.9375
1152526,99615.796875
1153001,99617.625
1153593,99613.4609375
1154052,99623.546875
1154526,99614.8359375
1155072,99618.5390625
1155514,99618.71875
1156111,99613.703125
1156591,99627.109375
1157060,99616.59375
1157529,99615.921875
1158001,99618.7734375
1158588,99611.9296875
1159098,99613.96875
1159501,99619.328125
1160111,99613.46875
1160547,99616.15625
1161110,99614.671875
1161501,99622.7109375
1162109,99616.8828125
1162527,99619.5625
1163045,99614.375
1163604,99612.078125
1164026,99616.59375
1164501,99614.9296875
1165001,99619.5859375
1165501,99617.078125
1166032,99619.1171875
1166501,99613.9296875
1167001,99613.2890625
1167526,99610.78125
1168027,99609.125
1168600,99611.296875
1169026,99608.625
1169599,99610.65625
1170088,99613.3359375
1170501,99618.015625
1171107,99608.671875
1171567,99611.34375
1172001,99614.234375
1172576,99613.3828125
1173076,99618.0703125
1173526,99607.5625
1174105,99611.21875
1174604,99609.734375
1175026,99615.09375
1175603,99608.25
1176005,99610.921875
1176501,99614.796875
1177029,99618.484375
1177592,99614.1484375
1178001,99611.8125
1178526,99612.828125
1179030,99612.15625
1179501,99623.8828125
1180026,99611.6796875
1180526,99618.8671875
1181001,99619.0703125
1181558,99618.21875
1182067,99608.703125
1182526,99615.0703125
1183077,99624.09375
1183501,99624.2890625
1184001,99621.609375
1184514,99619.2734375
1185001,99622.96875
1185526,99622.2890625
1186044,99616.125
1186501,99619.78125
1187001,99624.4921875
1187501,99617.4765625
1188001,99621.140625
1188501,99624.015625
1189101,99619.8125
1189526,99619.8125
1190026,99619.1640625
1190501,99624.6875
1191026,99616.828125
1191501,99621.3671875
1192098,99618.015625
1192501,99621.875
1193001,99618.375
1193607,99623.0546875
1194027,99623.0546875
1194501,99611.703125
1195106,99621.734375
1195526,99616.375
1196026,99620.0625
1196514,99622.90625
1197001,99622.265625
1197604,99616.234375
1198037,99621.5859375
1198526,99615.5859375
1199066,99609.6875
1199526,99619.40625
1200143,99624.078125
1200501,99616.0546875
1201070,99625.09375
1201526,99619.0625
1202100,99627.2890625
1202526,99621.9375
1203001,99628.46875
1203608,99622.4375
1204026,99622.4375
1204501,99616.4375
1205026,99620.9375
1205501,99623.78125
1206086,99623.78125
1206526,99622.28125
1207105,99618.9609375
1207526,99620.7890625
1208026,99628.984375
1208526,99619.296875
1209026,99621.125
1209526,99623.9609375
1210001,99619.7890625
1210501,99623.4765625
1211026,99620.96875
1211601,99616.796875
1212100,99619.46875
1212501,99624.984375
1213026,99623.328125
1213501,99631.5078125
1214001,99612.953125
1214532,99615.984375
1215001,99618.6640625
1215501,99621.5
1216026,99622.515625
1216501,99620.0
1217046,99616.484375
1217526,99618.5
1218045,99623.0078125
1218534,99622.1875
1219084,99622.359375
1219603,99625.1875
1220001,99614.6640625
1220514,99624.5078125
1221026,99614.0078125
1221501,99613.328125
1222026,99625.84375
1222601,99621.515625
1223001,99619.0
1223526,99614.828125
1224099,99619.359375
1224599,99616.6875
1225026,99616.0
1225548,99617.015625
1226048,99611.828125
1226526,99624.375
1227097,99619.1953125
1227606,99615.8359375
1228001,99618.5078125
1228527,99616.84375
1229105,99618.8671875
1229527,99618.8671875
1230026,99614.5
1230501,99618.1875
1231026,99621.859375
1231602,99615.015625
1232026,99615.015625
1232571,99616.03125
1233081,99618.859375
1233600,99614.6875
1234050,99620.03125
1234529,99618.34375
1235001,99622.8671875
1235526,99620.359375
1236102,99613.515625
1236501,99613.515625
1237091,99613.671875
1237587,99617.359375
1238026,99615.6875
1238526,99619.34375
1239026,99613.1796875
1239526,99611.484375
1240027,99625.03125
1240527,99614.5078125
1241104,99613.828125
1241501,99624.5078125
1242073,99620.171875
1242572,99621.1875
1243102,99617.0078125
1243571,99617.0078125
1244027,99615.3125
1244501,99615.46875
1245026,99624.296875
1245550,99614.625
1246059,99616.640625
1246501,99614.9453125
1247026,99614.125
1247608,99615.296875
1248001,99612.625
1248501,99621.6484375
1249001,99619.140625
1249527,99613.953125
1250065,99615.78125
1250526,99616.78125
1251014,99622.28125
1251604,99616.2890625
1252001,99618.9609375
1252514,99621.625
1253029,99615.59375
1253505,99622.796875
1254001,99617.609375
1254514,99616.765625
1255101,99616.109375
1255526,99621.453125
1256001,99617.078125
1256501,99618.09375
1257072,99613.75
1257529,99615.765625
1258111,99612.40625
1258526,99620.421875
1259027,99619.578125
1259526,99614.421875
1260014,99617.25
1260606,99615.5859375
1261001,99618.2578125
1261514,99608.546875
1262001,99613.078125
1262501,99617.71875
1263033,99618.734375
1263553,99617.0625
1264082,99614.3984375
1264602,99619.046875
1265001,99619.046875
1265601,99615.03125
1266001,99620.3671875
1266526,99617.703125
1267070,99621.375
1267609,99614.53125
1268001,99619.859375
1268608,99614.6875
1269014,99620.015625
1269526,99619.359375
1270027,99615.03125
1270526,99623.03125
1271001,99622.34375
1271605,99617.1640625
1272001,99619.828125
1272604,99612.984375
1273104,99608.65625
1273593,99616.6640625
1274063,99617.671875
1274536,99622.15625
1275030,99618.640625
1275501,99608.15625
1276085,99615.3125
1276594,99611.140625
1277104,99608.625
1277526,99608.625
1278082,99616.625
1278501,99616.625
1279026,99610.6328125
1279598,99614.2734375
1280001,99616.9375
1280587,99613.609375
1281001,99612.765625
1281576,99615.5859375
1282086,99614.765625
1282501,99614.921875
1283075,99618.4375
1283501,99615.9296875
1284104,99616.9375
1284501,99611.59375
1285001,99617.90625
1285501,99621.578125
1286102,99611.21875
1286501,99611.21875
1287026,99620.21875
1287570,99614.8828125
1288030,99623.0390625
1288530,99614.21875
1289014,99611.859375
1289526,99618.046875
1290001,99614.53125
1290527,99612.8671875
1291001,99616.5390625
1291607,99617.5078125
1292106,99609.6640625
1292586,99612.328125
1293105,99613.328125
1293535,99616.0
1294017,99618.8203125
1294505,99615.3359375
1295001,99614.484375
1295573,99614.640625
1296066,99613.828125
1296526,99614.796875
1297105,99616.796875
1297601,99620.46875
1298064,99625.796875
1298526,99616.140625
1299027,99619.7734375
1299526,99610.109375
1300099,99621.78125
1300526,99616.4453125
1301001,99617.453125
1301607,99616.59375
1302037,99616.59375
1302536,99625.4453125
1303001,99623.046875
1303501,99610.71875
1304001,99616.2109375
1304527,99615.359375
1305044,99617.2109375
1305501,99620.03125
1306026,99619.03125
1306501,99619.1796875
1307001,99617.515625
1307501,99621.1875
1308026,99617.671875
1308526,99624.0
1309001,99616.15625
1309501,99618.828125
1310027,99618.96875
1310589,99615.4921875
1311098,99620.9765625
1311538,99615.640625
1312001,99616.609375
1312514,99621.9453125
1313014,99620.28125
1313501,99616.796875
1314030,99617.953125
1314605,99618.921875
1315038,99621.578125
1315604,99613.734375
1316047,99619.0703125
1316577,99618.25
1317076,99618.40625
1317552,99616.59375
1318105,99619.40625
1318526,99622.21875
1319026,99619.5625
1319501,99617.890625
1320001,99614.375
1320501,99612.71875
1321099,99617.1953125
1321568,99613.015625
1322026,99621.859375
1322526,99615.828125
1323026,99617.53125
1323527,99624.828125
1324106,99613.3203125
1324501,99621.3125
1325105,99621.5
1325527,99621.5
1326001,99620.640625
1326603,99620.796875
1327026,99620.796875
1327501,99622.640625
1328001,99616.46875
1328526,99621.09375
1329051,99610.625
1329541,99612.4375
1330027,99617.765625
1330526,99618.765625
1331049,99617.1015625
1331529,99614.59375
1332001,99621.578125
1332501,99615.40625
1333107,99615.5546875
1333526,99612.890625
1334029,99621.0625
1334566,99618.3984375
1335026,99621.21875
1335575,99619.546875
1336038,99622.21875
1336501,99619.703125
1337001,99617.03125
1337514,99615.3359375
1338026,99618.1875
1338526,99624.328125
1339105,99611.15625
1339551,99617.484375
1340091,99621.0
1340600,99614.15625
1341026,99614.15625
1341609,99617.78125
1342026,99617.78125
1342501,99618.78125
1343001,99620.625
1343501,99612.7890625
1344057,99619.9296875
1344526,99614.75
1345001,99613.9375
1345605,99614.90625
1346065,99617.5625
1346501,99610.5703125
1347044,99616.75
1347501,99615.234375
1348026,99621.21875
1348501,99617.890625
1349026,99616.2265625
1349526,99611.859375
1350101,99620.703125
1350501,99616.375
1351001,99618.1875
1351527,99620.1875
1352109,99624.65625
1352598,99616.8203125
1353088,99616.8203125
1353567,99622.140625
1354030,99620.484375
1354537,99621.4765625
1355001,99620.625
1355501,99617.296875
1356001,99618.96875
1356526,99624.4375
1357001,99622.625
1357501,99618.265625
1358026,99619.2578125
1358527,99621.109375
1359026,99613.265625
1359526,99619.40625
1360026,99619.5546875
1360526,99618.734375
1361101,99613.5625
1361501,99621.546875
1362030,99621.546875
1362501,99621.546875
1363059,99615.5546875
1363608,99613.0390625
1364001,99613.0390625
1364526,99617.515625
1365026,99617.515625
1365501,99616.6640625
1366106,99620.328125
1366514,99618.65625
1367054,99617.8125
1367584,99619.65625
1368001,99617.984375
1368526,99617.984375
1369103,99618.1328125
1369592,99615.46875
1370026,99621.609375
1370526,99615.6171875
1371091,99620.09375
1371501,99616.609375
1372060,99621.9375
1372599,99621.09375
1373026,99614.09375
1373526,99619.5703125
1374068,99619.71875
1374587,99619.71875
1375001,99611.875
1375539,99617.0546875
1376106,99613.71875
1376605,99616.53125
1377048,99619.1875
1377574,99621.0
1378107,99615.6875
1378553,99618.34375
1379106,99623.8125
1379501,99615.828125
1380001,99620.328125
1380552,99618.6328125
1381101,99613.484375
1381600,99613.484375
1382040,99612.640625
1382599,99610.125
1383001,99612.7890625
1383501,99617.296875
1384001,99621.765625
1384501,99616.4453125
1385107,99617.4375
1385526,99616.59375
1386106,99617.578125
1386526,99612.265625
1387001,99617.578125
1387526,99618.578125
1388001,99619.5390625
1388526,99610.7421875
1389001,99620.53125
1389553,99619.828125
1390001,99617.984375
1390501,99618.1328125
1391001,99615.46875
1391501,99617.3125
1392090,99617.3125
1392501,99624.453125
1393069,99621.9296875
1393539,99609.4765625
1394098,99621.109375
1394526,99616.7890625
1395041,99617.75
1395501,99611.609375
1396106,99623.0703125
1396514,99625.734375
1397107,99618.7421875
1397605,99621.546875
1398044,99616.2265625
1398501,99616.375
1399083,99619.03125
1399501,99619.03125
1400001,99618.21875
1400526,99618.359375
1401001,99624.53125
1401501,99621.1640625
1402050,99623.828125
1402501,99616.84375
1403001,99621.3125
1403501,99622.296875
1404098,99621.453125
1404568,99619.640625
1405048,99621.453125
1405526,99621.625
1406107,99627.765625
1406576,99630.421875
1407026,99621.625
1407605,99619.109375
1408027,99627.09375
1408501,99625.421875
1409026,99622.765625
1409527,99623.7265625
1410073,99622.90625
1410526,99622.0625
1411001,99621.2109375
1411541,99624.859375
1412001,99620.390625
1412501,99624.859375
1413100,99619.6875
1413569,99619.6875
1414069,99621.53125
1414526,99626.0
1415001,99629.515625
1415501,99622.5234375
1416026,99624.3359375
1416501,99626.9921875
1417001,99630.640625
1417501,99623.625
1418055,99621.9609375
1418501,99613.171875
1419001,99622.953125
1419603,99617.78125
1420083,99623.09375
1420572,99625.609375
1421102,99620.4375
1421601,99621.4375
1422081,99623.234375
1422600,99618.0625
1423110,99623.3828125
1423530,99620.71875
1424089,99627.03125
1424598,99627.171875
1425058,99619.203125
1425578,99623.5546875
1426027,99621.859375
1426527,99620.1875
1427001,99624.6875
1427526,99629.15625
1428001,99623.84375
1428534,99619.515625
1429014,99620.3359375
1429603,99621.328125
1430063,99618.671875
1430526,99625.125
1431001,99624.265625
1431561,99626.921875
1432101,99619.9453125
1432600,99623.453125
1433026,99626.109375
1433599,99620.9375
1434005,99628.90625
1434501,99618.421875
1435029,99620.0859375
1435530,99619.40625
1436060,99627.25
1436501,99617.75
1437106,99621.21875
1437501,99621.21875
1438109,99623.203125
1438501,99620.546875
1439107,99622.359375
1439526,99622.359375
1440001,99620.6875
1440514,99626.0
1441102,99619.8359375
1441532,99622.5
1442101,99629.65625
1442501,99622.640625
1443030,99619.984375
1443599,99618.3125
1444014,99626.28125
1444609,99626.28125
1445001,99626.28125
1445527,99623.765625
1446107,99623.9375
1446501,99634.578125
1447026,99617.78125
1447526,99618.625
1448026,99625.75
1448501,99622.2421875
1449027,99621.421875
1449527,99622.390625
1450103,99624.2265625
1450501,99624.2265625
1451026,99623.375
1451601,99627.875
1452061,99622.5625
1452531,99628.828125
1453027,99627.1640625
1453569,99626.171875
1454089,99623.6875
1454526,99629.140625
1455108,99625.5
1455529,99622.84375
1456001,99622.1328125
1456526,99623.125
1457109,99618.9375
1457501,99624.96875
1458035,99629.421875
1458526,99630.28125
1459107,99617.125
1459526,99624.109375
1460073,99623.4375
1460501,99619.9296875
1461014,99628.890625
1461526,99624.390625
1462001,99622.7265625
1462501,99625.3828125
1463040,99626.234375
1463501,99630.6953125
1464059,99623.859375
1464526,99628.1796875
1465026,99625.5234375
1465529,99627.359375
1466014,99620.3515625
1466526,99619.671875
1467106,99624.984375
1467606,99619.8125
1468105,99624.28125
1468501,99618.96875
1469001,99618.140625
1469573,99626.9375
1470103,99626.1171875
1470526,99623.4609375
1471102,99627.109375
1471571,99627.109375
1472014,99624.453125
1472526,99622.75
1473001,99624.59375
1473600,99628.234375
1474089,99620.265625
1474529,99622.078125
1475026,99622.078125
1475607,99626.671875
1476026,99613.390625
1476501,99630.1796875
1477001,99625.859375
1477501,99629.328125
1478026,99619.6953125
1478501,99627.6640625
1479104,99624.1875
1479501,99629.5
1480103,99626.0
1480526,99627.796875
1481042,99626.984375
1481601,99616.5
1482026,99624.46875
1482600,99624.46875
1483026,99621.8125
1483501,99618.3125
1484099,99625.453125
1484598,99623.7578125
1485026,99621.1015625
1485527,99621.1015625
1486047,99625.734375
1486607,99621.2734375
1487036,99623.9296875
1487605,99617.765625
1488105,99624.890625
1488545,99624.890625
1489104,99621.40625
1489526,99621.40625
1490026,99626.7265625
1490603,99624.34375
1491032,99619.03125
1491501,99619.8828125
1492026,99621.6875
1492501,99625.1953125
1493001,99624.34375
1493599,99630.6484375
1494029,99623.5
1494599,99623.5
1495030,99627.9921875
1495529,99626.3203125
1496026,99623.8046875
1496501,99621.96875
1497110,99619.3125
1497501,99625.609375
1498026,99622.140625
1498604,99624.796875
1499001,99622.140625
1499603,99626.6015625
1500093,99628.40625
1500514,99629.25
1501027,99623.234375
1501501,99617.1015625
1502001,99628.7109375
1502600,99625.0703125
1503001,99630.515625
1503609,99625.2109375
1504069,99625.2109375
1504568,99629.671875
1505026,99622.6875
1505526,99620.03125
1506107,99621.0234375
1506501,99623.671875
1507046,99621.875
1507545,99622.828125
1508026,99629.984375
1508594,99628.140625
1509150,99629.125
1509526,99630.1171875
1510001,99628.28125
1510572,99623.953125
1511027,99624.9375
1511571,99626.609375
1512026,99619.625
1512527,99624.09375
1513100,99631.2421875
1513599,99626.921875
1514069,99621.609375
1514538,99628.578125
1515026,99626.0625
1515526,99621.609375
1516107,99631.375
1516576,99631.375
1517106,99626.203125
1517585,99623.546875
1518105,99630.53125
1518526,99627.0546875
1519026,99622.703125
1519603,99622.875
1520026,99628.1796875
1520526,99628.1796875
1521027,99624.671875
1521501,99628.1796875
1522091,99615.046875
1522526,99624.0
1523027,99625.65625
1523501,99624.8125
1524001,99628.3125
1524568,99630.96875
1525001,99624.9453125
1525577,99630.2578125
1526001,99625.9375
1526536,99622.296875
1527001,99625.9375
1527598,99630.390625
1528026,99627.7421875
1528527,99634.890625
1529001,99631.3828125
1529501,99620.765625
1530093,99619.09375
1530602,99633.21875
1531027,99626.2109375
1531601,99623.5546875
1532026,99627.90625
1532600,99623.7265625
1533030,99623.7265625
1533559,99624.5390625
1534014,99625.53125
1534588,99628.1875
1535029,99627.328125
1535597,99630.8359375
1536001,99624.8125
1536606,99627.46875
1537105,99630.96875
1537605,99630.96875
1538105,99625.796875
1538514,99625.796875
1539001,99629.3046875
1539501,99629.40625
1540001,99629.40625
1540552,99629.40625
1541026,99631.21875
1541514,99631.21875
1542100,99623.421875
1542540,99634.0390625
1543001,99628.734375
1543501,99626.078125
1544001,99627.03125
1544608,99628.8671875
1545001,99628.8671875
1545551,99625.359375
1546060,99623.6953125
1546501,99620.0546875
1547001,99628.015625
1547605,99627.328125
1548001,99622.0234375
1548501,99631.65625
1549053,99622.15625
1549573,99624.6796875
1550026,99626.625
1550501,99622.15625
1551101,99626.625
1551600,99629.2734375
1552026,99626.625
1552526,99624.953125
1553099,99618.796875
1553526,99627.609375
1554001,99622.4296875
1554608,99623.28125
1555027,99625.9375
1555501,99623.421875
1556056,99624.234375
1556501,99626.890625
1557001,99621.75
1557604,99625.21875
1558026,99627.875
1558603,99619.9140625
1559001,99627.875
1559602,99628.015625
1560102,99625.359375
1560601,99617.390625
1561027,99621.890625
1561501,99629.84375
1562100,99627.1875
1562550,99624.5390625
1563049,99623.6875
1563526,99623.6875
1564029,99623.828125
1564505,99624.671875
1565107,99625.65625
1565540,99617.703125
1566096,99619.5
1566605,99626.6171875
1567108,99625.796875
1567527,99628.453125
1568026,99627.6015625
1568553,99621.4765625
1569073,99626.78125
1569501,99622.421875
1570026,99622.296875
1570526,99626.921875
1571081,99622.59375
1571527,99625.9296875
1572100,99620.7578125
1572501,99626.0625
1573026,99626.203125
1573598,99622.59375
1574029,99619.09375
1574607,99620.890625
1575037,99620.890625
1575606,99624.53125
1576105,99621.875
1576595,99629.84375
1577001,99626.34375
1577594,99621.875
1578054,99624.671875
1578553,99630.828125
1579001,99626.5
1579592,99624.671875
1580001,99625.65625
1580571,99617.6953125
1581001,99620.34375
1581501,99623.984375
1582100,99621.328125
1582501,99626.640625
1583001,99622.1484375
1583526,99624.96875
1584001,99623.265625
1584526,99623.265625
1585106,99617.96875
1585501,99623.265625
1586026,99628.578125
1586501,99624.25
1587104,99627.890625
1587501,99625.2421875
1588026,99626.0625
1588501,99617.28125
1589106,99624.390625
1589527,99625.2421875
1590026,99631.53125
1590501,99625.375
1591026,99623.578125
1591590,99628.03125
1592001,99621.875
1592598,99619.21875
1593038,99621.875
1593501,99620.203125
1594107,99628.15625
1594597,99622.859375
1595106,99619.515625
1595536,99624.828125
1596001,99626.5
1596534,99624.828125
1597044,99623.9765625
1597501,99622.171875
1598026,99629.28125
1598526,99625.78125
1599026,99630.1328125
1599541,99630.1328125
1600071,99625.78125
1600600,99630.265625
1601026,99630.265625
1601599,99625.9375
1602001,99628.59375
1602608,99621.59375
