Time (ms), Z Gyro (deg per sec)
904929,-0.18292683362960815
905029,-0.3658536672592163
905129,-0.3658536672592163
905219,-0.3048780560493469
905349,-0.3658536672592163
905419,-0.3048780560493469
905549,-0.24390244483947754
905649,-0.3048780560493469
905729,-0.3048780560493469
905848,-0.3048780560493469
905908,-0.3048780560493469
906048,-0.3048780560493469
906148,-0.24390244483947754
906218,-0.3048780560493469
906348,-0.3048780560493469
906408,-0.3658536672592163
906548,-0.3048780560493469
906648,-0.3048780560493469
906728,-0.3048780560493469
906848,-0.3658536672592163
906958,-0.4268292784690857
907067,-0.3048780560493469
907157,-0.24390244483947754
907247,-0.3658536672592163
907327,-0.3048780560493469
907447,-0.24390244483947754
907577,-0.3048780560493469
907667,-0.3658536672592163
907717,-0.3048780560493469
907847,-0.3658536672592163
907946,-0.3658536672592163
908002,-0.3658536672592163
908116,-0.3658536672592163
908246,-0.3658536672592163
908336,-0.3658536672592163
908446,-0.4268292784690857
908576,-0.3048780560493469
908666,-0.24390244483947754
908746,-0.24390244483947754
908846,-0.3658536672592163
908946,-0.3048780560493469
909045,-0.3048780560493469
909135,-0.24390244483947754
909245,-0.3658536672592163
909345,-0.3658536672592163
909445,-0.18292683362960815
909515,-0.24390244483947754
909645,-0.3658536672592163
909755,-0.3048780560493469
909845,-0.3048780560493469
909945,-0.3048780560493469
910025,-0.24390244483947754
910144,-0.3048780560493469
910265,-0.3658536672592163
910344,-0.3048780560493469
910444,-0.3658536672592163
910564,-0.3048780560493469
910654,-0.3658536672592163
910744,-0.3048780560493469
910844,-0.24390244483947754
910944,-0.3048780560493469
911054,-0.3658536672592163
911154,-0.3658536672592163
911244,-0.3658536672592163
911344,-0.3048780560493469
911423,-0.3658536672592163
911513,-0.3658536672592163
911643,-0.24390244483947754
911743,-0.3658536672592163
911843,-0.3658536672592163
911933,-0.24390244483947754
912013,-0.3658536672592163
912143,-0.3048780560493469
912243,-0.3048780560493469
912363,-0.3048780560493469
912433,-0.3048780560493469
912552,-0.3048780560493469
912652,-0.3658536672592163
912772,-0.3048780560493469
912842,-0.3048780560493469
912942,-0.3048780560493469
913052,-0.24390244483947754
913152,-0.3048780560493469
913272,-0.3048780560493469
913322,-0.3048780560493469
913451,-0.3658536672592163
913571,-0.24390244483947754
913662,-0.3048780560493469
913751,-0.3048780560493469
913851,-0.24390244483947754
913951,-0.4268292784690857
914071,-0.3048780560493469
914151,-0.3658536672592163
914251,-0.24390244483947754
914311,-0.3048780560493469
914451,-0.3048780560493469
914591,-0.3048780560493469
914650,-0.3048780560493469
914702,-0.3658536672592163
914850,-0.3658536672592163
914980,-0.3658536672592163
915050,-0.3048780560493469
915150,-0.3048780560493469
915250,-0.3048780560493469
915350,-0.3048780560493469
915440,-0.24390244483947754
915580,-0.3658536672592163
915660,-0.3658536672592163
915750,-0.24390244483947754
915850,-0.24390244483947754
915939,-0.3658536672592163
916079,-0.3658536672592163
916169,-0.24390244483947754
916229,-0.3048780560493469
916349,-0.4268292784690857
916449,-0.3048780560493469
916549,-0.3048780560493469
916649,-0.3048780560493469
916719,-0.3658536672592163
916848,-0.3048780560493469
916902,-0.3048780560493469
917048,-0.3048780560493469
917148,-0.3658536672592163
917228,-0.3658536672592163
917348,-0.24390244483947754
917448,-0.3658536672592163
917548,-0.3048780560493469
917648,-0.3658536672592163
917718,-0.24390244483947754
917848,-0.3048780560493469
917902,-0.3048780560493469
918047,-0.3048780560493469
918147,-0.3048780560493469
918202,-0.4268292784690857
918367,-0.3048780560493469
918447,-0.3048780560493469
918577,-0.24390244483947754
918667,-0.3048780560493469
918757,-0.3048780560493469
918817,-0.24390244483947754
918947,-0.3048780560493469
919047,-0.3048780560493469
919147,-0.3048780560493469
919246,-0.24390244483947754
919346,-0.3048780560493469
919446,-0.3048780560493469
919576,-0.3048780560493469
919666,-0.24390244483947754
919786,-0.3658536672592163
919846,-0.3048780560493469
919976,-0.3048780560493469
920076,-0.3048780560493469
920166,-0.3658536672592163
920216,-0.3048780560493469
920346,-0.3048780560493469
920445,-0.3048780560493469
920575,-0.24390244483947754
920665,-0.3658536672592163
920755,-0.3658536672592163
920875,-0.3658536672592163
920945,-0.3048780560493469
921045,-0.3048780560493469
921155,-0.3048780560493469
921235,-0.3658536672592163
921344,-0.24390244483947754
921444,-0.3048780560493469
921574,-0.3048780560493469
921644,-0.3048780560493469
921744,-0.3048780560493469
921844,-0.3048780560493469
921944,-0.3658536672592163
922034,-0.3048780560493469
922144,-0.3048780560493469
922244,-0.18292683362960815
922344,-0.4268292784690857
