Time (ms), Z Mangetometer (uT)
904959,-48.612152099609375
905059,-50.26256561279297
905159,-49.0622673034668
905249,-49.81245422363281
905379,-50.712677001953125
905449,-50.26256561279297
905579,-49.66241455078125
905679,-49.81245422363281
905759,-49.66241455078125
905879,-50.712677001953125
905938,-49.51237869262695
906078,-50.41260528564453
906178,-49.81245422363281
906248,-51.012752532958984
906378,-50.26256561279297
906438,-49.51237869262695
906578,-49.212303161621094
906678,-49.0622673034668
906758,-50.26256561279297
906878,-51.312828063964844
906902,-49.0622673034668
907098,-50.26256561279297
907187,-50.26256561279297
907277,-51.012752532958984
907357,-49.66241455078125
907477,-49.36233901977539
907607,-51.312828063964844
907697,-49.0622673034668
907747,-50.56264114379883
907877,-50.11252975463867
907977,-50.712677001953125
908027,-49.0622673034668
908147,-49.81245422363281
908277,-49.81245422363281
908366,-49.51237869262695
908476,-50.26256561279297
908606,-49.66241455078125
908696,-49.212303161621094
908776,-50.86271667480469
908876,-49.51237869262695
908976,-49.51237869262695
909076,-49.66241455078125
909166,-50.11252975463867
909275,-49.51237869262695
909375,-49.66241455078125
909475,-50.56264114379883
909545,-50.41260528564453
909675,-49.51237869262695
909702,-49.212303161621094
909875,-50.11252975463867
909975,-50.26256561279297
910055,-49.81245422363281
910175,-50.712677001953125
910205,-50.86271667480469
910374,-50.11252975463867
910475,-50.712677001953125
910594,-50.56264114379883
910684,-51.312828063964844
910774,-49.81245422363281
910874,-50.56264114379883
910974,-49.66241455078125
911084,-49.36233901977539
911184,-50.41260528564453
911274,-49.51237869262695
911374,-50.56264114379883
911453,-50.56264114379883
911543,-49.51237869262695
911673,-50.712677001953125
911773,-49.212303161621094
911873,-49.66241455078125
911963,-51.012752532958984
912043,-51.312828063964844
912173,-48.46211624145508
912273,-50.26256561279297
912303,-49.81245422363281
912463,-49.212303161621094
912582,-50.11252975463867
912682,-49.51237869262695
912713,-50.86271667480469
912872,-51.012752532958984
912972,-50.56264114379883
913082,-49.81245422363281
913182,-49.36233901977539
913212,-48.76219177246094
913352,-49.81245422363281
913482,-49.51237869262695
913602,-50.56264114379883
913692,-48.46211624145508
913781,-50.11252975463867
913881,-50.26256561279297
913981,-50.26256561279297
914002,-49.51237869262695
914181,-49.81245422363281
914281,-50.41260528564453
914341,-49.66241455078125
914481,-49.36233901977539
914521,-51.312828063964844
914681,-50.41260528564453
914731,-50.86271667480469
914881,-50.41260528564453
914921,-49.36233901977539
915080,-50.712677001953125
915180,-49.51237869262695
915280,-50.86271667480469
915380,-49.51237869262695
915470,-50.26256561279297
915502,-49.81245422363281
915690,-50.26256561279297
915780,-48.612152099609375
915880,-49.51237869262695
915970,-50.11252975463867
916109,-50.56264114379883
916259,-48.76219177246094
916379,-49.81245422363281
916479,-50.11252975463867
916579,-49.51237869262695
916679,-50.26256561279297
916749,-48.76219177246094
916879,-49.81245422363281
916929,-50.11252975463867
917079,-50.41260528564453
917178,-50.26256561279297
917258,-50.11252975463867
917378,-49.66241455078125
917478,-50.712677001953125
917578,-50.56264114379883
917678,-50.56264114379883
917748,-49.212303161621094
917878,-49.81245422363281
917928,-49.66241455078125
918078,-50.56264114379883
918178,-50.712677001953125
918227,-49.66241455078125
918307,-49.51237869262695
918477,-49.81245422363281
918607,-49.81245422363281
918697,-48.312076568603516
918787,-49.212303161621094
918847,-50.712677001953125
918977,-49.66241455078125
919077,-50.712677001953125
919177,-50.26256561279297
919277,-49.36233901977539
919377,-49.66241455078125
919477,-49.66241455078125
919606,-50.11252975463867
919696,-50.41260528564453
919726,-51.6129035949707
919876,-49.81245422363281
919916,-49.66241455078125
920106,-51.6129035949707
920246,-50.41260528564453
920376,-48.612152099609375
920475,-50.26256561279297
920606,-48.612152099609375
920695,-49.81245422363281
920785,-48.612152099609375
920815,-49.66241455078125
920975,-50.41260528564453
921075,-50.41260528564453
921185,-50.11252975463867
921265,-49.66241455078125
921375,-50.86271667480469
921475,-50.41260528564453
921505,-50.56264114379883
921674,-50.56264114379883
921774,-49.66241455078125
921874,-48.612152099609375
921974,-50.56264114379883
922064,-49.36233901977539
922174,-49.66241455078125
922274,-51.462867736816406
922374,-49.51237869262695
922474,-49.51237869262695
922584,-49.36233901977539
922684,-49.36233901977539
922773,-49.66241455078125
922853,-49.51237869262695
922943,-49.0622673034668
923083,-51.312828063964844
923183,-51.012752532958984
923273,-49.212303161621094
923303,-50.56264114379883
923473,-50.26256561279297
923583,-50.86271667480469
923683,-49.66241455078125
923723,-50.11252975463867
923802,-50.41260528564453
923973,-50.11252975463867
924082,-51.6129035949707
924182,-49.81245422363281
924252,-49.51237869262695
924382,-49.81245422363281
924452,-50.56264114379883
924582,-49.36233901977539
924682,-49.36233901977539
924722,-50.26256561279297
924852,-50.56264114379883
924962,-49.36233901977539
925081,-50.26256561279297
925181,-49.81245422363281
925271,-50.56264114379883
925381,-48.612152099609375
925421,-50.26256561279297
925561,-48.612152099609375
925681,-50.86271667480469
925781,-50.11252975463867
925881,-50.56264114379883
925981,-49.66241455078125
926100,-50.26256561279297
926190,-49.51237869262695
926230,-48.46211624145508
926310,-48.76219177246094
926470,-50.11252975463867
926510,-49.66241455078125
926680,-49.212303161621094
926780,-49.66241455078125
926850,-51.012752532958984
926980,-50.26256561279297
927080,-49.66241455078125
927180,-49.81245422363281
927279,-50.712677001953125
927379,-49.212303161621094
927449,-49.81245422363281
927609,-49.51237869262695
927699,-51.312828063964844
927789,-50.86271667480469
927879,-49.66241455078125
927979,-49.81245422363281
928079,-48.16204071044922
928178,-50.26256561279297
928279,-50.86271667480469
928358,-49.36233901977539
928478,-49.66241455078125
928608,-50.712677001953125
928698,-49.81245422363281
928788,-51.6129035949707
928878,-49.66241455078125
928978,-49.51237869262695
929108,-50.11252975463867
929198,-49.66241455078125
929287,-48.76219177246094
929378,-49.51237869262695
929477,-48.76219177246094
929557,-50.41260528564453
929602,-49.81245422363281
929777,-51.462867736816406
929877,-50.712677001953125
929907,-50.56264114379883
930107,-50.86271667480469
930197,-51.012752532958984
930287,-49.212303161621094
930377,-50.11252975463867
930477,-50.712677001953125
930577,-49.66241455078125
930677,-49.81245422363281
930776,-50.41260528564453
930806,-51.012752532958984
930976,-49.81245422363281
931106,-49.66241455078125
931196,-49.36233901977539
931286,-49.51237869262695
931376,-50.41260528564453
931476,-50.712677001953125
931576,-50.86271667480469
931666,-50.56264114379883
931775,-49.66241455078125
931805,-50.86271667480469
931975,-50.712677001953125
932105,-50.86271667480469
932195,-50.11252975463867
932235,-49.81245422363281
932375,-49.36233901977539
932475,-49.36233901977539
932585,-50.41260528564453
932684,-50.86271667480469
932775,-50.712677001953125
932854,-51.312828063964844
932915,-49.81245422363281
933104,-50.11252975463867
933194,-49.36233901977539
933284,-50.26256561279297
933374,-50.712677001953125
933474,-50.26256561279297
933504,-49.51237869262695
933674,-50.11252975463867
933704,-49.81245422363281
933874,-51.462867736816406
933973,-50.712677001953125
934083,-51.462867736816406
934183,-51.91297912597656
934223,-50.86271667480469
934373,-52.06301498413086
934473,-50.86271667480469
934502,-52.813201904296875
934683,-50.11252975463867
934773,-51.91297912597656
934873,-50.712677001953125
934973,-51.6129035949707
935013,-50.56264114379883
935182,-51.91297912597656
935272,-48.76219177246094
935372,-53.563392639160156
935452,-51.012752532958984
935582,-52.51313018798828
935682,-54.91373062133789
935782,-56.71417999267578
935882,-58.51462936401367
935952,-56.11402893066406
936032,-56.71417999267578
936142,-52.36309051513672
936262,-48.76219177246094
936381,-43.96099090576172
936481,-42.76068878173828
936581,-37.05926513671875
936681,-33.75843811035156
936781,-29.257314682006836
936881,-27.156789779663086
936981,-24.606151580810547
937041,-26.556638717651367
937191,-23.255813598632812
937281,-25.80645179748535
937381,-23.405851364135742
937450,-22.955739974975586
937580,-20.405101776123047
937680,-17.854463577270508
937780,-18.154539108276367
937880,-16.804201126098633
937980,-15.603900909423828
938020,-17.254314422607422
938190,-18.004501342773438
938210,-17.40435028076172
938379,-15.603900909423828
938440,-18.004501342773438
938579,-20.405101776123047
938679,-17.55438804626465
938779,-19.6549129486084
938879,-16.504125595092773
938919,-19.204801559448242
939079,-20.255064010620117
939189,-21.905475616455078
939279,-22.505626678466797
939379,-21.455364227294922
939479,-23.255813598632812
939608,-22.055513381958008
939698,-24.00600242614746
939738,-24.606151580810547
939868,-23.555889129638672
939978,-25.95648956298828
940108,-27.9069766998291
940198,-29.857463836669922
940288,-29.707427978515625
940378,-31.357839584350586
940448,-31.507877349853516
940607,-35.55889129638672
940777,-39.1597900390625
940877,-39.0097541809082
940967,-39.0097541809082
941077,-37.65941619873047
941187,-39.909976959228516
941217,-42.310577392578125
941317,-40.510128021240234
941417,-39.3098258972168
941607,-41.86046600341797
941697,-42.16054153442383
941787,-40.510128021240234
941877,-41.11027908325195
941976,-37.809452056884766
942106,-34.208553314208984
942196,-33.608402252197266
942286,-33.308326721191406
942376,-31.957988739013672
942446,-31.657915115356445
942506,-32.55813980102539
942676,-29.407352447509766
942755,-28.35708999633789
942875,-26.706676483154297
942975,-24.756189346313477
943015,-22.955739974975586
943175,-23.105775833129883
943275,-18.604650497436523
943375,-19.204801559448242
943445,-19.5048770904541
943585,-18.604650497436523
943685,-18.004501342773438
943715,-17.704425811767578
943875,-17.55438804626465
943975,-16.954238891601562
944005,-16.054014205932617
944174,-15.603900909423828
944274,-15.453863143920898
944374,-14.25356388092041
944444,-13.503376007080078
944584,-13.353338241577148
944684,-11.8529634475708
944774,-10.802700996398926
944874,-10.652663230895996
944974,-10.652663230895996
945084,-12.753188133239746
945184,-13.353338241577148
945273,-12.153038024902344
945303,-12.153038024902344
945403,-13.95348834991455
945583,-13.053263664245605
945683,-11.252813339233398
945733,-12.903225898742676
945873,-11.252813339233398
945933,-12.00300121307373
946013,-10.652663230895996
946102,-11.102775573730469
946272,-11.702925682067871
946372,-11.702925682067871
946472,-10.052513122558594
946582,-12.753188133239746
946682,-11.702925682067871
946782,-11.552887916564941
946872,-14.10352611541748
946982,-13.353338241577148
947042,-12.153038024902344
947162,-13.353338241577148
947282,-12.753188133239746
947381,-12.303075790405273
947462,-12.153038024902344
947581,-10.652663230895996
947681,-9.75243854522705
947741,-9.75243854522705
947881,-9.452363014221191
947931,-10.952737808227539
948101,-12.153038024902344
948191,-11.252813339233398
948281,-12.303075790405273
948381,-11.552887916564941
948481,-12.453113555908203
948550,-12.453113555908203
948680,-13.053263664245605
948780,-9.902475357055664
948830,-12.303075790405273
948980,-10.502625465393066
949110,-10.802700996398926
949280,-11.552887916564941
949380,-10.502625465393066
949479,-8.852212905883789
949579,-10.202550888061523
949679,-10.202550888061523
949769,-8.552138328552246
949819,-8.852212905883789
949929,-8.852212905883789
950079,-7.651913166046143
950179,-5.401350498199463
950219,-5.401350498199463
950379,-4.501125335693359
950479,-4.8012003898620605
950578,-7.351838111877441
950678,-7.201800346374512
950778,-6.001500606536865
950828,-5.551387786865234
950978,-6.151537895202637
951078,-6.151537895202637
951178,-6.151537895202637
951248,-5.8514628410339355
951378,-4.951237678527832
951478,-8.552138328552246
951508,-7.801950454711914
951602,-7.501875400543213
951777,-9.002250671386719
951877,-10.202550888061523
951977,-10.202550888061523
952107,-10.952737808227539
952197,-11.102775573730469
952287,-11.552887916564941
952377,-11.252813339233398
952477,-10.502625465393066
952577,-10.202550888061523
952677,-13.053263664245605
952777,-15.453863143920898
952877,-15.303826332092285
952926,-16.504125595092773
953076,-18.754688262939453
953176,-19.054763793945312
953276,-18.004501342773438
953376,-19.5048770904541
953476,-19.6549129486084
953576,-21.005250930786133
953676,-18.604650497436523
953776,-19.6549129486084
953875,-19.804950714111328
953975,-18.454614639282227
954106,-19.804950714111328
954195,-19.6549129486084
954245,-20.255064010620117
954375,-23.555889129638672
954445,-24.606151580810547
954545,-23.255813598632812
954675,-24.606151580810547
954775,-24.906227111816406
954875,-23.405851364135742
954934,-24.306076049804688
955015,-20.255064010620117
955184,-22.055513381958008
955274,-20.705177307128906
955374,-20.105026245117188
955474,-22.355588912963867
955574,-25.206302642822266
955674,-24.906227111816406
955774,-25.356338500976562
955874,-24.00600242614746
955914,-24.156038284301758
956084,-22.655664443969727
956183,-22.505626678466797
956273,-23.105775833129883
956373,-22.955739974975586
956473,-22.055513381958008
956573,-23.105775833129883
956653,-23.555889129638672
956773,-24.00600242614746
956873,-25.506376266479492
956933,-28.20705223083496
957083,-30.30757713317871
957182,-32.408103942871094
957213,-33.45836639404297
957373,-33.45836639404297
957443,-32.408103942871094
957582,-33.908477783203125
957682,-31.507877349853516
957702,-30.60765266418457
957882,-27.006752014160156
957982,-28.05701446533203
958082,-27.756938934326172
958182,-28.20705223083496
958222,-29.707427978515625
958381,-29.707427978515625
958481,-28.957239151000977
958581,-32.108028411865234
958691,-32.85821533203125
958781,-33.15829086303711
958881,-33.908477783203125
958981,-33.75843811035156
959031,-32.70817565917969
959141,-31.357839584350586
959231,-31.357839584350586
959381,-30.30757713317871
959481,-28.807201385498047
959581,-30.00750160217285
959690,-28.807201385498047
959780,-28.957239151000977
959880,-27.9069766998291
959980,-28.807201385498047
960080,-29.407352447509766
960190,-28.957239151000977
960280,-29.707427978515625
960380,-31.357839584350586
960480,-30.45761489868164
960579,-30.907726287841797
960689,-30.15753936767578
960779,-31.507877349853516
960879,-34.958740234375
960979,-34.958740234375
961079,-36.90922927856445
961179,-36.90922927856445
961279,-37.95949172973633
961379,-39.0097541809082
961449,-38.409603118896484
961579,-43.51087951660156
961679,-44.711177825927734
961779,-43.96099090576172
961878,-43.810951232910156
961978,-44.86121368408203
962002,-44.56114196777344
962128,-45.011253356933594
962278,-45.91147994995117
962338,-48.612152099609375
962478,-46.811702728271484
962598,-49.36233901977539
962688,-50.41260528564453
962757,-49.212303161621094
962817,-47.26181411743164
962977,-46.36159133911133
963007,-47.4118537902832
963177,-44.26106643676758
963277,-43.66091537475586
963377,-42.16054153442383
963477,-40.810203552246094
963577,-40.06001663208008
963677,-38.85971450805664
963717,-38.109527587890625
963877,-33.45836639404297
963977,-31.207801818847656
964076,-32.85821533203125
964176,-33.15829086303711
964276,-30.907726287841797
964366,-30.15753936767578
964416,-30.907726287841797
964502,-30.30757713317871
964626,-30.907726287841797
964776,-31.507877349853516
964855,-32.55813980102539
964975,-34.35858917236328
965075,-34.958740234375
965175,-35.1087760925293
965275,-33.908477783203125
965375,-36.009002685546875
965475,-33.908477783203125
965585,-31.657915115356445
965685,-31.357839584350586
965775,-29.707427978515625
965875,-26.406600952148438
965975,-25.506376266479492
966094,-21.75543975830078
966184,-20.705177307128906
966274,-18.154539108276367
966374,-16.204051971435547
966474,-15.003750801086426
966584,-15.453863143920898
966684,-16.204051971435547
966774,-12.903225898742676
966874,-10.802700996398926
966974,-8.70217514038086
967024,-9.602400779724121
967173,-8.852212905883789
967273,-8.402100563049316
967373,-7.501875400543213
967473,-7.501875400543213
967583,-10.052513122558594
967683,-10.202550888061523
967773,-10.052513122558594
967873,-6.301575660705566
967933,-6.151537895202637
968083,-6.751688003540039
968182,-5.401350498199463
968203,-6.001500606536865
968373,-6.751688003540039
968473,-7.651913166046143
968542,-5.101275444030762
968672,-7.201800346374512
968782,-9.902475357055664
968852,-10.952737808227539
968982,-12.903225898742676
969082,-15.303826332092285
969182,-16.054014205932617
969282,-16.054014205932617
969322,-15.453863143920898
969481,-16.204051971435547
969581,-17.704425811767578
969681,-14.25356388092041
969781,-12.453113555908203
969851,-12.453113555908203
969981,-15.003750801086426
970081,-13.353338241577148
970181,-11.8529634475708
970271,-14.25356388092041
970381,-16.204051971435547
970481,-15.153788566589355
970581,-16.804201126098633
970680,-17.854463577270508
970780,-20.705177307128906
970850,-18.904726028442383
970980,-20.255064010620117
971080,-20.705177307128906
971180,-21.005250930786133
971250,-22.655664443969727
971380,-24.456113815307617
971402,-25.356338500976562
971580,-25.95648956298828
971679,-28.35708999633789
971779,-28.05701446533203
971849,-27.9069766998291
971979,-31.357839584350586
972079,-33.15829086303711
972179,-29.257314682006836
972259,-32.25806427001953
972379,-35.1087760925293
972449,-34.208553314208984
972559,-33.308326721191406
972679,-33.608402252197266
972779,-29.257314682006836
972879,-21.305326461791992
972978,-11.102775573730469
973078,-7.351838111877441
973178,-4.35108757019043
973278,-2.550637722015381
973378,2.100525140762329
973478,1.2003000974655151
973608,2.7006752490997314
973698,3.0007503032684326
973787,4.201050281524658
973877,0.900225043296814
973917,-0.6001500487327576
974107,-3.900975227355957
974197,-3.600900173187256
974287,-6.451612949371338
974377,-6.601650238037109
974477,-9.452363014221191
974577,-10.952737808227539
974677,-11.702925682067871
974777,-14.553638458251953
974877,-13.803450584411621
974917,-15.303826332092285
975007,-15.753938674926758
975186,-19.804950714111328
975276,-21.455364227294922
975366,-21.905475616455078
975416,-20.405101776123047
975502,-23.555889129638672
975686,-27.756938934326172
975776,-28.05701446533203
975876,-30.15753936767578
975976,-31.057764053344727
976095,-35.55889129638672
976185,-37.95949172973633
976215,-37.65941619873047
976375,-38.109527587890625
976475,-38.409603118896484
976585,-38.109527587890625
976685,-39.45986557006836
976755,-41.56039047241211
976875,-42.310577392578125
976945,-42.16054153442383
977015,-43.06076431274414
977185,-43.96099090576172
977225,-45.31132888793945
977374,-46.211551666259766
977474,-48.01200485229492
977584,-48.01200485229492
977684,-47.4118537902832
977774,-48.46211624145508
977864,-50.41260528564453
977974,-50.11252975463867
978094,-48.76219177246094
978183,-49.51237869262695
978244,-50.11252975463867
978343,-50.86271667480469
978443,-48.76219177246094
978543,-50.26256561279297
978683,-48.312076568603516
978702,-48.16204071044922
978873,-48.312076568603516
978973,-49.0622673034668
979103,-48.612152099609375
979193,-49.81245422363281
979283,-49.51237869262695
979373,-50.56264114379883
979473,-48.312076568603516
979602,-49.212303161621094
979692,-50.11252975463867
979772,-49.36233901977539
979882,-52.66316604614258
979982,-52.96324157714844
980082,-53.71342849731445
980192,-54.16353988647461
980232,-56.11402893066406
980382,-55.36384201049805
980422,-53.71342849731445
980591,-55.963993072509766
980681,-54.31357955932617
980781,-52.96324157714844
980811,-53.563392639160156
980981,-52.06301498413086
981061,-49.81245422363281
981171,-51.012752532958984
981281,-50.26256561279297
981381,-50.41260528564453
981461,-49.212303161621094
981601,-49.66241455078125
981690,-50.56264114379883
981730,-49.66241455078125
981880,-48.76219177246094
981950,-47.5618896484375
982100,-47.5618896484375
982190,-46.36159133911133
982280,-48.01200485229492
982380,-48.612152099609375
982480,-48.01200485229492
982580,-48.16204071044922
982679,-48.612152099609375
982779,-48.312076568603516
982879,-46.511627197265625
982979,-48.16204071044922
983039,-48.01200485229492
983179,-45.011253356933594
983279,-44.26106643676758
983379,-41.86046600341797
983479,-36.90922927856445
983549,-34.508628845214844
983678,-32.55813980102539
983779,-39.3098258972168
983879,-44.26106643676758
983979,-46.511627197265625
984078,-52.51313018798828
984178,-51.762939453125
984278,-53.113277435302734
984338,-52.96324157714844
984478,-54.91373062133789
984578,-54.01350402832031
984678,-53.71342849731445
984778,-53.563392639160156
984878,-54.31357955932617
984977,-53.563392639160156
985077,-51.6129035949707
985177,-46.811702728271484
985267,-47.26181411743164
985377,-46.96174240112305
985477,-46.811702728271484
985577,-45.76144027709961
985677,-46.36159133911133
985777,-47.26181411743164
985877,-45.16128921508789
985977,-48.01200485229492
986076,-48.76219177246094
986177,-48.01200485229492
986276,-45.76144027709961
986376,-45.61140441894531
986406,-44.56114196777344
986576,-46.811702728271484
986676,-48.312076568603516
986776,-46.06151580810547
986802,-44.711177825927734
986976,-44.711177825927734
987002,-45.31132888793945
987185,-46.211551666259766
987275,-42.310577392578125
987305,-41.56039047241211
987475,-43.06076431274414
987605,-45.76144027709961
987695,-46.811702728271484
987785,-45.76144027709961
987855,-45.76144027709961
987975,-49.81245422363281
988105,-52.66316604614258
988195,-50.56264114379883
988284,-50.56264114379883
988375,-51.462867736816406
988474,-50.56264114379883
988584,-52.66316604614258
988684,-52.813201904296875
988774,-55.213802337646484
988874,-53.86346435546875
988974,-55.36384201049805
989084,-53.71342849731445
989184,-53.113277435302734
989274,-53.563392639160156
989374,-52.06301498413086
989453,-52.06301498413086
989523,-52.36309051513672
989673,-53.563392639160156
989743,-52.813201904296875
989873,-51.6129035949707
989923,-52.96324157714844
990103,-51.91297912597656
990193,-51.762939453125
990263,-51.91297912597656
990372,-51.012752532958984
990473,-50.712677001953125
990582,-50.26256561279297
990682,-47.26181411743164
990772,-46.511627197265625
990872,-46.06151580810547
990972,-48.76219177246094
991082,-46.06151580810547
991182,-44.111026763916016
991282,-43.66091537475586
991382,-43.36083984375
991422,-43.66091537475586
991602,-45.61140441894531
991691,-46.06151580810547
991781,-49.0622673034668
991881,-47.4118537902832
991981,-47.111778259277344
992081,-45.61140441894531
992181,-45.31132888793945
992221,-45.61140441894531
992381,-45.91147994995117
992431,-46.811702728271484
992580,-43.36083984375
992680,-42.910728454589844
992751,-45.76144027709961
992880,-46.811702728271484
992950,-47.26181411743164
993080,-45.31132888793945
993180,-41.86046600341797
993280,-41.26031494140625
993380,-39.609901428222656
993480,-42.310577392578125
993580,-42.16054153442383
993680,-42.16054153442383
993779,-42.76068878173828
993879,-42.16054153442383
993979,-42.46061706542969
994109,-44.111026763916016
994199,-43.96099090576172
994269,-45.61140441894531
994379,-43.51087951660156
994449,-43.96099090576172
994559,-43.810951232910156
994679,-45.16128921508789
994779,-44.111026763916016
994879,-45.91147994995117
994979,-48.01200485229492
995078,-49.212303161621094
995178,-51.012752532958984
995278,-51.312828063964844
995378,-53.563392639160156
995478,-55.36384201049805
995608,-59.714927673339844
995698,-60.61515426635742
995788,-59.56489181518555
995878,-60.0150032043457
995978,-59.26481628417969
996017,-60.61515426635742
996187,-58.21455383300781
996217,-57.614402770996094
996377,-57.764442443847656
996467,-57.01425552368164
996587,-57.4643669128418
996687,-58.66466522216797
996777,-56.71417999267578
996877,-56.71417999267578
996977,-58.51462936401367
997097,-57.4643669128418
997186,-58.96474075317383
997277,-58.66466522216797
997356,-58.66466522216797
997476,-59.714927673339844
997606,-58.81470489501953
997696,-59.714927673339844
997786,-57.764442443847656
997876,-59.56489181518555
997976,-59.26481628417969
998056,-59.26481628417969
998185,-58.81470489501953
998275,-58.66466522216797
998375,-59.714927673339844
998402,-58.96474075317383
998575,-59.714927673339844
998675,-59.26481628417969
998775,-59.56489181518555
998875,-58.81470489501953
998915,-60.465118408203125
999025,-57.614402770996094
999185,-60.76519012451172
999225,-58.21455383300781
999375,-58.064517974853516
999475,-58.21455383300781
999504,-59.714927673339844
999674,-59.56489181518555
999714,-59.26481628417969
999874,-59.41485595703125
999974,-59.26481628417969
1000004,-59.26481628417969
1000184,-60.76519012451172
