Time (ms), X Gyro (deg per sec)
904909,-1.1585365533828735
905009,-1.097561001777649
905109,-1.1585365533828735
905199,-1.0365853309631348
905289,-1.1585365533828735
905329,-1.097561001777649
905402,-1.1585365533828735
905529,-1.1585365533828735
905629,-1.097561001777649
905709,-1.1585365533828735
905829,-1.1585365533828735
905978,-1.0365853309631348
906028,-1.1585365533828735
906128,-1.097561001777649
906202,-1.1585365533828735
906328,-1.097561001777649
906478,-1.097561001777649
906528,-1.097561001777649
906628,-1.1585365533828735
906707,-1.1585365533828735
906827,-1.097561001777649
906937,-1.097561001777649
907047,-1.1585365533828735
907137,-1.097561001777649
907227,-1.1585365533828735
907307,-1.097561001777649
907427,-1.1585365533828735
907557,-1.097561001777649
907647,-1.1585365533828735
907787,-1.097561001777649
907826,-1.1585365533828735
907927,-1.1585365533828735
908076,-1.097561001777649
908102,-1.097561001777649
908226,-1.2195122241973877
908316,-1.1585365533828735
908426,-1.1585365533828735
908556,-1.1585365533828735
908646,-1.097561001777649
908726,-1.2195122241973877
908826,-1.097561001777649
908926,-1.097561001777649
909026,-1.097561001777649
909116,-1.0365853309631348
909225,-1.1585365533828735
909325,-1.1585365533828735
909425,-1.097561001777649
909502,-1.097561001777649
909625,-1.1585365533828735
909735,-1.097561001777649
909825,-1.1585365533828735
909925,-1.1585365533828735
910005,-1.1585365533828735
910125,-1.1585365533828735
910244,-1.1585365533828735
910325,-1.1585365533828735
910424,-1.1585365533828735
910544,-1.1585365533828735
910634,-1.097561001777649
910724,-1.1585365533828735
910824,-1.097561001777649
910924,-1.097561001777649
911034,-1.097561001777649
911133,-1.2195122241973877
911224,-1.097561001777649
911323,-1.097561001777649
911403,-1.097561001777649
911502,-1.1585365533828735
911623,-1.097561001777649
911723,-1.097561001777649
911823,-1.1585365533828735
911913,-1.1585365533828735
912002,-1.0365853309631348
912123,-1.1585365533828735
912223,-1.1585365533828735
912343,-1.1585365533828735
912413,-1.097561001777649
912532,-1.1585365533828735
912632,-1.1585365533828735
912752,-1.097561001777649
912822,-1.1585365533828735
912922,-1.1585365533828735
913032,-1.1585365533828735
