Time (ms), Y Mangetometer (uT)
904949,45.61140441894531
905049,45.31132888793945
905149,46.36159133911133
905239,46.06151580810547
905369,45.76144027709961
905439,47.5618896484375
905569,45.76144027709961
905669,46.511627197265625
905749,46.211551666259766
905869,45.76144027709961
905929,44.711177825927734
906069,45.31132888793945
906168,46.66166687011719
906238,45.16128921508789
906368,46.66166687011719
906428,47.26181411743164
906568,45.61140441894531
906668,45.46136474609375
906748,45.76144027709961
906868,44.711177825927734
906978,46.511627197265625
907088,45.16128921508789
907178,44.86121368408203
907267,45.61140441894531
907347,46.211551666259766
907467,45.31132888793945
907597,46.511627197265625
907687,45.46136474609375
907737,46.36159133911133
907867,46.511627197265625
907967,46.06151580810547
908017,44.411102294921875
908137,45.61140441894531
908266,46.811702728271484
908357,46.06151580810547
908466,45.31132888793945
908596,45.31132888793945
908686,46.36159133911133
908766,45.76144027709961
908866,46.511627197265625
908966,46.211551666259766
909066,46.36159133911133
909156,46.511627197265625
909265,45.61140441894531
909366,47.111778259277344
909465,45.46136474609375
909535,45.46136474609375
909665,44.26106643676758
909775,46.06151580810547
909865,46.06151580810547
909965,46.511627197265625
910045,44.56114196777344
910165,46.211551666259766
910202,45.31132888793945
910365,47.71192932128906
910465,45.76144027709961
910584,45.61140441894531
910674,46.211551666259766
910764,46.36159133911133
910864,45.76144027709961
910964,45.76144027709961
911074,47.111778259277344
911174,45.76144027709961
911264,44.86121368408203
911364,45.61140441894531
911444,45.76144027709961
911533,47.26181411743164
911663,45.46136474609375
911763,47.4118537902832
911863,46.66166687011719
911953,45.46136474609375
912033,46.06151580810547
912163,45.46136474609375
912263,46.511627197265625
912302,46.211551666259766
912453,46.811702728271484
912573,46.66166687011719
912673,46.36159133911133
912703,46.211551666259766
912862,46.36159133911133
912962,45.61140441894531
913072,46.211551666259766
913172,46.06151580810547
913202,45.16128921508789
913342,46.211551666259766
913472,46.811702728271484
913592,45.46136474609375
913682,46.66166687011719
913771,46.36159133911133
913871,44.411102294921875
913971,46.36159133911133
914091,45.61140441894531
914171,46.36159133911133
914271,46.36159133911133
914331,46.36159133911133
914471,45.46136474609375
914511,45.16128921508789
914671,46.66166687011719
914721,44.56114196777344
914871,47.26181411743164
914911,45.76144027709961
915070,46.511627197265625
915170,45.61140441894531
915270,46.811702728271484
915370,46.511627197265625
915460,46.06151580810547
915600,45.61140441894531
915680,46.211551666259766
915770,46.06151580810547
915869,44.711177825927734
915960,46.811702728271484
916100,45.76144027709961
916189,46.211551666259766
916249,45.16128921508789
916369,47.71192932128906
916469,46.211551666259766
916569,46.211551666259766
916669,46.36159133911133
916739,44.56114196777344
916869,45.46136474609375
916919,46.511627197265625
917069,46.36159133911133
917169,46.211551666259766
917248,46.211551666259766
917368,47.111778259277344
917468,46.06151580810547
917568,45.76144027709961
917668,45.46136474609375
917738,45.76144027709961
917868,46.06151580810547
917918,47.111778259277344
918067,46.211551666259766
918168,46.06151580810547
918218,45.46136474609375
918302,44.411102294921875
918467,46.211551666259766
918597,45.46136474609375
918687,46.211551666259766
918777,46.06151580810547
918837,45.46136474609375
918967,44.711177825927734
919067,45.31132888793945
919167,45.16128921508789
919267,45.61140441894531
919367,45.31132888793945
919466,46.811702728271484
919596,46.511627197265625
919686,46.511627197265625
919716,44.711177825927734
919866,46.511627197265625
919906,46.06151580810547
920096,45.76144027709961
920186,46.511627197265625
920236,47.111778259277344
920365,46.06151580810547
920465,45.76144027709961
920595,46.211551666259766
920685,45.61140441894531
920775,46.36159133911133
920805,44.86121368408203
920965,46.36159133911133
921065,45.61140441894531
921175,45.46136474609375
921255,46.06151580810547
921365,47.26181411743164
921465,46.211551666259766
921502,46.36159133911133
921664,45.61140441894531
921764,46.511627197265625
921864,45.46136474609375
921964,46.511627197265625
922054,45.61140441894531
922164,45.61140441894531
922264,47.26181411743164
922364,46.06151580810547
922464,46.211551666259766
922574,45.46136474609375
922673,45.31132888793945
922763,45.46136474609375
922844,45.16128921508789
922933,46.06151580810547
923073,46.511627197265625
923173,45.76144027709961
923263,46.211551666259766
923302,46.36159133911133
923463,45.61140441894531
923573,46.06151580810547
923673,46.811702728271484
923713,46.811702728271484
923873,45.16128921508789
923962,44.56114196777344
924072,45.61140441894531
924172,44.86121368408203
924242,44.711177825927734
924372,46.36159133911133
924442,45.61140441894531
924572,45.46136474609375
924672,46.211551666259766
924712,45.61140441894531
924841,45.31132888793945
924952,46.36159133911133
925071,46.06151580810547
925171,46.511627197265625
925261,45.61140441894531
925371,47.4118537902832
925411,44.711177825927734
925551,46.211551666259766
925671,46.66166687011719
925771,45.61140441894531
925871,45.61140441894531
925971,46.06151580810547
926090,45.46136474609375
926180,46.811702728271484
926220,46.06151580810547
926302,46.511627197265625
926460,45.76144027709961
926502,44.86121368408203
926670,46.511627197265625
926770,46.511627197265625
926840,45.46136474609375
926970,45.31132888793945
927070,45.61140441894531
927170,46.511627197265625
927269,45.76144027709961
927369,46.36159133911133
927439,45.16128921508789
927599,46.06151580810547
927689,45.61140441894531
927779,46.511627197265625
927869,45.46136474609375
927969,46.211551666259766
928069,46.66166687011719
928169,45.31132888793945
928269,45.46136474609375
928348,44.86121368408203
928468,47.5618896484375
928598,46.66166687011719
928688,46.36159133911133
928778,45.16128921508789
928868,46.66166687011719
928968,45.61140441894531
929098,48.01200485229492
929188,46.66166687011719
929278,46.06151580810547
929368,44.711177825927734
929467,45.16128921508789
929548,47.5618896484375
929677,45.61140441894531
929767,46.06151580810547
929867,45.31132888793945
929902,46.211551666259766
930097,46.66166687011719
930187,45.61140441894531
930277,46.211551666259766
930367,46.36159133911133
930467,46.66166687011719
930566,46.811702728271484
930666,46.36159133911133
930766,45.16128921508789
930802,46.211551666259766
930966,44.711177825927734
931096,46.511627197265625
931186,46.211551666259766
931276,45.16128921508789
931366,46.211551666259766
931466,45.46136474609375
931566,47.111778259277344
931656,45.31132888793945
931765,46.811702728271484
931802,45.61140441894531
931965,46.211551666259766
932095,45.31132888793945
932185,45.46136474609375
932225,46.06151580810547
932365,46.06151580810547
932465,45.16128921508789
932575,44.86121368408203
932675,44.711177825927734
932765,45.46136474609375
932844,46.511627197265625
932904,46.66166687011719
933094,44.26106643676758
933184,47.71192932128906
933274,45.31132888793945
933364,45.31132888793945
933464,45.16128921508789
933502,46.211551666259766
933664,45.76144027709961
933702,44.86121368408203
933863,44.86121368408203
933963,45.61140441894531
934073,46.511627197265625
934173,45.61140441894531
934213,44.711177825927734
934363,46.06151580810547
934463,46.511627197265625
934593,46.211551666259766
934673,46.66166687011719
934763,47.111778259277344
934863,45.46136474609375
934963,45.76144027709961
935003,46.06151580810547
935172,45.76144027709961
935262,47.4118537902832
935362,46.06151580810547
935442,44.56114196777344
935572,41.56039047241211
935672,40.66016387939453
935772,41.86046600341797
935872,41.710426330566406
935942,41.56039047241211
936022,39.75994110107422
936132,41.86046600341797
936252,45.16128921508789
936371,44.86121368408203
936471,45.46136474609375
936571,46.06151580810547
936671,43.06076431274414
936771,44.56114196777344
936871,47.26181411743164
936971,49.0622673034668
937031,48.912227630615234
937181,48.312076568603516
937271,48.46211624145508
937370,47.5618896484375
937440,46.511627197265625
937570,44.711177825927734
937670,44.711177825927734
937770,45.16128921508789
937870,46.66166687011719
937970,47.111778259277344
938010,47.5618896484375
938180,49.51237869262695
938202,49.36233901977539
938369,47.5618896484375
938429,46.811702728271484
938569,46.36159133911133
938669,46.811702728271484
938769,46.36159133911133
938869,46.36159133911133
938909,46.66166687011719
939069,47.111778259277344
939179,45.31132888793945
939269,45.76144027709961
939369,45.46136474609375
939469,46.66166687011719
939598,46.211551666259766
939689,46.211551666259766
939728,44.86121368408203
939858,46.811702728271484
939968,43.810951232910156
940098,47.71192932128906
940188,47.71192932128906
940278,46.36159133911133
940368,44.86121368408203
940438,47.71192932128906
940598,46.811702728271484
940687,46.811702728271484
940767,46.66166687011719
940867,46.811702728271484
940957,47.26181411743164
941067,46.211551666259766
941177,46.06151580810547
941207,43.51087951660156
941307,45.61140441894531
941407,46.211551666259766
941596,44.26106643676758
941686,44.86121368408203
941776,43.96099090576172
941866,45.16128921508789
941966,43.51087951660156
942096,44.86121368408203
942186,43.96099090576172
942276,44.411102294921875
942366,42.910728454589844
942436,44.26106643676758
942502,43.51087951660156
942666,42.46061706542969
942746,40.810203552246094
942865,40.210052490234375
942965,40.810203552246094
943005,41.26031494140625
943165,41.56039047241211
943265,39.1597900390625
943365,40.210052490234375
943435,41.11027908325195
943575,39.75994110107422
943675,41.26031494140625
943705,40.06001663208008
943865,40.36008834838867
943965,40.06001663208008
944002,39.0097541809082
944164,40.66016387939453
944264,40.06001663208008
944364,38.109527587890625
944434,40.36008834838867
944574,38.109527587890625
944674,38.25956344604492
944764,38.25956344604492
944864,40.96023941040039
944963,38.409603118896484
945074,39.1597900390625
945173,39.3098258972168
945263,39.909976959228516
945302,40.36008834838867
945402,40.810203552246094
945573,41.26031494140625
945673,40.210052490234375
945723,40.210052490234375
945863,41.56039047241211
945923,40.36008834838867
946003,41.710426330566406
946173,40.810203552246094
946262,41.11027908325195
946362,39.909976959228516
946462,41.86046600341797
946572,42.910728454589844
946672,42.910728454589844
946772,40.210052490234375
946862,41.56039047241211
946972,41.11027908325195
947032,42.16054153442383
947152,42.010501861572266
947271,41.56039047241211
947371,42.16054153442383
947451,42.910728454589844
947571,40.96023941040039
947671,40.810203552246094
947731,40.96023941040039
947871,41.86046600341797
947921,41.26031494140625
948091,42.610652923583984
948181,42.16054153442383
948271,40.810203552246094
948371,39.1597900390625
948470,41.26031494140625
948540,40.210052490234375
948670,40.96023941040039
948770,41.710426330566406
948820,41.86046600341797
948970,40.96023941040039
949100,41.710426330566406
949190,40.810203552246094
949270,41.11027908325195
949370,42.910728454589844
949469,39.1597900390625
949569,42.46061706542969
949669,41.710426330566406
949759,42.76068878173828
949809,42.16054153442383
949919,42.46061706542969
950069,42.16054153442383
950169,42.010501861572266
950209,42.16054153442383
950369,41.710426330566406
950469,41.86046600341797
950569,44.56114196777344
950669,45.46136474609375
950768,43.66091537475586
950818,42.16054153442383
950968,43.810951232910156
951068,44.411102294921875
951168,43.66091537475586
951238,44.411102294921875
951368,43.66091537475586
951468,44.56114196777344
951502,43.51087951660156
951677,44.86121368408203
951767,45.61140441894531
951867,45.61140441894531
951967,47.4118537902832
952097,46.211551666259766
952187,45.46136474609375
952277,44.56114196777344
952367,45.46136474609375
952467,45.61140441894531
952567,45.61140441894531
952666,45.31132888793945
952767,44.711177825927734
952867,45.46136474609375
952916,46.66166687011719
953066,46.211551666259766
953166,45.76144027709961
953266,44.56114196777344
953366,43.51087951660156
953466,44.26106643676758
953566,44.56114196777344
953666,43.06076431274414
953766,42.910728454589844
953865,44.26106643676758
953965,45.31132888793945
954095,45.76144027709961
954185,45.76144027709961
954235,47.26181411743164
954365,46.06151580810547
954435,44.26106643676758
954535,44.56114196777344
954665,44.711177825927734
954765,45.16128921508789
954865,47.5618896484375
954924,46.511627197265625
955005,46.211551666259766
955174,43.06076431274414
955264,45.31132888793945
955364,43.06076431274414
955464,42.010501861572266
955564,43.06076431274414
955664,43.36083984375
955764,44.56114196777344
955864,43.06076431274414
955904,43.06076431274414
956074,42.16054153442383
956174,43.810951232910156
956263,44.86121368408203
956363,43.810951232910156
956463,42.76068878173828
956563,42.010501861572266
956643,44.26106643676758
956763,43.36083984375
956863,45.76144027709961
956923,44.56114196777344
957073,46.811702728271484
957173,46.211551666259766
957203,45.61140441894531
957362,46.211551666259766
957432,46.211551666259766
957572,46.36159133911133
957672,45.16128921508789
957782,44.26106643676758
957872,44.711177825927734
957972,44.411102294921875
958072,44.26106643676758
958172,45.46136474609375
958211,43.96099090576172
958371,42.76068878173828
958471,44.411102294921875
958571,43.36083984375
958681,42.010501861572266
958771,41.11027908325195
958871,41.11027908325195
958971,41.710426330566406
959021,40.96023941040039
959131,40.36008834838867
959221,41.11027908325195
959371,42.16054153442383
959471,41.86046600341797
959570,42.46061706542969
959680,42.610652923583984
959770,43.36083984375
959870,43.06076431274414
959970,42.46061706542969
960070,43.36083984375
960180,44.56114196777344
960270,43.96099090576172
960370,44.86121368408203
960469,46.36159133911133
960569,46.511627197265625
960679,47.71192932128906
960769,48.01200485229492
960869,50.41260528564453
960969,50.26256561279297
961069,52.06301498413086
961169,52.96324157714844
961269,53.413352966308594
961369,54.76369094848633
961439,52.813201904296875
961569,52.813201904296875
961669,52.06301498413086
961768,50.712677001953125
961868,53.563392639160156
961968,51.012752532958984
962098,51.16279220581055
962118,52.06301498413086
962268,49.51237869262695
962328,48.912227630615234
962468,50.41260528564453
962588,48.912227630615234
962678,48.312076568603516
962748,47.26181411743164
962807,49.0622673034668
962967,47.111778259277344
963002,46.811702728271484
963167,42.76068878173828
963267,43.810951232910156
963367,43.810951232910156
963467,43.51087951660156
963567,43.06076431274414
963667,44.56114196777344
963707,43.66091537475586
963867,45.16128921508789
963967,43.96099090576172
964067,45.46136474609375
964166,47.71192932128906
964266,46.511627197265625
964356,48.46211624145508
964406,47.71192932128906
