Time (ms), Y Gyro (deg per sec)
904919,-0.060975611209869385
905019,-0.12195122241973877
905119,-0.060975611209869385
905209,0.0
905339,-0.060975611209869385
905409,0.0
905539,-0.060975611209869385
905638,-0.12195122241973877
905718,-0.12195122241973877
905838,-0.12195122241973877
905902,-0.060975611209869385
906038,-0.060975611209869385
906138,-0.060975611209869385
906208,-0.12195122241973877
906338,-0.12195122241973877
906402,0.0
906538,-0.060975611209869385
906638,-0.12195122241973877
906718,-0.060975611209869385
906837,-0.12195122241973877
906947,-0.060975611209869385
907057,-0.12195122241973877
907147,0.0
907237,-0.060975611209869385
907317,-0.060975611209869385
907437,-0.12195122241973877
907567,0.0
907657,0.0
907707,-0.12195122241973877
907837,-0.060975611209869385
907937,-0.060975611209869385
908086,-0.060975611209869385
908106,-0.060975611209869385
908236,-0.12195122241973877
908326,-0.060975611209869385
908436,0.0
908566,-0.060975611209869385
908656,-0.060975611209869385
908736,-0.060975611209869385
908836,-0.060975611209869385
908935,0.0
909036,-0.060975611209869385
909125,0.0
909235,-0.12195122241973877
909335,0.0
909435,-0.060975611209869385
909505,-0.12195122241973877
909635,-0.060975611209869385
909745,-0.060975611209869385
909835,-0.060975611209869385
909935,-0.12195122241973877
910015,0.060975611209869385
910135,-0.060975611209869385
910255,0.0
910334,0.0
910434,-0.060975611209869385
910554,-0.060975611209869385
910644,0.060975611209869385
910734,0.0
910834,-0.12195122241973877
910934,-0.060975611209869385
911044,-0.060975611209869385
911144,-0.060975611209869385
911233,-0.060975611209869385
911333,-0.060975611209869385
911414,-0.060975611209869385
911503,0.0
911633,-0.060975611209869385
911733,-0.060975611209869385
911833,0.0
911923,0.0
912003,-0.060975611209869385
912133,-0.12195122241973877
912233,-0.12195122241973877
912352,-0.060975611209869385
912422,-0.060975611209869385
912543,-0.060975611209869385
912642,-0.060975611209869385
912762,-0.12195122241973877
912832,-0.12195122241973877
912932,0.0
913042,-0.060975611209869385
913142,0.060975611209869385
913262,-0.060975611209869385
913312,-0.060975611209869385
913442,-0.18292683362960815
913562,-0.060975611209869385
913651,0.0
913742,0.0
913841,-0.060975611209869385
913941,-0.12195122241973877
