Time (ms), eCO2 density (ppm)
1016112,672.0
1016611,678.0
1017101,688.0
1017601,680.0
1018101,675.0
1018600,677.0
1019070,678.0
1019599,683.0
1020069,681.0
1020599,686.0
1021025,677.0
1021608,684.0
1022088,685.0
1022608,675.0
1023107,677.0
1023607,682.0
1024077,682.0
1024576,684.0
1025106,684.0
1025555,678.0
1026013,686.0
1026605,674.0
1027105,681.0
1027554,677.0
1028094,680.0
1028603,680.0
1029053,687.0
1029573,686.0
1030103,690.0
1030602,685.0
1031025,687.0
1031602,685.0
1032025,682.0
1032601,682.0
1033026,680.0
1033600,688.0
1034025,686.0
1034540,689.0
1035110,685.0
1035569,692.0
1036099,690.0
1036589,685.0
1037025,686.0
1037525,680.0
1038108,682.0
1038587,682.0
1039107,681.0
1039606,685.0
1040110,682.0
1040546,679.0
1041025,680.0
1041545,682.0
1042025,688.0
1042555,675.0
1043074,687.0
1043525,689.0
1044025,689.0
1044513,683.0
1045103,696.0
1045525,697.0
1046072,699.0
1046525,702.0
1047102,693.0
1047601,678.0
1048101,674.0
1048601,666.0
1049070,646.0
1049525,641.0
1050099,636.0
1050559,630.0
1051099,624.0
