Time (ms), Y Gyro (deg per sec)
4618,0.060975611209869385
4718,0.0
4848,-0.060975611209869385
4938,-0.12195122241973877
5038,-0.060975611209869385
5137,0.0
5277,0.0
5337,-0.060975611209869385
5467,0.060975611209869385
5547,0.0
5647,-0.060975611209869385
5737,0.0
5837,-0.060975611209869385
5937,0.0
6067,0.0
6156,-0.060975611209869385
6267,-0.060975611209869385
6336,0.0
6436,-0.060975611209869385
6546,0.0
6646,-0.060975611209869385
6706,-0.060975611209869385
6876,0.0
6936,-0.060975611209869385
7036,0.0
7136,0.0
7235,-0.060975611209869385
7335,-0.060975611209869385
7435,-0.12195122241973877
7535,0.0
7635,0.0
7725,-0.060975611209869385
7835,-0.060975611209869385
7935,-0.060975611209869385
8035,-0.060975611209869385
8145,0.0
8235,0.0
8315,-0.060975611209869385
8435,-0.060975611209869385
8545,-0.060975611209869385
8645,-0.060975611209869385
8734,0.060975611209869385
8804,-0.060975611209869385
8934,0.0
9044,0.060975611209869385
9144,-0.060975611209869385
9234,0.0
9334,0.0
9402,-0.060975611209869385
9544,0.0
9654,0.0
9744,0.0
9833,-0.060975611209869385
9943,0.0
10043,-0.12195122241973877
10153,0.0
10243,0.0
10353,0.060975611209869385
10433,-0.060975611209869385
10543,0.0
10653,0.060975611209869385
10713,-0.060975611209869385
10833,0.0
10903,0.0
11082,0.0
11132,-0.060975611209869385
11232,0.060975611209869385
11332,0.0
11442,-0.060975611209869385
11542,0.060975611209869385
11642,-0.060975611209869385
11742,0.0
11842,-0.060975611209869385
11942,0.0
12061,-0.12195122241973877
12151,0.0
12202,-0.060975611209869385
12341,0.0
12402,-0.060975611209869385
12541,0.060975611209869385
12641,-0.12195122241973877
12741,0.060975611209869385
12841,-0.060975611209869385
12941,-0.060975611209869385
13060,-0.24390244483947754
13150,0.0
13210,-0.060975611209869385
13340,0.0
13440,0.0
13540,-0.060975611209869385
13640,-0.060975611209869385
13730,0.0
13870,0.0
13940,-0.060975611209869385
14069,0.060975611209869385
14150,-0.060975611209869385
14202,0.0
14339,0.0
14439,-0.12195122241973877
14569,-0.060975611209869385
14659,0.0
14749,0.0
14839,-0.060975611209869385
14939,0.0
15029,-0.060975611209869385
15139,-0.12195122241973877
15239,0.060975611209869385
15338,-0.060975611209869385
15438,-0.12195122241973877
15538,0.060975611209869385
15638,-0.060975611209869385
15728,0.0
15838,0.0
15938,0.0
16038,0.0
16138,0.0
16238,-0.060975611209869385
16337,-0.060975611209869385
16402,-0.060975611209869385
16567,-0.12195122241973877
16637,-0.060975611209869385
16767,0.060975611209869385
16837,0.060975611209869385
16937,0.0
17067,-0.12195122241973877
17157,-0.060975611209869385
17227,0.0
17337,0.0
17437,-0.060975611209869385
17507,0.12195122241973877
17636,-0.060975611209869385
17702,-0.12195122241973877
17836,-0.060975611209869385
17906,0.0
18066,0.0
18156,-0.060975611209869385
18216,0.060975611209869385
18336,-0.060975611209869385
18436,-0.060975611209869385
