Time (ms), Battery Temperature (C)
4582,22.56999969482422
5104,22.559999465942383
5506,22.56999969482422
6030,22.56999969482422
6502,22.559999465942383
7002,22.56999969482422
7502,22.559999465942383
8105,22.559999465942383
8502,22.56999969482422
9002,22.559999465942383
9501,22.559999465942383
10001,22.559999465942383
10501,22.559999465942383
11049,22.559999465942383
11502,22.559999465942383
12027,22.549999237060547
12502,22.549999237060547
13027,22.549999237060547
13502,22.549999237060547
14028,22.549999237060547
14527,22.549999237060547
15095,22.549999237060547
15605,22.549999237060547
16002,22.549999237060547
16534,22.540000915527344
17027,22.549999237060547
17573,22.549999237060547
18027,22.549999237060547
18502,22.549999237060547
19062,22.549999237060547
19561,22.549999237060547
20027,22.549999237060547
20600,22.549999237060547
21002,22.540000915527344
21502,22.549999237060547
22079,22.549999237060547
22502,22.549999237060547
23078,22.540000915527344
23588,22.540000915527344
24002,22.540000915527344
24502,22.530000686645508
25086,22.549999237060547
25596,22.530000686645508
26059,22.540000915527344
26515,22.530000686645508
27108,22.530000686645508
27502,22.530000686645508
28037,22.530000686645508
28606,22.540000915527344
29002,22.540000915527344
29527,22.540000915527344
30002,22.540000915527344
30502,22.540000915527344
31101,22.530000686645508
31502,22.530000686645508
32001,22.530000686645508
32502,22.530000686645508
33027,22.530000686645508
33579,22.540000915527344
34098,22.540000915527344
34502,22.530000686645508
35108,22.530000686645508
35547,22.510000228881836
36077,22.530000686645508
36501,22.530000686645508
37027,22.520000457763672
37502,22.530000686645508
38002,22.530000686645508
38502,22.520000457763672
39002,22.549999237060547
39502,22.56999969482422
40033,22.56999969482422
40603,22.639999389648438
41103,22.670000076293945
41502,22.649999618530273
42002,22.649999618530273
42502,22.639999389648438
43071,22.639999389648438
43515,22.649999618530273
44002,22.649999618530273
44502,22.65999984741211
45030,22.65999984741211
45598,22.649999618530273
46031,22.65999984741211
46607,22.670000076293945
47002,22.65999984741211
47528,22.68000030517578
48002,22.690000534057617
48502,22.700000762939453
49055,22.700000762939453
49565,22.719999313354492
50064,22.709999084472656
50564,22.700000762939453
51002,22.700000762939453
51502,22.709999084472656
52053,22.709999084472656
52602,22.709999084472656
53032,22.729999542236328
53502,22.719999313354492
54002,22.729999542236328
54502,22.739999771118164
55002,22.75
55502,22.770000457763672
56002,22.780000686645508
56609,22.780000686645508
57002,22.780000686645508
57527,22.799999237060547
58002,22.799999237060547
58527,22.799999237060547
59028,22.799999237060547
59502,22.799999237060547
60056,22.809999465942383
60527,22.809999465942383
61002,22.809999465942383
61604,22.81999969482422
62002,22.829999923706055
62502,22.829999923706055
63033,22.84000015258789
63502,22.850000381469727
64002,22.850000381469727
64542,22.860000610351562
65006,22.84000015258789
65531,22.8700008392334
66064,22.860000610351562
66530,22.860000610351562
67063,22.8700008392334
67583,22.8700008392334
68015,22.8799991607666
68515,22.8799991607666
69111,22.8799991607666
69528,22.889999389648438
70002,22.889999389648438
70502,22.899999618530273
71028,22.889999389648438
71502,22.90999984741211
72015,22.90999984741211
72605,22.920000076293945
73001,22.920000076293945
73527,22.93000030517578
74064,22.93000030517578
74603,22.93000030517578
75103,22.940000534057617
75502,22.940000534057617
76082,22.940000534057617
76502,22.940000534057617
77002,22.950000762939453
77600,22.950000762939453
78015,22.950000762939453
78600,22.959999084472656
79099,22.959999084472656
79579,22.969999313354492
80108,22.979999542236328
80538,22.979999542236328
81002,22.979999542236328
81527,22.989999771118164
82002,22.979999542236328
82537,23.0
83066,23.0
83502,23.0
84027,23.010000228881836
84585,23.020000457763672
85054,23.020000457763672
85502,23.020000457763672
86002,23.020000457763672
86530,23.010000228881836
87030,23.030000686645508
87602,23.030000686645508
88015,23.040000915527344
88531,23.040000915527344
89104,23.06999969482422
89515,23.06999969482422
90002,23.06999969482422
90502,23.079999923706055
91079,23.079999923706055
91502,23.079999923706055
92001,23.079999923706055
92502,23.09000015258789
93002,23.079999923706055
93515,23.100000381469727
94002,23.100000381469727
94606,23.100000381469727
95002,23.100000381469727
95585,23.110000610351562
96027,23.110000610351562
96527,23.1200008392334
97002,23.1200008392334
97604,23.1299991607666
98103,23.1299991607666
98515,23.1200008392334
99027,23.139999389648438
99528,23.139999389648438
100027,23.1299991607666
100551,23.139999389648438
101051,23.149999618530273
101502,23.139999389648438
102070,23.149999618530273
102599,23.15999984741211
103002,23.15999984741211
103502,23.15999984741211
104002,23.170000076293945
104548,23.18000030517578
105002,23.190000534057617
105502,23.170000076293945
106032,23.190000534057617
106606,23.18000030517578
107030,23.190000534057617
107559,23.200000762939453
108027,23.200000762939453
108502,23.209999084472656
109108,23.229999542236328
109502,23.219999313354492
110107,23.219999313354492
110502,23.219999313354492
111002,23.229999542236328
111528,23.229999542236328
112081,23.229999542236328
112502,23.239999771118164
113031,23.239999771118164
113600,23.239999771118164
114002,23.25
114515,23.239999771118164
115030,23.25
115568,23.25
116002,23.270000457763672
116608,23.270000457763672
117027,23.270000457763672
117537,23.270000457763672
118027,23.270000457763672
118502,23.270000457763672
119027,23.280000686645508
119502,23.280000686645508
120002,23.290000915527344
120502,23.290000915527344
121002,23.290000915527344
121528,23.290000915527344
122002,23.299999237060547
122553,23.309999465942383
123027,23.309999465942383
123527,23.299999237060547
124042,23.309999465942383
124502,23.31999969482422
125071,23.31999969482422
125502,23.329999923706055
126006,23.329999923706055
126515,23.329999923706055
127030,23.34000015258789
127530,23.34000015258789
128002,23.34000015258789
128527,23.350000381469727
129050,23.34000015258789
129502,23.34000015258789
130002,23.350000381469727
130546,23.360000610351562
131015,23.360000610351562
131605,23.360000610351562
132035,23.3700008392334
132604,23.3700008392334
133104,23.3799991607666
133534,23.3799991607666
134073,23.3700008392334
134502,23.3799991607666
135002,23.389999389648438
135572,23.399999618530273
136092,23.389999389648438
136601,23.399999618530273
137027,23.399999618530273
137502,23.399999618530273
138027,23.399999618530273
138570,23.420000076293945
139002,23.420000076293945
139568,23.420000076293945
140108,23.43000030517578
140502,23.420000076293945
141002,23.43000030517578
141537,23.43000030517578
142002,23.43000030517578
142502,23.450000762939453
143027,23.450000762939453
143528,23.450000762939453
144028,23.459999084472656
144535,23.459999084472656
145002,23.459999084472656
145527,23.459999084472656
146031,23.469999313354492
146603,23.469999313354492
147002,23.479999542236328
147602,23.5
148030,23.479999542236328
148527,23.479999542236328
149104,23.479999542236328
149528,23.489999771118164
150094,23.489999771118164
150570,23.5
151027,23.510000228881836
151527,23.5
152112,23.510000228881836
152608,23.510000228881836
153002,23.510000228881836
153607,23.520000457763672
154107,23.520000457763672
154527,23.530000686645508
155027,23.520000457763672
155527,23.530000686645508
156095,23.530000686645508
156502,23.540000915527344
157104,23.540000915527344
157527,23.549999237060547
158028,23.540000915527344
158593,23.549999237060547
159073,23.549999237060547
159527,23.559999465942383
160027,23.559999465942383
160528,23.56999969482422
161071,23.56999969482422
161527,23.56999969482422
162027,23.579999923706055
162600,23.579999923706055
163002,23.579999923706055
163599,23.59000015258789
164002,23.59000015258789
164608,23.59000015258789
165038,23.59000015258789
165587,23.600000381469727
166006,23.600000381469727
166506,23.600000381469727
167032,23.600000381469727
167530,23.600000381469727
168039,23.610000610351562
168502,23.6200008392334
169031,23.6200008392334
169527,23.610000610351562
170107,23.6200008392334
170527,23.6200008392334
171002,23.6200008392334
171605,23.6200008392334
172072,23.639999389648438
172528,23.639999389648438
173002,23.639999389648438
173527,23.649999618530273
174100,23.639999389648438
174502,23.639999389648438
175090,23.649999618530273
175589,23.649999618530273
176002,23.649999618530273
176502,23.649999618530273
177002,23.65999984741211
177502,23.65999984741211
178107,23.65999984741211
178547,23.65999984741211
179002,23.65999984741211
179527,23.670000076293945
180106,23.68000030517578
180502,23.670000076293945
181035,23.68000030517578
181604,23.690000534057617
182002,23.690000534057617
182603,23.690000534057617
183002,23.690000534057617
183533,23.690000534057617
184002,23.690000534057617
184572,23.700000762939453
185027,23.700000762939453
185502,23.700000762939453
186091,23.700000762939453
186531,23.709999084472656
187090,23.709999084472656
187570,23.709999084472656
188002,23.719999313354492
188502,23.719999313354492
189002,23.709999084472656
189527,23.719999313354492
190038,23.729999542236328
190577,23.739999771118164
191037,23.729999542236328
191527,23.739999771118164
192027,23.739999771118164
192502,23.739999771118164
193002,23.75
193535,23.75
194002,23.760000228881836
194534,23.739999771118164
195027,23.760000228881836
195527,23.760000228881836
196027,23.760000228881836
196502,23.760000228881836
197102,23.760000228881836
197601,23.770000457763672
198002,23.770000457763672
198502,23.780000686645508
199002,23.770000457763672
199590,23.780000686645508
200027,23.780000686645508
200502,23.780000686645508
201002,23.790000915527344
201608,23.790000915527344
202002,23.790000915527344
202528,23.799999237060547
203002,23.790000915527344
203577,23.809999465942383
204077,23.799999237060547
204502,23.809999465942383
205002,23.799999237060547
205605,23.81999969482422
206105,23.809999465942383
206604,23.81999969482422
207030,23.81999969482422
207502,23.81999969482422
208002,23.81999969482422
208576,23.81999969482422
209002,23.829999923706055
209605,23.829999923706055
210002,23.829999923706055
210527,23.84000015258789
211027,23.829999923706055
211502,23.84000015258789
212002,23.84000015258789
212590,23.84000015258789
213002,23.850000381469727
213502,23.84000015258789
214109,23.850000381469727
214502,23.850000381469727
215027,23.860000610351562
215502,23.8700008392334
216002,23.860000610351562
216606,23.860000610351562
217027,23.860000610351562
217527,23.8700008392334
218105,23.8700008392334
218502,23.8799991607666
219002,23.8799991607666
219527,23.8799991607666
220104,23.889999389648438
220527,23.889999389648438
221073,23.8799991607666
221527,23.889999389648438
222027,23.889999389648438
222592,23.899999618530273
223027,23.90999984741211
223502,23.899999618530273
224027,23.899999618530273
224527,23.899999618530273
225002,23.90999984741211
225527,23.920000076293945
226099,23.920000076293945
226502,23.93000030517578
227030,23.920000076293945
227541,23.93000030517578
228107,23.93000030517578
228607,23.93000030517578
229002,23.940000534057617
229527,23.940000534057617
230002,23.950000762939453
230502,23.940000534057617
231108,23.940000534057617
231502,23.93000030517578
232028,23.950000762939453
232502,23.950000762939453
233027,23.940000534057617
233527,23.950000762939453
234002,23.959999084472656
234572,23.969999313354492
235032,23.959999084472656
235601,23.969999313354492
236027,23.969999313354492
236502,23.969999313354492
237002,23.979999542236328
237600,23.969999313354492
238099,23.969999313354492
238609,23.979999542236328
239109,23.989999771118164
239608,23.979999542236328
240002,23.989999771118164
240502,23.989999771118164
241027,24.0
241502,23.989999771118164
242027,24.0
242606,24.0
243002,24.0
