Time (ms), External Temperature (C)
4584,23.6200008392334
5002,23.610000610351562
5507,23.600000381469727
6031,23.6200008392334
6504,23.610000610351562
7004,23.610000610351562
7504,23.610000610351562
8001,23.610000610351562
8504,23.6200008392334
9004,23.610000610351562
9502,23.610000610351562
10002,23.610000610351562
10502,23.610000610351562
11050,23.610000610351562
11504,23.610000610351562
12028,23.610000610351562
12504,23.610000610351562
13028,23.610000610351562
13504,23.6200008392334
14029,23.610000610351562
14528,23.6200008392334
15096,23.610000610351562
15501,23.610000610351562
16003,23.610000610351562
16535,23.610000610351562
17028,23.6200008392334
17574,23.610000610351562
18028,23.610000610351562
18504,23.610000610351562
19063,23.6200008392334
19562,23.610000610351562
20028,23.6200008392334
20502,23.600000381469727
21004,23.600000381469727
21504,23.600000381469727
22080,23.610000610351562
22504,23.600000381469727
23079,23.600000381469727
23589,23.600000381469727
24003,23.6200008392334
24503,23.610000610351562
25087,23.600000381469727
25597,23.600000381469727
26060,23.610000610351562
26520,23.610000610351562
27109,23.610000610351562
27504,23.6200008392334
28039,23.610000610351562
28501,23.6200008392334
29004,23.610000610351562
29528,23.610000610351562
30004,23.610000610351562
30504,23.610000610351562
31105,23.610000610351562
31503,23.6200008392334
32002,23.610000610351562
32504,23.610000610351562
33028,23.610000610351562
33580,23.610000610351562
34099,23.600000381469727
34504,23.600000381469727
35109,23.600000381469727
35548,23.600000381469727
36078,23.610000610351562
36502,23.610000610351562
37028,23.610000610351562
37504,23.610000610351562
38003,23.610000610351562
38504,23.610000610351562
39004,23.6200008392334
39504,23.6200008392334
40034,23.6200008392334
40604,23.6200008392334
41104,23.6299991607666
41504,23.6299991607666
42003,23.639999389648438
42504,23.639999389648438
43072,23.6299991607666
43516,23.639999389648438
44004,23.649999618530273
44504,23.639999389648438
45031,23.639999389648438
45599,23.649999618530273
46032,23.639999389648438
46501,23.65999984741211
47004,23.65999984741211
47532,23.65999984741211
48004,23.670000076293945
48504,23.670000076293945
49059,23.68000030517578
49566,23.690000534057617
50065,23.700000762939453
50565,23.700000762939453
51003,23.709999084472656
51504,23.709999084472656
52054,23.719999313354492
52603,23.719999313354492
53033,23.719999313354492
53504,23.729999542236328
54003,23.739999771118164
54503,23.75
55004,23.760000228881836
55503,23.760000228881836
56004,23.760000228881836
56501,23.770000457763672
57004,23.770000457763672
57528,23.770000457763672
58004,23.780000686645508
58528,23.780000686645508
59029,23.780000686645508
59504,23.790000915527344
60057,23.790000915527344
60528,23.799999237060547
61004,23.790000915527344
61501,23.809999465942383
62004,23.799999237060547
62504,23.809999465942383
63034,23.799999237060547
63504,23.809999465942383
64004,23.81999969482422
64543,23.809999465942383
65007,23.829999923706055
65532,23.829999923706055
66065,23.829999923706055
66531,23.829999923706055
67064,23.829999923706055
67584,23.829999923706055
68016,23.84000015258789
68516,23.850000381469727
69001,23.84000015258789
69529,23.850000381469727
70004,23.860000610351562
70504,23.850000381469727
71029,23.850000381469727
71504,23.860000610351562
72016,23.860000610351562
72606,23.8700008392334
73002,23.8799991607666
73528,23.8799991607666
74065,23.8799991607666
74604,23.8799991607666
75001,23.8799991607666
75504,23.8799991607666
76083,23.889999389648438
76504,23.899999618530273
77003,23.889999389648438
77502,23.889999389648438
78016,23.889999389648438
78501,23.899999618530273
79100,23.899999618530273
79580,23.90999984741211
80001,23.90999984741211
80539,23.90999984741211
81004,23.899999618530273
81528,23.90999984741211
82003,23.920000076293945
82538,23.90999984741211
83067,23.920000076293945
83504,23.920000076293945
84028,23.920000076293945
84586,23.93000030517578
85055,23.920000076293945
85503,23.920000076293945
86003,23.93000030517578
86532,23.920000076293945
87031,23.920000076293945
87501,23.940000534057617
88016,23.940000534057617
88536,23.940000534057617
89002,23.93000030517578
89516,23.940000534057617
90004,23.940000534057617
90504,23.940000534057617
91083,23.959999084472656
91504,23.950000762939453
92002,23.950000762939453
92503,23.950000762939453
93003,23.950000762939453
93516,23.959999084472656
94004,23.959999084472656
94501,23.959999084472656
95004,23.969999313354492
95586,23.959999084472656
96028,23.969999313354492
96528,23.979999542236328
97004,23.969999313354492
97502,23.979999542236328
98001,23.979999542236328
98516,23.979999542236328
99028,23.979999542236328
99529,23.979999542236328
100028,23.979999542236328
100552,23.989999771118164
101052,23.989999771118164
101504,23.989999771118164
102071,24.0
102501,24.0
103004,24.0
103504,24.010000228881836
104003,24.0
104549,24.010000228881836
105004,24.010000228881836
105504,24.010000228881836
106033,24.020000457763672
106607,24.010000228881836
107032,24.020000457763672
107560,24.030000686645508
108032,24.030000686645508
108504,24.020000457763672
109002,24.020000457763672
109504,24.030000686645508
110001,24.030000686645508
110503,24.030000686645508
111004,24.020000457763672
111529,24.049999237060547
112086,24.049999237060547
112504,24.059999465942383
113032,24.059999465942383
113501,24.059999465942383
114004,24.06999969482422
114516,24.049999237060547
115031,24.040000915527344
115569,24.06999969482422
116004,24.06999969482422
116609,24.06999969482422
117028,24.06999969482422
117538,24.079999923706055
118028,24.079999923706055
118503,24.09000015258789
119028,24.079999923706055
119504,24.09000015258789
120004,24.09000015258789
120504,24.09000015258789
121004,24.09000015258789
121529,24.09000015258789
122003,24.100000381469727
122554,24.100000381469727
123028,24.100000381469727
123528,24.100000381469727
124043,24.110000610351562
124504,24.1200008392334
125072,24.1200008392334
125504,24.1200008392334
126007,24.110000610351562
126516,24.1200008392334
127031,24.1200008392334
127532,24.1200008392334
128004,24.1200008392334
128528,24.1299991607666
129052,24.139999389648438
129504,24.139999389648438
130004,24.139999389648438
130547,24.1299991607666
131016,24.1299991607666
131606,24.149999618530273
132036,24.139999389648438
132605,24.139999389648438
133001,24.149999618530273
133535,24.15999984741211
134074,24.149999618530273
134504,24.149999618530273
135004,24.149999618530273
135573,24.15999984741211
136093,24.170000076293945
136602,24.18000030517578
137028,24.18000030517578
137504,24.18000030517578
138028,24.18000030517578
138571,24.18000030517578
139004,24.18000030517578
139569,24.18000030517578
140002,24.18000030517578
140504,24.18000030517578
141004,24.200000762939453
141538,24.200000762939453
142004,24.200000762939453
142504,24.200000762939453
143028,24.190000534057617
143529,24.200000762939453
144029,24.209999084472656
144536,24.209999084472656
145004,24.209999084472656
145528,24.219999313354492
146032,24.209999084472656
146501,24.219999313354492
147004,24.219999313354492
147502,24.219999313354492
148031,24.219999313354492
148531,24.219999313354492
149002,24.229999542236328
149529,24.239999771118164
150095,24.25
150575,24.239999771118164
151028,24.239999771118164
151528,24.25
152002,24.260000228881836
152501,24.260000228881836
153004,24.260000228881836
153502,24.270000457763672
154108,24.270000457763672
154528,24.270000457763672
155028,24.270000457763672
155528,24.270000457763672
156096,24.270000457763672
156504,24.290000915527344
157105,24.290000915527344
157528,24.280000686645508
158029,24.290000915527344
158594,24.299999237060547
159074,24.290000915527344
159528,24.299999237060547
160028,24.299999237060547
160529,24.309999465942383
161072,24.299999237060547
161528,24.309999465942383
162028,24.309999465942383
162501,24.31999969482422
163004,24.31999969482422
163600,24.329999923706055
164004,24.309999465942383
164502,24.329999923706055
165039,24.34000015258789
165588,24.329999923706055
166007,24.329999923706055
166507,24.34000015258789
167033,24.34000015258789
167531,24.34000015258789
168040,24.350000381469727
168504,24.34000015258789
169033,24.34000015258789
169528,24.360000610351562
170001,24.350000381469727
170528,24.360000610351562
171004,24.360000610351562
171501,24.360000610351562
172073,24.3799991607666
172529,24.389999389648438
173004,24.389999389648438
173528,24.3799991607666
174001,24.399999618530273
174504,24.389999389648438
175091,24.389999389648438
175590,24.3799991607666
176004,24.389999389648438
176504,24.399999618530273
177004,24.40999984741211
177504,24.399999618530273
178001,24.399999618530273
178548,24.420000076293945
179004,24.420000076293945
179528,24.420000076293945
180001,24.420000076293945
180504,24.420000076293945
181036,24.420000076293945
181501,24.420000076293945
182004,24.43000030517578
182501,24.440000534057617
183004,24.440000534057617
183534,24.450000762939453
184004,24.440000534057617
184573,24.440000534057617
185028,24.450000762939453
185504,24.450000762939453
186092,24.459999084472656
186532,24.459999084472656
187091,24.469999313354492
187571,24.469999313354492
188004,24.469999313354492
188504,24.479999542236328
189004,24.479999542236328
189528,24.479999542236328
190043,24.479999542236328
190582,24.479999542236328
191038,24.479999542236328
191528,24.489999771118164
192028,24.489999771118164
192504,24.5
193004,24.489999771118164
193536,24.5
194004,24.510000228881836
194535,24.510000228881836
195028,24.510000228881836
195528,24.520000457763672
196028,24.520000457763672
196504,24.520000457763672
197103,24.520000457763672
197501,24.530000686645508
198004,24.530000686645508
198504,24.530000686645508
199004,24.540000915527344
199591,24.540000915527344
200028,24.540000915527344
200504,24.549999237060547
201004,24.549999237060547
201501,24.549999237060547
202004,24.549999237060547
202529,24.559999465942383
203004,24.56999969482422
203578,24.56999969482422
204078,24.56999969482422
204504,24.579999923706055
205004,24.59000015258789
205502,24.579999923706055
206002,24.579999923706055
206501,24.56999969482422
207031,24.59000015258789
207507,24.59000015258789
208004,24.59000015258789
208577,24.59000015258789
209004,24.600000381469727
209606,24.610000610351562
210004,24.610000610351562
210528,24.600000381469727
211028,24.610000610351562
211504,24.6200008392334
212004,24.6200008392334
212591,24.6200008392334
213004,24.6299991607666
213504,24.6299991607666
214002,24.639999389648438
214504,24.6299991607666
215028,24.639999389648438
215504,24.639999389648438
216004,24.65999984741211
216607,24.649999618530273
217028,24.65999984741211
217528,24.65999984741211
218106,24.65999984741211
218504,24.65999984741211
219004,24.670000076293945
219528,24.670000076293945
220001,24.65999984741211
220528,24.68000030517578
221074,24.690000534057617
221528,24.68000030517578
222028,24.690000534057617
222593,24.700000762939453
223028,24.700000762939453
223504,24.68000030517578
224028,24.700000762939453
224528,24.700000762939453
225004,24.709999084472656
225528,24.709999084472656
226100,24.719999313354492
226504,24.709999084472656
227031,24.729999542236328
227542,24.729999542236328
228002,24.729999542236328
228501,24.719999313354492
229004,24.739999771118164
229528,24.739999771118164
