Time (ms), Y Mangetometer (uT)
15758,-2.550637722015381
15868,-3.3008251190185547
15968,-2.2505626678466797
16068,-3.900975227355957
16168,-3.900975227355957
16268,-3.0007503032684326
16368,-2.550637722015381
16428,-3.900975227355957
16502,-4.051012992858887
16667,-2.4006001949310303
16707,-2.100525140762329
16867,-3.3008251190185547
16967,-2.2505626678466797
17097,-3.4508626461029053
17187,-3.150787830352783
17257,-1.6504125595092773
17367,-3.900975227355957
17467,-3.900975227355957
17537,-1.5003751516342163
17667,-2.550637722015381
17726,-2.2505626678466797
17866,-3.4508626461029053
17936,-3.0007503032684326
18096,-3.4508626461029053
18186,-3.3008251190185547
18246,-1.800450086593628
18366,-3.900975227355957
18466,-2.7006752490997314
18566,-2.2505626678466797
18606,-3.3008251190185547
18765,-3.0007503032684326
18866,-1.5003751516342163
18905,-2.550637722015381
19025,-2.2505626678466797
19165,-3.600900173187256
19265,-2.2505626678466797
19365,-4.501125335693359
19465,-2.4006001949310303
19525,-2.7006752490997314
19665,-2.550637722015381
19765,-4.35108757019043
19865,-2.7006752490997314
19965,-3.150787830352783
20094,-3.600900173187256
20184,-2.7006752490997314
20274,-3.150787830352783
20364,-3.600900173187256
20434,-3.4508626461029053
20564,-2.2505626678466797
20664,-3.900975227355957
20714,-3.900975227355957
20864,-4.051012992858887
20964,-3.150787830352783
21074,-3.0007503032684326
21174,-2.4006001949310303
21263,-3.0007503032684326
21373,-3.600900173187256
21473,-3.600900173187256
21573,-2.4006001949310303
21673,-2.550637722015381
21743,-2.4006001949310303
21863,-4.35108757019043
21963,-3.3008251190185547
22043,-3.900975227355957
22163,-4.051012992858887
22263,-4.35108757019043
22342,-4.201050281524658
22462,-2.7006752490997314
22572,-1.6504125595092773
22672,-4.201050281524658
22752,-3.600900173187256
22802,-3.0007503032684326
22922,-3.600900173187256
23042,-2.550637722015381
23172,-3.600900173187256
23271,-2.7006752490997314
23371,-2.7006752490997314
23422,-2.4006001949310303
23551,-2.7006752490997314
23671,-2.7006752490997314
23751,-3.3008251190185547
23871,-3.3008251190185547
23911,-3.4508626461029053
24071,-4.201050281524658
24171,-2.2505626678466797
24271,-2.7006752490997314
24371,-4.201050281524658
24471,-3.4508626461029053
24571,-3.150787830352783
24670,-4.8012003898620605
24740,-2.2505626678466797
24870,-4.051012992858887
24902,-4.051012992858887
25050,-3.900975227355957
25170,-2.4006001949310303
25280,-4.8012003898620605
25370,-1.6504125595092773
25470,-2.7006752490997314
25560,-2.550637722015381
25669,-3.3008251190185547
25729,-3.150787830352783
25869,-2.550637722015381
25969,-4.051012992858887
26019,-4.051012992858887
26179,-3.600900173187256
26229,-2.100525140762329
26369,-2.4006001949310303
26469,-1.6504125595092773
26589,-3.4508626461029053
26679,-3.150787830352783
26769,-1.5003751516342163
26868,-4.201050281524658
26968,-4.35108757019043
27068,-3.600900173187256
27178,-3.3008251190185547
27268,-3.900975227355957
27328,-1.6504125595092773
27468,-3.4508626461029053
27568,-2.2505626678466797
27668,-4.35108757019043
27768,-3.3008251190185547
27867,-3.0007503032684326
27967,-4.201050281524658
28002,-2.100525140762329
28187,-3.4508626461029053
28267,-3.600900173187256
28347,-3.0007503032684326
28467,-2.4006001949310303
28567,-2.4006001949310303
28677,-0.7501875758171082
28767,-3.0007503032684326
28867,-4.201050281524658
28967,-3.600900173187256
29067,-2.4006001949310303
29167,-1.6504125595092773
29276,-3.4508626461029053
29366,-3.4508626461029053
29466,-2.2505626678466797
29596,-4.201050281524658
29686,-2.550637722015381
29776,-4.051012992858887
29866,-3.150787830352783
29966,-3.3008251190185547
30066,-3.600900173187256
30166,-2.7006752490997314
30265,-1.800450086593628
30302,-2.7006752490997314
30465,-3.3008251190185547
30575,-3.150787830352783
30685,-4.051012992858887
30785,-2.7006752490997314
30865,-3.900975227355957
30965,-3.900975227355957
31065,-5.101275444030762
31175,-3.3008251190185547
31265,-3.600900173187256
31365,-3.900975227355957
31464,-4.201050281524658
31574,-3.0007503032684326
31674,-3.3008251190185547
31764,-3.3008251190185547
31864,-3.0007503032684326
31964,-3.150787830352783
32074,-3.600900173187256
32174,-2.7006752490997314
32254,-3.150787830352783
32363,-3.3008251190185547
32402,-2.550637722015381
32573,-4.35108757019043
32673,-4.051012992858887
32713,-4.051012992858887
32863,-3.150787830352783
32963,-3.900975227355957
33093,-3.150787830352783
33183,-4.051012992858887
33273,-2.7006752490997314
33353,-2.100525140762329
33413,-3.150787830352783
33543,-4.051012992858887
33662,-3.3008251190185547
33762,-2.7006752490997314
33862,-2.2505626678466797
33962,-2.2505626678466797
34062,-3.0007503032684326
34162,-3.900975227355957
34272,-3.600900173187256
34372,-2.7006752490997314
34472,-3.3008251190185547
34572,-2.4006001949310303
34672,-3.150787830352783
34772,-3.3008251190185547
34871,-3.0007503032684326
34902,-4.051012992858887
35071,-3.150787830352783
35171,-2.4006001949310303
35231,-3.150787830352783
35371,-2.7006752490997314
35471,-3.4508626461029053
35511,-3.600900173187256
35671,-3.900975227355957
35771,-3.900975227355957
35871,-4.35108757019043
35931,-3.4508626461029053
36040,-2.100525140762329
36170,-3.150787830352783
36280,-2.550637722015381
36302,-3.4508626461029053
36470,-3.900975227355957
36570,-3.900975227355957
36670,-3.150787830352783
36730,-4.051012992858887
36869,-3.0007503032684326
36902,-2.7006752490997314
37099,-3.4508626461029053
37189,-2.100525140762329
37279,-2.7006752490997314
37369,-1.5003751516342163
37469,-3.4508626461029053
37569,-4.201050281524658
37669,-3.3008251190185547
37769,-2.4006001949310303
37869,-3.0007503032684326
37969,-3.900975227355957
38069,-3.4508626461029053
38168,-4.501125335693359
38268,-2.7006752490997314
38368,13.203300476074219
38468,36.75918960571289
38568,58.51462936401367
38668,65.11627960205078
38738,63.31583023071289
38868,55.213802337646484
38968,40.06001663208008
39068,33.75843811035156
39168,39.1597900390625
39218,40.06001663208008
39347,34.35858917236328
39437,31.657915115356445
39567,46.511627197265625
39667,51.6129035949707
39747,49.36233901977539
39867,51.312828063964844
39967,53.86346435546875
40002,54.01350402832031
40167,58.81470489501953
40267,58.064517974853516
40337,52.06301498413086
40467,43.96099090576172
40566,29.857463836669922
40666,19.5048770904541
40776,8.852212905883789
40866,5.8514628410339355
40966,2.2505626678466797
41066,3.150787830352783
41176,5.251312732696533
41266,1.6504125595092773
41366,0.3000750243663788
41436,5.101275444030762
41566,12.153038024902344
41605,10.952737808227539
41765,10.052513122558594
41865,17.704425811767578
41925,18.604650497436523
42065,18.154539108276367
42165,17.704425811767578
42265,17.704425811767578
42365,18.754688262939453
42445,16.654163360595703
42575,17.704425811767578
42675,16.354087829589844
42765,16.954238891601562
42864,14.853713989257812
42964,15.153788566589355
43034,15.003750801086426
43164,15.003750801086426
43264,15.153788566589355
43364,17.704425811767578
43414,16.354087829589844
43584,17.55438804626465
43674,15.753938674926758
43763,15.603900909423828
43863,15.453863143920898
43963,13.203300476074219
44073,15.603900909423828
44173,15.903976440429688
44263,15.003750801086426
44343,14.25356388092041
44403,15.003750801086426
44573,12.303075790405273
44673,12.903225898742676
44763,12.753188133239746
44813,13.653413772583008
44903,15.003750801086426
45102,12.903225898742676
45192,14.853713989257812
45242,13.653413772583008
45362,11.252813339233398
45472,11.252813339233398
45562,11.402851104736328
45662,9.602400779724121
45772,12.753188133239746
45872,13.053263664245605
45971,13.353338241577148
46102,14.10352611541748
46191,12.753188133239746
46231,12.303075790405273
46371,15.453863143920898
46481,15.003750801086426
46571,15.153788566589355
46671,15.603900909423828
46771,15.153788566589355
46871,15.453863143920898
46971,15.903976440429688
47071,9.602400779724121
47171,10.502625465393066
47202,12.00300121307373
47370,28.50712776184082
47470,30.7576904296875
47600,33.00825119018555
47690,30.7576904296875
47770,31.657915115356445
47870,14.10352611541748
47960,-1.800450086593628
48070,-17.104276657104492
48170,-21.60540199279785
48269,-22.955739974975586
48350,-16.204051971435547
48479,-9.902475357055664
48569,2.4006001949310303
48669,6.601650238037109
48702,12.453113555908203
48869,18.604650497436523
48929,13.203300476074219
49019,-18.754688262939453
49179,-10.202550888061523
49269,-11.402851104736328
49369,-10.802700996398926
49409,-10.652663230895996
49529,-9.452363014221191
49668,-9.002250671386719
49768,-10.352588653564453
49868,-6.601650238037109
49968,-7.801950454711914
50028,-6.751688003540039
50178,-5.701425552368164
50268,-7.05176305770874
50368,-6.601650238037109
50468,-4.201050281524658
50528,-5.101275444030762
50667,-4.951237678527832
50767,-3.150787830352783
50827,-3.4508626461029053
50907,-2.7006752490997314
51067,-1.5003751516342163
51177,0.3000750243663788
51267,4.201050281524658
51347,4.201050281524658
51467,7.801950454711914
51567,15.903976440429688
51667,19.954988479614258
51767,21.155288696289062
51846,19.954988479614258
51966,19.6549129486084
52016,19.5048770904541
52146,16.954238891601562
52216,15.753938674926758
52366,11.552887916564941
52466,11.8529634475708
52566,11.402851104736328
52666,12.00300121307373
52766,15.603900909423828
52865,25.056264877319336
52965,32.85821533203125
53002,34.958740234375
53165,38.25956344604492
53265,35.25881576538086
53302,34.80870056152344
53465,27.306827545166016
53575,23.105775833129883
53675,24.00600242614746
53765,24.456113815307617
53845,26.406600952148438
53965,21.305326461791992
54065,15.903976440429688
54164,15.153788566589355
54264,16.504125595092773
54364,16.804201126098633
54464,19.204801559448242
54574,20.555139541625977
54674,19.6549129486084
54764,19.954988479614258
54844,20.555139541625977
54964,20.555139541625977
55074,24.00600242614746
55174,19.204801559448242
55233,21.305326461791992
55363,25.80645179748535
55463,31.657915115356445
55573,38.55963897705078
55673,38.55963897705078
55763,40.810203552246094
55823,40.36008834838867
55963,40.810203552246094
56073,40.810203552246094
56173,41.26031494140625
56263,41.56039047241211
56322,41.26031494140625
56403,43.36083984375
56572,43.06076431274414
56672,42.16054153442383
56762,43.51087951660156
56862,43.36083984375
56972,43.06076431274414
57072,42.910728454589844
57172,43.06076431274414
57272,43.96099090576172
57372,43.51087951660156
57471,42.910728454589844
57592,41.710426330566406
57681,43.810951232910156
57761,43.51087951660156
57871,44.86121368408203
57981,42.910728454589844
58071,44.56114196777344
58171,42.610652923583984
58271,44.56114196777344
58371,43.66091537475586
58461,42.610652923583984
58591,44.26106643676758
58681,42.76068878173828
58771,43.51087951660156
58870,45.31132888793945
58970,42.76068878173828
59100,43.36083984375
59180,44.26106643676758
59270,44.411102294921875
59370,43.66091537475586
59460,44.26106643676758
59570,43.06076431274414
59670,44.411102294921875
59769,43.96099090576172
59820,44.56114196777344
59969,43.96099090576172
60020,43.810951232910156
60159,43.36083984375
60269,43.36083984375
60369,41.56039047241211
60469,44.411102294921875
60599,45.46136474609375
60689,44.56114196777344
60779,43.66091537475586
60869,43.96099090576172
60969,43.51087951660156
61069,43.36083984375
61169,43.36083984375
61208,45.16128921508789
61368,44.411102294921875
61468,43.36083984375
61568,43.66091537475586
61668,43.51087951660156
61768,43.810951232910156
61868,44.711177825927734
61968,44.411102294921875
62068,43.51087951660156
62168,44.711177825927734
62218,43.810951232910156
62337,43.06076431274414
62448,43.66091537475586
62567,44.411102294921875
62667,43.36083984375
62737,45.76144027709961
62847,43.51087951660156
62967,44.26106643676758
63002,43.06076431274414
63167,44.56114196777344
63267,43.51087951660156
63337,45.31132888793945
63466,44.411102294921875
63567,43.96099090576172
63666,44.86121368408203
63726,43.810951232910156
63806,43.810951232910156
63916,43.06076431274414
64066,44.56114196777344
64106,42.76068878173828
64202,45.46136474609375
64366,45.31132888793945
64465,43.810951232910156
64505,42.16054153442383
64665,43.66091537475586
64725,44.26106643676758
64865,44.711177825927734
64965,44.711177825927734
65075,44.26106643676758
65175,44.26106643676758
65205,42.910728454589844
65365,44.56114196777344
65465,45.61140441894531
65594,44.26106643676758
65685,43.96099090576172
65774,43.51087951660156
65834,42.610652923583984
65924,43.96099090576172
66024,43.66091537475586
66174,44.56114196777344
66264,46.06151580810547
66364,45.46136474609375
66464,44.26106643676758
66594,45.31132888793945
66684,44.26106643676758
66724,43.96099090576172
66863,44.56114196777344
66944,46.06151580810547
67023,43.51087951660156
67173,44.56114196777344
67263,43.96099090576172
67313,46.211551666259766
67433,43.810951232910156
67543,43.96099090576172
67673,43.51087951660156
67763,46.211551666259766
67863,44.26106643676758
67963,43.06076431274414
68083,43.36083984375
68173,42.610652923583984
68262,44.56114196777344
68302,43.36083984375
68472,43.96099090576172
68582,43.96099090576172
68672,42.010501861572266
68772,44.411102294921875
68872,43.810951232910156
68902,43.66091537475586
69072,44.26106643676758
69181,45.16128921508789
69271,43.810951232910156
69371,43.06076431274414
69471,42.010501861572266
69591,43.51087951660156
69641,42.76068878173828
69771,42.76068878173828
69821,43.51087951660156
69971,42.76068878173828
70071,42.46061706542969
70181,42.16054153442383
70271,42.76068878173828
70371,43.66091537475586
70470,43.810951232910156
70570,44.411102294921875
70670,42.46061706542969
70770,43.96099090576172
70870,43.66091537475586
70902,43.06076431274414
71100,44.56114196777344
71150,43.66091537475586
71270,42.16054153442383
71369,43.51087951660156
71469,43.51087951660156
71569,41.26031494140625
71669,42.910728454589844
71702,43.810951232910156
71839,44.711177825927734
71902,43.06076431274414
72079,44.86121368408203
72169,43.06076431274414
72269,43.36083984375
72369,42.76068878173828
72469,42.610652923583984
72569,42.76068878173828
72668,43.06076431274414
72748,45.31132888793945
72868,42.910728454589844
72968,43.51087951660156
73068,42.16054153442383
73168,43.96099090576172
73268,44.86121368408203
73368,43.96099090576172
73448,43.810951232910156
73598,45.31132888793945
73688,42.610652923583984
73778,46.211551666259766
73867,43.810951232910156
73967,42.910728454589844
74027,44.56114196777344
74167,43.51087951660156
74267,43.96099090576172
74367,42.910728454589844
74467,43.66091537475586
74567,43.06076431274414
74667,44.56114196777344
74707,43.810951232910156
74867,42.910728454589844
74967,44.411102294921875
75066,43.36083984375
75166,42.76068878173828
75266,43.96099090576172
75316,42.910728454589844
75466,44.26106643676758
75566,43.810951232910156
75626,44.411102294921875
75766,42.46061706542969
75846,43.51087951660156
75966,43.96099090576172
76046,43.66091537475586
76165,44.56114196777344
76265,44.26106643676758
76365,45.31132888793945
76465,43.36083984375
76575,44.86121368408203
76675,45.76144027709961
76765,44.26106643676758
76802,44.86121368408203
76965,43.96099090576172
77075,43.66091537475586
77175,43.51087951660156
77265,43.810951232910156
77314,43.51087951660156
77464,46.06151580810547
77564,43.51087951660156
77664,44.711177825927734
77764,44.56114196777344
77864,43.66091537475586
77964,43.66091537475586
78084,43.810951232910156
78174,44.26106643676758
78264,44.56114196777344
78364,44.411102294921875
78463,45.46136474609375
78564,44.56114196777344
78663,43.96099090576172
78773,44.711177825927734
78863,45.31132888793945
78963,45.16128921508789
79063,43.810951232910156
79163,44.26106643676758
79263,43.96099090576172
79313,45.46136474609375
79463,44.56114196777344
79543,44.56114196777344
79663,43.51087951660156
79703,43.66091537475586
79822,43.66091537475586
79962,43.36083984375
80072,45.16128921508789
80172,44.711177825927734
80272,44.411102294921875
80372,42.910728454589844
80472,44.711177825927734
80502,45.46136474609375
80671,44.711177825927734
80771,44.86121368408203
80841,45.16128921508789
80971,43.96099090576172
81071,45.16128921508789
81171,43.06076431274414
81271,43.36083984375
81371,44.56114196777344
81471,44.711177825927734
81591,45.31132888793945
81681,44.86121368408203
81761,42.910728454589844
81802,44.86121368408203
81971,44.411102294921875
82070,45.31132888793945
82170,44.411102294921875
82280,44.26106643676758
82370,43.36083984375
82470,43.810951232910156
82502,44.711177825927734
82670,44.411102294921875
82770,42.910728454589844
82870,46.66166687011719
82970,43.96099090576172
83030,43.36083984375
83169,43.810951232910156
83269,44.26106643676758
83369,44.56114196777344
83469,42.610652923583984
83569,45.31132888793945
83669,43.36083984375
83769,43.810951232910156
83869,45.61140441894531
83969,44.711177825927734
84099,44.411102294921875
84189,43.51087951660156
84279,44.56114196777344
84379,44.86121368408203
84478,42.910728454589844
84548,43.96099090576172
84658,44.56114196777344
84768,43.810951232910156
84868,42.76068878173828
84968,44.26106643676758
85018,44.26106643676758
85168,43.96099090576172
85268,45.31132888793945
85368,44.86121368408203
85437,43.06076431274414
85568,42.610652923583984
85667,44.56114196777344
85727,43.51087951660156
85867,43.51087951660156
85967,44.411102294921875
86077,42.16054153442383
86177,44.411102294921875
86267,42.610652923583984
86367,44.411102294921875
86427,44.411102294921875
86596,45.16128921508789
86687,44.26106643676758
86726,43.06076431274414
86866,43.36083984375
86966,43.66091537475586
87096,44.86121368408203
87186,44.56114196777344
87276,44.26106643676758
87346,44.56114196777344
87466,43.810951232910156
87566,43.96099090576172
87666,44.86121368408203
87765,44.711177825927734
87865,44.56114196777344
87965,45.76144027709961
88085,43.36083984375
88175,45.76144027709961
88265,45.31132888793945
88365,42.910728454589844
88465,44.26106643676758
88502,43.810951232910156
88675,44.86121368408203
88765,44.711177825927734
88855,44.56114196777344
88965,43.51087951660156
89065,44.56114196777344
89174,44.86121368408203
89264,44.26106643676758
89364,44.26106643676758
89464,44.411102294921875
89584,44.411102294921875
89674,43.810951232910156
89764,44.56114196777344
89864,44.86121368408203
89964,44.86121368408203
90074,44.711177825927734
90174,43.66091537475586
90214,44.86121368408203
90363,43.810951232910156
90463,43.96099090576172
90573,43.66091537475586
90673,44.56114196777344
90763,43.66091537475586
90863,45.46136474609375
90963,44.86121368408203
91043,43.810951232910156
91173,44.411102294921875
91243,44.86121368408203
91363,44.56114196777344
91403,44.26106643676758
91573,45.46136474609375
91672,44.411102294921875
91762,43.66091537475586
91842,44.26106643676758
91932,44.711177825927734
92072,43.66091537475586
92182,44.411102294921875
92272,43.96099090576172
92352,44.411102294921875
92482,43.96099090576172
92571,43.96099090576172
92671,44.26106643676758
92771,44.86121368408203
92871,44.26106643676758
92971,45.31132888793945
93071,43.06076431274414
93171,44.411102294921875
93241,46.66166687011719
93371,44.411102294921875
93471,44.26106643676758
93581,44.411102294921875
93671,44.56114196777344
93771,44.411102294921875
93870,44.56114196777344
93970,43.36083984375
94070,43.51087951660156
94170,44.711177825927734
94270,43.06076431274414
94370,44.711177825927734
94450,44.86121368408203
94570,43.66091537475586
94670,44.26106643676758
94740,45.46136474609375
94869,44.411102294921875
94920,45.31132888793945
95069,44.711177825927734
95170,43.810951232910156
95269,42.610652923583984
95369,45.31132888793945
95469,43.810951232910156
95549,44.56114196777344
95669,44.411102294921875
95749,43.36083984375
95869,43.96099090576172
95969,43.36083984375
96098,43.96099090576172
96189,44.56114196777344
96249,44.711177825927734
96302,44.711177825927734
96468,43.810951232910156
96598,43.06076431274414
96688,45.76144027709961
96778,43.51087951660156
96868,43.96099090576172
96968,44.86121368408203
97068,44.711177825927734
97168,42.610652923583984
97267,41.86046600341797
97367,43.06076431274414
97437,43.96099090576172
97567,44.26106643676758
97667,45.16128921508789
97767,44.86121368408203
97867,43.810951232910156
97967,44.26106643676758
98067,44.56114196777344
98167,45.31132888793945
98267,43.96099090576172
98337,43.810951232910156
98477,44.56114196777344
98586,46.211551666259766
98677,44.26106643676758
98766,41.56039047241211
98876,44.411102294921875
98966,44.411102294921875
99096,44.56114196777344
99186,43.810951232910156
99276,44.411102294921875
99366,44.86121368408203
99466,44.711177825927734
99595,42.910728454589844
99675,43.36083984375
99705,44.56114196777344
99816,44.711177825927734
99965,44.711177825927734
100095,43.96099090576172
100185,43.36083984375
100275,45.31132888793945
100365,42.76068878173828
100465,43.51087951660156
100515,43.96099090576172
100665,43.36083984375
100735,43.66091537475586
100865,44.411102294921875
100965,44.56114196777344
101014,44.411102294921875
101164,43.96099090576172
101264,44.711177825927734
101364,44.411102294921875
101444,43.810951232910156
101574,43.06076431274414
101674,43.96099090576172
101764,43.36083984375
101864,45.46136474609375
101963,44.86121368408203
102033,43.96099090576172
102163,43.66091537475586
102223,44.86121368408203
102363,46.06151580810547
102463,44.56114196777344
102563,44.711177825927734
102653,44.26106643676758
102763,45.16128921508789
102833,43.66091537475586
102963,44.26106643676758
103073,43.66091537475586
103173,44.86121368408203
103263,43.66091537475586
103322,44.26106643676758
103402,44.86121368408203
103572,44.26106643676758
103672,44.26106643676758
103772,44.411102294921875
103802,44.411102294921875
103972,42.610652923583984
104072,43.96099090576172
104172,44.411102294921875
104272,41.86046600341797
104371,43.66091537475586
104472,43.06076431274414
104511,45.31132888793945
104631,45.16128921508789
104771,43.66091537475586
104831,44.711177825927734
104941,43.06076431274414
105071,44.711177825927734
105171,43.51087951660156
105271,43.96099090576172
105361,44.26106643676758
105471,45.31132888793945
105571,43.66091537475586
105671,43.96099090576172
105770,44.86121368408203
105870,44.86121368408203
105970,43.810951232910156
106100,44.411102294921875
106180,43.66091537475586
106270,44.86121368408203
106370,45.16128921508789
106460,43.36083984375
106570,44.711177825927734
106670,44.56114196777344
106769,43.51087951660156
106869,44.56114196777344
106969,43.810951232910156
107099,43.810951232910156
107189,44.86121368408203
107279,45.61140441894531
107369,43.06076431274414
107469,44.56114196777344
107519,44.26106643676758
107679,43.810951232910156
107769,43.36083984375
107869,43.96099090576172
107969,43.810951232910156
108099,44.86121368408203
108188,44.56114196777344
108208,43.51087951660156
108368,43.36083984375
108468,43.66091537475586
108568,43.36083984375
108668,43.36083984375
108768,45.46136474609375
108868,44.56114196777344
108938,44.26106643676758
109067,43.66091537475586
109177,44.26106643676758
109267,45.31132888793945
109348,45.46136474609375
109467,44.711177825927734
109567,43.66091537475586
109667,44.86121368408203
109767,43.51087951660156
109867,43.810951232910156
109977,43.96099090576172
110067,43.810951232910156
110177,44.86121368408203
110217,43.96099090576172
110367,43.810951232910156
110467,43.96099090576172
110566,44.711177825927734
110666,44.26106643676758
110766,42.610652923583984
110802,44.86121368408203
110926,42.910728454589844
111066,41.86046600341797
111166,43.51087951660156
111202,44.26106643676758
111366,42.76068878173828
111426,43.96099090576172
111595,44.411102294921875
111675,45.46136474609375
111765,43.66091537475586
111865,44.56114196777344
111965,44.711177825927734
112045,44.711177825927734
112175,44.86121368408203
112265,43.96099090576172
112365,43.810951232910156
112465,44.711177825927734
112575,44.26106643676758
112675,45.31132888793945
112765,43.96099090576172
112865,43.06076431274414
112964,43.96099090576172
113002,43.06076431274414
113144,45.31132888793945
113204,43.810951232910156
113364,42.16054153442383
113464,44.56114196777344
113564,43.06076431274414
113664,45.76144027709961
113704,44.56114196777344
113814,43.810951232910156
113963,42.910728454589844
114073,43.36083984375
114173,45.46136474609375
114263,43.96099090576172
114363,43.36083984375
114463,43.36083984375
114583,44.411102294921875
114673,45.16128921508789
114763,45.61140441894531
114863,44.56114196777344
114963,44.411102294921875
115002,43.810951232910156
115133,44.411102294921875
115212,43.51087951660156
115362,44.56114196777344
115462,44.86121368408203
115532,44.86121368408203
115632,44.411102294921875
115772,44.711177825927734
115882,44.26106643676758
115972,45.16128921508789
116072,45.16128921508789
116172,44.56114196777344
116271,44.411102294921875
116371,42.610652923583984
116471,43.36083984375
116571,43.810951232910156
116671,43.06076431274414
116751,43.06076431274414
116871,44.86121368408203
116971,45.76144027709961
117091,43.51087951660156
117181,44.56114196777344
117271,44.711177825927734
117351,43.810951232910156
117471,44.86121368408203
117502,43.810951232910156
117670,44.56114196777344
117750,44.26106643676758
117870,43.96099090576172
117920,43.810951232910156
118090,44.86121368408203
118140,43.51087951660156
118270,45.46136474609375
118370,44.26106643676758
118470,43.06076431274414
118570,43.96099090576172
118669,45.76144027709961
118769,44.56114196777344
118879,43.36083984375
118969,45.31132888793945
119099,44.86121368408203
119189,45.76144027709961
119279,44.711177825927734
119319,44.26106643676758
119469,44.711177825927734
119569,45.16128921508789
119669,45.61140441894531
119769,44.411102294921875
119868,44.56114196777344
119939,44.86121368408203
120069,43.36083984375
120169,45.16128921508789
120238,43.36083984375
120368,42.910728454589844
120418,43.96099090576172
120568,44.26106643676758
120668,44.86121368408203
120718,43.66091537475586
120868,43.810951232910156
120968,43.66091537475586
121068,44.411102294921875
121168,43.51087951660156
121267,44.26106643676758
121367,45.46136474609375
121467,44.711177825927734
121597,43.810951232910156
121677,45.16128921508789
121767,44.411102294921875
121847,44.411102294921875
121967,44.711177825927734
122067,43.66091537475586
122167,43.810951232910156
122267,45.16128921508789
122327,44.86121368408203
122467,45.31132888793945
122516,43.96099090576172
122666,42.76068878173828
122766,42.910728454589844
122866,46.811702728271484
122966,44.711177825927734
123096,43.66091537475586
123186,45.61140441894531
123226,44.26106643676758
123346,43.96099090576172
123426,42.76068878173828
123596,42.76068878173828
123685,45.46136474609375
123706,44.56114196777344
123815,43.96099090576172
123965,43.36083984375
124005,43.36083984375
124165,43.96099090576172
124202,43.66091537475586
124345,44.86121368408203
124465,43.51087951660156
124575,44.56114196777344
124675,43.96099090576172
124765,44.711177825927734
124844,43.51087951660156
124934,43.66091537475586
125034,43.810951232910156
125164,44.26106643676758
125264,43.96099090576172
125344,42.610652923583984
125464,43.96099090576172
125574,44.86121368408203
125674,43.96099090576172
125764,43.66091537475586
125864,43.810951232910156
125963,44.56114196777344
126073,43.96099090576172
126174,43.810951232910156
126263,43.96099090576172
126373,42.610652923583984
126463,43.66091537475586
126583,45.46136474609375
126673,44.711177825927734
126763,45.46136474609375
126843,43.810951232910156
126963,44.411102294921875
