Time (ms), X Gyro (deg per sec)
30425,-1.0365853309631348
30535,-1.1585365533828735
30645,-1.0365853309631348
30745,-1.1585365533828735
30825,-1.1585365533828735
30925,-1.097561001777649
31025,-1.1585365533828735
31135,-1.1585365533828735
31225,-1.097561001777649
31325,-1.0365853309631348
31424,-1.1585365533828735
31534,-1.1585365533828735
31634,-1.097561001777649
31724,-1.097561001777649
31824,-1.1585365533828735
31924,-1.1585365533828735
32034,-1.1585365533828735
32134,-1.1585365533828735
32214,-1.097561001777649
32323,-1.097561001777649
32444,-1.2195122241973877
32533,-1.0365853309631348
32633,-1.1585365533828735
32763,-1.1585365533828735
32823,-1.1585365533828735
32923,-1.1585365533828735
33053,-1.097561001777649
33143,-0.9756097793579102
33233,-1.2195122241973877
33313,-1.1585365533828735
33462,-1.2195122241973877
33503,-1.2195122241973877
33623,-1.097561001777649
33722,-1.1585365533828735
33822,-1.097561001777649
33922,-1.2195122241973877
34022,-1.0365853309631348
34122,-1.1585365533828735
34232,-1.097561001777649
34332,-1.097561001777649
34432,-1.097561001777649
34532,-1.0365853309631348
34631,-1.097561001777649
34731,-1.0365853309631348
34831,-1.1585365533828735
34951,-1.097561001777649
35031,-1.2195122241973877
35131,-1.1585365533828735
35281,-1.2195122241973877
35331,-1.2195122241973877
35431,-1.097561001777649
35571,-1.097561001777649
35631,-1.097561001777649
35731,-1.097561001777649
35831,-1.1585365533828735
35980,-1.1585365533828735
36002,-1.097561001777649
36130,-1.1585365533828735
36240,-1.1585365533828735
36350,-1.1585365533828735
36430,-1.097561001777649
36530,-1.1585365533828735
36629,-1.097561001777649
36779,-1.097561001777649
36829,-1.097561001777649
36949,-1.1585365533828735
37059,-1.097561001777649
37149,-1.097561001777649
37239,-1.585365891456604
37329,-1.1585365533828735
37429,-1.097561001777649
37529,-1.097561001777649
37629,-1.097561001777649
37729,-1.097561001777649
37829,-1.097561001777649
37929,-1.1585365533828735
38028,-1.1585365533828735
38128,-2.378048896789551
38228,-1.2804877758026123
38328,7.804878234863281
38428,-0.792682945728302
38528,602.9268188476562
38628,61.89024353027344
38702,66.95121765136719
38828,-12.682927131652832
38928,-420.0
39028,44.39024353027344
39127,-90.91463470458984
39267,48.658538818359375
39307,214.02439880371094
39402,-198.90245056152344
39527,-713.53662109375
39627,159.2073211669922
39707,-2.987804889678955
39827,-40.73170852661133
39927,66.5243911743164
40057,137.19512939453125
40127,135.4268341064453
40227,223.0487823486328
40302,-104.0243911743164
40426,-103.41463470458984
40526,70.12195587158203
40626,-162.256103515625
40736,-78.10975646972656
40826,-144.51219177246094
40926,-30.2439022064209
41026,-12.92682933807373
41136,-43.658538818359375
41226,11.463415145874023
41326,-9.45121955871582
41402,85.7317123413086
41525,-98.17073059082031
41655,-70.79268646240234
41725,30.85365867614746
41825,-175.0
41975,-46.524391174316406
42025,-3.9634146690368652
42125,-12.987805366516113
42225,-15.243903160095215
42325,0.0
42406,2.1341464519500732
42534,38.29268264770508
42634,10.243902206420898
42724,14.512195587158203
42824,52.19512176513672
42924,-5.670732021331787
43002,3.0487804412841797
43124,29.329269409179688
43224,11.280488014221191
43324,24.69512176513672
43464,-12.743903160095215
43544,3.5365853309631348
43633,-17.012195587158203
43723,-22.13414764404297
43823,-11.158536911010742
43923,-5.670732021331787
44033,5.4268293380737305
44133,-40.73170852661133
44223,-4.939024448394775
44303,2.682926893234253
44453,63.963417053222656
44533,-3.9634146690368652
44633,8.231707572937012
44723,9.939024925231934
44862,36.95122146606445
44952,40.60975646972656
45062,10.060976028442383
45152,16.585365295410156
45202,-28.170732498168945
45322,-45.54878234863281
45432,71.5243911743164
45522,56.09756088256836
45622,-30.914634704589844
45732,87.68292999267578
45832,-2.195122003555298
45931,-30.731708526611328
46061,-57.0121955871582
46151,-36.89024353027344
46281,38.53658676147461
46331,18.414634704589844
46441,3.170731782913208
46531,-1.9512195587158203
46631,2.804877996444702
46731,-5.54878044128418
46831,-0.9756097793579102
46931,-17.439023971557617
47031,-4.2682929039001465
47130,-60.54878234863281
47250,-115.12195587158203
47330,41.463417053222656
47430,5.609755992889404
47560,-7.012195110321045
47650,-24.08536720275879
47730,-30.79268455505371
47830,59.14634323120117
47920,-85.18292999267578
48030,-26.95121955871582
48129,-11.646341323852539
48229,20.487804412841797
48309,135.1219482421875
48439,-46.89024353027344
48529,-17.13414764404297
48629,-10.0
48749,-44.45122146606445
48829,-0.12195122241973877
48979,-299.8780517578125
49089,20.54878044128418
49139,76.58536529541016
49229,61.524391174316406
49329,4.207317352294922
49458,4.390244007110596
49588,7.804878234863281
49628,31.58536720275879
49728,-15.42682933807373
49828,23.475610733032227
49928,6.7682929039001465
50098,41.82926940917969
50138,-34.63414764404297
50228,-8.04878044128418
50328,-2.4390244483947754
50428,1.585365891456604
50587,1.8292683362960815
50627,13.170731544494629
50727,10.12195110321045
50877,26.89024543762207
50957,59.39024353027344
51027,-51.158538818359375
51137,-48.53658676147461
51227,50.42683029174805
51307,-9.146341323852539
51427,20.426830291748047
51527,97.56097412109375
51626,-26.03658676147461
51727,4.45121955871582
51806,5.97560977935791
51926,1.9512195587158203
52076,30.731708526611328
52106,48.353660583496094
52266,27.378049850463867
52326,-39.085365295410156
52426,12.5
52526,-33.17073059082031
52626,16.09756088256836
52726,86.82926940917969
52825,164.51219177246094
52925,190.85366821289062
53055,-160.24391174316406
53125,-27.621952056884766
53225,-1.2195122241973877
53345,-73.2317123413086
53425,-29.39024543762207
53535,-55.79268264770508
53635,-38.04878234863281
53725,-53.658538818359375
53805,-252.31707763671875
53925,-3.7804877758026123
54024,17.073171615600586
54125,21.829269409179688
54224,5.731707572937012
54324,1.2804877758026123
54424,7.134146690368652
54534,6.036585330963135
54634,22.7439022064209
54724,-2.5609755516052246
54804,-12.195121765136719
54924,-19.08536720275879
55034,69.8780517578125
55133,166.7073211669922
55202,150.3048858642578
55323,81.89024353027344
55423,-196.76829528808594
55533,-24.93902587890625
55633,-14.45121955871582
55723,10.12195110321045
55873,-3.170731782913208
55923,-5.853658676147461
56033,-3.4146342277526855
56132,-2.7439024448394775
56223,1.8292683362960815
56373,1.1585365533828735
56452,-2.378048896789551
56532,-10.060976028442383
56632,-1.585365891456604
56722,0.792682945728302
56822,-0.9756097793579102
56932,0.6097561120986938
57032,-1.402438998222351
57132,-1.2804877758026123
57232,-1.4634146690368652
57331,-1.0365853309631348
57431,-0.060975611209869385
57552,-13.47560977935791
57641,0.24390244483947754
57721,-1.9512195587158203
57831,-4.207317352294922
57941,-1.2804877758026123
58031,-1.4634146690368652
58131,-1.2195122241973877
58231,-1.6463414430618286
58331,-1.5243902206420898
58420,-1.1585365533828735
58551,-1.3414634466171265
58640,-0.7317073345184326
58730,-1.402438998222351
58830,-1.2804877758026123
58930,-1.2804877758026123
59060,-1.402438998222351
59140,-1.402438998222351
59230,-1.097561001777649
59330,-1.2804877758026123
59420,-1.2804877758026123
59530,-1.402438998222351
59629,-1.2804877758026123
59729,-1.0365853309631348
59869,-1.3414634466171265
59929,-1.2804877758026123
60079,-1.097561001777649
60119,-1.1585365533828735
60229,-1.1585365533828735
60329,-0.9756097793579102
60429,-1.6463414430618286
60559,-0.9146341681480408
60649,-1.585365891456604
60739,-1.6463414430618286
60829,-1.3414634466171265
60929,-0.9146341681480408
61028,-1.4634146690368652
61128,-0.9756097793579102
61258,-0.792682945728302
61328,-1.0365853309631348
61428,-1.2804877758026123
61528,-1.2804877758026123
61628,-1.097561001777649
61728,-1.2804877758026123
61828,-1.0365853309631348
61928,-1.2195122241973877
62028,-1.2195122241973877
62127,-0.9146341681480408
62267,-1.2804877758026123
62302,-1.0365853309631348
62407,-1.3414634466171265
62527,-1.1585365533828735
62627,-1.2195122241973877
62702,-1.2804877758026123
62807,-1.2804877758026123
62927,-1.2804877758026123
63057,-1.097561001777649
63127,-1.2195122241973877
63227,-1.0365853309631348
63302,-1.2195122241973877
63426,-0.9756097793579102
63526,-1.2195122241973877
63626,-1.2195122241973877
63776,-1.2804877758026123
63856,-1.402438998222351
63966,-0.9756097793579102
64026,-0.9756097793579102
64155,-1.1585365533828735
64246,-1.2804877758026123
64325,-1.2195122241973877
64425,-1.1585365533828735
64565,-1.2804877758026123
64625,-1.1585365533828735
64775,-1.2804877758026123
64825,-1.097561001777649
64925,-1.3414634466171265
65035,-1.1585365533828735
65135,-1.1585365533828735
65255,-1.3414634466171265
65325,-1.1585365533828735
65425,-1.2804877758026123
65554,-1.2804877758026123
65644,-1.2804877758026123
65734,-0.8536585569381714
65802,-1.097561001777649
65974,-1.2195122241973877
66094,-1.0365853309631348
66134,-1.2195122241973877
66224,-1.1585365533828735
66324,-1.585365891456604
66424,-0.6707317233085632
66553,-1.5243902206420898
66644,-0.9146341681480408
66773,-1.2804877758026123
66823,-1.1585365533828735
66903,-1.097561001777649
67093,-1.1585365533828735
67133,-1.097561001777649
67223,-1.2195122241973877
67363,-1.3414634466171265
67402,-1.097561001777649
67503,-1.5243902206420898
67633,-1.2804877758026123
67723,-1.1585365533828735
67823,-1.402438998222351
67923,-1.0365853309631348
68042,-1.2195122241973877
68132,-1.1585365533828735
68222,-1.0365853309631348
68342,-1.1585365533828735
68432,-1.2195122241973877
68542,-1.097561001777649
68632,-1.097561001777649
68732,-1.2195122241973877
68832,-1.097561001777649
68952,-1.2195122241973877
69032,-1.2804877758026123
69141,-1.2195122241973877
69231,-1.2195122241973877
69331,-1.097561001777649
69431,-1.1585365533828735
69551,-1.0365853309631348
69602,-1.1585365533828735
69731,-1.2804877758026123
69871,-1.1585365533828735
69931,-1.1585365533828735
70030,-1.097561001777649
70141,-1.1585365533828735
70231,-1.1585365533828735
70330,-1.1585365533828735
70430,-1.097561001777649
70530,-1.2195122241973877
70630,-1.097561001777649
70730,-1.2195122241973877
70830,-1.097561001777649
70950,-1.1585365533828735
71060,-1.1585365533828735
71110,-1.1585365533828735
71230,-1.2195122241973877
71329,-1.097561001777649
71429,-1.1585365533828735
71529,-1.1585365533828735
71629,-1.1585365533828735
71749,-1.1585365533828735
71802,-1.1585365533828735
71949,-1.1585365533828735
72039,-1.097561001777649
72129,-1.097561001777649
72229,-1.2195122241973877
72329,-1.1585365533828735
72429,-1.097561001777649
72529,-1.2195122241973877
72628,-1.0365853309631348
72708,-1.097561001777649
72828,-1.2195122241973877
72928,-1.097561001777649
73028,-1.1585365533828735
73128,-1.1585365533828735
73228,-1.1585365533828735
73328,-1.097561001777649
73408,-1.1585365533828735
73558,-1.1585365533828735
73647,-1.2195122241973877
73737,-1.2195122241973877
73827,-1.1585365533828735
73927,-1.097561001777649
74087,-1.1585365533828735
74127,-1.2195122241973877
74227,-1.2195122241973877
74327,-1.2195122241973877
74427,-1.097561001777649
74527,-1.1585365533828735
74627,-1.097561001777649
74757,-1.0365853309631348
74827,-1.2195122241973877
74927,-1.0365853309631348
75026,-1.1585365533828735
75126,-1.097561001777649
75226,-1.1585365533828735
75366,-1.1585365533828735
75426,-1.097561001777649
75526,-1.1585365533828735
75676,-1.097561001777649
75726,-1.1585365533828735
75805,-1.097561001777649
75926,-1.1585365533828735
76005,-1.1585365533828735
76125,-1.0365853309631348
76225,-1.097561001777649
76325,-1.1585365533828735
76425,-1.097561001777649
76535,-1.1585365533828735
76635,-1.1585365533828735
76725,-1.2195122241973877
76845,-1.0365853309631348
76925,-1.0365853309631348
77035,-1.2195122241973877
77135,-1.1585365533828735
77225,-1.097561001777649
77364,-1.2195122241973877
77424,-1.0365853309631348
77524,-1.2195122241973877
77624,-1.097561001777649
77724,-1.097561001777649
77824,-1.2195122241973877
77924,-1.097561001777649
78044,-0.9756097793579102
78134,-1.1585365533828735
78224,-1.1585365533828735
78323,-1.1585365533828735
78423,-1.097561001777649
78523,-1.1585365533828735
78623,-1.0365853309631348
78733,-1.2195122241973877
78823,-1.097561001777649
78923,-1.097561001777649
79023,-1.2195122241973877
79123,-1.1585365533828735
79223,-1.0365853309631348
79362,-1.2195122241973877
79423,-1.0365853309631348
79503,-1.0365853309631348
79623,-1.1585365533828735
79752,-1.097561001777649
79872,-1.097561001777649
79922,-1.097561001777649
80032,-1.1585365533828735
80132,-1.1585365533828735
80232,-1.1585365533828735
80332,-1.097561001777649
80432,-1.1585365533828735
80562,-1.1585365533828735
80631,-1.097561001777649
80731,-1.2195122241973877
80802,-1.097561001777649
80931,-1.1585365533828735
81031,-1.1585365533828735
81131,-1.097561001777649
81231,-1.2195122241973877
81331,-1.097561001777649
81431,-1.097561001777649
81551,-1.0365853309631348
81640,-1.1585365533828735
81720,-0.9756097793579102
81850,-1.1585365533828735
81931,-1.097561001777649
82030,-1.2195122241973877
82130,-1.2195122241973877
82240,-1.2195122241973877
82330,-1.2195122241973877
82430,-1.0365853309631348
82560,-1.1585365533828735
82630,-1.2195122241973877
82730,-1.1585365533828735
82830,-1.1585365533828735
82930,-1.097561001777649
83089,-1.097561001777649
83129,-1.1585365533828735
83229,-1.097561001777649
83329,-1.2195122241973877
83429,-1.097561001777649
83529,-1.2195122241973877
83629,-1.1585365533828735
83729,-1.097561001777649
83829,-1.2195122241973877
83929,-1.1585365533828735
84059,-1.1585365533828735
84149,-1.097561001777649
84239,-1.2195122241973877
84338,-1.2195122241973877
84438,-1.097561001777649
84508,-1.097561001777649
84618,-1.2195122241973877
84728,-1.097561001777649
84828,-1.1585365533828735
84928,-1.097561001777649
85078,-1.2804877758026123
85128,-1.1585365533828735
85228,-1.097561001777649
85327,-1.1585365533828735
85402,-1.097561001777649
85527,-1.1585365533828735
85627,-1.1585365533828735
85777,-1.1585365533828735
85827,-1.2195122241973877
85927,-1.1585365533828735
86037,-1.2195122241973877
86137,-1.097561001777649
86227,-1.097561001777649
86327,-1.2195122241973877
86477,-1.1585365533828735
86556,-1.1585365533828735
86647,-1.097561001777649
86776,-1.097561001777649
86826,-1.097561001777649
86926,-1.1585365533828735
87056,-1.1585365533828735
87146,-1.2195122241973877
87236,-1.0365853309631348
87306,-1.2195122241973877
87426,-1.2195122241973877
87526,-1.097561001777649
87625,-1.097561001777649
87725,-1.097561001777649
87825,-1.0365853309631348
87925,-1.2195122241973877
88045,-1.2195122241973877
88135,-1.2195122241973877
88225,-1.1585365533828735
88325,-1.0365853309631348
88425,-1.2804877758026123
88565,-1.0365853309631348
88635,-1.2195122241973877
88725,-1.097561001777649
88814,-1.097561001777649
88925,-1.2195122241973877
89025,-0.9756097793579102
89134,-1.2804877758026123
89224,-1.1585365533828735
89324,-1.0365853309631348
89424,-1.2195122241973877
89544,-1.1585365533828735
89634,-1.2195122241973877
89724,-1.2804877758026123
89824,-1.097561001777649
89924,-1.1585365533828735
90034,-1.097561001777649
90134,-1.2195122241973877
90263,-1.2195122241973877
90323,-1.097561001777649
90423,-1.1585365533828735
90533,-1.097561001777649
90633,-1.1585365533828735
90723,-1.2195122241973877
90823,-1.1585365533828735
90923,-1.2195122241973877
91003,-1.097561001777649
91133,-1.1585365533828735
91203,-1.097561001777649
91323,-1.097561001777649
91452,-1.097561001777649
91532,-1.097561001777649
91632,-1.1585365533828735
91722,-1.2195122241973877
91803,-1.1585365533828735
91982,-1.1585365533828735
92032,-1.0365853309631348
92142,-1.2804877758026123
92232,-1.2804877758026123
92311,-1.2195122241973877
92441,-1.1585365533828735
92531,-1.1585365533828735
92631,-1.097561001777649
92731,-1.2195122241973877
92831,-1.0365853309631348
92931,-1.1585365533828735
93031,-1.1585365533828735
93131,-1.097561001777649
93202,-1.097561001777649
93331,-1.1585365533828735
93431,-1.1585365533828735
93541,-1.1585365533828735
93630,-1.0365853309631348
93731,-1.1585365533828735
93830,-1.1585365533828735
93930,-1.1585365533828735
94030,-1.1585365533828735
94130,-1.1585365533828735
94230,-1.2195122241973877
94330,-1.0365853309631348
94410,-1.1585365533828735
94530,-1.097561001777649
94629,-1.097561001777649
94702,-1.1585365533828735
94829,-1.1585365533828735
94969,-1.097561001777649
95029,-1.1585365533828735
95129,-1.097561001777649
95229,-1.1585365533828735
95329,-1.2195122241973877
95429,-1.0365853309631348
95509,-1.0365853309631348
95629,-1.1585365533828735
95709,-1.1585365533828735
95829,-1.2195122241973877
95929,-1.0365853309631348
96058,-1.097561001777649
96149,-0.9756097793579102
96208,-1.2195122241973877
96348,-1.1585365533828735
96428,-1.0365853309631348
96558,-1.1585365533828735
96648,-1.097561001777649
96738,-1.1585365533828735
96828,-1.2195122241973877
96928,-1.097561001777649
97028,-1.097561001777649
97127,-1.097561001777649
97227,-1.097561001777649
97327,-1.097561001777649
97402,-1.1585365533828735
97527,-1.1585365533828735
97627,-1.1585365533828735
97727,-1.0365853309631348
97827,-1.1585365533828735
97927,-1.1585365533828735
98027,-1.097561001777649
98126,-1.1585365533828735
98227,-1.0365853309631348
98302,-1.097561001777649
98436,-1.097561001777649
98546,-1.1585365533828735
98636,-1.1585365533828735
98726,-1.0365853309631348
98836,-1.1585365533828735
98926,-1.097561001777649
99056,-1.097561001777649
99146,-1.097561001777649
99236,-1.1585365533828735
99326,-0.9756097793579102
99426,-1.2195122241973877
99555,-1.0365853309631348
99635,-1.1585365533828735
99755,-1.1585365533828735
99865,-1.1585365533828735
99925,-1.2195122241973877
100055,-1.1585365533828735
100145,-1.1585365533828735
100235,-1.097561001777649
100325,-1.0365853309631348
100425,-1.1585365533828735
100575,-1.097561001777649
100625,-1.097561001777649
100702,-1.1585365533828735
100825,-1.0365853309631348
100924,-1.097561001777649
101074,-1.1585365533828735
101124,-1.0365853309631348
101224,-1.2195122241973877
101324,-1.0365853309631348
101404,-1.1585365533828735
101534,-1.097561001777649
101634,-1.2195122241973877
101724,-1.097561001777649
101824,-1.0365853309631348
101923,-1.1585365533828735
102002,-1.097561001777649
102123,-1.1585365533828735
102273,-1.097561001777649
102323,-1.2195122241973877
102423,-1.1585365533828735
102523,-1.1585365533828735
102613,-1.097561001777649
102723,-1.1585365533828735
102802,-1.2195122241973877
102926,-1.1585365533828735
103032,-1.097561001777649
103132,-1.097561001777649
103223,-1.2195122241973877
103372,-1.0365853309631348
103442,-1.2195122241973877
103532,-1.097561001777649
103632,-1.1585365533828735
103732,-1.2195122241973877
103852,-1.2195122241973877
103932,-1.2195122241973877
104032,-1.1585365533828735
104132,-1.097561001777649
104231,-1.1585365533828735
104331,-1.1585365533828735
104431,-1.1585365533828735
104571,-1.097561001777649
104681,-1.097561001777649
104731,-1.1585365533828735
104881,-0.9756097793579102
104902,-1.1585365533828735
105031,-1.097561001777649
105131,-1.1585365533828735
105231,-1.2195122241973877
105320,-1.0365853309631348
105431,-1.1585365533828735
105530,-1.1585365533828735
105630,-1.0365853309631348
105730,-1.2195122241973877
105830,-1.097561001777649
105930,-1.1585365533828735
106060,-1.097561001777649
106140,-1.1585365533828735
106230,-1.2804877758026123
106330,-1.097561001777649
106420,-1.097561001777649
106530,-1.2195122241973877
106630,-1.1585365533828735
106729,-1.2804877758026123
106829,-1.097561001777649
106929,-1.0365853309631348
107059,-1.1585365533828735
107149,-1.1585365533828735
107239,-1.1585365533828735
107329,-1.1585365533828735
107429,-1.0365853309631348
107589,-1.0365853309631348
107639,-1.0365853309631348
107729,-1.2195122241973877
107829,-1.1585365533828735
107929,-1.1585365533828735
108058,-1.0365853309631348
108148,-1.2195122241973877
108258,-1.097561001777649
108328,-1.1585365533828735
108428,-1.0365853309631348
108528,-1.2195122241973877
108628,-1.1585365533828735
108728,-1.097561001777649
108828,-1.2195122241973877
108902,-1.1585365533828735
109027,-1.097561001777649
109137,-0.9756097793579102
109227,-1.0365853309631348
109307,-1.0365853309631348
109427,-1.0365853309631348
109527,-1.1585365533828735
109627,-1.1585365533828735
109727,-1.097561001777649
109827,-1.2195122241973877
109937,-1.1585365533828735
110027,-1.1585365533828735
110137,-1.1585365533828735
110266,-1.097561001777649
110327,-1.097561001777649
110426,-1.097561001777649
110526,-1.1585365533828735
110626,-1.1585365533828735
110726,-1.1585365533828735
110846,-1.0365853309631348
110976,-1.097561001777649
111026,-1.097561001777649
111126,-1.2804877758026123
111246,-1.2195122241973877
111326,-1.2195122241973877
111475,-1.0365853309631348
111555,-1.097561001777649
111635,-1.097561001777649
111725,-1.0365853309631348
111825,-1.1585365533828735
111925,-1.097561001777649
112005,-1.097561001777649
112135,-1.097561001777649
112225,-1.097561001777649
112325,-1.0365853309631348
112425,-1.1585365533828735
112534,-1.0365853309631348
112635,-1.097561001777649
112725,-1.097561001777649
112824,-1.2195122241973877
112924,-1.1585365533828735
113054,-1.097561001777649
113104,-1.097561001777649
113254,-1.2195122241973877
113324,-1.2195122241973877
113424,-1.1585365533828735
113524,-1.097561001777649
113623,4.2682929039001465
113753,0.6097561120986938
113864,0.5487805008888245
113923,-1.1585365533828735
114033,-0.7317073345184326
114133,-0.9756097793579102
114223,-1.402438998222351
114323,-0.6097561120986938
114423,-1.8902438879013062
114543,-1.2804877758026123
114633,-0.7317073345184326
114723,-1.5243902206420898
114823,-0.7317073345184326
114923,-1.097561001777649
115063,-1.3414634466171265
115182,-1.585365891456604
115262,-0.792682945728302
115322,-1.2195122241973877
115422,-0.9146341681480408
115502,-1.402438998222351
115682,-1.3414634466171265
115732,-0.9146341681480408
115842,-1.402438998222351
115932,-1.0365853309631348
116032,-0.9756097793579102
116131,-1.4634146690368652
116231,-0.9146341681480408
116331,-1.1585365533828735
