Time (ms), Internal Temperature (C)
4583,23.299999237060547
5001,23.299999237060547
5506,23.290000915527344
6031,23.290000915527344
6503,23.290000915527344
7003,23.270000457763672
7503,23.280000686645508
8106,23.270000457763672
8503,23.270000457763672
9003,23.270000457763672
9502,23.270000457763672
10002,23.270000457763672
10502,23.25
11050,23.260000228881836
11503,23.260000228881836
12028,23.25
12503,23.25
13028,23.239999771118164
13503,23.229999542236328
14029,23.239999771118164
14528,23.239999771118164
15096,23.229999542236328
15606,23.219999313354492
16003,23.219999313354492
16535,23.229999542236328
17028,23.219999313354492
17574,23.219999313354492
18028,23.219999313354492
18503,23.200000762939453
19063,23.200000762939453
19562,23.209999084472656
20028,23.219999313354492
20501,23.190000534057617
21003,23.190000534057617
21503,23.190000534057617
22080,23.190000534057617
22503,23.190000534057617
23079,23.190000534057617
23589,23.18000030517578
24002,23.18000030517578
24502,23.170000076293945
25087,23.18000030517578
25597,23.170000076293945
26060,23.18000030517578
26519,23.170000076293945
27109,23.15999984741211
27503,23.149999618530273
28038,23.15999984741211
28607,23.139999389648438
29003,23.139999389648438
29528,23.139999389648438
30003,23.1299991607666
30503,23.1299991607666
31105,23.1299991607666
31502,23.1200008392334
32002,23.1299991607666
32503,23.1200008392334
33028,23.110000610351562
33580,23.1200008392334
34099,23.110000610351562
34503,23.110000610351562
35109,23.110000610351562
35548,23.100000381469727
36078,23.09000015258789
36502,23.100000381469727
37028,23.09000015258789
37503,23.09000015258789
38002,23.09000015258789
38503,23.09000015258789
39003,23.079999923706055
39503,23.079999923706055
40034,23.09000015258789
40604,23.09000015258789
41104,23.100000381469727
41503,23.110000610351562
42003,23.100000381469727
42503,23.100000381469727
43072,23.09000015258789
43516,23.09000015258789
44003,23.09000015258789
44503,23.09000015258789
45031,23.079999923706055
45599,23.079999923706055
46031,23.09000015258789
46608,23.079999923706055
47003,23.09000015258789
47529,23.079999923706055
48003,23.079999923706055
48503,23.100000381469727
49059,23.09000015258789
49566,23.110000610351562
50065,23.110000610351562
50565,23.110000610351562
51002,23.100000381469727
51503,23.110000610351562
52054,23.100000381469727
52603,23.100000381469727
53033,23.110000610351562
53503,23.09000015258789
54002,23.100000381469727
54502,23.100000381469727
55003,23.100000381469727
55503,23.110000610351562
56003,23.1200008392334
56610,23.110000610351562
57003,23.110000610351562
57528,23.110000610351562
58003,23.100000381469727
58528,23.110000610351562
59029,23.110000610351562
59503,23.110000610351562
60057,23.100000381469727
60528,23.100000381469727
61003,23.100000381469727
61605,23.100000381469727
62003,23.110000610351562
62503,23.100000381469727
63034,23.110000610351562
63503,23.110000610351562
64003,23.1200008392334
64543,23.110000610351562
65006,23.110000610351562
65532,23.110000610351562
66065,23.110000610351562
66531,23.1200008392334
67064,23.110000610351562
67584,23.110000610351562
68016,23.100000381469727
68516,23.100000381469727
69112,23.1200008392334
69529,23.110000610351562
70003,23.110000610351562
70503,23.100000381469727
71029,23.1200008392334
71503,23.1200008392334
72016,23.110000610351562
72606,23.110000610351562
73002,23.100000381469727
73528,23.1200008392334
74065,23.110000610351562
74604,23.110000610351562
75104,23.110000610351562
75503,23.1200008392334
76083,23.1299991607666
76503,23.1200008392334
77003,23.1200008392334
77501,23.1200008392334
78016,23.1299991607666
78601,23.1200008392334
79100,23.1200008392334
79580,23.1299991607666
80109,23.1200008392334
80539,23.110000610351562
81003,23.1200008392334
81528,23.1200008392334
82003,23.1200008392334
82538,23.1299991607666
83067,23.1200008392334
83503,23.1299991607666
84028,23.1299991607666
84586,23.1200008392334
85055,23.1200008392334
85503,23.1299991607666
86002,23.1299991607666
86531,23.1299991607666
87031,23.1200008392334
87603,23.1299991607666
88016,23.1299991607666
88535,23.1299991607666
89001,23.1299991607666
89516,23.139999389648438
90003,23.139999389648438
90503,23.139999389648438
91083,23.139999389648438
91503,23.139999389648438
92002,23.139999389648438
92502,23.139999389648438
93003,23.1299991607666
93516,23.149999618530273
94003,23.139999389648438
94607,23.139999389648438
95003,23.15999984741211
95586,23.15999984741211
96028,23.15999984741211
96528,23.170000076293945
97003,23.170000076293945
97501,23.139999389648438
98104,23.15999984741211
98516,23.15999984741211
99028,23.15999984741211
99529,23.149999618530273
100028,23.170000076293945
100552,23.15999984741211
101052,23.170000076293945
101503,23.170000076293945
102071,23.18000030517578
102600,23.18000030517578
103003,23.18000030517578
103503,23.18000030517578
104003,23.18000030517578
104549,23.190000534057617
105003,23.190000534057617
105503,23.190000534057617
106033,23.190000534057617
106607,23.190000534057617
107031,23.190000534057617
107560,23.190000534057617
108031,23.200000762939453
108503,23.200000762939453
109001,23.200000762939453
109503,23.200000762939453
110108,23.200000762939453
110503,23.190000534057617
111003,23.209999084472656
111529,23.219999313354492
112082,23.219999313354492
112503,23.219999313354492
113032,23.219999313354492
113601,23.209999084472656
114003,23.229999542236328
114516,23.229999542236328
115031,23.229999542236328
115569,23.229999542236328
116003,23.219999313354492
116609,23.229999542236328
117028,23.239999771118164
117538,23.229999542236328
118028,23.239999771118164
118502,23.239999771118164
119028,23.25
119503,23.239999771118164
