Time (ms), Internal Temperature (C)
10046,21.1299991607666
10534,21.1299991607666
11031,21.1299991607666
11503,21.139999389648438
12112,21.139999389648438
12503,21.139999389648438
13102,21.1200008392334
13577,21.139999389648438
14001,21.170000076293945
14528,21.15999984741211
15028,21.170000076293945
15586,21.139999389648438
16003,21.15999984741211
16535,21.170000076293945
17028,21.170000076293945
17534,21.15999984741211
18003,21.170000076293945
18502,21.18000030517578
19001,21.18000030517578
19552,21.18000030517578
20058,21.190000534057617
20502,21.190000534057617
21003,21.18000030517578
21563,21.200000762939453
22043,21.18000030517578
22528,21.200000762939453
23028,21.190000534057617
23599,21.190000534057617
24003,21.190000534057617
24548,21.190000534057617
25028,21.200000762939453
25597,21.209999084472656
26107,21.209999084472656
26503,21.200000762939453
27028,21.200000762939453
27529,21.209999084472656
28028,21.209999084472656
28501,21.200000762939453
29002,21.229999542236328
29529,21.219999313354492
30033,21.219999313354492
30503,21.219999313354492
31002,21.229999542236328
31535,21.219999313354492
32031,21.209999084472656
32531,21.229999542236328
33003,21.229999542236328
33502,21.229999542236328
34063,21.229999542236328
34549,21.239999771118164
35112,21.229999542236328
35528,21.239999771118164
36002,21.229999542236328
36528,21.25
37097,21.25
37567,21.239999771118164
38001,21.239999771118164
38503,21.25
39003,21.25
39503,21.25
40058,21.25
40547,21.260000228881836
41028,21.260000228881836
41529,21.25
42003,21.25
42503,21.239999771118164
43052,21.260000228881836
43528,21.260000228881836
44003,21.260000228881836
44600,21.280000686645508
45028,21.270000457763672
45528,21.260000228881836
46002,21.270000457763672
46608,21.290000915527344
47003,21.280000686645508
47502,21.270000457763672
48028,21.280000686645508
48607,21.280000686645508
49003,21.280000686645508
49586,21.299999237060547
50095,21.290000915527344
50503,21.290000915527344
51003,21.299999237060547
51529,21.290000915527344
52064,21.290000915527344
52503,21.290000915527344
53003,21.290000915527344
53529,21.299999237060547
54028,21.31999969482422
54503,21.299999237060547
55003,21.299999237060547
55600,21.309999465942383
56070,21.299999237060547
56503,21.309999465942383
57003,21.299999237060547
57503,21.299999237060547
58068,21.299999237060547
58528,21.309999465942383
59107,21.309999465942383
59502,21.309999465942383
60034,21.31999969482422
60503,21.31999969482422
61006,21.309999465942383
61605,21.31999969482422
62002,21.31999969482422
62503,21.34000015258789
63003,21.34000015258789
63502,21.34000015258789
64003,21.34000015258789
64503,21.34000015258789
