Time (ms), Battery Current (A)
10036,0.2226666659116745
2571344,-38.658203125
658327623,1.5845632502852868e+29
1028473284,131072.609375
1312924897,1.4077444372607112e-41
1101597245,3.603943468458424e-39
3052111104,2.667205318708358e-15
0,2851.7421875
39,8.739880286157131e-08
10063,-0.94677734375
2578740,-1.0245133791331586e-26
660813247,0.0
1832255488,-1.66154271947699e+35
935238680,1.4157318385073627e-41
3244560025,3.627939303361522e-39
1034272000,3.864232491526372e-15
4027514880,-3.9435361054479265e-32
39,2147483648.0
10123,0.0
2591553,0.0
663442176,0.0
2336817152,5.465064010866787e-44
1442840576,1.4203561234396346e-41
0,3.6365390720370836e-39
1610612736,4.418636731327993e-15
0,-3.990888565799655e-14
39,3.565810402506031e-07
10163,-1.2195122241973877
2604341,1.2562924508501845e+35
667366973,6.462348535570529e-24
3510091420,-1.1920984377411514e-07
834758875,1.4297448231506109e-41
3146776576,3.6638041362574516e-39
2281701376,6.639191624312028e-15
2147483648,-5.865603037557847e+34
4194304039,1.427603820047807e-06
10243,0.060975611209869385
2624822,0.003191709518432617
672610238,5.957957821072678e+32
557367666,3.868581069510887e+25
960573246,1.4409552108652094e-41
3264868417,3.695729919170164e-39
3489660928,1.0613630302056237e-14
0,736202.0
40,3.5658922570291907e-07
10323,-1.1585365533828735
2645301,1.2562924508501845e+35
677852733,6.462348535570529e-24
1899478684,1.0633874672303336e+37
952196929,1.452165598579808e-41
1093300559,3.7212111304454463e-39
2532314880,1.8007192010291787e-14
0,-9.68902459518473e-18
40,8.770439308136702e-08
10413,-0.95947265625
2668340,-5.061569867000261e-22
683750847,0.0
3409313792,-1.6615429175473963e+35
935238680,1.4647772847587313e-41
3244245373,3.753495645765026e-39
873170432,2.589302639758196e-14
2310209536,3.474951572699284e-35
1258291241,0.00018429773626849055
10503,-75.46886444091797
2692950,0.0
690176768,0.0
591545288,3.689366846732606e+19
1346271532,1.4758475426268973e-41
1203904388,3.7782706026142886e-39
3295805440,3.670436689502156e-14
3779592192,7.155956684552984e-16
1023410217,3327058771968.0
10534,22.739999771118164
2697265,-2.0
690959035,0.0
959691840,5.74532370373175e-44
884961440,1.4801915678663043e-41
3214678266,3.79295200662502e-39
0,4.7786427592733105e-14
419037184,2.1184306365327632e+20
2097152041,5.6278683935317986e-09
10603,0.0029296875
2716978,3.6893488147419103e+19
696202172,0.0
2301935476,2.40742419690699e-35
901751783,1.4914019555809028e-41
1031389584,3.821293268065989e-39
2618882560,7.425959532621901e-14
1098711040,-2.6885442760971046e-09
1258291241,0.00018429773626849055
10683,-76.51912689208984
2739763,1.9807040628566084e+29
701445311,6.462348535570529e-24
3627401116,5.74532370373175e-44
905969664,1.5024722134490689e-41
3195650448,3.850351994320693e-39
1960605952,1.0978848716649073e-13
1926758400,3.402595376274677e-38
1811939370,5.663234325936628e-09
10762,0.0029296875
2757682,562949953421312.0
707932604,0.0
858962848,5.885453550164232e-44
867909632,1.5150838996279922e-41
3212140544,3.8822749746364765e-39
2487938304,1.8581575893846652e-13
0,1.2807111440334848e+16
2415919146,2.2706461095367558e-05
10853,-14.25356388092041
2780984,3.607245162129402e-06
712522049,0.0274658203125
2519843479,5.885453550164232e-44
851132416,1.527835715653348e-41
3143630848,3.914559489956056e-39
1906311168,3.041230190858196e-13
3875930112,-1.692665563268747e-07
42,1.9073486328125e-06
10942,-0.3658536672592163
2804023,1.7747514602270602e+29
718485697,-1416170976575488.0
3694739768,-1.6940743763410536e-21
1103272278,1.5415684406037313e-41
0,3.946531515718091e-39
0,4.428193922656476e-13
0,1.0062231643038781e-35
43,128.0
11025,400.0
2822466,2.30215005751925e+20
722817086,3.226004388956808e-23
373835714,6.025583396596713e-44
1296155806,1.5457723359967057e-41
1101324616,3.957286481431784e-39
2836020480,5.411817370105931e-13
0,9.163955744515497e-24
43,1.0892108548432589e-08
11042,-0.00634765625
2829363,3.5494216806390423e+31
724972735,6.462348535570529e-24
1077264284,6.025583396596713e-44
905969664,1.5529189581647623e-41
3199947052,3.979136928386001e-39
1718953472,7.894900553619133e-13
1939668992,3.499369832752042e+24
3003121707,102022216.0
11112,0.0
2844751,0.0
728903936,0.0
2083666848,6.025583396596713e-44
867995648,1.5613267489507112e-41
3211993088,4.000656668902637e-39
2749826560,1.095727566839677e-12
3247439872,-3.951702844367135e-17
738197547,2.267738636874128e-05
11182,-14.553638458251953
2865208,1.7318058098680922e-10
734146881,0.0
3425876896,6.025583396596713e-44
867991552,1.5725371366653097e-41
3211902976,4.029355261452009e-39
2487938304,1.6641617554477572e-12
0,-5.767810231038444e+31
4194304043,2.272245183121413e-05
11262,-15.453863143920898
2885688,1.299413270317018e-07
739391809,-1.7702542561780938e+29
640795286,6.165713243029195e-44
842711040,1.5838876542263407e-41
