Time (ms), Longitude
10123,0.0
11112,0.0
12085,0.0
13071,0.0
14080,0.0
15112,0.0
16078,0.0
17107,0.0
18076,0.0
19075,0.0
20135,0.0
21084,0.0
22013,0.0
23102,0.0
24081,0.0
25100,0.0
26079,0.0
27001,0.0
28108,0.0
29076,0.0
30105,0.0
31085,0.0
32001,0.0
33083,0.0
34032,0.0
35081,0.0
36080,0.0
37070,0.0
38079,0.0
39078,0.0
40137,0.0
41106,0.0
42085,0.0
43024,0.0
44083,0.0
45102,0.0
46082,0.0
47080,0.0
48110,0.0
49079,0.0
50038,0.0
51081,0.0
52036,0.0
53075,0.0
54001,0.0
55084,0.0
56043,0.0
57082,0.0
58041,0.0
59080,0.0
60109,0.0
61088,0.0
62077,0.0
63077,0.0
64076,0.0
