Time (ms), Z Acceleration (g)
10063,-0.94677734375
10153,-0.93798828125
10223,-0.951171875
10313,-0.9423828125
10413,-0.95947265625
10553,-0.93994140625
10623,-0.953125
10702,-0.93798828125
10812,-0.95849609375
10912,-0.94384765625
11052,-0.95263671875
11142,-0.94970703125
11222,-0.9443359375
11312,-0.93408203125
11422,-0.9541015625
11522,-0.94873046875
11622,-0.9521484375
11722,-0.9423828125
11822,-0.96142578125
11922,-0.94189453125
12021,-0.94873046875
12131,-0.9453125
12221,-0.94677734375
12381,-0.9521484375
12431,-0.9423828125
12521,-0.94580078125
12621,-0.95654296875
12721,-0.93994140625
12821,-0.95556640625
12970,-0.9560546875
13011,-0.95166015625
13121,-0.94091796875
13220,-0.931640625
13320,-0.95166015625
13420,-0.951171875
13600,-0.93798828125
13630,-0.94921875
13760,-0.95947265625
13820,-0.96240234375
13920,-0.9599609375
14020,-0.95068359375
14130,-0.95068359375
14220,-0.9404296875
14339,-0.9521484375
14439,-0.94580078125
14549,-0.9501953125
14639,-0.9541015625
14729,-0.96142578125
14819,-0.95947265625
14919,-0.9345703125
15049,-0.9501953125
15139,-0.9580078125
15228,-0.94482421875
15358,-0.9501953125
15418,-0.95849609375
15502,-0.94384765625
15618,-0.94970703125
15718,-0.94970703125
15818,-0.95458984375
15918,-0.95556640625
16018,-0.951171875
16118,-0.951171875
16278,-0.951171875
16378,-0.9296875
16468,-0.947265625
16548,-0.9501953125
16617,-0.953125
16717,-0.94482421875
16817,-0.95166015625
16907,-0.9462890625
17047,-0.9521484375
17137,-0.9404296875
17267,-0.95654296875
17367,-0.95703125
17417,-0.9443359375
17547,-0.95947265625
17616,-0.9453125
17716,-0.94873046875
17816,-0.9638671875
17916,-0.95654296875
18016,-0.96630859375
18116,-0.947265625
18216,-0.9404296875
18316,-0.94482421875
18426,-0.9580078125
18516,-0.93798828125
18616,-0.94189453125
18705,-0.939453125
18815,-0.95458984375
18902,-0.951171875
19015,-0.95654296875
19115,-0.94384765625
19215,-0.95458984375
19315,-0.939453125
19435,-0.9599609375
19565,-0.9462890625
19615,-0.947265625
19714,-0.93994140625
19814,-0.94140625
19914,-0.94482421875
20074,-0.94873046875
20164,-0.96044921875
20224,-0.955078125
20314,-0.9541015625
20414,-0.9599609375
20524,-0.94091796875
20624,-0.94482421875
20714,-0.935546875
20844,-0.94775390625
20923,-0.94775390625
21023,-0.94384765625
21123,-0.9384765625
21213,-0.93701171875
21313,-0.95654296875
21413,-0.94775390625
21583,-0.93701171875
21623,-0.94091796875
21713,-0.9462890625
21803,-0.94873046875
21913,-0.955078125
22062,-0.94970703125
22122,-0.93701171875
22252,-0.93115234375
22312,-0.94775390625
22452,-0.95703125
22542,-0.94775390625
22632,-0.94921875
22722,-0.94580078125
22822,-0.9384765625
22922,-0.94677734375
23042,-0.95263671875
23131,-0.95556640625
23222,-0.9580078125
23341,-0.93505859375
23461,-0.94140625
23511,-0.95654296875
23621,-0.95703125
23721,-0.94677734375
23821,-0.953125
23921,-0.94580078125
24021,-0.95166015625
24131,-0.9462890625
24220,-0.95068359375
24320,-0.95068359375
24420,-0.94970703125
24560,-0.9404296875
24610,-0.9384765625
24702,-0.9521484375
24820,-0.94189453125
24950,-0.94384765625
25040,-0.943359375
25130,-0.9580078125
25280,-0.9501953125
25320,-0.947265625
25409,-0.94921875
25509,-0.95068359375
25669,-0.93798828125
25719,-0.94775390625
25819,-0.9306640625
25919,-0.95751953125
26019,-0.9501953125
26119,-0.951171875
26219,-0.9404296875
26319,-0.9365234375
26449,-0.95166015625
26519,-0.9423828125
26619,-0.951171875
26718,-0.94189453125
26868,-0.95556640625
26918,-0.95556640625
27048,-0.947265625
27138,-0.94482421875
27258,-0.95556640625
27348,-0.94580078125
27418,-0.962890625
27548,-0.9560546875
27628,-0.947265625
27717,-0.9501953125
27818,-0.9501953125
27917,-0.94677734375
28047,-0.93603515625
28137,-0.955078125
28227,-0.95068359375
28317,-0.94677734375
28467,-0.94580078125
28517,-0.95556640625
28617,-0.95263671875
28717,-0.9443359375
28802,-0.94921875
28916,-0.9453125
29016,-0.94873046875
29116,-0.9501953125
29216,-0.947265625
29316,-0.94775390625
29416,-0.95654296875
29546,-0.94677734375
29626,-0.95263671875
29716,-0.95947265625
29816,-0.9404296875
29916,-0.9462890625
30045,-0.951171875
30145,-0.943359375
30235,-0.94921875
30325,-0.96044921875
30415,-0.9443359375
30525,-0.94970703125
30625,-0.94384765625
30715,-0.95068359375
30815,-0.951171875
30915,-0.947265625
31025,-0.94384765625
31125,-0.9580078125
31202,-0.94189453125
31314,-0.95751953125
31414,-0.95068359375
31554,-0.94140625
31624,-0.9521484375
31764,-0.95166015625
31834,-0.9541015625
31914,-0.94384765625
32044,-0.9599609375
32134,-0.9326171875
32224,-0.95849609375
32333,-0.94140625
32413,-0.93896484375
32543,-0.96337890625
32633,-0.951171875
32723,-0.9404296875
32813,-0.95458984375
32913,-0.94580078125
33023,-0.9580078125
33123,-0.95166015625
33263,-0.9501953125
33312,-0.95947265625
33412,-0.95849609375
33522,-0.9501953125
33622,-0.9326171875
33712,-0.951171875
33852,-0.94970703125
33912,-0.94677734375
34082,-0.95458984375
