Time (ms), X Mangetometer (uT)
10073,-1.1585365533828735
10163,-1.2195122241973877
10233,-1.2195122241973877
10323,-1.1585365533828735
10423,-1.2195122241973877
10563,-1.2195122241973877
10633,-1.2804877758026123
10703,-1.2195122241973877
10822,-1.1585365533828735
10923,-1.2804877758026123
11062,-1.2195122241973877
11152,-1.2804877758026123
11232,-1.1585365533828735
11322,-1.1585365533828735
11432,-1.2804877758026123
11532,-1.1585365533828735
11632,-1.1585365533828735
11732,-1.1585365533828735
11832,-1.2195122241973877
11931,-1.1585365533828735
12031,-1.2195122241973877
12141,-1.1585365533828735
12231,-1.1585365533828735
12302,-1.2804877758026123
12441,-1.097561001777649
12531,-1.1585365533828735
12631,-1.2195122241973877
12731,-1.2195122241973877
12831,-1.2195122241973877
12981,-1.1585365533828735
13020,-1.1585365533828735
13130,-1.2195122241973877
13230,-1.1585365533828735
13330,-1.2195122241973877
13430,-1.2195122241973877
13502,-1.097561001777649
13640,-1.097561001777649
13770,-1.2804877758026123
13830,-1.1585365533828735
13930,-1.1585365533828735
14030,-1.2195122241973877
14140,-1.1585365533828735
14229,-1.1585365533828735
14349,-1.2195122241973877
14449,-1.2195122241973877
14559,-1.2195122241973877
14649,-1.1585365533828735
14739,-1.2195122241973877
14829,-1.1585365533828735
14929,-1.1585365533828735
15059,-1.1585365533828735
15149,-1.2195122241973877
15239,-1.2195122241973877
15368,-1.2195122241973877
15429,-1.2195122241973877
15508,-1.2804877758026123
15628,-1.2195122241973877
15728,-1.1585365533828735
15828,-1.097561001777649
15928,-1.1585365533828735
16028,-1.1585365533828735
16128,-1.1585365533828735
16202,-1.1585365533828735
16302,-1.2195122241973877
16477,-1.2195122241973877
16557,-1.2195122241973877
16627,-1.1585365533828735
16727,-1.097561001777649
16827,-1.2804877758026123
16917,-1.1585365533828735
17057,-1.2804877758026123
17147,-1.1585365533828735
17277,-1.1585365533828735
17376,-1.2804877758026123
17427,-1.2195122241973877
17557,-1.2195122241973877
17627,-1.1585365533828735
17727,-1.2195122241973877
17826,-1.1585365533828735
17926,-1.1585365533828735
18026,-1.1585365533828735
18126,-1.1585365533828735
18226,-1.2195122241973877
18326,-1.2195122241973877
18436,-1.1585365533828735
18526,-1.2195122241973877
18625,-1.2195122241973877
18715,-1.2195122241973877
18825,-1.1585365533828735
18905,-1.1585365533828735
19025,-1.1585365533828735
19125,-1.2195122241973877
19225,-1.2804877758026123
19325,-1.1585365533828735
19445,-1.2195122241973877
19575,-1.2195122241973877
19625,-1.2195122241973877
19725,-1.097561001777649
19825,-1.2804877758026123
19925,-1.2195122241973877
20084,-1.1585365533828735
20174,-1.1585365533828735
20234,-1.2804877758026123
20324,-1.1585365533828735
20424,-1.1585365533828735
20534,-1.2195122241973877
20634,-1.1585365533828735
20724,-1.1585365533828735
20853,-1.1585365533828735
20934,-1.1585365533828735
21033,-1.2195122241973877
21133,-1.2195122241973877
21223,-1.1585365533828735
21323,-1.2195122241973877
21423,-1.1585365533828735
21593,-1.1585365533828735
21633,-1.2195122241973877
21723,-1.097561001777649
21813,-1.097561001777649
21922,-1.2195122241973877
22073,-1.1585365533828735
22133,-1.2195122241973877
22262,-1.2195122241973877
22322,-1.1585365533828735
22462,-1.2804877758026123
22552,-1.2195122241973877
22642,-1.1585365533828735
22732,-1.2804877758026123
22832,-1.1585365533828735
22932,-1.2195122241973877
23051,-1.2195122241973877
23141,-1.2195122241973877
23231,-1.1585365533828735
23351,-1.1585365533828735
23471,-1.1585365533828735
23521,-1.1585365533828735
23631,-1.2195122241973877
23731,-1.2195122241973877
23831,-1.097561001777649
23931,-1.1585365533828735
24031,-1.1585365533828735
24141,-1.1585365533828735
24231,-1.1585365533828735
24331,-1.1585365533828735
