Time (ms), X Acceleration (g)
10048,0.0068359375
10137,-0.00341796875
10203,-0.00439453125
10302,-0.00634765625
10402,-0.00244140625
10536,-0.005859375
10603,0.0029296875
10762,0.0029296875
10802,-0.0048828125
10902,-0.0029296875
11033,0.00244140625
11122,0.0048828125
11202,-0.0048828125
11302,0.00146484375
11402,0.00537109375
11508,-0.00390625
11607,0.00537109375
11702,-0.00390625
11802,0.00439453125
11902,-0.001953125
12002,-0.00146484375
12114,0.001953125
12202,0.00537109375
12361,-0.0009765625
12411,-0.0048828125
12505,0.0009765625
12606,-0.0078125
12702,0.005859375
12802,0.0068359375
12951,-0.00244140625
13104,-0.001953125
13202,0.00048828125
13302,0.0029296875
13402,-0.0087890625
13582,0.0048828125
13610,0.00048828125
13740,-0.00244140625
13802,0.001953125
13902,0.00390625
14003,-0.001953125
14111,-0.00244140625
14202,0.00146484375
14319,0.0048828125
14419,0.0087890625
14530,0.00439453125
14619,0.00244140625
14709,0.0078125
14802,-0.00048828125
14902,-0.00439453125
15030,0.00244140625
15119,0.00390625
15209,0.005859375
15338,-0.0009765625
15402,-0.00390625
15588,0.005859375
15602,0.001953125
15702,-0.00537109375
15802,-0.00244140625
15902,0.00244140625
16005,0.001953125
16103,-0.00146484375
16257,0.00732421875
16357,0.0029296875
16447,-0.0029296875
16537,-0.0009765625
16602,-0.01025390625
16702,0.00927734375
16802,-0.00146484375
16977,-0.009765625
17030,-0.00927734375
17117,0.00634765625
17247,0.00341796875
17347,0.0029296875
17402,-0.001953125
17536,0.00244140625
17602,-0.00341796875
17702,0.00439453125
17802,-0.0048828125
17902,0.0068359375
18005,0.00634765625
18102,-0.01025390625
18202,-0.00146484375
18302,-0.00244140625
18406,-0.0009765625
18504,-0.0048828125
18603,-0.00390625
18775,0.0009765625
18802,0.00048828125
18965,-0.00390625
19003,-0.0009765625
19103,-0.0009765625
19202,0.0078125
19302,0.001953125
19415,0.00244140625
19554,0.00927734375
19602,-0.00244140625
19702,0.0048828125
19802,-0.0048828125
19902,-0.0078125
20060,0.00048828125
20144,0.00390625
20204,0.00732421875
20302,-0.00341796875
20402,-0.001953125
20504,0.00048828125
20610,0.00634765625
20702,0.005859375
20823,0.0048828125
20904,0.0009765625
21005,-0.00244140625
21109,-0.001953125
21202,0.009765625
21302,0.00439453125
21402,0.00146484375
21565,0.00146484375
21603,-0.00732421875
21702,-0.00732421875
21872,-0.0009765625
21902,0.00341796875
22045,0.00439453125
22103,0.0068359375
22232,0.0048828125
22302,-0.0048828125
22432,0.00537109375
22530,-0.00244140625
22612,0.0087890625
22702,-0.00146484375
22802,0.0029296875
22902,-0.0087890625
23030,0.0009765625
23112,-0.00146484375
23202,0.0009765625
23321,0.00390625
23441,0.00244140625
23604,0.0048828125
23702,-0.00048828125
23802,0.00048828125
23902,0.00048828125
24005,-0.00146484375
24110,0.0009765625
24202,-0.00439453125
24302,-0.0029296875
24402,-0.001953125
24550,0.00048828125
24680,0.0068359375
24770,-0.00146484375
24802,0.0009765625
24930,-0.0009765625
25030,-0.00146484375
25110,-0.00390625
25260,-0.009765625
25302,-0.00341796875
25479,0.00390625
25599,-0.0029296875
25649,0.00146484375
25702,0.00537109375
25802,-0.0146484375
25902,-0.00634765625
26002,0.0009765625
26108,0.0048828125
26202,0.00244140625
26302,0.0029296875
26429,-0.001953125
26505,0.001953125
26604,0.0048828125
26702,0.0078125
26848,0.00146484375
26902,0.00390625
27030,0.0029296875
27118,0.00146484375
27238,-0.00341796875
27328,0.0048828125
27402,0.00048828125
27531,-0.0009765625
27607,-0.00048828125
27702,0.0029296875
27802,0.0009765625
27902,0.0078125
28030,-0.00146484375
28117,0.0009765625
28207,0.001953125
28302,-0.0078125
28447,-0.001953125
28503,0.00146484375
28604,-0.0048828125
28702,-0.00341796875
28866,0.00048828125
28902,0.0048828125
29004,-0.0009765625
29103,-0.00390625
29202,0.0009765625
29302,-0.005859375
29402,-0.00244140625
29531,0.0068359375
29606,0.00341796875
29702,0.00439453125
29802,-0.0009765625
29902,-0.00048828125
30035,-0.00048828125
30131,0.00341796875
30215,0.00341796875
30305,-0.00341796875
30402,-0.00048828125
30505,-0.00439453125
30611,-0.0029296875
30702,-0.00732421875
30802,0.001953125
30902,0.0029296875
31008,-0.0029296875
31111,0.00634765625
31264,0.001953125
31302,-0.00341796875
31402,-0.0009765625
31537,0.001953125
31604,0.00146484375
31744,-0.00390625
31814,0.00439453125
31902,0.00146484375
32033,-0.005859375
32113,-0.00341796875
32203,0.001953125
32314,-0.00244140625
32402,0.001953125
32533,0.0048828125
32613,0.00732421875
32703,-0.013671875
32802,-0.00634765625
32902,-0.00341796875
33005,0.00048828125
33108,0.00244140625
33243,0.005859375
33302,0.0029296875
33402,-0.0029296875
33504,-0.00244140625
33610,-0.00146484375
33702,-0.0068359375
33832,0.00244140625
33902,0.00634765625
34065,0.00439453125
34152,0.00341796875
34242,-0.00244140625
34302,0.001953125
34402,0.0087890625
34554,0.0009765625
34641,-0.00439453125
34702,0.00341796875
34802,0.0029296875
34902,0.00341796875
35002,-0.0078125
35114,0.0009765625
35202,0.0107421875
35302,0.00927734375
35471,0.0048828125
35530,-0.00146484375
35611,-0.0087890625
35702,0.00146484375
35802,-0.00244140625
35960,0.00390625
36004,-0.001953125
36111,-0.001953125
36202,-0.001953125
36302,-0.001953125
36402,0.00244140625
36530,-0.001953125
36619,-0.0009765625
36702,0.00390625
36802,0.00341796875
36949,-0.0048828125
37103,0.0048828125
37202,0.00537109375
37302,0.0009765625
37402,-0.00537109375
37569,-0.0029296875
37639,-0.00732421875
37702,0.00390625
37802,0.001953125
37902,-0.0029296875
38003,0.00341796875
38106,-0.005859375
38202,-0.00244140625
38302,-0.0029296875
38402,0.00341796875
38505,-0.0009765625
38603,0.0048828125
38702,0.0009765625
38802,0.00439453125
38902,0.0029296875
39005,0.00439453125
39103,0.0029296875
39202,0.00439453125
39302,0.0009765625
39402,-0.00439453125
39505,0.001953125
39602,0.0029296875
39757,0.0029296875
39802,-0.00439453125
39947,-0.00537109375
40060,-0.00048828125
40147,0.001953125
40207,0.0029296875
40302,-0.00048828125
40402,-0.0029296875
40549,-0.00390625
40606,0.00048828125
40702,-0.0029296875
40802,0.001953125
40902,0.00146484375
41030,-0.0068359375
41116,0.00927734375
41205,0.00390625
41302,0.0068359375
41465,-0.00048828125
41534,-0.0009765625
41605,0.009765625
41702,-0.0087890625
41802,0.0048828125
41902,0.01025390625
42005,-0.00390625
42110,-0.00048828125
42202,-0.0009765625
42302,0.005859375
42434,0.005859375
42505,-0.005859375
42610,0.001953125
42704,0.00732421875
42802,-0.005859375
42902,0.00048828125
43057,0.00048828125
43104,0.001953125
43244,-0.0068359375
43302,-0.00244140625
43402,0.00341796875
43530,-0.0048828125
43613,-0.00341796875
43703,0.00048828125
43802,0.00390625
43902,-0.0009765625
44005,-0.00537109375
44113,-0.0009765625
44273,-0.0009765625
44363,-0.00439453125
44453,-0.00244140625
44502,-0.00048828125
