Time (ms), Z Gyro (deg per sec)
10123,-75.46886444091797
10283,-76.96924591064453
10373,-75.46886444091797
10473,-75.7689437866211
10503,-75.46886444091797
10683,-76.51912689208984
10753,-75.16879272460938
10872,-75.61890411376953
10972,-76.6691665649414
11112,-75.7689437866211
11282,-75.46886444091797
11372,-75.31883239746094
11482,-76.6691665649414
11582,-77.56938934326172
11682,-75.7689437866211
11782,-76.21905517578125
11882,-76.51912689208984
11982,-75.46886444091797
12081,-76.81920623779297
12191,-77.11927795410156
12281,-76.6691665649414
12351,-76.21905517578125
12402,-75.16879272460938
12581,-77.41935729980469
12681,-76.51912689208984
12781,-75.46886444091797
12881,-76.36909484863281
12941,-74.71868133544922
13071,-76.51912689208984
13181,-75.61890411376953
13281,-74.56864166259766
13381,-76.6691665649414
13480,-75.46886444091797
13550,-76.36909484863281
13690,-76.6691665649414
13730,-78.0195083618164
13880,-75.46886444091797
13980,-75.7689437866211
14080,-75.91898345947266
14190,-76.21905517578125
14280,-76.21905517578125
14309,-75.91898345947266
14409,-75.7689437866211
14609,-76.6691665649414
14702,-76.6691665649414
14879,-75.46886444091797
14979,-76.36909484863281
15109,-75.61890411376953
15199,-76.6691665649414
15289,-75.61890411376953
15329,-75.46886444091797
15479,-75.46886444091797
15558,-75.16879272460938
15678,-74.86872100830078
15778,-76.36909484863281
15878,-75.7689437866211
15978,-76.36909484863281
16078,-75.31883239746094
16178,-75.7689437866211
16248,-75.61890411376953
16348,-75.7689437866211
16438,-76.81920623779297
16507,-75.46886444091797
16678,-77.11927795410156
16777,-76.36909484863281
16877,-77.71942901611328
16967,-76.81920623779297
17107,-75.91898345947266
17197,-78.0195083618164
17237,-77.56938934326172
17337,-75.61890411376953
17477,-75.61890411376953
17507,-76.21905517578125
17676,-76.36909484863281
17776,-75.7689437866211
17876,-75.61890411376953
17976,-75.31883239746094
18076,-76.96924591064453
18176,-75.91898345947266
18276,-77.11927795410156
18376,-77.41935729980469
18402,-76.21905517578125
18576,-76.36909484863281
18676,-75.7689437866211
18766,-76.6691665649414
18876,-75.46886444091797
18955,-76.96924591064453
19075,-75.31883239746094
19175,-75.61890411376953
19275,-75.91898345947266
19375,-76.36909484863281
19405,-76.6691665649414
19525,-75.91898345947266
19675,-75.91898345947266
19775,-74.71868133544922
19874,-75.7689437866211
19974,-75.31883239746094
20135,-76.96924591064453
20284,-76.51912689208984
20374,-76.6691665649414
20474,-75.46886444091797
20584,-76.21905517578125
20684,-77.41935729980469
20774,-75.46886444091797
20814,-74.4186019897461
20902,-76.6691665649414
21083,-75.61890411376953
21183,-75.91898345947266
21273,-75.61890411376953
21373,-76.36909484863281
21473,-75.61890411376953
21533,-76.36909484863281
21683,-76.81920623779297
21773,-76.6691665649414
21863,-75.91898345947266
21973,-76.21905517578125
22013,-77.11927795410156
22183,-76.6691665649414
22223,-76.21905517578125
22372,-75.7689437866211
22422,-76.81920623779297
22602,-75.46886444091797
22692,-76.51912689208984
22782,-75.46886444091797
22882,-75.91898345947266
22982,-76.81920623779297
23102,-76.6691665649414
23192,-75.7689437866211
23282,-75.31883239746094
23311,-75.46886444091797
23431,-76.6691665649414
23571,-75.7689437866211
23681,-76.21905517578125
23781,-76.81920623779297
23881,-74.71868133544922
23981,-75.61890411376953
24081,-76.36909484863281
24191,-75.16879272460938
24281,-76.6691665649414
24381,-77.11927795410156
24481,-76.81920623779297
24521,-76.36909484863281
24670,-75.16879272460938
24760,-76.96924591064453
24880,-75.7689437866211
24920,-76.36909484863281
25100,-75.46886444091797
25190,-75.46886444091797
25250,-74.71868133544922
25380,-76.36909484863281
25470,-76.36909484863281
25570,-77.41935729980469
25640,-75.91898345947266
25779,-75.46886444091797
25879,-76.96924591064453
25979,-76.21905517578125
26079,-76.96924591064453
26179,-76.6691665649414
26279,-76.51912689208984
26379,-76.21905517578125
26419,-75.61890411376953
26579,-75.61890411376953
26679,-76.36909484863281
26778,-75.61890411376953
26838,-75.7689437866211
26979,-76.6691665649414
27108,-75.61890411376953
27198,-75.91898345947266
27228,-75.91898345947266
27318,-77.41935729980469
27478,-76.6691665649414
27502,-76.51912689208984
27688,-76.36909484863281
27778,-76.81920623779297
27878,-77.56938934326172
27977,-76.51912689208984
28107,-75.61890411376953
28197,-75.91898345947266
28287,-75.31883239746094
28377,-76.21905517578125
28437,-77.11927795410156
28577,-75.7689437866211
28677,-76.36909484863281
28777,-76.36909484863281
28857,-76.51912689208984
28977,-76.6691665649414
29076,-75.61890411376953
29176,-76.81920623779297
29276,-76.51912689208984
29376,-77.11927795410156
29476,-75.31883239746094
29502,-76.21905517578125
29686,-75.61890411376953
29776,-75.31883239746094
29876,-76.51912689208984
29976,-77.86946868896484
30105,-76.6691665649414
30205,-75.31883239746094
30295,-74.86872100830078
30385,-76.51912689208984
30475,-75.16879272460938
30585,-75.61890411376953
30685,-76.36909484863281
30775,-76.81920623779297
30875,-76.21905517578125
30975,-76.36909484863281
31085,-76.81920623779297
31185,-75.61890411376953
31255,-75.7689437866211
31374,-75.7689437866211
31474,-75.61890411376953
